"ID","nadconVersion","srcDatum","destDatum","srcLat","srcLatDms","destLat","destLatDms","siglat","srcLon","srcLonDms","destLon","destLonDms","siglon","srcEht","destEht","sigeht","spcZone","spcNorthing_m","spcEasting_m","spcNorthing_usft","spcEasting_usft","spcNorthing_ift","spcEasting_ift","spcConvergence","spcScaleFactor","spcCombinedFactor","utmZone","utmNorthing","utmEasting","utmConvergence","utmScaleFactor","utmCombinedFactor","x","y","z","usng"
"48058","5.0","NAD83(2011)","NAD83(2011)","47.8498044413","N475059.29599","47.8498044413","N475059.29599","0.000000","-122.2558607108","W1221521.09856","-122.2558607108","W1221521.09856","0.000000","N/A","N/A","N/A","WA N-4601","95,466.681","393,546.679","313,210.268","1,291,161.062","313,210.894","1,291,163.645","-01 03 32.76","0.99995315","N/A","UTM Zone 10","5,299,874.860","555,670.221","00 33 06.16","0.99963808","N/A","N/A","N/A","N/A","10TET5567099874"
"48059","5.0","NAD83(2011)","NAD83(2011)","47.7408412474","N474427.02849","47.7408412474","N474427.02849","0.000000","-117.4115931538","W1172441.73535","-117.4115931538","W1172441.73535","0.000000","N/A","N/A","N/A","WA N-4601","88,072.094","756,530.978","288,949.861","2,482,052.051","288,950.439","2,482,057.015","02 32 51.20","0.99996379","N/A","UTM Zone 11","5,287,578.486","469,143.571","-00 18 16.66","0.99961170","N/A","N/A","N/A","N/A","11TMN6914387578"
"48060","5.0","NAD83(2011)","NAD83(2011)","47.6739467476","N474026.20829","47.6739467476","N474026.20829","0.000000","-117.2798634051","W1171647.50826","-117.2798634051","W1171647.50826","0.000000","N/A","N/A","N/A","WA N-4601","81,090.181","766,743.287","266,043.370","2,515,556.936","266,043.902","2,515,561.967","02 38 44.27","0.99997210","N/A","UTM Zone 11","5,280,099.726","478,992.251","-00 12 24.88","0.99960542","N/A","N/A","N/A","N/A","11TMN7899280099"
"48061","5.0","NAD83(2011)","NAD83(2011)","47.5563565016","N473322.88341","47.5563565016","N473322.88341","0.000000","-117.5943073973","W1173539.50663","-117.5943073973","W1173539.50663","0.000000","N/A","N/A","N/A","WA N-4601","66,986.277","743,704.082","219,770.810","2,439,969.142","219,771.249","2,439,974.022","02 24 41.47","0.99998996","N/A","UTM Zone 11","5,267,164.128","455,288.662","-00 26 18.86","0.99962457","N/A","N/A","N/A","N/A","11TMN5528867164"
"48062","5.0","NAD83(2011)","NAD83(2011)","47.5562544980","N473322.51619","47.5562544980","N473322.51619","0.000000","-117.5942870970","W1173539.43355","-117.5942870970","W1173539.43355","0.000000","N/A","N/A","N/A","WA N-4601","66,975.010","743,706.086","219,733.846","2,439,975.716","219,734.286","2,439,980.596","02 24 41.53","0.99998998","N/A","UTM Zone 11","5,267,152.780","455,290.102","-00 26 18.80","0.99962456","N/A","N/A","N/A","N/A","11TMN5529067152"
"48063","5.0","NAD83(2011)","NAD83(2011)","46.9999286133","N465959.74301","46.9999286133","N465959.74301","0.000000","-122.9139790785","W1225450.32468","-122.9139790785","W1225450.32468","0.000000","N/A","N/A","N/A","WA S-4602","188,054.301","316,441.695","616,974.820","1,038,192.460","616,976.054","1,038,194.536","-01 45 12.62","0.99994079","N/A","UTM Zone 10","5,205,159.767","506,539.799","00 03 46.48","0.99960053","N/A","N/A","N/A","N/A","10TET0653905159"
"48064","5.0","NAD83(2011)","NAD83(2011)","46.8751005934","N465230.36214","46.8751005934","N465230.36214","0.000000","-122.9679289430","W1225804.54419","-122.9679289430","W1225804.54419","0.000000","N/A","N/A","N/A","WA S-4602","174,311.881","311,906.594","571,888.230","1,023,313.550","571,889.374","1,023,315.597","-01 47 33.70","0.99992739","N/A","UTM Zone 10","5,191,285.143","502,443.897","00 01 24.27","0.99960007","N/A","N/A","N/A","N/A","10TES0244391285"
"48065","5.0","NAD83(2011)","NAD83(2011)","46.0526922296","N460309.69203","46.0526922296","N460309.69203","0.000000","-118.6167692287","W1183700.36922","-118.6167692287","W1183700.36922","0.000000","N/A","N/A","N/A","WA S-4602","81,696.360","645,722.688","268,032.140","2,118,508.520","268,032.676","2,118,512.757","01 22 04.70","0.99995749","N/A","UTM Zone 11","5,101,172.641","374,929.293","-01 09 51.08","0.99979230","N/A","N/A","N/A","N/A","11TLM7492901172"
"48066","5.0","NAD83(2011)","NAD83(2011)","46.0301179339","N460148.42456","46.0301179339","N460148.42456","0.000000","-118.3836063776","W1182300.98296","-118.3836063776","W1182300.98296","0.000000","N/A","N/A","N/A","WA S-4602","79,645.606","663,827.842","261,303.960","2,177,908.510","261,304.483","2,177,912.866","01 32 14.42","0.99996120","N/A","UTM Zone 11","5,098,324.390","392,922.659","-00 59 45.18","0.99974095","N/A","N/A","N/A","N/A","11TLL9292298324"
"48067","5.0","NAD83(2011)","NAD83(2011)","46.0077877325","N460028.03584","46.0077877325","N460028.03584","0.000000","-118.3900460847","W1182324.16590","-118.3900460847","W1182324.16590","0.000000","N/A","N/A","N/A","WA S-4602","77,151.191","663,395.854","253,120.200","2,176,491.230","253,120.706","2,176,495.583","01 31 57.58","0.99996501","N/A","UTM Zone 11","5,095,852.051","392,380.973","-01 00 00.51","0.99974238","N/A","N/A","N/A","N/A","11TLL9238095852"
"48068","5.0","NAD83(2011)","NAD83(2011)","46.0014356383","N460005.16830","46.0014356383","N460005.16830","0.000000","-118.3873018669","W1182314.28672","-118.3873018669","W1182314.28672","0.000000","N/A","N/A","N/A","WA S-4602","76,451.113","663,627.225","250,823.360","2,177,250.320","250,823.862","2,177,254.675","01 32 04.76","0.99996613","N/A","UTM Zone 11","5,095,142.591","392,581.136","-00 59 53.02","0.99974185","N/A","N/A","N/A","N/A","11TLL9258195142"
"48069","5.0","NAD83(2011)","NAD83(2011)","48.7544399593","N484515.98385","48.7544399593","N484515.98385","0.000000","-122.4621382121","W1222743.69756","-122.4621382121","W1222743.69756","0.000000","N/A","N/A","N/A","WA N-4601","196,337.961","380,241.085","644,152.126","1,247,507.628","644,153.415","1,247,510.123","-01 12 45.64","1.00000404","N/A","UTM Zone 10","5,400,298.143","539,533.528","00 24 15.91","0.99961920","N/A","N/A","N/A","N/A","10UEV3953300298"
"48070","5.0","NAD83(2011)","NAD83(2011)","48.7484102193","N484454.27679","48.7484102193","N484454.27679","0.000000","-122.4643019414","W1222751.48699","-122.4643019414","W1222751.48699","0.000000","N/A","N/A","N/A","WA N-4601","195,670.942","380,067.810","641,963.748","1,246,939.139","641,965.032","1,246,941.633","-01 12 51.44","1.00000287","N/A","UTM Zone 10","5,399,626.758","539,379.204","00 24 09.92","0.99961905","N/A","N/A","N/A","N/A","10UEU3937999626"
"48071","5.0","NAD83(2011)","NAD83(2011)","48.7897191442","N484722.98892","48.7897191442","N484722.98892","0.000000","-122.4859948559","W1222909.58148","-122.4859948559","W1222909.58148","0.000000","N/A","N/A","N/A","WA N-4601","200,297.716","378,571.525","657,143.423","1,242,030.077","657,144.737","1,242,032.562","-01 13 49.58","1.00001109","N/A","UTM Zone 10","5,404,207.684","537,753.580","00 23 12.08","0.99961751","N/A","N/A","N/A","N/A","10UEV3775304207"
"48072","5.0","NAD83(2011)","NAD83(2011)","48.7890409046","N484720.54726","48.7890409046","N484720.54726","0.000000","-122.4861412982","W1222910.10867","-122.4861412982","W1222910.10867","0.000000","N/A","N/A","N/A","WA N-4601","200,222.540","378,559.147","656,896.782","1,241,989.468","656,898.096","1,241,991.952","-01 13 49.98","1.00001095","N/A","UTM Zone 10","5,404,132.218","537,743.333","00 23 11.67","0.99961750","N/A","N/A","N/A","N/A","10UEV3774304132"
"48073","5.0","NAD83(2011)","NAD83(2011)","48.7891644087","N484720.99187","48.7891644087","N484720.99187","0.000000","-122.4860218140","W1222909.67853","-122.4860218140","W1222909.67853","0.000000","N/A","N/A","N/A","WA N-4601","200,236.082","378,568.220","656,941.213","1,242,019.234","656,942.527","1,242,021.718","-01 13 49.66","1.00001098","N/A","UTM Zone 10","5,404,146.006","537,752.016","00 23 12.00","0.99961751","N/A","N/A","N/A","N/A","10UEV3775204146"
"48074","5.0","NAD83(2011)","NAD83(2011)","48.7897191442","N484722.98892","48.7897191442","N484722.98892","0.000000","-122.4859948559","W1222909.58148","-122.4859948559","W1222909.58148","0.000000","N/A","N/A","N/A","WA N-4601","200,297.716","378,571.525","657,143.423","1,242,030.077","657,144.737","1,242,032.562","-01 13 49.58","1.00001109","N/A","UTM Zone 10","5,404,207.684","537,753.580","00 23 12.08","0.99961751","N/A","N/A","N/A","N/A","10UEV3775304207"
"48075","5.0","NAD83(2011)","NAD83(2011)","48.7856765427","N484708.43555","48.7856765427","N484708.43555","0.000000","-122.4860343826","W1222909.72378","-122.4860343826","W1222909.72378","0.000000","N/A","N/A","N/A","WA N-4601","199,848.317","378,558.967","655,669.021","1,241,988.878","655,670.332","1,241,991.362","-01 13 49.69","1.00001027","N/A","UTM Zone 10","5,403,758.287","537,753.710","00 23 11.89","0.99961751","N/A","N/A","N/A","N/A","10UEV3775303758"
"48076","5.0","NAD83(2011)","NAD83(2011)","48.7849125827","N484705.68530","48.7849125827","N484705.68530","0.000000","-122.4860334207","W1222909.72031","-122.4860334207","W1222909.72031","0.000000","N/A","N/A","N/A","WA N-4601","199,763.378","378,557.213","655,390.349","1,241,983.124","655,391.659","1,241,985.608","-01 13 49.69","1.00001011","N/A","UTM Zone 10","5,403,673.365","537,754.353","00 23 11.87","0.99961751","N/A","N/A","N/A","N/A","10UEV3775403673"
"48077","5.0","NAD83(2011)","NAD83(2011)","46.7585351766","N464530.72664","46.7585351766","N464530.72664","0.000000","-117.2548709665","W1171517.53548","-117.2548709665","W1171517.53548","0.000000","N/A","N/A","N/A","WA S-4602","163,510.634","747,831.289","536,451.140","2,453,509.820","536,452.213","2,453,514.727","02 21 26.09","0.99991917","N/A","UTM Zone 11","5,178,363.105","480,536.169","-00 11 08.40","0.99960466","N/A","N/A","N/A","N/A","11TMM8053678363"
"48078","5.0","NAD83(2011)","NAD83(2011)","46.5956086926","N463544.19129","46.5956086926","N463544.19129","0.000000","-120.4781284534","W1202841.26243","-120.4781284534","W1202841.26243","0.000000","N/A","N/A","N/A","WA S-4602","140,301.912","501,675.828","460,307.190","1,645,914.780","460,308.111","1,645,918.072","00 00 57.19","0.99991461","N/A","UTM Zone 10","5,163,316.642","693,165.110","01 49 57.93","1.00005866","N/A","N/A","N/A","N/A","10TFS9316563316"
"48079","5.0","NAD83(2011)","NAD83(2011)","46.3931872246","N462335.47401","46.3931872246","N462335.47401","0.000000","-120.3145882920","W1201852.51785","-120.3145882920","W1201852.51785","0.000000","N/A","N/A","N/A","WA S-4602","117,818.954","514,259.378","386,544.350","1,687,199.310","386,545.123","1,687,202.684","00 08 04.86","0.99992018","N/A","UTM Zone 10","5,141,239.369","706,456.273","01 56 42.59","1.00012398","N/A","N/A","N/A","N/A","10TGS0645641239"
"48080","5.0","NAD83(2011)","NAD83(2011)","46.8725506678","N465221.18240","46.8725506678","N465221.18240","0.000000","-120.9734985321","W1205824.59472","-120.9734985321","W1205824.59472","0.000000","N/A","N/A","N/A","WA S-4602","171,193.960","463,904.897","561,658.850","1,521,994.650","561,659.973","1,521,997.694","-00 20 38.21","0.99992717","N/A","UTM Zone 10","5,192,994.887","654,429.853","01 28 45.49","0.99989312","N/A","N/A","N/A","N/A","10TFS5442992994"
"48081","5.0","NAD83(2011)","NAD83(2011)","46.7381564672","N464417.36328","46.7381564672","N464417.36328","0.000000","-119.1927052994","W1191133.73908","-119.1927052994","W1191133.73908","0.000000","N/A","N/A","N/A","WA S-4602","156,974.457","599,899.553","515,007.030","1,968,170.450","515,008.060","1,968,174.386","00 56 58.61","0.99991816","N/A","UTM Zone 11","5,178,401.830","332,488.090","-01 35 49.78","0.99994490","N/A","N/A","N/A","N/A","11TLM3248878401"
"48082","5.0","NAD83(2011)","NAD83(2011)","47.4579585452","N472728.65076","47.4579585452","N472728.65076","0.000000","-120.3369304663","W1202012.94968","-120.3369304663","W1202012.94968","0.000000","N/A","N/A","N/A","WA N-4601","51,037.671","537,430.654","167,446.092","1,763,220.403","167,446.427","1,763,223.930","00 22 10.50","1.00000811","N/A","UTM Zone 10","5,259,495.436","700,718.842","01 57 45.91","1.00009513","N/A","N/A","N/A","N/A","10TGT0071859495"
"48083","5.0","NAD83(2011)","NAD83(2011)","46.1472037942","N460849.93366","46.1472037942","N460849.93366","0.000000","-122.9197764804","W1225511.19533","-122.9197764804","W1225511.19533","0.000000","N/A","N/A","N/A","WA S-4602","93,328.590","313,093.686","306,195.550","1,027,208.200","306,196.162","1,027,210.254","-01 45 27.78","0.99994363","N/A","UTM Zone 10","5,110,406.182","506,195.399","00 03 28.26","0.99960047","N/A","N/A","N/A","N/A","10TES0619510406"
"48084","5.0","NAD83(2011)","NAD83(2011)","48.6466006087","N483847.76219","48.6466006087","N483847.76219","0.000000","-118.7378601883","W1184416.29668","-118.7378601883","W1184416.29668","0.000000","N/A","N/A","N/A","WA N-4601","185,180.554","654,389.955","607,546.535","2,146,944.378","607,547.750","2,146,948.672","01 33 36.44","0.99998485","N/A","UTM Zone 11","5,389,628.701","371,994.127","-01 18 16.92","0.99980131","N/A","N/A","N/A","N/A","11ULP7199489628"
"48085","5.0","NAD83(2011)","NAD83(2011)","46.9752023461","N465830.72845","46.9752023461","N465830.72845","0.000000","-123.8654476433","W1235155.61152","-123.8654476433","W1235155.61152","0.000000","N/A","N/A","N/A","WA S-4602","187,958.518","244,012.743","616,660.570","800,565.140","616,661.803","800,566.741","-02 26 40.73","0.99993776","N/A","UTM Zone 10","5,202,771.903","434,173.578","-00 37 57.78","0.99965326","N/A","N/A","N/A","N/A","10TDT3417302771"
"48086","5.0","NAD83(2011)","NAD83(2011)","47.6121587363","N473643.77145","47.6121587363","N473643.77145","0.000000","-122.1891385449","W1221120.89876","-122.1891385449","W1221120.89876","0.000000","N/A","N/A","N/A","WA N-4601","68,958.899","398,073.763","226,242.653","1,306,013.671","226,243.106","1,306,016.283","-01 00 33.93","0.99998097","N/A","UTM Zone 10","5,273,513.240","560,938.397","00 35 56.11","0.99964563","N/A","N/A","N/A","N/A","10TET6093873513"
"48087","5.0","NAD83(2011)","NAD83(2011)","47.3610210993","N472139.67596","47.3610210993","N472139.67596","0.000000","-122.2954789823","W1221743.72434","-122.2954789823","W1221743.72434","0.000000","N/A","N/A","N/A","WA N-4601","41,188.648","389,549.798","135,133.088","1,278,047.964","135,133.358","1,278,050.520","-01 05 18.95","1.00002882","N/A","UTM Zone 10","5,245,524.961","553,199.654","00 31 05.82","0.99963478","N/A","N/A","N/A","N/A","10TET5319945524"
"48088","5.0","NAD83(2011)","NAD83(2011)","47.3906529398","N472326.35058","47.3906529398","N472326.35058","0.000000","-122.2864833929","W1221711.34021","-122.2864833929","W1221711.34021","0.000000","N/A","N/A","N/A","WA N-4601","44,469.687","390,291.448","145,897.631","1,280,481.192","145,897.923","1,280,483.753","-01 04 54.84","1.00002219","N/A","UTM Zone 10","5,248,824.221","553,848.747","00 31 30.54","0.99963563","N/A","N/A","N/A","N/A","10TET5384848824"
"48089","5.0","NAD83(2011)","NAD83(2011)","47.4684264701","N472806.33529","47.4684264701","N472806.33529","0.000000","-122.2122242997","W1221244.00748","-122.2122242997","W1221244.00748","0.000000","N/A","N/A","N/A","WA N-4601","53,012.062","396,052.100","173,923.739","1,299,380.931","173,924.086","1,299,383.530","-01 01 35.80","1.00000604","N/A","UTM Zone 10","5,257,521.535","559,365.493","00 34 49.92","0.99964331","N/A","N/A","N/A","N/A","10TET5936557521"
"48090","5.0","NAD83(2011)","NAD83(2011)","47.4697656581","N472811.15637","47.4697656581","N472811.15637","0.000000","-122.2178685278","W1221304.32670","-122.2178685278","W1221304.32670","0.000000","N/A","N/A","N/A","WA N-4601","53,168.569","395,629.333","174,437.212","1,297,993.905","174,437.561","1,297,996.501","-01 01 50.93","1.00000578","N/A","UTM Zone 10","5,257,666.071","558,938.658","00 34 34.99","0.99964269","N/A","N/A","N/A","N/A","10TET5893857666"
"48091","5.0","NAD83(2011)","NAD83(2011)","47.5725246825","N473421.08886","47.5725246825","N473421.08886","0.000000","-122.3198440560","W1221911.43860","-122.3198440560","W1221911.43860","0.000000","N/A","N/A","N/A","WA N-4601","64,734.640","388,163.687","212,383.566","1,273,500.364","212,383.990","1,273,502.911","-01 06 24.25","0.99998726","N/A","UTM Zone 10","5,269,014.016","551,154.186","00 30 07.40","0.99963216","N/A","N/A","N/A","N/A","10TET5115469014"
"48092","5.0","NAD83(2011)","NAD83(2011)","47.7337914512","N474401.64922","47.7337914512","N474401.64922","0.000000","-122.2965235231","W1221747.48468","-122.2965235231","W1221747.48468","0.000000","N/A","N/A","N/A","WA N-4601","82,627.547","390,258.855","271,087.211","1,280,374.261","271,087.753","1,280,376.821","-01 05 21.75","0.99996460","N/A","UTM Zone 10","5,286,952.569","552,745.456","00 31 14.17","0.99963419","N/A","N/A","N/A","N/A","10TET5274586952"
"48093","5.0","NAD83(2011)","NAD83(2011)","47.7339710405","N474402.29575","47.7339710405","N474402.29575","0.000000","-122.3127810834","W1221846.01190","-122.3127810834","W1221846.01190","0.000000","N/A","N/A","N/A","WA N-4601","82,670.823","389,040.050","271,229.191","1,276,375.566","271,229.733","1,276,378.118","-01 06 05.32","0.99996458","N/A","UTM Zone 10","5,286,961.580","551,526.320","00 30 30.87","0.99963262","N/A","N/A","N/A","N/A","10TET5152686961"
"48094","5.0","NAD83(2011)","NAD83(2011)","47.5773416295","N473438.42987","47.5773416295","N473438.42987","0.000000","-122.3193607377","W1221909.69866","-122.3193607377","W1221909.69866","0.000000","N/A","N/A","N/A","WA N-4601","65,269.389","388,210.386","214,137.988","1,273,653.574","214,138.416","1,273,656.121","-01 06 22.96","0.99998647","N/A","UTM Zone 10","5,269,549.675","551,185.841","00 30 08.82","0.99963220","N/A","N/A","N/A","N/A","10TET5118569549"
"48095","5.0","NAD83(2011)","NAD83(2011)","47.6185428456","N473706.75424","47.6185428456","N473706.75424","0.000000","-122.3280740914","W1221941.06673","-122.3280740914","W1221941.06673","0.000000","N/A","N/A","N/A","WA N-4601","69,861.997","387,643.955","229,205.567","1,271,795.208","229,206.026","1,271,797.751","-01 06 46.31","0.99998000","N/A","UTM Zone 10","5,274,122.959","550,490.922","00 29 46.84","0.99963133","N/A","N/A","N/A","N/A","10TET5049074122"
"48096","5.0","NAD83(2011)","NAD83(2011)","47.6184841951","N473706.54310","47.6184841951","N473706.54310","0.000000","-122.3283225004","W1221941.96100","-122.3283225004","W1221941.96100","0.000000","N/A","N/A","N/A","WA N-4601","69,855.840","387,625.158","229,185.368","1,271,733.539","229,185.826","1,271,736.083","-01 06 46.98","0.99998001","N/A","UTM Zone 10","5,274,116.279","550,472.312","00 29 46.18","0.99963130","N/A","N/A","N/A","N/A","10TET5047274116"
"48097","5.0","NAD83(2011)","NAD83(2011)","47.6448006582","N473841.28237","47.6448006582","N473841.28237","0.000000","-122.2899613761","W1221723.86095","-122.2899613761","W1221723.86095","0.000000","N/A","N/A","N/A","WA N-4601","72,725.901","390,563.703","238,601.560","1,281,374.414","238,602.038","1,281,376.977","-01 05 04.16","0.99997614","N/A","UTM Zone 10","5,277,066.711","553,328.115","00 31 28.99","0.99963495","N/A","N/A","N/A","N/A","10TET5332877066"
"48098","5.0","NAD83(2011)","NAD83(2011)","47.6088192877","N473631.74944","47.6088192877","N473631.74944","0.000000","-122.3307818961","W1221950.81483","-122.3307818961","W1221950.81483","0.000000","N/A","N/A","N/A","WA N-4601","68,785.087","387,419.407","225,672.405","1,271,058.503","225,672.856","1,271,061.045","-01 06 53.57","0.99998148","N/A","UTM Zone 10","5,273,040.546","550,296.772","00 29 39.36","0.99963109","N/A","N/A","N/A","N/A","10TET5029673040"
"48099","5.0","NAD83(2011)","NAD83(2011)","47.6279263993","N473740.53504","47.6279263993","N473740.53504","0.000000","-122.3285520971","W1221942.78755","-122.3285520971","W1221942.78755","0.000000","N/A","N/A","N/A","WA N-4601","70,905.768","387,628.297","232,630.006","1,271,743.839","232,630.471","1,271,746.382","-01 06 47.59","0.99997859","N/A","UTM Zone 10","5,275,165.516","550,445.975","00 29 45.84","0.99963127","N/A","N/A","N/A","N/A","10TET5044575165"
"48100","5.0","NAD83(2011)","NAD83(2011)","47.7195895580","N474310.52241","47.7195895580","N474310.52241","0.000000","-122.3449368222","W1222041.77256","-122.3449368222","W1222041.77256","0.000000","N/A","N/A","N/A","WA N-4601","81,119.049","386,597.242","266,138.079","1,268,361.119","266,138.612","1,268,363.656","-01 07 31.51","0.99996628","N/A","UTM Zone 10","5,285,342.324","549,128.879","00 29 04.80","0.99962966","N/A","N/A","N/A","N/A","10TET4912885342"
"48101","5.0","NAD83(2011)","NAD83(2011)","47.7450292362","N474442.10525","47.7450292362","N474442.10525","0.000000","-121.0922534163","W1210532.11230","-121.0922534163","W1210532.11230","0.000000","N/A","N/A","N/A","WA N-4601","82,866.346","480,583.731","271,870.669","1,576,715.125","271,871.213","1,576,718.278","-00 11 33.98","0.99996332","N/A","UTM Zone 10","5,289,724.404","643,006.619","01 24 44.19","0.99985131","N/A","N/A","N/A","N/A","10TFT4300689724"
"48102","5.0","NAD83(2011)","NAD83(2011)","47.3824350688","N472256.76625","47.3824350688","N472256.76625","0.000000","-122.0308532195","W1220151.07159","-122.0308532195","W1220151.07159","0.000000","N/A","N/A","N/A","WA N-4601","43,223.754","409,574.832","141,809.932","1,343,746.763","141,810.216","1,343,749.450","-00 53 29.68","1.00002400","N/A","UTM Zone 10","5,248,119.457","573,152.269","00 42 47.58","0.99966576","N/A","N/A","N/A","N/A","10TET7315248119"
"48103","5.0","NAD83(2011)","NAD83(2011)","47.7575622122","N474527.22396","47.7575622122","N474527.22396","0.000000","-122.1648778414","W1220953.56023","-122.1648778414","W1220953.56023","0.000000","N/A","N/A","N/A","WA N-4601","85,090.731","400,177.142","279,168.507","1,312,914.508","279,169.066","1,312,917.134","-00 59 28.90","0.99996192","N/A","UTM Zone 10","5,289,692.527","562,587.458","00 37 05.76","0.99964813","N/A","N/A","N/A","N/A","10TET6258789692"
"48104","5.0","NAD83(2011)","NAD83(2011)","47.2479420185","N471452.59127","47.2479420185","N471452.59127","0.000000","-123.0455243229","W1230243.88756","-123.0455243229","W1230243.88756","0.000000","N/A","N/A","N/A","WA S-4602","215,925.754","307,332.046","708,416.410","1,008,305.220","708,417.827","1,008,307.237","-01 50 56.61","0.99998158","N/A","UTM Zone 10","5,232,718.611","496,555.031","-00 02 00.34","0.99960015","N/A","N/A","N/A","N/A","10TDT9655532718"
"48105","5.0","NAD83(2011)","NAD83(2011)","47.2397021852","N471422.92787","47.2397021852","N471422.92787","0.000000","-122.3572797545","W1222126.20712","-122.3572797545","W1222126.20712","0.000000","N/A","N/A","N/A","WA S-4602","213,556.029","359,391.545","700,641.740","1,179,103.760","700,643.141","1,179,106.118","-01 20 56.83","0.99997992","N/A","UTM Zone 10","5,232,002.224","548,644.136","00 28 18.82","0.99962908","N/A","N/A","N/A","N/A","10TET4864432002"
"48106","5.0","NAD83(2011)","NAD83(2011)","47.2318463969","N471354.64703","47.2318463969","N471354.64703","0.000000","-122.4395096547","W1222622.23476","-122.4395096547","W1222622.23476","0.000000","N/A","N/A","N/A","WA S-4602","212,832.771","353,145.949","698,268.850","1,158,613.000","698,270.247","1,158,615.317","-01 24 31.87","0.99997836","N/A","UTM Zone 10","5,231,081.226","542,426.871","00 24 41.28","0.99962212","N/A","N/A","N/A","N/A","10TET4242631081"
"48107","5.0","NAD83(2011)","NAD83(2011)","47.2342598376","N471403.33542","47.2342598376","N471403.33542","0.000000","-122.4817665301","W1222854.35951","-122.4817665301","W1222854.35951","0.000000","N/A","N/A","N/A","WA S-4602","213,180.527","349,953.787","699,409.780","1,148,140.050","699,411.179","1,148,142.346","-01 26 22.37","0.99997884","N/A","UTM Zone 10","5,231,327.328","539,226.421","00 22 49.65","0.99961891","N/A","N/A","N/A","N/A","10TET3922631327"
"48108","5.0","NAD83(2011)","NAD83(2011)","48.5007794358","N483002.80597","48.5007794358","N483002.80597","0.000000","-122.2583744890","W1221530.14816","-122.2583744890","W1221530.14816","0.000000","N/A","N/A","N/A","WA N-4601","167,838.334","394,698.812","550,649.602","1,294,941.019","550,650.704","1,294,943.609","-01 03 39.50","0.99996457","N/A","UTM Zone 10","5,372,227.774","554,784.224","00 33 19.67","0.99963687","N/A","N/A","N/A","N/A","10UEU5478472227"
"48109","5.0","NAD83(2011)","NAD83(2011)","48.2398869816","N481423.59313","48.2398869816","N481423.59313","0.000000","-122.3470459124","W1222049.36528","-122.3470459124","W1222049.36528","0.000000","N/A","N/A","N/A","WA N-4601","138,959.826","387,576.831","455,904.029","1,271,574.986","455,904.941","1,271,577.529","-01 07 37.16","0.99994451","N/A","UTM Zone 10","5,343,169.295","548,481.087","00 29 13.47","0.99962888","N/A","N/A","N/A","N/A","10UEU4848143169"
"48110","5.0","NAD83(2011)","NAD83(2011)","47.8383001074","N475017.88039","47.8383001074","N475017.88039","0.000000","-122.2729896483","W1221622.76273","-122.2729896483","W1221622.76273","0.000000","N/A","N/A","N/A","WA N-4601","94,211.665","392,241.075","309,092.771","1,286,877.593","309,093.389","1,286,880.167","-01 04 18.67","0.99995410","N/A","UTM Zone 10","5,298,584.049","554,400.813","00 32 20.08","0.99963637","N/A","N/A","N/A","N/A","10TET5440098584"
"48111","5.0","NAD83(2011)","NAD83(2011)","47.8497967555","N475059.26832","47.8497967555","N475059.26832","0.000000","-122.2554423669","W1221519.59252","-122.2554423669","W1221519.59252","0.000000","N/A","N/A","N/A","WA N-4601","95,465.248","393,577.966","313,205.566","1,291,263.710","313,206.193","1,291,266.292","-01 03 31.64","0.99995315","N/A","UTM Zone 10","5,299,874.307","555,701.526","00 33 07.27","0.99963812","N/A","N/A","N/A","N/A","10TET5570199874"
"48112","5.0","NAD83(2011)","NAD83(2011)","48.2259077907","N481333.26805","48.2259077907","N481333.26805","0.000000","-122.0957238272","W1220544.60578","-122.0957238272","W1220544.60578","0.000000","N/A","N/A","N/A","WA N-4601","137,069.036","406,215.141","449,700.661","1,332,724.176","449,701.561","1,332,726.842","-00 56 23.55","0.99994403","N/A","UTM Zone 10","5,341,804.693","567,159.605","00 40 27.89","0.99965542","N/A","N/A","N/A","N/A","10UEU6715941804"
"48113","5.0","NAD83(2011)","NAD83(2011)","47.6428782968","N473834.36187","47.6428782968","N473834.36187","0.000000","-117.5608295870","W1173338.98651","-117.5608295870","W1173338.98651","0.000000","N/A","N/A","N/A","WA N-4601","76,703.693","745,812.501","251,652.034","2,446,886.514","251,652.537","2,446,891.407","02 26 11.20","0.99997641","N/A","UTM Zone 11","5,276,761.215","457,876.787","-00 24 51.97","0.99962180","N/A","N/A","N/A","N/A","11TMN5787676761"
"48114","5.0","NAD83(2011)","NAD83(2011)","47.6698104308","N474011.31755","47.6698104308","N474011.31755","0.000000","-117.2396988437","W1171422.91584","-117.2396988437","W1171422.91584","0.000000","N/A","N/A","N/A","WA N-4601","80,770.806","769,777.551","264,995.553","2,525,511.849","264,996.083","2,525,516.900","02 40 31.92","0.99997266","N/A","UTM Zone 11","5,279,629.912","482,005.752","-00 10 37.94","0.99960398","N/A","N/A","N/A","N/A","11TMN8200579629"
"48115","5.0","NAD83(2011)","NAD83(2011)","48.5461820615","N483246.25542","48.5461820615","N483246.25542","0.000000","-117.9058060197","W1175420.90167","-117.9058060197","W1175420.90167","0.000000","N/A","N/A","N/A","WA N-4601","176,022.706","716,093.232","577,501.162","2,349,382.545","577,502.317","2,349,387.244","02 10 46.57","0.99997018","N/A","UTM Zone 11","5,377,405.070","433,147.577","-00 40 44.10","0.99965491","N/A","N/A","N/A","N/A","11UMP3314777405"
