Latitude,Longitude
47.4488977,-120.331228
47.4488977,-120.3312279
47.4489388,-120.3312777
47.4488967,-120.3312379
47.4488977,-120.3312279
47.4488977,-120.331228
47.4488977,-120.3312279
47.4489522,-120.3312358
47.4490227,-120.3313299
47.449489,-120.3317151
47.4496588,-120.3318352
47.4496541,-120.3318478
47.4496519,-120.3318432
47.4496588,-120.3318352
47.4497797,-120.3319311
47.4498843,-120.3320354
47.4499914,-120.3321227
47.450006,-120.3321342
47.4501129,-120.3322218
47.4502345,-120.3323208
47.4502345,-120.3323208
47.4502345,-120.3323208
47.4503086,-120.3323009
47.4502345,-120.3323208
47.4504776,-120.3325189
47.4504776,-120.3325189
47.4507206,-120.332717
47.4508062,-120.3327828
47.4510526,-120.3329876
47.4510853,-120.3330142
47.4510222,-120.3329628
47.4511446,-120.3330626
47.4513748,-120.3332502
47.4512189,-120.3331215
47.4516929,-120.3335095
47.4516474,-120.3334724
47.451693,-120.3335095
47.4516376,-120.3334702
47.4516484,-120.3334706
47.4518591,-120.3335579
47.4518145,-120.3336086
47.451834,-120.3336263
47.4518542,-120.333641
47.451936,-120.3337076
47.4518921,-120.3336718
47.451936,-120.3337076
47.4520576,-120.3338067
47.4520728,-120.3338283
47.4523624,-120.3340462
47.4520945,-120.3338368
47.4522311,-120.3339481
47.4523006,-120.3340048
47.4522956,-120.3340007
47.4523007,-120.3340048
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4522956,-120.3340007
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4523007,-120.3340048
47.4523511,-120.3340725
47.4522523,-120.3339654
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4523408,-120.3340375
47.4522729,-120.3339814
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4523006,-120.3340048
47.4524073,-120.3340865
47.4523806,-120.3340687
47.4523977,-120.3340839
47.4523716,-120.3340629
47.452369,-120.3340584
47.4523704,-120.3340838
47.4523945,-120.3340712
47.4524222,-120.3341039
47.4523683,-120.3341417
47.4523855,-120.334074
47.4524222,-120.3341039
47.4524086,-120.3340928
47.4524222,-120.3341039
47.4523911,-120.3340774
47.4524157,-120.334095
47.4525441,-120.334202
47.4525048,-120.3341712
47.4527139,-120.3343399
47.4527096,-120.3343291
47.4527402,-120.3343631
47.4527311,-120.3343652
47.4527729,-120.3343893
47.4527117,-120.3343655
47.4527729,-120.3343893
47.4529083,-120.3345001
47.4530299,-120.3345992
47.453148,-120.3346953
47.4530963,-120.3346533
47.4532729,-120.3347973
47.453273,-120.3347973
47.453273,-120.3347973
47.453273,-120.3347973
47.4532163,-120.3347511
47.4532774,-120.3347997
47.4532729,-120.3347973
47.453273,-120.3347973
47.4532729,-120.3347973
47.453273,-120.3347973
47.453273,-120.3347973
47.4533338,-120.3348471
47.4532707,-120.3347889
47.453273,-120.3347973
47.4532738,-120.334795
47.453273,-120.3347973
47.453273,-120.3347973
47.453273,-120.3347973
47.4532729,-120.3347973
47.4532729,-120.3347973
47.453273,-120.3347973
47.4532838,-120.3348006
47.4532729,-120.3347973
47.453273,-120.3347973
47.453273,-120.3347973
47.453273,-120.3347973
47.4532729,-120.3347973
47.453273,-120.3347973
47.453273,-120.3347973
47.453273,-120.3347973
47.453273,-120.3347973
47.4532378,-120.3347565
47.4532729,-120.3347973
47.4534508,-120.3349427
47.453443,-120.334965
47.4534595,-120.3349211
47.453443,-120.3349651
47.4534475,-120.3349329
47.4534595,-120.3349212
47.453443,-120.334965
47.4534595,-120.3349212
47.453448,-120.3349405
47.4534595,-120.3349212
47.4534449,-120.3349478
47.4534595,-120.3349211
47.453443,-120.334965
47.4534596,-120.3349405
47.453443,-120.334965
47.4534595,-120.3349211
47.4534512,-120.3349431
47.453443,-120.3349651
47.4534604,-120.3349378
47.4534409,-120.3349434
47.4534512,-120.3349431
47.453431,-120.3349738
47.4534512,-120.3349431
47.4534536,-120.334945
47.4534512,-120.3349431
47.4534383,-120.3349544
47.4534595,-120.3349211
47.4534512,-120.3349431
47.4534595,-120.3349212
47.4536285,-120.335088
47.4538972,-120.3353078
47.454022,-120.3354099
47.4541469,-120.335512
47.4541469,-120.335512
47.4541737,-120.3355281
47.4541469,-120.335512
47.4542717,-120.3356141
47.4542717,-120.3356141
47.4543966,-120.3357162
47.4550208,-120.3362267
47.4550208,-120.3362267
47.4550641,-120.3362736
47.4550208,-120.3362267
47.4550208,-120.3362267
47.4550641,-120.3362736
47.4550722,-120.3362553
47.4550644,-120.3362731
47.4550208,-120.3362267
47.4550644,-120.3362731
47.4550644,-120.3362731
47.4550208,-120.3362267
47.4555447,-120.3366757
47.4550644,-120.3362731
47.4550644,-120.3362732
47.4550208,-120.3362267
47.4550208,-120.3362267
47.4550644,-120.3362731
47.4550644,-120.3362731
47.4550644,-120.3362731
47.4550641,-120.3362736
47.4550208,-120.3362267
47.4550048,-120.3362136
47.4550652,-120.3362514
47.4550644,-120.3362732
47.4550208,-120.3362267
47.4550208,-120.3362267
47.4550591,-120.3362681
47.4550641,-120.3362736
47.4550662,-120.3362752
47.4550644,-120.3362731
47.4550208,-120.3362267
47.4550644,-120.3362732
47.4550208,-120.3362267
47.4550644,-120.3362732
47.4550644,-120.3362731
47.4550641,-120.3362736
47.4550208,-120.3362267
47.4550208,-120.3362267
47.4550208,-120.3362267
47.4550641,-120.3362736
47.455068,-120.3362487
47.4550208,-120.3362267
47.4550634,-120.3362713
47.4550645,-120.3362739
47.4550208,-120.3362267
47.4553307,-120.3364005
47.455255,-120.3364579
47.4554115,-120.3365998
47.455541,-120.3366736
47.4555703,-120.3365399
47.4559906,-120.3367524
47.4561159,-120.3369568
47.4563242,-120.3368618
47.4564031,-120.336883
47.4564055,-120.3370863
47.4564031,-120.336883
47.4566632,-120.3368864
47.4568646,-120.3369484
47.4568754,-120.3370904
47.4570079,-120.3369528
47.4575958,-120.3370186
47.4579376,-120.3369378
47.4579003,-120.3367859
47.4579585,-120.3369305
47.4580306,-120.3368897
47.4582736,-120.3368448
47.4583174,-120.3368005
47.4584385,-120.3367991
47.4583761,-120.3367889
47.4583664,-120.336656
47.458742,-120.3366746
47.45871,-120.3367239
47.4587184,-120.3366373
47.4588326,-120.3365262
47.4587255,-120.3366269
47.459098,-120.3366147
47.4592244,-120.3365775
47.459328,-120.3365319
47.4596712,-120.3364576
47.4597091,-120.336283
47.4596787,-120.3362873
47.4598087,-120.3362563
47.4598414,-120.3363814
47.4598212,-120.3364184
47.4601071,-120.336327
47.4603826,-120.336281
47.4603268,-120.3362916
47.4608533,-120.3361547
47.4619451,-120.3358221
47.4622731,-120.3357912
47.4624355,-120.3359989
47.4632942,-120.3360787
47.4634588,-120.3361417
47.4639025,-120.336103
47.4644081,-120.3364666
47.4644302,-120.3363095
47.4652913,-120.3367682
47.4654728,-120.3368867
47.4657386,-120.3370772
47.4657386,-120.3370772
47.4658721,-120.3371798
47.4382399,-120.324873
47.4382399,-120.324873
47.4382399,-120.324873
47.4382399,-120.324873
47.4379821,-120.3248762
47.4378191,-120.3248776
47.4376389,-120.3248796
47.4374329,-120.3248819
47.4372512,-120.3248965
47.4371154,-120.3248641
47.4368372,-120.3248884
47.4368372,-120.3248884
47.4368418,-120.3248717
47.4368372,-120.3248884
47.4368372,-120.3248884
47.4368372,-120.3248884
47.4368372,-120.3248884
47.4368372,-120.3248884
47.4368456,-120.3248743
47.4368406,-120.324883
47.4368404,-120.3248833
47.4368372,-120.3248884
47.4368372,-120.3248884
47.4368372,-120.3248884
47.4368372,-120.3248884
47.4368909,-120.3248155
47.4368418,-120.3248717
47.4368418,-120.3248717
47.4368439,-120.3248761
47.4368419,-120.3248884
47.4368418,-120.3248717
47.4368372,-120.3248884
47.4368372,-120.3248884
47.4368418,-120.3248717
47.4368418,-120.3248717
47.4368372,-120.3248884
47.4368372,-120.3248884
47.4368418,-120.3248717
47.4368438,-120.3248797
47.4368449,-120.3248763
47.4368418,-120.3248717
47.4368372,-120.3248884
47.4368372,-120.3248884
47.4368418,-120.3248717
47.4368418,-120.3248717
47.4368442,-120.3248904
47.4368372,-120.3248884
47.4368418,-120.3248717
47.4368372,-120.3248884
47.4368418,-120.3248717
47.4367241,-120.3245522
47.4367083,-120.3245322
47.436578,-120.3244279
47.4365772,-120.3244274
47.4366189,-120.3244459
47.4364248,-120.3242624
47.4364196,-120.3242988
47.4364178,-120.3242953
47.43624,-120.3241492
47.4361968,-120.3241162
47.4361137,-120.3240521
47.4359406,-120.3239063
47.4359281,-120.323905
47.4357544,-120.3237537
47.4354669,-120.3235182
47.4353001,-120.3233816
47.4350438,-120.3231717
47.4347876,-120.3229618
47.4345314,-120.3227519
47.4345424,-120.3227609
47.4343722,-120.3226215
47.4342752,-120.322542
47.4342752,-120.322542
47.4342846,-120.322517
47.4342789,-120.3225321
47.4343045,-120.3225509
47.4342752,-120.322542
47.4342752,-120.322542
47.4342752,-120.322542
47.4342752,-120.322542
47.4342752,-120.322542
47.4342752,-120.322542
47.4342752,-120.322542
47.4342752,-120.322542
47.4343045,-120.3225508
47.4342752,-120.322542
47.4343001,-120.3225625
47.4342752,-120.322542
47.4342752,-120.322542
47.4343051,-120.3225679
47.4343001,-120.3225625
47.4342752,-120.322542
47.4343045,-120.3225509
47.4343001,-120.3225625
47.4342752,-120.322542
47.4342752,-120.322542
47.4343045,-120.3225509
47.4342715,-120.3225361
47.4341481,-120.322438
47.4341472,-120.3224372
47.4340191,-120.3223324
47.4337227,-120.3220861
47.4337019,-120.3220735
47.4337631,-120.3221228
47.4337631,-120.3221228
47.4337631,-120.3221228
47.4337615,-120.3221218
47.433635,-120.322018
47.433561,-120.3218726
47.4332688,-120.3216307
47.4323548,-120.3209698
47.4323225,-120.3209435
47.4319707,-120.3206554
47.4319707,-120.3206554
47.4319707,-120.3206554
47.431959,-120.3206474
47.4319594,-120.3206462
47.4319451,-120.3206344
47.4319707,-120.3206554
47.4313339,-120.3201295
47.4305759,-120.3195037
47.4304439,-120.3193941
47.4305024,-120.3194424
47.4303104,-120.3192838
47.4300608,-120.3190776
47.4299335,-120.3189724
47.4298061,-120.3188672
47.4298285,-120.3188812
47.4298061,-120.3188672
47.4298285,-120.3188812
47.4298285,-120.3188812
47.4298248,-120.3188826
47.4298075,-120.3188637
47.4298285,-120.3188812
47.4298259,-120.318888
47.4298061,-120.3188672
47.4298329,-120.3188944
47.4298061,-120.3188672
47.4298285,-120.3188812
47.4298061,-120.3188672
47.4298061,-120.3188672
47.4298061,-120.3188672
47.4298061,-120.3188672
47.4298061,-120.3188672
47.4298061,-120.3188672
47.4298061,-120.3188672
47.4298061,-120.3188672
47.4298061,-120.3188672
47.4298061,-120.3188672
47.4298404,-120.3188851
47.4298295,-120.3188836
47.4298061,-120.3188672
47.4298285,-120.3188812
47.4298285,-120.3188812
47.4298061,-120.3188672
47.4298061,-120.3188672
47.4298285,-120.3188812
47.4298285,-120.3188812
47.4298273,-120.3188846
47.4298259,-120.3188779
47.4298243,-120.3188914
47.4297083,-120.318783
47.4296189,-120.3187141
47.4295898,-120.3186811
47.429402,-120.3185195
47.4294713,-120.3185791
47.4293528,-120.3184771
47.4292373,-120.3183778
47.4291747,-120.3183265
47.4289929,-120.3181777
47.428673,-120.317916
47.4285064,-120.3177796
47.4285282,-120.3177799
47.4285476,-120.3178133
47.4284203,-120.3177091
47.4282868,-120.3176287
47.4281311,-120.3174725
47.4280238,-120.3173955
47.4280209,-120.3173823
47.4280238,-120.3173955
47.4280209,-120.3173823
47.428046,-120.3174029
47.428046,-120.3174029
47.4280396,-120.3173801
47.4280209,-120.3173823
47.4278672,-120.3173015
47.4269821,-120.3165353
47.4267848,-120.3163713
47.4265876,-120.3162694
47.4265152,-120.3161464
47.4265148,-120.3161471
47.426522,-120.316153
47.4263955,-120.3160469
47.4262787,-120.3159411
47.426269,-120.3159429
47.4262787,-120.3159411
47.426269,-120.3159429
47.426269,-120.3159429
47.4262787,-120.3159411
47.426269,-120.3159429
47.426269,-120.3159429
47.426269,-120.3159429
47.426269,-120.3159429
47.426269,-120.3159429
47.4262758,-120.3159544
47.426269,-120.3159429
47.4262787,-120.3159411
47.4262719,-120.3159354
47.4260536,-120.3157226
47.4259259,-120.3156589
47.4258094,-120.3155624
47.4254073,-120.3152296
47.4254078,-120.31523
47.4251611,-120.3150257
47.4251611,-120.3150257
47.4252211,-120.3150728
47.425038,-120.3149238
47.4250884,-120.3149124
47.4250553,-120.314948
47.4250884,-120.3149124
47.4250379,-120.3149238
47.4250553,-120.314948
47.4250553,-120.314948
47.425038,-120.3149238
47.4250379,-120.3149238
47.425038,-120.3149238
47.425038,-120.3149238
47.4250379,-120.3149238
47.4250553,-120.314948
47.425038,-120.3149238
47.425038,-120.3149238
47.4250553,-120.314948
47.425038,-120.3149238
47.4248979,-120.3148042
47.4248979,-120.3148042
47.4247626,-120.3146885
47.4241979,-120.3142059
47.4241709,-120.3141827
47.4241978,-120.3142059
47.4241978,-120.3142059
47.4240385,-120.3140697
47.4240578,-120.3140862
47.4239178,-120.3139666
47.4239988,-120.3140349
47.4238858,-120.3139393
47.4239796,-120.3140194
47.4237778,-120.3138469
47.4237778,-120.3138469
47.4238433,-120.3138904
47.4237778,-120.3138469
47.4238433,-120.3138904
47.4237909,-120.3138579
47.4237778,-120.3138469
47.4237778,-120.3138469
47.4238433,-120.3138905
47.4237778,-120.3138469
47.4238396,-120.3138998
47.4238433,-120.3138905
47.4237778,-120.3138469
47.4238433,-120.3138904
47.4238433,-120.3138904
47.4238344,-120.3138953
47.4237778,-120.3138469
47.4237778,-120.3138469
47.4238433,-120.3138904
47.423664,-120.3137531
47.4233228,-120.3134718
47.4233228,-120.3134718
47.4230283,-120.313229
47.4229815,-120.3131905
47.4229815,-120.3131905
47.4228678,-120.3130967
47.4227515,-120.313001
47.4227298,-120.312983
47.4228092,-120.313046
47.422754,-120.313003
47.4225265,-120.3128154
47.4225503,-120.3128327
47.4225659,-120.3128371
47.4225503,-120.312835
47.4225542,-120.3128336
47.4225265,-120.3128154
47.4225266,-120.3128155
47.4225503,-120.312835
47.4225617,-120.3128052
47.4225503,-120.312835
47.4225618,-120.3128051
47.4225265,-120.3128154
47.4225334,-120.3128734
47.4224864,-120.3127847
47.4225517,-120.3128185
47.4225265,-120.3128154
47.4225265,-120.3128154
47.4225265,-120.3128154
47.4225618,-120.3128051
47.4225618,-120.3128051
47.4225265,-120.3128154
47.4225265,-120.3128154
47.4225265,-120.3128154
47.4225265,-120.3128154
47.4225618,-120.3128051
47.4225491,-120.3128236
47.4225503,-120.312835
47.422555,-120.3127376
47.422554,-120.3128247
47.4225266,-120.3128155
47.4225266,-120.3128155
47.4223886,-120.31271
47.4223886,-120.31271
47.4224241,-120.3127371
47.4223886,-120.31271
47.4223886,-120.31271
47.4223877,-120.3127093
47.4223886,-120.31271
47.4222507,-120.3126045
47.4222507,-120.3126045
47.422112,-120.3124903
47.4219519,-120.3123955
47.4218072,-120.3122612
47.4216955,-120.3121714
47.4216981,-120.3121736
47.4215597,-120.3120624
47.421414,-120.3119453
47.4213061,-120.3118671
47.4212829,-120.31184
47.4212829,-120.31184
47.4212829,-120.31184
47.4212829,-120.31184
47.4212829,-120.31184
47.4212829,-120.31184
47.4213061,-120.3118671
47.4212829,-120.31184
47.4212829,-120.31184
47.4212829,-120.31184
47.421282,-120.3118424
47.4212804,-120.3118465
47.4213061,-120.3118671
47.4213061,-120.3118671
47.4213061,-120.3118671
47.4212829,-120.31184
47.4213085,-120.3118606
47.4212829,-120.31184
47.4212829,-120.31184
47.4213061,-120.3118671
47.4213061,-120.3118671
47.4212829,-120.31184
47.4212829,-120.31184
47.4211329,-120.3117145
47.4210752,-120.3116663
47.4207344,-120.3113959
47.4206749,-120.3113315
47.4205533,-120.3112297
47.4203941,-120.3111062
47.4204325,-120.3111288
47.4203101,-120.3110263
47.4201884,-120.3109246
47.4201884,-120.3109246
47.4201884,-120.3109246
47.4200668,-120.3108229
47.4200668,-120.310823
47.4200668,-120.3108229
47.4200668,-120.3108229
47.4200668,-120.310823
47.4200668,-120.310823
47.4200852,-120.3108447
47.4200908,-120.3108292
47.420061,-120.3108382
47.4200668,-120.310823
47.4200668,-120.3108229
47.4200669,-120.3108234
47.4200668,-120.3108229
47.4200852,-120.3108447
47.4200852,-120.3108447
47.4200668,-120.310823
47.4200942,-120.3108418
47.4200668,-120.3108229
47.4200668,-120.310823
47.4200668,-120.310823
47.4200852,-120.3108447
47.41981,-120.3106127
47.4198636,-120.3106566
47.4198251,-120.3106253
47.4198216,-120.3106221
47.4191471,-120.3100651
47.4188147,-120.3097977
47.4183869,-120.3094363
47.417871,-120.309019
47.4177504,-120.3089328
47.4177504,-120.3089328
47.4177504,-120.3089328
47.4178062,-120.3089778
47.4176206,-120.3088283
47.4175592,-120.3087878
47.4175669,-120.3087912
47.41756,-120.3087855
47.4175592,-120.3087878
47.4175626,-120.3087787
47.4175608,-120.3087834
47.4176503,-120.3088428
47.4175592,-120.3087878
47.4175715,-120.3088157
47.4175592,-120.3087878
47.4175592,-120.3087878
47.4175592,-120.3087878
47.417554,-120.3087806
47.4175592,-120.3087878
47.4176206,-120.3088283
47.4176583,-120.3088625
47.417554,-120.3087806
47.4174906,-120.3087235
47.4174906,-120.3087235
47.4174906,-120.3087235
47.4174906,-120.3087235
47.4173087,-120.308572
47.417135,-120.308428
47.416962,-120.3082301
47.4168737,-120.308084
47.4167823,-120.3079173
47.4168289,-120.3079999
47.4165876,-120.3078824
47.4166209,-120.307071
47.4166332,-120.3071123
47.416634,-120.3071204
47.4166279,-120.3069728
47.4165575,-120.3065257
47.4164779,-120.3065244
47.4162761,-120.3062068
47.4162761,-120.3062068
47.4162761,-120.3062068
47.4087371,-120.2999579
47.4104222,-120.3001331
47.4108006,-120.3003116
47.4114551,-120.3007547
47.4117945,-120.300992
47.4118203,-120.3009209
47.4117915,-120.3010002
47.4117925,-120.3009973
47.4117575,-120.3010937
47.4118203,-120.3009209
47.4649882,-120.3375764
47.4098103,-120.2988802
47.4113177,-120.3022593
47.4113992,-120.3020863
47.4113952,-120.3020968
47.4629358,-120.3361702
47.409016,-120.3001076
47.4086175,-120.3007519
47.4088021,-120.3012933
47.4095367,-120.300969
47.8865744,-124.3562025
47.8872945,-124.3566851
47.8914754,-124.3562006
47.8948335,-124.3584125
47.8948246,-124.364617
47.8948183,-124.3652941
47.8948122,-124.3659405
47.8947768,-124.3715086
47.8947577,-124.3736419
47.8955504,-124.3799051
47.895726,-124.3804985
47.8964842,-124.3817735
47.9049869,-124.3890809
47.9072111,-124.3918061
47.9079235,-124.3927154
47.9096454,-124.3938169
47.9121407,-124.3942734
47.9121407,-124.3942734
47.9157339,-124.3977651
47.9161296,-124.3981572
47.9162497,-124.3982762
47.9173437,-124.3993377
47.9227677,-124.404581
47.9271719,-124.4089059
47.9297453,-124.4095555
47.9297652,-124.4095526
47.9311206,-124.4088802
47.9706522,-124.4036057
47.970798,-124.403596
47.9826235,-124.4002476
47.9828097,-124.3999903
47.9834425,-124.3990242
47.9839868,-124.3980704
47.984652,-124.3968807
47.9874481,-124.3932811
47.9907225,-124.3915935
47.9907224,-124.3915936
47.991547,-124.3911782
47.9916844,-124.3911089
47.9920125,-124.3909435
47.9926052,-124.3906451
47.9991314,-124.3897908
48.0057557,-124.3894976
48.0094592,-124.3893331
48.0098561,-124.3893081
48.0107616,-124.3893586
48.0119143,-124.3898512
48.0134562,-124.3908998
48.014601,-124.3913983
48.0169138,-124.3915178
48.0169138,-124.3915178
48.0201412,-124.3903807
48.0205444,-124.3903774
48.0211033,-124.3904019
48.0228832,-124.3904586
48.0266333,-124.3889353
48.0321739,-124.3870744
48.0322815,-124.3871046
48.0332784,-124.3867547
48.0343471,-124.3861337
48.0346003,-124.3859241
48.0348882,-124.385673
48.0349734,-124.3855965
48.0349734,-124.3855965
48.0358789,-124.3846677
48.0381582,-124.3821978
48.0459382,-124.3727162
48.0469034,-124.3708743
48.0522067,-124.359351
48.0548591,-124.3545547
48.0560579,-124.3511957
48.0554848,-124.3455411
48.0546841,-124.33704
48.0543141,-124.3298552
48.0543141,-124.3298552
48.0543034,-124.3299851
48.0543426,-124.3295589
48.0550202,-124.3265107
48.0555278,-124.3245114
48.0556875,-124.3239143
48.0559074,-124.3231069
48.056239,-124.3219291
48.0597092,-124.3123066
48.0604124,-124.3112357
48.0631172,-124.3080289
48.0641552,-124.3072703
48.0642339,-124.3072086
48.0649351,-124.3067054
48.0651951,-124.306517
48.0662575,-124.3054739
48.0666907,-124.30462
48.0676533,-124.3014553
48.0675988,-124.3017124
48.0679731,-124.2993551
48.0683157,-124.2960215
48.0690795,-124.2892947
48.0691794,-124.2883308
48.0696548,-124.2840291
48.069836,-124.2822338
48.0699387,-124.2808695
48.0699517,-124.2809032
48.0699517,-124.2809032
48.0700806,-124.2791466
48.0700806,-124.2791467
48.0702523,-124.2768461
48.0703405,-124.275572
48.0701079,-124.2693786
48.0685726,-124.2564962
48.0684677,-124.25562
48.0683458,-124.2546009
48.0678091,-124.2501221
48.0670731,-124.2439897
48.0669709,-124.2431393
48.0663937,-124.2383359
48.0663106,-124.237647
48.0663106,-124.237647
48.0663173,-124.2377024
48.0661573,-124.236379
48.0661132,-124.2360141
48.0660713,-124.2356711
48.0660877,-124.2358031
48.0660413,-124.2355354
48.0649631,-124.2264608
48.0648234,-124.2250138
48.0646981,-124.2230789
48.0643585,-124.2178704
48.0642611,-124.2163645
48.0640274,-124.2127094
48.0638485,-124.2099144
48.063603,-124.2060787
48.0633943,-124.2028193
48.0627467,-124.1927145
48.0627503,-124.1927701
48.0627503,-124.1927701
48.0627467,-124.1927144
48.0627329,-124.1924995
48.0627053,-124.1920695
48.0625674,-124.1899195
48.062428,-124.1877748
48.062326,-124.1863075
48.0619885,-124.1810174
48.0618189,-124.1755483
48.0617005,-124.171232
48.0616929,-124.1709771
48.0616799,-124.1705438
48.0616799,-124.1705438
48.0616029,-124.1677436
48.0611999,-124.1532933
48.0611254,-124.1507275
48.0611191,-124.1505114
48.0610941,-124.1496482
48.0610631,-124.1485355
48.0610335,-124.1474686
48.061065,-124.1291292
48.0610671,-124.1288945
48.0610796,-124.1280376
48.0610795,-124.1280495
48.0611393,-124.126529
48.0625246,-124.1174645
48.062783,-124.1160579
48.0629303,-124.1152548
48.063972,-124.1095933
48.064509,-124.1066855
48.065655,-124.1004814
48.0658879,-124.0992088
48.0669773,-124.0932698
48.0678683,-124.0883811
48.0682031,-124.0859419
48.0682144,-124.0858456
48.0684634,-124.0819767
48.068512,-124.0808987
48.0685702,-124.0796052
48.0687642,-124.075293
48.068958,-124.0709809
48.069142,-124.0668844
48.0692001,-124.0655906
48.0692485,-124.0645127
48.0697035,-124.0539259
48.0698777,-124.0496222
48.0700987,-124.0430202
48.0701563,-124.0430661
48.070174,-124.0426432
48.0702882,-124.0399195
48.0703819,-124.0376862
48.0703787,-124.0377634
48.0705146,-124.0345265
48.0706081,-124.0322985
48.0707409,-124.0291318
48.0711936,-124.0182899
48.0712363,-124.0172621
48.0713886,-124.0135928
48.0715515,-124.009712
48.0718067,-124.0036322
48.071823,-124.003244
48.071823,-124.003244
48.0719584,-124.0000101
48.0719584,-124.0000101
48.0721435,-123.9954794
48.072233,-123.9932888
48.0723559,-123.9903026
48.072492,-123.9870384
48.0727579,-123.9806024
48.0728469,-123.9784166
48.072982,-123.97629
48.0731147,-123.9752302
48.0731438,-123.9750456
48.0736379,-123.972752
48.0744136,-123.9701982
48.0768521,-123.9623286
48.0769651,-123.9619479
48.0773021,-123.9596423
48.0772505,-123.9585639
48.077224,-123.9583491
48.0765747,-123.9561539
48.0512342,-123.8658818
48.0809569,-123.7384096
48.0820396,-123.7342276
48.0829937,-123.7332616
48.0844168,-123.7322141
48.0858351,-123.7309913
48.0861309,-123.730653
48.0874109,-123.7213453
48.0864848,-123.7172993
48.0854633,-123.7128064
48.0854602,-123.7127925
48.0853705,-123.7123982
48.085324,-123.7121937
48.085088,-123.7111559
48.0849525,-123.71056
48.0849485,-123.7105422
48.0842297,-123.707674
48.0840445,-123.7071405
48.0832192,-123.7054043
48.0832192,-123.7054043
48.0819458,-123.7040211
48.081247,-123.7036755
48.0811163,-123.7036314
48.0786247,-123.7010554
48.0779704,-123.6980454
48.0777034,-123.6966899
48.0773641,-123.6946176
48.0774188,-123.6924672
48.0757119,-123.6862197
48.0745109,-123.682772
48.0738934,-123.6785597
48.0738934,-123.6785598
48.0738838,-123.6783914
48.0738319,-123.6774854
48.0737088,-123.6753364
48.0735017,-123.6717222
48.0733916,-123.6697793
48.073152,-123.6654721
48.0729718,-123.6624447
48.0729727,-123.6624589
48.0729603,-123.6622512
48.0729086,-123.6613826
48.0726011,-123.6559931
48.0722938,-123.6506168
48.0722939,-123.6506179
48.0716721,-123.6398541
48.0712024,-123.6355975
48.0706718,-123.6329018
48.0703735,-123.6314564
48.070163,-123.630436
48.0679477,-123.619699
48.0669774,-123.61499
48.0669435,-123.6148253
48.0667127,-123.6137086
48.0664658,-123.6125173
48.0656837,-123.6087393
48.064854,-123.6047131
48.0648529,-123.6047361
48.0637683,-123.5984445
48.0637531,-123.5978518
48.0637993,-123.5961643
48.0638512,-123.5956978
48.0642314,-123.5935618
48.0653434,-123.5900636
48.0652865,-123.5902583
48.065402,-123.5898633
48.0657607,-123.5882064
48.0658831,-123.5836906
48.0658644,-123.583398
48.0656819,-123.5811049
48.0654784,-123.5785252
48.0655187,-123.5787879
48.0654974,-123.5787665
48.0654445,-123.5780952
48.0653922,-123.5775121
48.0653568,-123.5775358
48.0653783,-123.5774788
48.0653881,-123.5773812
48.0653907,-123.5772015
48.0653859,-123.577205
48.0653944,-123.5771113
48.0654364,-123.5768604
48.0654364,-123.5768604
48.065461,-123.5767861
48.0654364,-123.5768604
48.0654364,-123.5768604
48.06659,-123.5756959
48.0680172,-123.5756761
48.0694368,-123.5756133
48.0699366,-123.5751892
48.0704048,-123.574379
48.0707573,-123.5732078
48.0727192,-123.5695142
48.0741994,-123.5678143
48.0802301,-123.5620571
48.0814814,-123.5591846
48.0820611,-123.5585811
48.0823335,-123.5584456
48.0848998,-123.5586152
48.0858167,-123.5592598
48.0870222,-123.5599122
48.087311,-123.5599269
48.0874271,-123.5599876
48.0877374,-123.559852
48.0884056,-123.5594648
48.0889807,-123.5588242
48.0906212,-123.5552815
48.0910174,-123.5543948
48.0910973,-123.5542159
48.0937291,-123.5483289
48.0944591,-123.5466997
48.0974777,-123.5398715
48.0974742,-123.5398809
48.0974742,-123.5398808
48.0974662,-123.5398786
48.0974742,-123.5398808
48.0974742,-123.5398808
48.0974742,-123.5398809
48.0974742,-123.5398808
48.097701,-123.5392726
48.0981237,-123.5380544
48.0981915,-123.5379236
48.098936,-123.5353226
48.098936,-123.5353226
48.099442,-123.5333053
48.0999506,-123.5308355
48.1002641,-123.5287341
48.1005397,-123.5261823
48.1006047,-123.5255434
48.1006265,-123.5253361
48.1006271,-123.5253306
48.1006443,-123.5251066
48.1008393,-123.5232002
48.1008393,-123.5231993
48.1009454,-123.5221167
48.1009809,-123.5217005
48.1010277,-123.5212685
48.1010275,-123.5212715
48.1010289,-123.5212803
48.1010265,-123.5212823
48.1010401,-123.5212463
48.1011077,-123.5204214
48.1012288,-123.5191498
48.1015934,-123.5152792
48.1016772,-123.5148074
48.1016677,-123.5148773
48.1016755,-123.5148559
48.1016448,-123.5148721
48.101646,-123.5147904
48.1016404,-123.514802
48.1016631,-123.5146698
48.1016852,-123.5144572
48.1018622,-123.5127569
48.1018843,-123.5125439
