,X,Y
16154,1064151.1,228183.65
16156,1063774.3159999999,228025.736
16160,1063705.76,228098.82
16161,1065408.35,226013.79
16162,1063489.26,228328.31
16163,1063378.1,228444.78
16164,1063702.0,228616.78
16166,1062841.36,229010.98
16167,1063046.7,229246.76
16169,1062672.68,229188.96
16171,1063007.4,229284.51
16172,1062676.63,229190.42
16173,1062616.71,229248.03
16175,1062817.06,229467.76
16176,1062627.259,229650.83
16178,1062027.99,229868.26
16179,1061958.413,229941.859
16181,1062247.625,230017.085
16182,1061963.45,229936.52
16183,1062247.625,230017.085
16184,1062248.4,230014.44
16185,1062247.625,230017.085
16186,1062263.05,230002.18
16188,1061967.21,229930.67
16189,1061958.413,229941.859
16192,1062095.5,230164.03
16193,1061867.799,230383.97100000002
16194,1061867.39,230384.36
16195,1061867.799,230383.97100000002
16196,1061867.799,230383.97100000002
16197,1061867.39,230384.36
16198,1061867.799,230383.97100000002
16199,1061599.12,230326.19
16200,1061560.87,230363.444
16201,1061307.69,230620.57
16202,1061565.261,230679.303
16203,1061224.49,230715.76
16204,1061377.35,230865.51
16205,1061377.05,230865.81
16206,1061377.35,230865.51
16207,1061339.77,230902.75
16208,1061339.77,230902.75
16210,1061276.18,230965.77
16212,1060879.57,231073.0
16213,1061039.117,231200.681
16214,1060814.489,231423.81
16215,1060739.12,231498.7
16218,1060589.975,231646.897
16220,1060477.72,231758.44
16222,1060402.88,231832.8
16225,1060110.991,231826.289
16226,1060387.91,231847.68
16227,1060364.2,231871.24
16228,1060118.93,231818.63
16229,1060328.041,231907.165
16230,1060072.953,231862.982
16231,1060328.041,231907.165
16232,1060275.65,231959.22
16233,1059968.53,231963.71
16234,1060178.27,232056.38
16235,1059990.903,232243.755
16236,1059990.03,232244.63
16238,1059702.31,232221.09
16239,1059915.95,232318.71
16240,1059841.01,232393.65
16241,1059766.061,232468.59699999998
16242,1059616.22,232618.44
16243,1059616.31,232618.35
16245,1059541.219,232693.43899999998
16247,1059029.84,232863.03
16248,1058969.92,232929.09
16249,1059241.45,232992.806
16250,1058899.15,233333.64
16251,1058866.795,233365.854
16252,1058600.38,233283.46
16253,1058551.423,233330.68600000002
16254,1058529.06,233351.26
16255,1058323.305,233550.736
16256,1058209.669,233660.362
16257,1058492.14,233738.902
16258,1058492.14,233738.902
16259,1058492.14,233738.902
16260,1058223.29,233652.19
16261,1058487.66,233736.39
16263,1058492.14,233738.902
16265,1058493.1,233737.95
16266,1058493.1,233737.95
16267,1058221.03,233649.4
16268,1058493.1,233737.95
16270,1058118.54,234110.9
16271,1058116.13,234113.3
16273,1057666.28,234181.41
16275,1057779.9,234446.86
16276,1057451.61,234391.741
16279,1057591.49,234631.04
16280,1057554.06,234667.63
16281,1057261.88,234574.827
16282,1057261.88,234574.827
16283,1057110.096,234721.295
16284,1057110.096,234721.295
16285,1057072.112,234757.75199999998
16286,1057018.82,234813.22
16287,1056919.84,234903.37
16290,1056539.771,235270.255
16292,1056770.58,235377.54
16293,1056302.0259999998,235479.81399999998
16294,1056302.03,235479.81
16296,1056570.896,235550.17
16298,1056217.097,235542.514
16299,1056369.01,235721.18
16300,1055954.25,235718.26
16303,1055861.537,235769.926
16304,1055812.95,235804.43
16305,1055506.76,235938.98
16306,1055404.17,235985.4
16307,1055749.24,236215.63
16308,1055747.898,236216.671
16309,1055381.9340000001,235992.87699999998
16312,1055581.2859999998,236345.829
16314,1055140.317,236099.41100000002
16315,1055091.994,236120.717
16317,1055010.32,236159.09
16318,1054995.347,236163.331
16321,1054922.37,236199.52
16322,1054889.0359999998,236210.206
16323,1054889.04,236210.21
16326,1054802.435,236250.23899999997
16327,1055123.104,236701.015
16328,1054625.48,236357.21
16330,1054525.07,236414.86
16331,1054457.83,236471.86
16332,1054464.26,236462.23
16333,1054916.59,236866.87
16336,1054464.26,236462.23
16339,1054471.87,236466.93
16340,1054448.048,236474.865
16341,1054448.048,236474.865
16342,1054916.1709999999,236867.215
16343,1054448.048,236474.865
16344,1054916.1709999999,236867.215
16345,1054475.36,236451.9
16347,1054916.1709999999,236867.215
16348,1054464.16,236462.31
16349,1054968.94,236823.44
16351,1054527.45,237224.366
16352,1054527.48,237224.33
16353,1054527.45,237224.366
16354,1054527.45,237224.366
16355,1054087.96,236851.94
16356,1054527.48,237224.33
16357,1054527.48,237224.33
16359,1054084.8909999998,236856.263
16360,1054084.8909999998,236856.263
16362,1054149.81,236771.98
16365,1054527.45,237224.37
16366,1054527.45,237224.366
16367,1054084.8909999998,236856.263
16369,1054415.52,237338.56
16373,1054237.012,237532.275
16374,1053849.76,237274.67
16375,1053828.986,237330.30399999997
16376,1054167.38,237611.01
16377,1053786.094,237433.245
16378,1054029.58,237770.15899999999
16379,1053617.136,237816.292
16381,1053822.52,238009.62
16382,1053821.58,238010.71
16383,1053866.99,237949.54
16386,1053376.081,238291.61399999997
16387,1053481.47,238415.38
16389,1053372.01,238303.16
16390,1053353.088,238583.573
16391,1053353.088,238583.573
16393,1053291.0,238668.54
16394,1053202.43,238586.73
16395,1053097.903,238750.185
16397,1053142.71,238891.58
16398,1053087.57,238977.96
16399,1052958.43,238981.36
16400,1052802.27,239202.83
16401,1052814.1809999999,239202.71
16402,1052809.29,239210.51
16403,1052882.56,239293.12
16404,1052814.12,239190.15
16405,1052882.561,239293.121
16406,1052882.561,239293.121
16407,1052606.56,239739.21
16409,1052538.74,239650.06
16411,1052456.84,239779.13
16413,1052331.144,239972.32100000003
16414,1052325.86,240184.81
16415,1052325.255,240185.771
16416,1052297.12,240230.43
16417,1052213.19,240364.58
16420,1052045.32,240632.897
16421,1052045.32,240632.897
16422,1051904.91,240657.08
16423,1051905.17,240856.9
16424,1051809.56,240791.94
16425,1051815.9,240999.59
16426,1051765.539,241080.085
16427,1051674.1979999999,241015.093
16428,1051764.99,241080.95
16430,1051624.81,241305.02
16431,1051625.65,241303.68
16432,1051597.67,241348.39
16433,1051541.629,241437.86899999998
16434,1051376.24,241489.97
16435,1051389.055,241468.138
16436,1051485.336,241527.43899999998
16437,1051389.05,241468.14
16438,1051536.16,241446.57
16439,1051484.39,241528.94
16440,1051485.336,241527.43899999998
16441,1051389.055,241468.138
16442,1051478.05,241526.51
16443,1051485.336,241527.43899999998
16444,1051485.336,241527.43899999998
16445,1051485.336,241527.43899999998
16446,1051484.39,241528.94
16448,1051485.336,241527.43899999998
16449,1051484.39,241528.94
16450,1051346.93,241536.72
16451,1051269.54,241657.84
16453,1051203.1,241976.52
16454,1051083.55,241953.54
16455,1051103.93,241921.15
16458,1051203.872,241975.29100000003
16459,1051203.1,241976.52
16460,1051203.1,241976.52
16465,1051063.14,242199.217
16467,1050818.216,242375.02
16468,1050922.41,242423.15
16470,1050922.408,242423.143
16471,1050818.216,242375.02
16472,1050818.216,242375.02
16473,1050818.216,242375.02
16474,1050788.2,242422.68
16475,1050863.3,242517.19199999998
16476,1050684.1,242585.35
16479,1050642.04,242869.99
16481,1050314.2140000002,243175.699
16482,1050242.08,243507.35
16483,1050221.044,243540.826
16484,1050119.274,243484.615
16485,1049981.16,243698.01
16486,1049980.91,243700.24
16487,1050082.002,243762.08800000002
16488,1050086.2,243755.41
16490,1049970.6509999998,243939.423
16491,1049744.17,244084.11
16492,1049699.12,244141.7
16493,1049711.06,244139.79
16494,1049719.722,244339.525
16495,1049703.23,244365.82
16496,1049649.37,244451.24
16497,1049552.436,244606.26
16498,1049522.72,244653.64
16502,1049344.43,244935.31
16503,1049134.95,245058.51
16504,1049093.7,245116.07
16506,1049090.17,245132.23
16509,1048988.11,245512.27
16512,1048978.75,245527.75600000002
16513,1048988.11,245512.27
16514,1048988.36,245511.85
16515,1048877.07,245476.78
16517,1048934.16,245601.57
16519,1048880.68,245690.08
16520,1048720.4,245713.73
16521,1048844.93,245749.26
16522,1048727.59,245692.02
16524,1048764.6409999998,245882.163
16527,1048713.79,245966.33399999997
16528,1048718.38,245958.74
16530,1048713.79,245966.33399999997
16531,1048601.71,245902.25
16533,1048564.67,245959.65
16534,1048547.79,245986.44
16538,1048320.78,246346.73
16539,1048320.78,246346.73
16540,1048403.7740000001,246506.05800000002
16541,1048352.844,246594.27899999998
16542,1048327.04,246638.63
16543,1048328.04,246636.93
16544,1048195.443,246862.241
16545,1048039.37,246787.2
16547,1048089.67,247042.883
16548,1048063.103,247088.482
16555,1047470.68,247695.95
16556,1047441.453,247742.326
16559,1047398.92,248228.47
16560,1047398.58,248229.04
16561,1047186.223,248147.405
16562,1047180.11,248148.35
16563,1047372.01,248274.66
16566,1046799.0,248759.94
16567,1046973.32,248958.95
16568,1046867.57,249140.46
16569,1046562.3259999999,249137.59600000002
16570,1046707.52,249415.15
16571,1046654.36,249506.39
16572,1046601.895,249596.447
16573,1046338.29,249493.165
16574,1046601.895,249596.447
16575,1046601.21,249597.63
16576,1046277.75,249587.76
16577,1046257.4,249619.56
16578,1046521.47,249734.49
16579,1046415.9240000001,249915.643
16580,1046133.61,249812.98
16581,1046047.127,249948.108
16582,1046047.127,249948.108
16583,1046336.22,250052.44
16585,1045791.64,250368.23
16586,1045763.8990000001,250400.165
16587,1046070.55,250508.43
16588,1046070.547,250508.435
16589,1046070.547,250508.435
16590,1043165.97,260029.65
16592,1043083.8890000001,260020.255
16596,1042921.191,260456.771
16599,1042903.053,260505.138
16600,1042904.95,260502.42
16601,1042903.053,260505.138
16602,1042960.35,260624.33
16603,1042830.16,260706.41
16604,1042831.43,260702.915
16605,1042813.525,260752.359
16606,1042813.525,260752.359
16607,1042815.7,260741.09
16608,1042813.04,260760.61
16610,1042795.47,260805.72
16611,1042779.04,260855.62
16612,1042779.905,260852.997
16613,1042875.84,260920.05
16614,1042753.27,260916.64
16616,1042730.05,261004.42
16617,1042730.04,261004.47
16618,1042850.68,261022.64
16619,1042716.26,261027.15
16621,1042669.04,261221.45
16622,1042652.91,261261.77
16624,1042581.0290000001,261512.862
16625,1042726.84,261536.25
16627,1042654.9670000001,261845.75199999998
16628,1042315.517,262482.164
16629,1042315.517,262482.164
16631,1042315.517,262482.164
16632,1042291.65,262553.42
16633,1042483.3979999999,262566.851
16635,1042300.13,262539.17
16636,1042229.74,262800.0
16639,1042170.0040000001,263042.619
16640,1042360.4040000001,263081.363
16641,1042361.1,263078.47
16642,1042360.4,263081.36
16644,1042060.165,263558.43100000004
16646,1042050.4959999999,263610.599
16649,1042090.87,264214.39
16650,1041954.87,264166.91
16651,1042079.147,264265.895
16652,1041934.8690000001,264235.708
16655,1041906.1,264391.79
16656,1042033.43,264466.77
16658,1041870.47,264585.11
16659,1041867.78,264599.74
16660,1041871.44,264579.84
16661,1041998.27,264621.28
16662,1041867.78,264599.74
16664,1041863.75,264621.59
16665,1041865.47,264612.25
16666,1041998.26,264621.28
16667,1041872.29,264575.26
16668,1041998.27,264621.28
16669,1041867.837,264599.412
16672,1041869.24,264593.34
16673,1041997.0920000001,264626.438
16676,1041836.39,264770.06
16677,1041835.66,264774.02
16678,1041963.23,264781.03
16680,1041829.5329999999,264807.243
16681,1041829.28,264808.61
16682,1041829.5329999999,264807.243
16683,1041832.07,264795.4
16684,1041828.12,264814.9
16685,1041942.05,264884.66
16686,1041934.75,264891.34
16687,1041816.31,264878.98
16688,1041941.98,264884.99
16689,1041819.96,264859.2
16692,1041942.147,264884.165
16693,1041921.068,264987.304
16694,1041790.6690000001,265017.702
16695,1041790.6690000001,265017.702
16696,1041895.14,265117.17
16697,1041780.78,265070.951
16699,1041770.89,265124.19899999996
16702,1041770.89,265124.19899999996
16703,1041769.58,265127.42
16706,1041887.333,265155.901
16707,1041767.24,265143.85
16710,1041875.6,265222.88
16711,1041750.77,265232.46
16713,1041741.3,265283.49199999997
16715,1041738.38,265299.13
16716,1041753.65,265267.89
16717,1041853.6,265324.5
16720,1041721.837,265388.174
16721,1041721.837,265388.174
16722,1041819.8620000001,265493.094
16725,1041792.12,265630.25
16726,1041802.67,265581.23
16727,1041690.7,265560.68
16729,1041786.1259999999,265661.691
16730,1041786.35,265660.55
16731,1041774.8809999999,265717.89
16732,1041774.8809999999,265717.89
16733,1041673.179,265649.881
16734,1041774.88,265717.89
16735,1041774.88,265717.89
16736,1041673.179,265649.881
16737,1041774.88,265717.89
16739,1041774.88,265717.89
16740,1041673.72,265662.22
16741,1041774.88,265717.89
16742,1041669.23,265665.11
16744,1041660.9,265714.77
16746,1041744.45,265870.98
16747,1041673.45,266228.22
16749,1041567.11,266195.18
16751,1041602.12,266585.3
16752,1041471.979,266647.653
16753,1041476.35,266628.5
16754,1041571.51,266738.33
16755,1041460.82,266703.05
16756,1041460.17,266700.72
16757,1041455.93,266743.25
16758,1041454.85,266732.66
16760,1041547.13,266825.53
16761,1041397.652,267016.468
16762,1041489.89,267146.38
16763,1041355.77,267223.84
16764,1041453.24,267263.24
16765,1041463.53,267253.7
16766,1041304.1540000001,267478.852
16767,1041262.4,267685.14
16768,1041344.921,267857.262
16770,1041221.31,267894.14
16771,1041313.855,268009.594
16773,1041163.31,268341.6
16774,1041124.27,268369.29
16775,1041118.34,268396.87
16776,1041108.015,268447.874
16777,1041158.795,268771.13899999997
16780,1041054.505,269279.463
16781,1040888.84,269541.65
16784,1040863.78,269695.76
16785,1040858.61,269680.67
16786,1040842.0,269799.2
16787,1040838.3,269794.437
16788,1040840.05,269785.73
16791,1040838.3,269794.437
16793,1040929.48,269897.72
16796,1040782.87,270070.43
16797,1040867.29,270209.17
16798,1040845.392,270313.484
16799,1040845.25,270314.14
16801,1040845.392,270313.484
16802,1040845.39,270313.49
16803,1040833.55,270325.26
16804,1040735.569,270313.45399999997
16805,1040645.808,270782.20399999997
16807,1040736.679,270831.352
16809,1040638.0,270823.0
16810,1040736.68,270831.35
16811,1040637.24,270836.15
16813,1040590.52,271085.82
16815,1040649.83,271245.46
16816,1040538.89,271333.28
16817,1040534.922,271353.303
16818,1040628.15,271349.07
16819,1040628.28,271348.46
16821,1040628.276,271348.469
16822,1040628.15,271349.07
16823,1040535.67,271349.52
16824,1040535.64,271349.68
16825,1040538.38,271353.31
16826,1040483.684,271611.607
16827,1040552.6690000001,271709.781
16831,1040466.3309999999,272126.021
16832,1040370.6540000001,272180.214
16833,1040346.1440000001,272282.768
16834,1040430.463,272282.94399999996
16835,1040405.397,272386.396
16836,1040405.4,272386.39
16838,1040288.105,272789.596
16840,1040252.912,272890.777
16841,1040252.912,272890.777
16842,1040172.96,272877.48
16844,1040073.2209999999,273141.216
16845,1040066.04,273387.667
16848,1040066.04,273387.667
16849,1040066.68,273386.01
16851,1040066.04,273387.667
16852,1040028.123,273486.334
16855,1039876.46,273881.0
16856,1039876.46,273881.0
16857,1039787.7,273873.76
16858,1039788.82,273870.9
16860,1039721.83,274384.9
16862,1039559.73,274908.72
16863,1039560.39,274904.0
16864,1039638.5,274907.97
16865,1039545.8979999999,275062.535
16866,1039598.38,275328.74600000004
16867,1039588.47,275434.91
16868,1039588.47,275434.91
16869,1039511.8509999999,275435.542
16870,1039588.49,275434.74
16872,1039473.69,275864.8
16873,1039472.652,275855.238
16875,1039539.04,275961.96
16878,1039538.926,275963.143
16879,1039538.926,275963.143
16880,1039525.78,275969.26
16881,1039462.5970000001,275959.981
16882,1039538.926,275963.143
16885,1039539.04,275961.96
16886,1039539.04,275961.96
16888,1039514.1,276226.72
16891,1039423.2790000001,276379.901
16892,1039500.7490000001,276385.226
16894,1039500.7490000001,276385.226
16896,1039415.35,276497.51
16897,1039492.327,276490.815
16898,1039414.21,276483.83
16899,1039474.82,276698.564
16900,1039468.59,276755.35
16901,1039471.7,276753.02
16902,1039389.46,276821.68
16903,1039383.37,277028.39
16904,1039383.82,277009.44
16905,1039383.37,277028.5
16906,1039459.816,277016.563
16907,1039378.58,277035.75
16908,1039459.79,277017.41
16909,1039459.82,277016.57
16910,1039388.39,277179.81
16911,1039386.14,277296.41
16912,1039466.27,277386.39
16913,1039393.14,277441.51
16914,1039393.027,277439.425
16916,1039477.05,277546.23
16917,1039467.09,278069.039
16919,1039476.0,278080.18
16921,1039644.1309999999,278589.173
16922,1039644.13,278589.17
16923,1039644.1309999999,278589.173
16924,1039562.079,278588.834
16925,1039644.47,278590.91
16926,1039644.1309999999,278589.173
16927,1039564.57,278602.38
16929,1039744.46,279110.8
16930,1039744.46,279110.809
16932,1039764.48,279641.44
16933,1039843.26,279633.87
16935,1039863.913,279737.167
16936,1039873.844,279789.356
16938,1039811.63,279878.05
16940,1039913.02,279994.13
16942,1039936.06,280151.73
16943,1039936.04,280151.6
16944,1039936.0390000001,280151.6
16945,1039976.79,280521.962
16949,1039988.14,280678.23
16950,1039912.82,280801.0
16951,1039913.7,280831.92
16953,1039997.7,281050.29
16954,1039997.696,281050.28
16956,1039911.707,281203.057
16958,1039993.11,281207.71
16959,1039993.066,281208.913
16960,1039993.12,281207.44
16964,1039773.58,282247.807
16965,1039773.58,282247.807
16966,1039855.87,282255.46
16969,1031585.527,312396.202
16970,1031580.86,312448.84
16971,1031435.8609999999,312499.339
16972,1031406.77,312812.56
16973,1031543.55,312859.39
16974,1031362.23,313309.04
16975,1031362.1009999999,313293.59
16977,1031312.927,313823.091
16978,1031312.927,313823.091
16979,1031317.47,313827.21
16984,1031261.02,314410.63
16985,1031396.89,314460.58
16986,1031254.05,314515.18
16992,1031244.297,314829.075
16993,1031373.09,314874.55
16994,1031373.09,314875.09
16995,1031373.09,314874.55
16997,1031373.09,314874.55
16998,1031389.65,315155.56
16999,1031271.694,315149.124
17000,1031271.694,315149.124
17003,1031327.28,315430.33
17004,1031585.35,315883.17
17005,1031482.2,315921.09
17006,1031482.89,315917.44
17007,1031589.229,315896.25800000003
17008,1031589.229,315896.25800000003
17009,1031589.229,315896.25800000003
17010,1031479.3520000001,315914.69800000003
17015,1031696.71,316117.13
17016,1031696.71,316117.13
17019,1031803.429,316314.469
17022,1031720.16,316400.96
17023,1031829.0129999999,316359.834
17026,1031820.97,316343.91
17027,1031715.67,316394.266
17028,1031820.97,316343.91
17029,1031708.51,316378.4
17030,1031820.97,316343.91
17031,1031821.3,316344.5
17032,1031829.0129999999,316359.834
17033,1031829.0129999999,316359.834
17034,1031708.51,316378.4
17035,1031708.51,316378.4
17036,1031739.92,316441.2
17038,1031741.61,316442.47
17039,1031854.598,316405.19800000003
17040,1031880.183,316450.563
17041,1031769.58,316497.15
17042,1031812.3859999999,316582.442
17043,1031953.15,316579.32
17045,1031867.204,316685.689
17047,1031876.02,316698.97
17048,1031926.42,316794.06
17049,1031916.24,316777.31
17050,1031948.35,316840.01
17051,1032078.27,316811.69
17053,1032078.277,316811.69899999996
17054,1032085.48,316824.97
17055,1032012.59,316961.07300000003
17056,1032126.96,316895.85
17057,1032183.93,317006.39
17058,1032208.55,317051.76
17060,1032184.9,317289.75
17061,1032331.62,317278.53
17062,1032351.85,317315.82
17063,1032476.21,317544.98
17064,1032577.75,317732.08
17067,1032681.69,318220.97
17068,1032703.4,318279.56
17069,1032850.16,318233.99
17070,1032697.39,318268.05
17074,1032912.56,318707.7
17075,1032904.98,318694.0
17076,1033033.1529999999,318664.893
17077,1033033.15,318664.89
17078,1033136.09,318958.86
17079,1033054.84,319084.95
17080,1033194.446,319152.167
17082,1033266.75,319409.56
17083,1033322.9240000001,319611.04
17084,1033336.69,319661.04
17085,1033336.69,319661.04
17086,1033295.95,319937.979
17088,1033363.86,320187.265
17089,1033431.771,320436.55100000004
17090,1033544.0859999999,320414.312
17091,1033544.0859999999,320414.312
17092,1033544.0859999999,320414.312
17093,1033489.36,320597.12
17094,1033654.28,320814.55
17095,1033709.958,321016.765
17096,1033614.75,321108.23
17097,1033723.78,321066.97
17098,1033621.9,321134.48
17099,1033635.5,321184.41
17100,1033635.502,321184.408
17101,1033750.94,321165.62
17102,1033635.502,321184.408
17103,1033750.94,321165.62
17104,1033750.94,321165.62
17105,1033755.97,321184.09
17106,1033652.49,321248.6
17107,1033650.6240000001,321241.135
17111,1033793.15,321762.89
17113,1033887.57,321667.59
17115,1034048.995,322257.88899999997
17116,1033936.785,322313.061
17117,1033976.17,322456.45
17122,1034189.7509999999,322768.658
17123,1034231.978,322921.88800000004
17127,1034216.06,323329.835
17128,1034331.81,323284.27
17129,1034211.04,323305.82
17130,1034330.507,323279.42600000004
17133,1034457.188,323739.118
17134,1034457.188,323739.118
17135,1034341.734,323787.38399999996
17136,1034471.02,323789.3
17138,1034355.26,323836.63
17139,1034355.698,323838.223
17142,1034485.339,323841.271
17143,1034527.566,323994.502
17144,1034540.76,324044.69
17145,1034438.3359999999,324141.404
17146,1034582.36,324204.3
17147,1034466.1579999999,324245.73600000003
17148,1034604.35,324308.59
17152,1034702.678,324769.02
17153,1034590.41,324850.34
17154,1034730.17,324949.12
17156,1034777.37,325344.33
17157,1034777.71,325347.74
17160,1034777.48,325345.52
17161,1034808.397,325821.251
17163,1034820.82,326033.21
17166,1034712.84,326436.76300000004
17167,1034712.84,326436.76300000004
17168,1034842.573,326404.135
17169,1034842.573,326404.135
17171,1034841.02,326409.37
17172,1034722.69,326594.122
17175,1034872.7170000001,326932.86600000004
17176,1034750.74,326954.22
17177,1034881.56,327089.66
17178,1034764.32,327160.93
17180,1034902.52,327461.17
17181,1034902.52,327461.165
17182,1034786.83,327537.76
17185,1034815.5040000001,327959.531
17186,1034819.073,328012.047
17187,1034932.323,327989.464
17190,1034859.855,328642.773
17192,1034862.35,328683.17
17193,1034866.3620000001,328747.97
17194,1034866.36,328747.96
17195,1034866.3620000001,328747.97
17196,1034865.65,328736.51
17197,1034869.615,328800.56899999996
17198,1034869.615,328800.56899999996
17199,1034885.8829999999,329063.561
17200,1034885.53,329057.86
17201,1034885.8829999999,329063.561
17202,1034884.77,329045.58
17203,1034884.94,329048.3
17204,1035016.448,329044.393
17206,1034885.8829999999,329063.561
17207,1034885.88,329063.56
17208,1034892.39,329168.75800000003
17209,1034903.01,329309.96
17210,1034902.05,329325.01
17211,1034905.4040000001,329379.152
17212,1034919.541,329590.05100000004
17213,1035111.9909999999,329783.726
17215,1034964.309,330114.566
17216,1034964.309,330114.566
17217,1034963.2,330127.63
17218,1034969.03,330116.68
17219,1034964.309,330114.566
17220,1035164.3,330092.57
17221,1034964.309,330114.566
17222,1034964.309,330114.566
17223,1034972.08,330173.37
17224,1034984.948,330270.655
17226,1034998.77,330374.79
17234,1035040.11,330650.72
17235,1035041.63,330656.65
17236,1035036.156,330638.578
17238,1035043.94,330654.66
17239,1035037.37,330634.58
17240,1035036.156,330638.578
17241,1035036.156,330638.578
17242,1035036.156,330638.578
17244,1035042.15,330631.24
17245,1035053.42,330715.94
17246,1035062.418,330794.832
17248,1035071.637,330846.67100000003
17249,1035302.99,330820.8
17252,1035324.1,330924.55
17254,1035117.728,331105.86699999997
17255,1035356.08,331081.72
17256,1035366.32,331132.05
17257,1035126.947,331157.707
17258,1035367.81,331139.34
17260,1035366.6390000001,331133.602
17262,1035461.6140000001,331600.381
17263,1035209.182,331622.15
17264,1035461.6140000001,331600.381
17267,1035218.2940000001,331673.684
17268,1035218.2940000001,331673.684
17270,1035472.166,331652.24100000004
17271,1035222.16,331691.05
17273,1035472.166,331652.24100000004
17274,1035218.2940000001,331673.684
17275,1035218.2940000001,331673.684
17276,1035236.52,331776.751
17279,1035598.7170000001,332274.48
17280,1035336.2559999999,332345.982
17282,1035366.73,332522.46
17284,1035398.51,332711.46
17286,1035469.0179999999,333129.728
17289,1035486.651,333232.782
17291,1035881.37,333675.09
17292,1035881.19,333674.11
17293,1035577.91,333771.07
17294,1035575.378,333748.849
17295,1035584.55,333779.67
17296,1035974.64,334249.99
17297,1035666.51,334269.08
17298,1035974.64,334249.99
17299,1035974.522,334249.19
17301,1035974.52,334249.19
17302,1035666.3840000001,334268.335
17303,1035693.35,334424.8
17304,1035996.89,334406.27
17306,1036041.6240000001,334720.447
17308,1035761.54,334793.16
17309,1035767.16,334853.17
17310,1036056.74,334826.58
17311,1035767.29,334868.47
17313,1036071.45,334929.9
17314,1036071.447,334929.894
17315,1036085.69,335038.87
17316,1036094.06,335088.69
17317,1036153.81,335508.16
17318,1036161.22,335560.17
17319,1035896.72,335613.39
17320,1036176.188,335665.24100000004
17321,1036183.672,335717.779
17322,1035933.32,335810.01
17325,1035977.28,336075.956
17326,1036235.59,336076.88
17327,1036257.81,336230.174
17329,1036280.03,336383.46
17331,1036283.78,336463.03
17332,1036048.225,336487.10299999994
17333,1036057.99,336539.9
17334,1036309.6529999999,336587.842
17335,1036065.96,336589.89
17336,1036346.684,336843.31899999996
17337,1036346.68,336843.32
17338,1036119.1690000001,336898.251
17340,1036371.22,336971.19
17341,1036150.95,337073.16
17342,1036145.75,337052.3
17343,1036398.53,337200.98
17344,1036190.113,337309.398
17345,1036413.34,337303.177
17346,1036213.85,337446.96
17348,1036267.05,337752.57
17349,1036270.088,337770.00399999996
17352,1036287.67,337870.77
17353,1036291.13,337873.9
17354,1036494.02,337867.18
17355,1036354.42,338253.27
17357,1036435.74,338719.57
17360,1036806.39,340076.47
17363,1036842.82,340333.24
17364,1036726.51,340399.78
17365,1036724.53,340390.19
17366,1036858.14,340435.66
17367,1036763.98,340617.46
17369,1036829.41,340963.74
17370,1036959.79,340969.27
17373,1036826.15,340978.07
17375,1037021.1070000001,341313.162
17376,1037052.16,341469.75
17377,1036917.6190000001,341505.24100000004
17378,1037052.1390000001,341469.62
17379,1036959.01,341743.82
17380,1037155.63,341991.38
17382,1037155.579,341991.14700000006
17384,1037259.09,342513.01
17385,1037100.16,342529.57
17386,1037290.05,342669.13
17387,1037300.39,342721.28
17389,1037362.55,343034.66
17391,1037362.459,343034.2
17392,1037190.652,343078.907
17393,1037362.55,343034.66
17394,1037208.855,343183.81799999997
17396,1037280.3,343573.14
17397,1037554.87,344080.51
17401,1037570.766,344293.034
17402,1037408.51,344416.46
17403,1037406.615,344391.287
17405,1037572.94,344452.12
17406,1037572.94,344452.12
17408,1037567.87,344611.54
17409,1037567.87,344611.54
17410,1037567.77,344613.93
17411,1037392.79,345018.2
17412,1037384.88,345070.04
17413,1037366.86,345172.41
17414,1037366.87,345172.37
17415,1037498.96,345137.45
17416,1035704.41,348997.04
17417,1035661.099,349092.338
17421,1035670.78,349518.44
17422,1035484.583,349480.766
17423,1035484.583,349480.766
17424,1035488.08,349474.22
17425,1035484.583,349480.766
17427,1035671.27,349517.16
17428,1035511.37,349904.97
17429,1035293.02,349908.43
17430,1035472.07,350004.19
17436,1035275.33,350500.71
17437,1035068.17,350449.82
17438,1035275.33,350500.71
17439,1035065.94,350466.8
17441,1035184.87,350730.78
17443,1035078.91,350995.91
17445,1035078.91,350995.91
17447,1034865.09,351001.66
17449,1034812.76,351157.23
17450,1034735.6,351351.74
17451,1034881.19,351493.51
17452,1034693.532,351468.23600000003
17455,1034514.62,351982.22
17456,1034681.7,351989.95
17458,1034682.07,351989.04
17460,1034681.703,351989.953
17461,1034512.33,351967.86
17465,1034465.71,352099.15
17468,1034324.28,352490.79
17470,1034443.03,352583.9
17472,1034294.446,352573.411
17474,1034383.3620000001,352732.401
17476,1034152.1,352966.76
17477,1034210.83,353175.09
17478,1034056.08,353231.52
17479,1033930.96,353578.17
17481,1034039.1,353617.42
17483,1033762.8,354038.37
17484,1032826.33,356616.93
17486,1032828.926,356945.154
17487,1032735.93,356860.78
17488,1032737.4,356857.08
17489,1032737.4,356857.08
17490,1032708.54,356936.27
17491,1032758.1240000001,357140.523
17492,1032740.4240000001,357189.365
17494,1032608.43,357208.47
17495,1032619.0,357181.98
17496,1032683.28,357347.04
17497,1032669.36,357385.45
17498,1032559.085,357346.393
17499,1032215.2259999999,358335.393
17501,1032199.69,358390.57
17503,1032161.38,358504.06
17506,1032046.53,358859.45
17507,1032149.07,358910.46
17509,1032106.81,359064.98
17510,1032085.59,359110.81
