,X,Y
64747,1028565.354,481781.794
64748,1028565.354,481781.794
64749,1028553.08,481909.18
64750,1028511.12,481851.22
64751,1028513.07,481846.3
64752,1028521.077,481950.524
64754,1028341.3979999999,482069.593
64755,1028290.23,482137.31
64756,1028277.41,482151.82
64757,1028277.41,482151.82
64759,1028329.05,482198.58
64760,1028329.05,482198.58
64761,1028245.418,482192.935
64764,1028297.03,482239.93
64766,1028043.05,482448.91
64767,1028009.0,482612.0
64768,1027797.73,482887.47
64769,1027725.7,482863.99
64770,1027634.5240000001,482978.27200000006
64771,1027598.86,483024.15
64772,1027599.59,483026.9
64773,1027368.89,483438.864
64775,1027368.88,483438.88
64776,1027148.63,483603.31
64777,1027148.17,483603.91
64778,1027208.86,483645.58
64779,1027176.3420000001,483687.545
64780,1027176.3420000001,483687.545
64781,1027086.11,483802.27
64782,1027046.25,483855.42
64784,1026986.03,483812.47
64785,1027013.729,483897.37899999996
64788,1026661.8,484229.56
64790,1026669.36,484216.94
64791,1026499.673,484438.112
64792,1026558.5,484484.8
64793,1026558.4,484484.93
64794,1026493.2,484446.44
64798,1026233.32,484904.41
64799,1026070.573,485114.417
64801,1025968.84,485118.99
64802,1025908.15,485324.01
64803,1025836.61,485291.39
64804,1025703.37,485464.27
64806,1025582.734,485743.919
64808,1025420.1209999999,485953.75299999997
64809,1025366.4,485901.76
64810,1025387.599,485995.72
64812,1025291.1,485999.19
64814,1025257.5079999999,486163.58700000006
64815,1025208.368,486106.54
64816,1020182.885,490316.45
64819,1019874.0,490602.0
64820,1020404.21,502524.02
64821,1020368.86,502559.32
64822,1020367.81,502551.59
64823,1020418.62,502629.81
64824,1020382.94,502663.09
64825,1020407.1329999999,502841.46
64826,1020443.377,502811.657
64827,1020443.377,502811.657
64828,1020479.878,503079.715
64829,1020479.88,503079.7
64831,1020457.26,503210.953
64832,1020475.79,503322.46
64833,1020562.63,503687.45
64834,1020562.63,503687.45
64835,1020562.57,503687.01
64836,1020567.48,503723.05
64837,1020529.45,503713.32
64838,1020562.63,503687.45
64839,1020561.98,503687.63
64840,1020567.48,503723.05
64841,1020529.93,503746.61
64842,1020562.63,503687.45
64844,1020530.13,503731.9
64845,1020562.57,503687.01
64847,1020589.38,503883.88
64848,1020578.997,504108.292
64849,1020582.21,504113.79
64850,1020585.4,504155.45
64851,1020625.88,504151.96
64852,1020580.61,504108.77
64853,1020586.1579999999,504161.07700000005
64854,1020620.24,504110.52
64855,1020586.92,504166.71
64857,1020634.6,504216.04
64858,1020640.479,504259.17299999995
64859,1020598.69,504263.47
64860,1020685.01,504592.03
64861,1020657.7679999999,504688.92299999995
64862,1020714.41,504806.19
64863,1020720.7790000001,504848.901
64864,1020678.05,504823.67
64865,1020734.5970000001,504954.18100000004
64866,1020720.8790000001,505160.479
64867,1020728.81,505217.72
64868,1020733.81,505264.58
64870,1020752.59,505442.96
64871,1020798.017,505579.07
64872,1020801.25,505682.69
64873,1020763.4990000001,505837.593
64874,1020799.4559999999,505839.595
64875,1020799.46,505839.6
64877,1020791.9,505999.03
64878,1020749.23,506356.79
64879,1020749.23,506356.79
64881,1020755.97,506313.78
64882,1020702.724,506614.44700000004
64883,1020682.128,506716.968
64884,1020612.8879999999,506868.415
64885,1020602.569,506919.721
64886,1020551.44,507202.91
64888,1020545.26,507191.12
64890,1020574.75,507251.44
64892,1020418.83,508027.56
64893,1020414.37,508049.75
64895,1020365.2270000001,508099.745
64896,1020397.51,508133.65
64898,1020339.31,508228.6
64899,1020354.8,508346.27
64900,1020318.5,508346.73
64901,1020344.18,508399.14
64902,1020280.49,508716.13
64903,1020259.8940000001,508818.657
64904,1020239.297,508921.17799999996
64905,1020237.51,508930.08
64906,1020239.3,508921.18
64908,1020237.4,508930.61
64909,1020238.06,508927.34
64910,1020200.12,508920.631
64911,1020237.4,508930.61
64912,1020237.4,508930.61
64913,1020237.4,508930.61
64914,1020239.297,508921.17799999996
64915,1020237.51,508930.08
64916,1020205.38,508906.41
64917,1020229.0,508972.45
64918,1020218.7,509023.7
64919,1020173.19,509031.4
64920,1020196.43,509150.56
64921,1020140.88,509224.2
64923,1020120.66,509315.68
64924,1020115.97,509338.99
64927,1020096.927,509433.685
64928,1020096.927,509433.685
64929,1020136.31,509433.78
64930,1020086.608,509484.99
64931,1020105.42,509587.55
64932,1020095.12,509638.828
64933,1020039.01,509722.68
64934,1020064.224,509792.61
64935,1020064.224,509792.61
64936,1020055.98,509833.66
64938,1020064.224,509792.61
64939,1020064.23,509792.6
64941,1020064.224,509792.61
64942,1020056.17,509832.68
64943,1020064.224,509792.61
64944,1020066.06,509783.48
64945,1020064.224,509792.61
64946,1020020.74,509839.96
64947,1020011.01,509838.48
64948,1020045.3,509886.79
64950,1019993.735,509946.739
64951,1020034.52,509940.47
64953,1019993.735,509946.739
64954,1019993.735,509946.739
64955,1019993.735,509946.739
64956,1019972.18,510049.85
64957,1019955.85,510133.2
64958,1019955.85,510133.2
64960,1019930.39,510251.05
64961,1019950.94,510356.26
64962,1019938.2,510417.92
64963,1019752.99,519854.83
64964,1019722.39,519860.07700000005
64965,1019682.57,519871.1
64966,1019769.58,519910.12
64968,1019783.58,519962.34
64970,1019780.35,519951.35
64971,1019801.4,520019.89
64972,1019797.88,520014.43
64973,1019711.13,519971.85
64975,1019763.65,520022.74
64976,1019781.3,520105.27
64977,1019828.09,520118.37
64978,1019785.25,520120.06
64979,1019828.93,520118.15
64980,1019827.36,520107.53
64981,1019771.97,520066.34
64982,1019744.64,520137.2
64983,1019751.95,520162.87
64985,1019818.68,520261.11
64986,1019790.7540000001,520326.052
64987,1019790.7540000001,520326.052
64988,1019806.95,520387.19
64989,1019785.65,520360.55
64990,1019815.16,520428.71
64991,1019809.84,520436.95
64992,1019911.32,520834.95
64993,1019893.433,520572.845
64994,1019910.39,520639.27
64995,1019918.86,520682.38
64996,1019915.32,520662.7
64997,1019906.2159999999,520626.14700000006
64998,1019893.7,520759.94
64999,1019894.953,520765.26200000005
65000,1019894.953,520765.26200000005
65001,1019895.33,520766.88
65002,1019936.87,520755.6
65004,1019935.91,520751.49600000004
65006,1019907.87,520820.244
65007,1019936.87,520755.6
65008,1019935.9,520751.47
65009,1019955.29,520834.0
65010,1019955.29,520834.0
65012,1019933.21,521241.01
65013,1019967.27,521223.73
65014,1019970.459,521304.721
65017,1019970.459,521304.721
65018,1019970.459,521304.721
65019,1020012.75,521310.323
65021,1020014.057,521353.133
65022,1019970.2,521303.31
65023,1020009.8,521282.02
65024,1019970.7559999999,521409.097
65025,1019970.08,521428.82
65027,1020012.43,521403.11
65028,1019991.429,521675.393
65029,1019950.81,521673.2
65030,1019964.85,521827.01
65032,1019867.36,521858.44
65033,1019914.05,521871.64
65034,1019838.61,521960.7
65035,1019893.03,521974.34
65036,1019907.67,522035.04
65037,1019912.137,522033.076
65039,1019831.48,521999.31
65040,1019928.32,521974.35
65041,1019871.2359999999,522027.362
65043,1019809.56,522101.12
65044,1019787.22,522208.07
65045,1019787.22,522208.07
65046,1019713.76,522253.48
65047,1019758.63,522303.82
65048,1019783.16,522369.19
65049,1019696.86,522461.93
65050,1019673.33,522512.031
65051,1019695.08,522501.85
65052,1019628.692,522607.086
65053,1019561.734,522749.66799999995
65054,1019515.14,522758.42
65055,1019561.734,522749.66799999995
65056,1019515.14,522758.42
65057,1019542.71,522790.03
65059,1019516.81,522942.09
65060,1019411.52,522998.43
65061,1019494.91,522988.86
65062,1019445.67,523064.56
65063,1019338.13,523153.58
65064,1019383.181,523129.888
65065,1019381.65,523204.57
65068,1019345.96,523209.15
65069,1019298.64,523309.91
65071,1019360.5,523275.9
65072,1019320.81,523264.33
65073,1019327.55,523264.22
65074,1019324.83,523262.91
65076,1019232.87,523429.17
65077,1019226.947,523462.57899999997
65078,1019266.19,523459.81
65079,1019272.92,523462.94
65080,1019253.62,523484.61
65081,1019168.26,523671.31
65082,1019168.26,523671.31
65083,1019070.712,523795.271
65084,1019104.24,523811.33
65085,1019073.141,523889.565
65086,1019061.55,523904.7
65088,1019061.55,523904.7
65089,1019042.75,523934.22
65090,1018847.521,524270.545
65092,1018817.45,524344.44
65094,1018809.09,524360.89
65095,1018802.911,524365.578
65096,1018801.95,524368.16
65097,1018784.47,524404.87
65098,1018828.573,524411.855
65099,1018842.92,524374.01
65100,1018801.24,524373.02
65101,1018784.85,524404.06
65102,1018819.92,524408.1
65103,1018828.573,524411.855
65104,1018780.6109999999,524413.091
65105,1018847.61,524371.21
65106,1018786.02,524401.56
65107,1018828.573,524411.855
65108,1018828.573,524411.855
65109,1018846.89,524372.74
65110,1018825.83,524417.71
65111,1018736.0109999999,524508.1170000001
65112,1018736.0109999999,524508.1170000001
65113,1018720.52,524541.13
65114,1018781.81,524536.75
65115,1018733.9,524512.62
65116,1018761.4240000001,524555.2679999999
65117,1018690.59,524706.54
65118,1018671.892,524746.485
65119,1018649.5090000001,524794.29
65121,1018649.33,524793.06
65122,1018604.74,524889.9
65124,1018604.74,524889.9
65125,1018623.61,524849.59
65127,1018537.03,524936.072
65130,1018335.01,525367.88
65131,1018329.94,525379.05
65133,1018310.02,525427.0
65134,1018354.46,525478.93
65135,1018272.8,525575.36
65136,1018239.36,525657.46
65137,1018252.63,525629.81
65138,1018224.53,525702.25
65139,1018279.11,525675.56
65140,1018196.1,525719.88
65141,1018218.536,525711.7779999999
65143,1018246.662,525760.245
65144,1018246.662,525760.245
65145,1018170.69,525833.25
65146,1018222.58,525823.08
65147,1017974.6,526348.03
65148,1017976.83,526342.24
65151,1017937.094,526445.87
65152,1017950.97,526409.68
65154,1017915.75,526520.81
65155,1017893.35,526560.95
65158,1017803.17,526798.56
65159,1017785.13,526844.99
65160,1017787.79,526828.48
65165,1017643.18,527209.19
65166,1017657.4,527298.0
65167,1017610.088,527421.465
65171,1017441.58,527861.19
65172,1017330.66,528018.01
65173,1017324.98,528042.46
65174,1017376.6,528030.78
65175,1017374.8,528035.48
65177,1017337.13,528133.79
65178,1017274.53,528167.47
65180,1017227.59,528296.5
65181,1017224.1059999999,528305.572
65182,1017280.59,528281.32
65183,1017200.96,528363.97
65184,1017205.343,528354.511
65185,1017108.92,528606.31
65186,1017142.355,528643.134
65187,1017090.21,528655.19
65188,1017086.44,528789.86
65189,1017039.76,528787.05
65190,1017086.446,528789.8539999999
65191,1017023.77,528820.33
65194,1016955.99,529132.2
65195,1016955.99,529132.2
65196,1016905.31,529265.2
65197,1016841.17,529303.46
65198,1016895.32,529280.01
65199,1016856.32,529266.41
65200,1016900.0809999999,529278.92
65201,1016905.31,529265.2
65203,1016830.575,529333.684
65205,1016817.68,529369.95
65206,1016814.23,529376.4
65207,1016825.53,529474.55
65208,1016753.74,529534.23
65209,1016718.137,529626.963
65210,1016718.137,529626.963
65212,1016667.17,529858.95
65213,1016668.38,529907.3
65216,1016468.485,530457.189
65217,1016412.24,530604.1020000001
65221,1016268.147,530801.774
65223,1016230.73,530899.836
65224,1016299.75,530897.928
65226,1016225.83,531091.0
65227,1016043.645,531390.144
65228,1015968.81,531586.2679999999
65229,1015968.81,531586.2679999999
65230,1015981.0290000001,531730.436
65231,1015913.75,531730.56
65232,1019262.82,523557.79
65233,1018716.99,524650.16
65234,1019836.46,520068.43
65235,1037544.14,403523.65
65236,1037581.37,403504.2
65238,1037695.61,403506.26
65239,1037711.65,403531.56
65240,1037678.34,404910.91
65242,1034088.97,394768.96
65244,1034779.12,394621.61
65245,1038664.502,412471.06299999997
65247,1042153.67,451709.47
65248,1042150.38,451715.55
65249,1042150.3759999999,451715.54600000003
65250,1042151.24,451719.06
65251,1042150.3759999999,451715.54600000003
65252,1042155.15,451710.26
65254,1042150.41,451715.03
65255,1042150.38,451715.55
65256,1042150.38,451715.55
65257,1042150.38,451715.55
65259,1029143.35,480914.1
65260,1029116.28,480914.63
65261,1029148.46,480909.19
65262,1029143.354,480914.098
65263,1029141.14,480909.34
65264,1029325.94,481048.15
65265,1030104.55,481173.61
65266,1034754.52,394543.96
65267,1034779.1209999999,394621.607
65269,1037622.92,404895.51
65270,1037671.56,404905.41
65271,1040394.8,425378.4
65272,1042608.31,450896.87
65274,1042882.0279999999,451704.21200000006
65276,1042882.0279999999,451704.21200000006
65277,1042883.46,451704.11
65278,1029430.12,480971.28
65279,1029329.31,481050.55
65280,1020351.06,508620.67
65281,1020112.25,510133.07
65283,1040476.47,425627.02
65284,1040785.55,427806.82
65285,1042657.212,454047.256
65286,1029325.94,481048.15
65287,1029033.18,481407.54
65289,1034659.91,395963.37
65290,1037461.03,404842.62
65291,1037461.03,404842.62
65292,1037396.18,404749.19
65293,1038207.09,412894.06
65296,1039752.14,425783.32
65297,1039746.94,425784.33
65298,1042178.38,452076.67
65299,1042191.29,452138.72
65300,1042148.68,451715.19
65301,1042150.38,451715.55
65303,1042150.38,451715.55
65304,1042150.38,451715.55
65305,1042150.3759999999,451715.54600000003
65306,1042150.42,451715.56
65308,1042150.3759999999,451715.54600000003
65309,1034123.2420000001,393661.735
65313,1042367.345,452112.67799999996
65314,1042485.19,451934.64
65315,922720.59,457269.51
65316,922774.128,457273.265
65318,923224.5240000001,457450.775
65319,923223.82,457450.76
65320,923311.26,457494.37
65323,923718.368,457557.578
65324,923718.368,457557.578
65325,924837.69,457106.28
65327,925679.67,456595.75
65328,925706.81,456583.91
65329,926521.6,456495.72
65330,927007.17,456699.59
65331,927244.58,456808.03
65332,928068.6,457177.092
65333,928054.03,457171.05
65334,928943.32,457599.92
65335,929850.07,457604.55100000004
65336,930558.11,457466.65
65337,930786.9959999999,457429.953
65338,930917.39,457434.19
65340,930994.9190000001,457452.80100000004
65342,932554.22,458912.32
65343,933038.89,459841.43
65344,933040.53,459844.75
65345,933993.68,461772.94
65347,938064.3570000001,466692.00299999997
65349,939546.84,468493.81
65352,940220.368,468989.98299999995
65353,940279.89,469076.7
65357,940465.4709999999,469623.57200000004
65358,940532.46,469853.06
65360,940658.183,470164.51399999997
65361,940925.1,470705.63
65364,941730.63,472333.88
65365,941778.44,472427.26
65367,941896.23,472659.99
65368,942512.36,473904.91
65369,942823.75,474727.77
65370,942949.19,475717.59
65371,942954.45,475770.07
65373,943420.21,480494.035
65375,942865.43,482758.56
65376,942875.69,482746.61
65379,942307.72,483824.12
65380,942069.51,484291.39
65381,942207.24,484889.43
65383,942547.54,485128.92
65384,942547.54,485128.92
65385,943037.98,485321.47
65386,943290.99,485394.88
65387,943498.75,485428.91
65388,943493.69,485428.21
65390,943557.3459999999,485432.414
65391,943557.3459999999,485432.414
65393,944084.16,485408.13
65394,944346.1020000001,485374.42799999996
65395,944599.55,485341.82
65396,945760.2009999999,485201.929
65397,947068.823,485044.32399999996
65401,948787.41,484869.53
65402,948852.63,484872.62
65403,949008.564,484884.784
65405,950585.0059999999,485305.70399999997
65406,951659.41,485477.28
65409,953244.719,485044.893
65410,953295.02,485029.034
65414,956528.15,485030.69
65415,956528.1579999999,485030.691
65418,958576.3,484579.59
65420,961654.21,484997.87700000004
65421,962725.25,485163.75
65422,963323.47,485257.65
65423,963770.56,485327.82
65424,963770.15,485327.76
65425,964689.7,485470.84
65426,965044.833,485526.059
65427,965442.11,485587.83
65428,966036.69,485681.854
65429,966177.28,485708.01
65430,966805.1059999999,485863.445
65431,966858.0920000001,485872.79600000003
65432,967905.645,485555.55600000004
65435,968488.85,485307.45
65436,968862.92,485148.92
65437,969142.76,485030.32
65439,969776.08,484761.92
65443,970037.08,484614.96
65444,970160.8929999999,484458.68100000004
65448,970120.307,483530.98299999995
65450,970076.63,483334.03
65451,970076.63,483334.03
65452,970079.29,483346.0
65455,969299.32,481365.16
65456,969232.3,481221.59
65459,969078.49,480892.13
65460,968941.844,480599.42299999995
65462,968743.286,480165.42100000003
65463,968613.9,479826.32
65469,968413.22,478900.71
65470,968413.2209999999,478900.715
65471,968414.85,478529.37
65472,968456.186,478213.25299999997
65473,968456.186,478213.25299999997
65474,968881.359,477142.13700000005
65476,969149.78,476747.94
65477,969334.6690000001,476488.511
65478,969334.59,476488.62
65479,969549.45,476187.13
65480,969641.52,476057.94
65481,969641.52,476057.94
65482,970038.64,475493.85
65483,970835.343,474369.106
65484,971137.25,473942.46
65485,971290.13,473726.41
65489,972834.452,471856.598
65490,972834.452,471856.598
65493,974063.418,471611.64700000006
65494,975640.025,471814.37299999996
65495,975640.025,471814.37299999996
65496,975640.025,471814.37299999996
65498,976164.7109999999,471881.885
65499,976436.39,471917.16
65501,977165.6,472011.72
65503,979476.2,472885.83
65504,980011.8,473259.81
65506,980447.618,473580.75899999996
65507,980436.72,473576.32
65508,980430.15,473564.36
65509,980774.4,473797.68
65510,980849.2840000001,473872.284
65513,981559.13,474614.51
65514,981718.06,475062.38700000005
65517,982726.4,476787.05
65518,982899.8509999999,476982.883
65519,982941.537,477014.838
65520,982941.54,477014.84
65521,984317.38,477526.22
65522,984317.38,477526.22
65525,984752.13,478232.14
65526,984781.9,478365.5
65527,985130.39,478941.06
65528,985130.396,478941.064
65530,985805.08,479440.02
65532,986972.77,480252.69
65533,987059.89,480311.549
65534,987461.15,480591.46
65536,987591.1290000001,480733.956
65537,987720.26,481017.36
65540,987672.478,481592.69700000004
65543,988134.42,482424.48
65544,988127.65,482421.63
65547,988162.7359999999,482436.37799999997
65548,988162.7359999999,482436.37799999997
65550,988623.64,482499.33
65551,988719.53,482493.38
65552,989464.45,482467.03
65553,989674.7,482460.05
65560,992675.03,482352.0
65561,992718.02,482355.02
65562,992720.83,482349.55
65563,992719.61,482348.86
65564,992721.36,482352.0
65565,992734.45,482347.9
65566,992752.2,482349.04
65567,992795.32,482345.24
65568,992786.43,482346.12
65569,992804.99,482346.02
65570,993204.08,482334.41
65571,993582.84,482320.41
65572,993621.238,482320.689
65574,993621.238,482320.689
65575,993665.59,482317.73
65576,993669.72,482317.62
65577,993738.88,482317.24
65578,994300.75,482298.4
65579,994468.9,482290.18
65580,994585.11,482293.99
65584,996199.18,482218.11
65585,996251.48,482215.66
65586,996251.4809999999,482215.66
65587,996259.53,482209.5
65588,996245.18,482215.96
65589,996251.4809999999,482215.66
65590,996245.18,482215.96
65591,996256.94,482216.16
65593,996332.28,482212.49
65594,996328.64,482213.94
65595,997011.04,482260.08
65596,997028.8,482265.59
65597,997141.069,482300.631
65598,997534.48,482425.76
65599,997771.3879999999,482503.18
65600,998882.543,482537.195
65601,998882.543,482537.195
65603,998871.83,482537.5
65605,998973.35,482534.93
65607,1000474.16,482650.22
65609,1000600.28,482730.8
65610,1000988.42,483090.49
65612,1001246.23,483339.86
65614,1002201.89,484264.85
65615,1002197.0,484265.48
65616,1002266.74,484326.65
65617,1002262.1120000001,484322.12
65618,1002486.39,484537.61
65619,1002524.05,484573.8
65620,1002639.054,484685.60799999995
65621,1002907.392,484946.494
65622,1002907.392,484946.494
65623,1003022.39,485058.3
65625,1003097.93,485128.94
65626,1003089.36,485123.41
65627,1003111.18,485143.27
65628,1003094.31,485127.25
65629,1003137.397,485170.11
65630,1003149.09,485178.99
65631,1003171.66,485203.49
65632,1003175.4140000001,485207.162
65635,1003206.37,485237.44
65639,1003349.23,485360.41
65640,1003379.12,485379.76200000005
65641,1003475.6340000001,485426.664
65645,1004381.93,485612.11
65646,1004859.95,485720.61
65648,1005150.3,485778.18
65649,1005826.547,485920.79799999995
65650,1005879.19,485933.05
65652,1006339.17,486108.26
65654,1007057.18,486725.82
65655,1007097.76,486765.57
65656,1007612.73,487368.36
65657,1007785.05,487580.97
65658,1007785.73,487577.76
65660,1007877.064,487708.789
65661,1007877.064,487708.789
65663,1007842.53,487660.34
65664,1007905.752,487755.729
65665,1007905.752,487755.729
65666,1007938.92,487809.99
65667,1007970.79,487870.54
65668,1008013.287,487942.00200000004
65669,1008038.694,487988.266
65671,1008021.34,487956.66
65672,1008033.85,487976.63
65673,1008239.08,488415.17
65674,1008330.48,488592.2
65675,1008336.1290000001,488601.27200000006
65676,1008322.84,488577.8
65677,1008322.84,488577.8
65679,1008308.37,488550.58
65680,1008340.77,488608.87
65681,1008341.21,488613.83
65682,1008622.48,488978.70399999997
65683,1008622.48,488978.7
65684,1008658.262,489016.867
65685,1008946.48,489324.26
65686,1008962.17,489340.99
65688,1008980.31,489360.33
65691,1008983.79,489352.34
65692,1009224.905,489563.581
65693,1009269.18,489590.18
65696,1009625.57,489761.49
65698,1009697.35,489789.68
65699,1009644.16,489768.79
65701,1009795.707,489826.575
65702,1009894.213,489863.221
65703,1009863.99,489850.52
65704,1009894.213,489863.221
65706,1009943.4659999999,489881.545
65707,1010013.05,489904.65
65708,1010288.2390000001,490009.80799999996
65709,1010386.75,490046.46
65710,1011342.45,490402.0
65711,1011850.32,490593.28
65712,1011850.32,490593.28
65713,1011862.9090000001,490598.034
65714,1011862.9090000001,490598.034
65715,1011862.91,490598.03
65716,1012157.416,490709.30100000004
65717,1012358.21,490784.39
65718,1012593.559,490891.41
65719,1012635.37,490903.12
65720,1012880.74,491022.51399999997
65721,1012960.97,491059.166
65722,1013297.72,491214.38
65723,1013538.83,491328.89
65724,1013725.08,491425.41
65725,1014015.052,491575.769
65726,1014148.25,491644.71
65727,1014242.3,491693.45
65729,1014524.4,491839.82
65731,1014562.59,491859.62
65732,1014556.22,491854.97
65734,1014603.21,491879.18
65736,1014995.199,492082.86100000003
65737,1015135.1640000001,492155.089
65738,1015303.29,492243.11
65739,1015695.99,492444.5
65741,1016114.915,492660.68100000004
65742,1016161.57,492684.75700000004
65743,1016218.27,492714.02
65744,1016222.35,492709.32
65745,1016209.86,492709.68
65746,1016254.88,492732.91
65747,1016348.19,492781.06
65749,1016441.4990000001,492829.211
65751,1194276.66,452999.65
65753,1194864.09,453939.85
65754,1195087.61,454296.61
65756,1195090.155,454300.67600000004
65757,1195087.61,454296.61
65758,1195366.89,454742.38
65759,1196007.0,455773.31
65760,1196534.575,456500.36299999995
65762,1197563.3290000001,456471.50899999996
65763,1197617.25,456464.769
65766,1197773.324,456456.987
65768,1198068.15,456568.48
65769,1198094.27,456578.8
65770,1198170.21,456667.69
65771,1198482.88,457490.78
65772,1198482.88,457490.78
65773,1198481.59,457489.46
65774,1198481.59,457489.46
65776,1198531.527,457536.56799999997
65777,1198575.338,457572.79600000003
65778,1198630.88,457612.1
65780,1198811.72,457676.42
65781,1198951.53,457712.6
65783,1200114.43,458556.04
65784,1200127.4,458607.16
65785,1200162.16,458906.52
65786,1200210.76,459255.94
65787,1200212.21,459265.97
65788,1200347.105,459486.291
65789,1200622.76,459897.53
65791,1200874.56,460281.63
65792,1201018.28,460498.61
65794,1201426.43,461112.9
65796,1201946.66,461897.55
65797,1202895.35,463718.94
65798,1203033.672,463979.658
65799,1203510.841,464655.43100000004
65800,1203865.09,465149.33700000006
65801,1203992.73,465327.73
65803,1204501.17,466309.32
65804,1204724.12,467395.69
65805,1204743.91,467585.57
65806,1204779.5,467876.45
65807,1204842.68,468381.84
65808,1204848.96,468432.14
65809,1204845.44,468403.98
65811,1205217.15,469964.791
65812,1205241.11,470049.75
65813,1205533.18,471079.32
65814,1205642.98,471470.97
65817,1205990.55,472974.45
65818,1205965.62,473632.97
65819,1207394.22,474793.41
65820,1207521.4170000001,474857.109
65821,1207521.4170000001,474857.109
65822,1207521.4170000001,474857.109
65823,1207567.857,474871.041
65826,1208494.28,475170.48
65828,1209287.348,476210.05100000004
65829,1209418.32,476367.14
65832,1209724.58,476759.23
65833,1209738.3290000001,476782.354
65834,1209724.58,476759.23
65835,1209738.3290000001,476782.354
65836,1209769.289,476824.924
65837,1209784.58,476845.95
65838,1209836.8,476906.85
65839,1209818.23,476886.42
65840,1209853.65,476925.38
65841,1209974.08,477027.72
65842,1210100.77,477123.71
65843,1210123.197,477142.00399999996
65846,1210252.38,477274.36
65847,1210379.64,477587.76
65848,1210408.721,477690.05100000004
65850,1210550.479,478361.661
65851,1210557.97,478412.82
65852,1210622.28,479118.99
65853,1210626.81,479156.13
65855,1210748.82,479663.59
65856,1210738.66,479632.62
65857,1210880.5790000001,480065.055
65859,1211863.213,482672.711
65860,1212397.33,483255.99
65861,1212616.324,483485.105
65862,1212809.59,483815.27
65863,1212809.58,483815.27
65864,1212879.775,484000.50700000004
65865,1212972.39,484262.23
65866,1213320.32,485206.61
65868,1213466.08,485816.29
65870,1213509.23,486343.81
65871,1213510.327,486383.4
65872,1213649.71,489127.06
65873,1213666.16,489227.37799999997
65875,1213946.99,490308.6
65877,1214014.861,490553.094
65878,1214147.87,491029.16
65879,1214303.488,491573.341
65881,1214523.997,492875.968
65882,1214688.521,494513.376
65883,1214709.53,494723.794
65884,1214752.07,495189.3
65885,1214764.2,496079.31
65886,1214767.759,496841.155
65887,1214769.73,497355.43
65889,1214777.33,499318.73
65890,1214768.976,499490.83
65891,1214734.77,499799.31
65892,1214718.89,499847.3
65893,1214696.91,500008.56
65894,1214647.03,500220.467
65895,1214576.29,500439.83
65898,1214333.327,501010.81200000003
65899,1214088.5559999999,501479.74600000004
65900,1213972.89,501908.55
65901,1213964.43,502042.77
65902,1214079.376,503354.348
65903,1214093.29,503509.22
65904,1213618.42,505679.84
65905,1213011.33,506316.43
65907,1212665.017,506540.834
65908,1212127.831,506850.719
65909,1212010.59,506955.2
65910,1212010.59,506955.2
65911,1211886.73,507120.13200000004
65913,1211736.4,507393.33
65914,1211422.55,508009.48
65917,1210683.483,509414.31799999997
65920,1210683.483,509414.31799999997
65922,1209850.961,510970.13399999996
65924,1209435.66,512838.22
65925,1209813.195,513200.136
65926,1209864.15,513228.87
65927,1210095.33,513341.36
65931,1212420.36,515561.27
65932,1212879.84,516194.08
65933,1213120.13,516527.44
65934,1213583.08,517169.7
65936,1214032.14,517751.91
65937,1214898.489,519322.941
65939,1215193.44,520349.32899999997
65940,1215154.66,520182.94
65941,1215393.89,521210.97
65942,1215409.04,521247.95
65943,1215506.547,521703.07200000004
65944,1215554.396,521912.081
65946,1215523.46,521776.93
65952,1215629.46,522239.86
65953,1215796.195,522951.8
65954,1215796.195,522951.8
65955,1215762.02,522810.7
65956,1215870.02,523264.019
65957,1215882.324,523316.055
65959,1215870.91,523267.77
65960,1215889.33,523338.46
65961,1215944.112,523576.953
65962,1215993.541,523785.67100000003
65963,1216042.971,523994.38899999997
65966,1042615.459,451713.907
65967,1042750.13,451709.01
65969,1042882.03,451704.21
65970,1042882.0279999999,451704.21200000006
65971,1042882.0279999999,451704.21200000006
65972,1042870.25,451703.31
65973,1042882.0279999999,451704.21200000006
65974,1042882.0279999999,451704.21200000006
65975,1042882.03,451704.21
65976,1042878.15,451704.22
65977,1042881.95,451702.45
65978,1042882.0279999999,451704.21200000006
65979,1042882.03,451704.21
65980,1042882.03,451704.21
65981,1042882.0279999999,451704.21200000006
65982,1042882.0279999999,451704.21200000006
65983,1042879.85,451709.04
65984,1042882.03,451704.21
65987,1043198.58,451683.87
65989,1043199.182,451683.82399999996
65990,1043251.26,451679.55
65991,1043251.71,451679.52
65992,1043304.06,451675.38
65993,1043408.7059999999,451667.096
65995,1043408.7059999999,451667.096
65996,1043453.81,451662.64
65997,1044147.15,451581.89
65998,1044618.61,451522.0
65999,1044627.19,451523.68
66000,1045033.24,451446.6
66003,1045298.86,451383.63
66004,1045290.49,451383.37
66005,1045304.02,451376.91
66006,1045306.21,451376.35
66007,1045303.23,451396.49
66008,1045337.949,451369.828
66009,1045440.405,451341.01
66010,1045440.405,451341.01
66012,1045695.36,451264.78
66014,1045794.572,451232.948
66016,1046343.66,451036.52
66017,1046345.63,451035.91
66018,1046446.882,451006.61100000003
66020,1046445.15,451007.05
66021,1046706.93,450949.34
66022,1046966.809,450913.018
66023,1046965.01,450913.22
66024,1047064.36,450896.64
66025,1047387.68,450864.92
66026,1048014.613,450791.119
66028,1048014.613,450791.119
66029,1048645.58,450716.84
