ID,zone,northing,easting,units,inDatum,outDatum,utmZone,eht
4001,4602,938490.6899999998,1219066.16,usft,NAD83(2011),NAD83(2011),auto,N/A
4002,4602,925674.37,1341333.2,usft,NAD83(2011),NAD83(2011),auto,N/A
4003,4602,920141.38,1348548.56,usft,NAD83(2011),NAD83(2011),auto,N/A
4004,4602,994976.49,1246348.59,usft,NAD83(2011),NAD83(2011),auto,N/A
4005,4602,922512.24,1199957.17,usft,NAD83(2011),NAD83(2011),auto,N/A
4006,4602,911828.4200000002,1202735.73,usft,NAD83(2011),NAD83(2011),auto,N/A
4007,4602,908185.18,1197913.6899999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4008,4602,934800.52,1207472.54,usft,NAD83(2011),NAD83(2011),auto,N/A
4009,4602,912078.5799999998,1205609.9299999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4010,4602,915047.54,1196053.53,usft,NAD83(2011),NAD83(2011),auto,N/A
4011,4602,909878.27,1192884.1899999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4012,4602,915554.15,1196365.08,usft,NAD83(2011),NAD83(2011),auto,N/A
4013,4602,916969.41,1207199.02,usft,NAD83(2011),NAD83(2011),auto,N/A
4014,4602,1065949.75,1183554.76,usft,NAD83(2011),NAD83(2011),auto,N/A
4015,4602,861805.24,2417607.07,usft,NAD83(2011),NAD83(2011),auto,N/A
4016,4602,866742.41,2443655.71,usft,NAD83(2011),NAD83(2011),auto,N/A
4017,4602,864061.18,2443765.44,usft,NAD83(2011),NAD83(2011),auto,N/A
4018,4602,869378.29,2443549.75,usft,NAD83(2011),NAD83(2011),auto,N/A
4019,4602,875960.71,2443273.27,usft,NAD83(2011),NAD83(2011),auto,N/A
4020,4602,872362.7,2432789.23,usft,NAD83(2011),NAD83(2011),auto,N/A
4021,4602,833232.31,2449544.08,usft,NAD83(2011),NAD83(2011),auto,N/A
4022,4602,879554.6899999998,2400830.06,usft,NAD83(2011),NAD83(2011),auto,N/A
4023,4602,862686.18,2401555.890000001,usft,NAD83(2011),NAD83(2011),auto,N/A
4024,4602,860256.65,2395606.26,usft,NAD83(2011),NAD83(2011),auto,N/A
4025,4602,907365.0,2370646.95,usft,NAD83(2011),NAD83(2011),auto,N/A
4026,4602,837669.01,2363908.55,usft,NAD83(2011),NAD83(2011),auto,N/A
4027,4602,855804.14,2364873.96,usft,NAD83(2011),NAD83(2011),auto,N/A
4028,4602,1198113.74,2246732.3,usft,NAD83(2011),NAD83(2011),auto,N/A
4029,4602,1180956.34,2283796.61,usft,NAD83(2011),NAD83(2011),auto,N/A
4030,4602,637039.13,1065959.14,usft,NAD83(2011),NAD83(2011),auto,N/A
4031,4602,629793.3,1076616.14,usft,NAD83(2011),NAD83(2011),auto,N/A
4032,4602,634056.02,1061369.79,usft,NAD83(2011),NAD83(2011),auto,N/A
4033,4602,634099.46,1062078.78,usft,NAD83(2011),NAD83(2011),auto,N/A
4034,4602,648989.49,1007278.9200000002,usft,NAD83(2011),NAD83(2011),auto,N/A
4035,4602,631379.9,1053557.62,usft,NAD83(2011),NAD83(2011),auto,N/A
4036,4602,629210.21,1031996.97,usft,NAD83(2011),NAD83(2011),auto,N/A
4037,4602,626280.46,1042400.9399999998,usft,NAD83(2011),NAD83(2011),auto,N/A
4038,4602,626430.55,1042531.01,usft,NAD83(2011),NAD83(2011),auto,N/A
4039,4602,625590.37,1041366.43,usft,NAD83(2011),NAD83(2011),auto,N/A
4040,4602,564655.67,1052229.98,usft,NAD83(2011),NAD83(2011),auto,N/A
4041,4602,609569.1,1034387.34,usft,NAD83(2011),NAD83(2011),auto,N/A
4042,4602,270746.01,2187184.870000001,usft,NAD83(2011),NAD83(2011),auto,N/A
4043,4602,263510.29,2109432.26,usft,NAD83(2011),NAD83(2011),auto,N/A
4044,4602,331743.01,2058783.86,usft,NAD83(2011),NAD83(2011),auto,N/A
4045,4602,1288483.14,1140593.17,usft,NAD83(2011),NAD83(2011),auto,N/A
4046,4602,1260205.9,1167270.91,usft,NAD83(2011),NAD83(2011),auto,N/A
4047,4602,1291035.42,1161999.4399999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4048,4602,1228791.74,1181904.42,usft,NAD83(2011),NAD83(2011),auto,N/A
4049,4602,1266717.9299999995,1177087.1899999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4050,4602,1254092.72,1166927.33,usft,NAD83(2011),NAD83(2011),auto,N/A
4051,4602,1254534.75,1166995.36,usft,NAD83(2011),NAD83(2011),auto,N/A
4052,4602,1255110.6,1166936.3100000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4053,4602,665255.16,2417248.66,usft,NAD83(2011),NAD83(2011),auto,N/A
4054,4602,538481.41,2450568.51,usft,NAD83(2011),NAD83(2011),auto,N/A
4055,4602,540242.1,2448933.76,usft,NAD83(2011),NAD83(2011),auto,N/A
4056,4602,526703.25,2472247.56,usft,NAD83(2011),NAD83(2011),auto,N/A
4057,4602,469696.67,1625122.16,usft,NAD83(2011),NAD83(2011),auto,N/A
4058,4602,470555.18,1632209.83,usft,NAD83(2011),NAD83(2011),auto,N/A
4059,4602,464266.82,1643734.42,usft,NAD83(2011),NAD83(2011),auto,N/A
4060,4602,458956.95,1646632.99,usft,NAD83(2011),NAD83(2011),auto,N/A
4061,4602,478317.43,1462911.51,usft,NAD83(2011),NAD83(2011),auto,N/A
4062,4602,546071.56,2188757.91,usft,NAD83(2011),NAD83(2011),auto,N/A
4063,4602,314719.12,2001254.3700000003,usft,NAD83(2011),NAD83(2011),auto,N/A
4064,4602,332757.53000000014,1957839.25,usft,NAD83(2011),NAD83(2011),auto,N/A
4065,4602,883491.93,1712797.89,usft,NAD83(2011),NAD83(2011),auto,N/A
4066,4602,796122.09,1652742.68,usft,NAD83(2011),NAD83(2011),auto,N/A
4067,4602,761959.47,1686753.7,usft,NAD83(2011),NAD83(2011),auto,N/A
4068,4602,779370.5,1678452.81,usft,NAD83(2011),NAD83(2011),auto,N/A
4069,4602,1025409.91,919132.95,usft,NAD83(2011),NAD83(2011),auto,N/A
4070,4602,1025029.41,915683.26,usft,NAD83(2011),NAD83(2011),auto,N/A
4071,4602,1025877.54,929702.27,usft,NAD83(2011),NAD83(2011),auto,N/A
4072,4602,141134.15,1115965.72,usft,NAD83(2011),NAD83(2011),auto,N/A
4073,4602,126299.22,1113296.6,usft,NAD83(2011),NAD83(2011),auto,N/A
4074,4602,119298.49000000002,1087066.12,usft,NAD83(2011),NAD83(2011),auto,N/A
4075,4602,123586.89,1111425.05,usft,NAD83(2011),NAD83(2011),auto,N/A
4076,4602,107647.44,1115058.96,usft,NAD83(2011),NAD83(2011),auto,N/A
4077,4602,127026.48,1086532.17,usft,NAD83(2011),NAD83(2011),auto,N/A
4078,4602,316287.93,1002597.48,usft,NAD83(2011),NAD83(2011),auto,N/A
4079,4602,292101.52,1031388.04,usft,NAD83(2011),NAD83(2011),auto,N/A
4080,4602,290406.68,1037888.95,usft,NAD83(2011),NAD83(2011),auto,N/A
4081,4602,363387.0,1037511.26,usft,NAD83(2011),NAD83(2011),auto,N/A
4082,4602,752398.9509999999,1693775.825,usft,NAD83(2011),NAD83(2011),auto,N/A
4083,4602,735662.44,1740242.81,usft,NAD83(2011),NAD83(2011),auto,N/A
4084,4602,755947.71,1692524.9,usft,NAD83(2011),NAD83(2011),auto,N/A
4085,4602,843222.39,1740783.95,usft,NAD83(2011),NAD83(2011),auto,N/A
4086,4602,336830.81,1992439.45,usft,NAD83(2011),NAD83(2011),auto,N/A
4087,4602,649710.0,1937906.8400000003,usft,NAD83(2011),NAD83(2011),auto,N/A
4088,4602,658049.53,1949825.99,usft,NAD83(2011),NAD83(2011),auto,N/A
4089,4602,646534.09,1822732.7,usft,NAD83(2011),NAD83(2011),auto,N/A
4090,4602,568782.23,1865844.36,usft,NAD83(2011),NAD83(2011),auto,N/A
4091,4602,613695.39,834333.02,usft,NAD83(2011),NAD83(2011),auto,N/A
4092,4602,661489.28,726754.73,usft,NAD83(2011),NAD83(2011),auto,N/A
4093,4602,974938.63,1175954.83,usft,NAD83(2011),NAD83(2011),auto,N/A
4094,4602,982084.8100000002,1143170.8100000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4095,4602,805125.38,1274902.3200000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4096,4602,750429.85,1207521.73,usft,NAD83(2011),NAD83(2011),auto,N/A
4097,4602,752153.21,1218729.74,usft,NAD83(2011),NAD83(2011),auto,N/A
4098,4602,747806.87,1196108.29,usft,NAD83(2011),NAD83(2011),auto,N/A
4099,4602,754121.34,1197069.33,usft,NAD83(2011),NAD83(2011),auto,N/A
4100,4602,761204.04,1220208.0700000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4101,4602,748242.55,1217598.27,usft,NAD83(2011),NAD83(2011),auto,N/A
4102,4602,747515.72,1219874.11,usft,NAD83(2011),NAD83(2011),auto,N/A
4103,4602,748230.35,1218301.3,usft,NAD83(2011),NAD83(2011),auto,N/A
4104,4602,748241.41,1218174.04,usft,NAD83(2011),NAD83(2011),auto,N/A
4105,4602,871292.34,1226883.37,usft,NAD83(2011),NAD83(2011),auto,N/A
4106,4602,823602.15,1217247.4299999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4107,4602,823299.47,1220568.5,usft,NAD83(2011),NAD83(2011),auto,N/A
4108,4602,825526.8,1214744.33,usft,NAD83(2011),NAD83(2011),auto,N/A
4109,4602,718614.53,1190390.4,usft,NAD83(2011),NAD83(2011),auto,N/A
4110,4602,730541.8,1190682.2,usft,NAD83(2011),NAD83(2011),auto,N/A
4111,4602,724589.1,1190603.15,usft,NAD83(2011),NAD83(2011),auto,N/A
4112,4602,742932.33,1195090.09,usft,NAD83(2011),NAD83(2011),auto,N/A
4113,4602,740470.58,1191179.9399999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4114,4602,730789.59,1180078.99,usft,NAD83(2011),NAD83(2011),auto,N/A
4115,4602,718659.97,1189307.71,usft,NAD83(2011),NAD83(2011),auto,N/A
4116,4602,724595.63,1190528.03,usft,NAD83(2011),NAD83(2011),auto,N/A
4117,4602,720909.14,1196716.27,usft,NAD83(2011),NAD83(2011),auto,N/A
4118,4602,777213.91,1196095.38,usft,NAD83(2011),NAD83(2011),auto,N/A
4119,4602,774643.8,1203041.27,usft,NAD83(2011),NAD83(2011),auto,N/A
4120,4602,767197.91,1199107.92,usft,NAD83(2011),NAD83(2011),auto,N/A
4121,4602,771354.3,1196039.8100000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4122,4602,812830.24,1193436.1799999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4123,4602,812603.55,1193410.89,usft,NAD83(2011),NAD83(2011),auto,N/A
4124,4602,806453.21,1197049.52,usft,NAD83(2011),NAD83(2011),auto,N/A
4125,4602,864981.47,1186139.09,usft,NAD83(2011),NAD83(2011),auto,N/A
4126,4602,829106.73,1189095.46,usft,NAD83(2011),NAD83(2011),auto,N/A
4127,4602,864304.66,1190247.05,usft,NAD83(2011),NAD83(2011),auto,N/A
4128,4602,838717.07,1185650.64,usft,NAD83(2011),NAD83(2011),auto,N/A
4129,4602,847585.64,1191225.39,usft,NAD83(2011),NAD83(2011),auto,N/A
4130,4602,833041.06,1187120.52,usft,NAD83(2011),NAD83(2011),auto,N/A
4131,4602,826115.88,1191209.62,usft,NAD83(2011),NAD83(2011),auto,N/A
4132,4602,866307.85,1186110.63,usft,NAD83(2011),NAD83(2011),auto,N/A
4133,4602,867365.71,1186151.8200000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4134,4602,841262.0600000002,1189460.4299999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4135,4602,857853.71,1191613.3100000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4136,4602,819310.17,1190938.67,usft,NAD83(2011),NAD83(2011),auto,N/A
4137,4602,847895.76,1196451.39,usft,NAD83(2011),NAD83(2011),auto,N/A
4138,4602,877504.93,1191419.3100000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4139,4602,868679.39,1189792.05,usft,NAD83(2011),NAD83(2011),auto,N/A
4140,4602,822039.12,1191613.14,usft,NAD83(2011),NAD83(2011),auto,N/A
4141,4602,847456.37,1190963.58,usft,NAD83(2011),NAD83(2011),auto,N/A
4142,4602,861468.6899999998,1191854.45,usft,NAD83(2011),NAD83(2011),auto,N/A
4143,4602,835866.44,1188592.15,usft,NAD83(2011),NAD83(2011),auto,N/A
4144,4602,829403.46,1187467.66,usft,NAD83(2011),NAD83(2011),auto,N/A
4145,4602,826813.1,1191256.7,usft,NAD83(2011),NAD83(2011),auto,N/A
4146,4602,841481.75,1189474.71,usft,NAD83(2011),NAD83(2011),auto,N/A
4147,4602,829563.56,1191126.14,usft,NAD83(2011),NAD83(2011),auto,N/A
4148,4602,846472.77,1190906.8100000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4149,4602,826110.79,1191211.61,usft,NAD83(2011),NAD83(2011),auto,N/A
4150,4602,854148.59,1191308.28,usft,NAD83(2011),NAD83(2011),auto,N/A
4151,4602,821477.9,1189926.55,usft,NAD83(2011),NAD83(2011),auto,N/A
4152,4602,831056.14,1191132.25,usft,NAD83(2011),NAD83(2011),auto,N/A
4153,4602,821486.25,1191184.36,usft,NAD83(2011),NAD83(2011),auto,N/A
4154,4602,831009.05,1191145.4,usft,NAD83(2011),NAD83(2011),auto,N/A
4155,4602,819366.09,1190948.67,usft,NAD83(2011),NAD83(2011),auto,N/A
4156,4602,841257.49,1189461.97,usft,NAD83(2011),NAD83(2011),auto,N/A
4157,4602,875574.35,1186263.08,usft,NAD83(2011),NAD83(2011),auto,N/A
4158,4602,758472.83,1195464.95,usft,NAD83(2011),NAD83(2011),auto,N/A
4159,4602,758477.13,1195468.4299999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4160,4602,887221.37,1215671.1799999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4161,4602,784631.97,1187260.95,usft,NAD83(2011),NAD83(2011),auto,N/A
4162,4602,730325.39,1207613.71,usft,NAD83(2011),NAD83(2011),auto,N/A
4163,4602,718175.28,1218273.8100000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4164,4602,821819.17,1226770.63,usft,NAD83(2011),NAD83(2011),auto,N/A
4165,4602,833226.65,1224356.58,usft,NAD83(2011),NAD83(2011),auto,N/A
4166,4602,834005.86,1224103.8,usft,NAD83(2011),NAD83(2011),auto,N/A
4167,4602,824156.69,1227043.13,usft,NAD83(2011),NAD83(2011),auto,N/A
4168,4602,842545.18,1226823.2,usft,NAD83(2011),NAD83(2011),auto,N/A
4169,4602,842676.46,1224134.84,usft,NAD83(2011),NAD83(2011),auto,N/A
4170,4602,819545.58,1225935.72,usft,NAD83(2011),NAD83(2011),auto,N/A
4171,4602,818393.9,1245179.6799999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4172,4602,846187.78,1224673.52,usft,NAD83(2011),NAD83(2011),auto,N/A
4173,4602,846838.59,1219424.78,usft,NAD83(2011),NAD83(2011),auto,N/A
4174,4602,823715.24,1222335.4299999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4175,4602,890284.45,1226002.45,usft,NAD83(2011),NAD83(2011),auto,N/A
4176,4602,712846.93,1203870.3100000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4177,4602,888964.39,1210848.4399999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4178,4602,742277.93,1250623.1899999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4179,4602,887342.21,1230736.36,usft,NAD83(2011),NAD83(2011),auto,N/A
4180,4602,854733.88,1246134.5700000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4181,4602,783413.2,1217870.0,usft,NAD83(2011),NAD83(2011),auto,N/A
4182,4602,783147.37,1214881.28,usft,NAD83(2011),NAD83(2011),auto,N/A
4183,4602,788660.13,1220854.05,usft,NAD83(2011),NAD83(2011),auto,N/A
4184,4602,788670.37,1220868.71,usft,NAD83(2011),NAD83(2011),auto,N/A
4185,4602,788670.37,1220868.71,usft,NAD83(2011),NAD83(2011),auto,N/A
4186,4602,773307.69,1215827.42,usft,NAD83(2011),NAD83(2011),auto,N/A
4187,4602,793507.03,1221665.9299999995,usft,NAD83(2011),NAD83(2011),auto,N/A
4188,4602,791196.87,1222216.3,usft,NAD83(2011),NAD83(2011),auto,N/A
4189,4602,783135.03,1216206.3200000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4190,4602,783070.77,1215535.11,usft,NAD83(2011),NAD83(2011),auto,N/A
4191,4602,780180.34,1203888.67,usft,NAD83(2011),NAD83(2011),auto,N/A
4192,4602,773496.89,1208473.09,usft,NAD83(2011),NAD83(2011),auto,N/A
4193,4602,781964.43,1209232.85,usft,NAD83(2011),NAD83(2011),auto,N/A
4194,4602,780058.85,1204424.38,usft,NAD83(2011),NAD83(2011),auto,N/A
4195,4602,781304.8,1204631.5700000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4196,4602,781958.68,1208532.2,usft,NAD83(2011),NAD83(2011),auto,N/A
4197,4602,794546.19,1196800.13,usft,NAD83(2011),NAD83(2011),auto,N/A
4198,4602,793981.7,1196685.14,usft,NAD83(2011),NAD83(2011),auto,N/A
4199,4602,823014.32,1101042.36,usft,NAD83(2011),NAD83(2011),auto,N/A
4200,4602,858917.8100000002,1101295.11,usft,NAD83(2011),NAD83(2011),auto,N/A
4201,4602,823840.41,1113951.41,usft,NAD83(2011),NAD83(2011),auto,N/A
4202,4602,823097.23,1108082.67,usft,NAD83(2011),NAD83(2011),auto,N/A
4203,4602,807368.46,1106165.3100000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4204,4602,883659.09,1114366.7,usft,NAD83(2011),NAD83(2011),auto,N/A
4205,4602,881996.8,1114511.65,usft,NAD83(2011),NAD83(2011),auto,N/A
4206,4602,640360.41,1602565.07,usft,NAD83(2011),NAD83(2011),auto,N/A
4207,4602,133113.23,1559829.89,usft,NAD83(2011),NAD83(2011),auto,N/A
4208,4602,514788.58,1019455.25,usft,NAD83(2011),NAD83(2011),auto,N/A
4209,4602,518201.37,1019167.38,usft,NAD83(2011),NAD83(2011),auto,N/A
4210,4602,514795.43,1025213.29,usft,NAD83(2011),NAD83(2011),auto,N/A
4211,4602,509839.9600000001,1020020.74,usft,NAD83(2011),NAD83(2011),auto,N/A
4212,4602,475069.01,1352145.0,usft,NAD83(2011),NAD83(2011),auto,N/A
4213,4602,427716.85,1035106.62,usft,NAD83(2011),NAD83(2011),auto,N/A
4214,4602,781890.34,1064710.51,usft,NAD83(2011),NAD83(2011),auto,N/A
4215,4602,714307.86,1017193.63,usft,NAD83(2011),NAD83(2011),auto,N/A
4216,4602,1107867.1899999995,1778174.46,usft,NAD83(2011),NAD83(2011),auto,N/A
4217,4602,998659.22,1795941.48,usft,NAD83(2011),NAD83(2011),auto,N/A
4218,4602,1056762.28,2483952.6,usft,NAD83(2011),NAD83(2011),auto,N/A
4219,4602,681598.56,1197408.85,usft,NAD83(2011),NAD83(2011),auto,N/A
4220,4602,678490.63,1194624.03,usft,NAD83(2011),NAD83(2011),auto,N/A
4221,4602,671531.88,1191659.35,usft,NAD83(2011),NAD83(2011),auto,N/A
4222,4602,670989.2,1192586.08,usft,NAD83(2011),NAD83(2011),auto,N/A
4223,4602,702475.73,1184304.67,usft,NAD83(2011),NAD83(2011),auto,N/A
4224,4602,671518.62,1146379.72,usft,NAD83(2011),NAD83(2011),auto,N/A
4225,4602,665111.24,1137644.79,usft,NAD83(2011),NAD83(2011),auto,N/A
4226,4602,664068.58,1136008.67,usft,NAD83(2011),NAD83(2011),auto,N/A
4227,4602,745516.68,1116866.01,usft,NAD83(2011),NAD83(2011),auto,N/A
4228,4602,725661.8,1125083.3,usft,NAD83(2011),NAD83(2011),auto,N/A
4229,4602,701455.81,1171108.08,usft,NAD83(2011),NAD83(2011),auto,N/A
4230,4602,701280.52,1172436.95,usft,NAD83(2011),NAD83(2011),auto,N/A
4231,4602,701136.41,1177105.63,usft,NAD83(2011),NAD83(2011),auto,N/A
4232,4602,700603.17,1179153.74,usft,NAD83(2011),NAD83(2011),auto,N/A
4233,4602,701032.59,1179306.96,usft,NAD83(2011),NAD83(2011),auto,N/A
4234,4602,651435.86,1115892.5600000005,usft,NAD83(2011),NAD83(2011),auto,N/A
4235,4602,641710.97,1091542.26,usft,NAD83(2011),NAD83(2011),auto,N/A
4236,4602,652212.4300000003,1119081.86,usft,NAD83(2011),NAD83(2011),auto,N/A
