ID,zone,northing,easting,units,inDatum,outDatum,utmZone,eht
52001,4602,901096.5799999998,1193950.29,usft,NAD83(2011),NAD83(2011),auto,N/A
52002,4602,955771.25,1197742.64,usft,NAD83(2011),NAD83(2011),auto,N/A
52003,4602,976679.62,1245518.47,usft,NAD83(2011),NAD83(2011),auto,N/A
52004,4602,975794.88,1247253.17,usft,NAD83(2011),NAD83(2011),auto,N/A
52005,4602,987451.32,1254023.78,usft,NAD83(2011),NAD83(2011),auto,N/A
52006,4602,916720.9200000002,1207127.05,usft,NAD83(2011),NAD83(2011),auto,N/A
52007,4602,922995.0600000002,1208999.8200000005,usft,NAD83(2011),NAD83(2011),auto,N/A
52008,4602,916070.23,1207622.34,usft,NAD83(2011),NAD83(2011),auto,N/A
52009,4602,916018.89,1207291.21,usft,NAD83(2011),NAD83(2011),auto,N/A
52010,4602,915915.29,1207648.95,usft,NAD83(2011),NAD83(2011),auto,N/A
52011,4602,913139.24,1204318.52,usft,NAD83(2011),NAD83(2011),auto,N/A
52012,4602,909331.49,1199432.98,usft,NAD83(2011),NAD83(2011),auto,N/A
52013,4602,908333.96,1198324.9,usft,NAD83(2011),NAD83(2011),auto,N/A
52014,4602,924481.57,1209649.3200000005,usft,NAD83(2011),NAD83(2011),auto,N/A
52015,4602,993237.09,1228983.61,usft,NAD83(2011),NAD83(2011),auto,N/A
52016,4602,995887.97,1228559.21,usft,NAD83(2011),NAD83(2011),auto,N/A
52017,4602,1012651.82,1228567.4,usft,NAD83(2011),NAD83(2011),auto,N/A
52018,4602,1032274.16,1237186.24,usft,NAD83(2011),NAD83(2011),auto,N/A
52019,4602,1032582.72,1229480.9,usft,NAD83(2011),NAD83(2011),auto,N/A
52020,4602,861445.86,2401558.2,usft,NAD83(2011),NAD83(2011),auto,N/A
52021,4602,889258.3,2400454.49,usft,NAD83(2011),NAD83(2011),auto,N/A
52022,4602,862423.72,2401523.77,usft,NAD83(2011),NAD83(2011),auto,N/A
52023,4602,927285.29,2396541.11,usft,NAD83(2011),NAD83(2011),auto,N/A
52024,4602,590334.11,1118347.5,usft,NAD83(2011),NAD83(2011),auto,N/A
52025,4602,617010.77,1038687.3100000002,usft,NAD83(2011),NAD83(2011),auto,N/A
52026,4602,557617.108,1018029.964,usft,NAD83(2011),NAD83(2011),auto,N/A
52027,4602,637203.79,1016489.05,usft,NAD83(2011),NAD83(2011),auto,N/A
52028,4602,626627.39,1042681.4200000002,usft,NAD83(2011),NAD83(2011),auto,N/A
52029,4602,620836.0600000003,1085634.58,usft,NAD83(2011),NAD83(2011),auto,N/A
52030,4602,630240.29,1075777.75,usft,NAD83(2011),NAD83(2011),auto,N/A
52031,4602,629032.55,1080708.52,usft,NAD83(2011),NAD83(2011),auto,N/A
52032,4602,1303841.77,1172784.13,usft,NAD83(2011),NAD83(2011),auto,N/A
52033,4602,526700.08,2472733.24,usft,NAD83(2011),NAD83(2011),auto,N/A
52034,4602,380994.84,1686831.27,usft,NAD83(2011),NAD83(2011),auto,N/A
52035,4602,631069.83,2152734.9,usft,NAD83(2011),NAD83(2011),auto,N/A
52036,4602,547410.0,1982498.43,usft,NAD83(2011),NAD83(2011),auto,N/A
52037,4602,528285.94,1972020.33,usft,NAD83(2011),NAD83(2011),auto,N/A
52038,4602,415298.22,2510998.85,usft,NAD83(2011),NAD83(2011),auto,N/A
