ID,zone,northing,easting,units,inDatum,outDatum,utmZone,eht
20001,4602,333995.38,1957351.8400000003,usft,NAD83(2011),NAD83(2011),auto,N/A
20002,4602,428836.65,1859998.07,usft,NAD83(2011),NAD83(2011),auto,N/A
20003,4602,341946.02,1952104.17,usft,NAD83(2011),NAD83(2011),auto,N/A
20004,4602,789607.11,2471148.24,usft,NAD83(2011),NAD83(2011),auto,N/A
20005,4602,591501.41,1138982.29,usft,NAD83(2011),NAD83(2011),auto,N/A
20006,4602,782557.91,1194851.8200000005,usft,NAD83(2011),NAD83(2011),auto,N/A
20007,4602,813164.91,1192841.22,usft,NAD83(2011),NAD83(2011),auto,N/A
20008,4602,847092.95,1203934.16,usft,NAD83(2011),NAD83(2011),auto,N/A
20009,4602,827093.02,1191248.53,usft,NAD83(2011),NAD83(2011),auto,N/A
20010,4602,879182.68,1199315.3100000005,usft,NAD83(2011),NAD83(2011),auto,N/A
20011,4602,811416.29,1194356.64,usft,NAD83(2011),NAD83(2011),auto,N/A
20012,4602,870951.72,1189816.02,usft,NAD83(2011),NAD83(2011),auto,N/A
20013,4602,868787.34,1189734.89,usft,NAD83(2011),NAD83(2011),auto,N/A
20014,4602,825306.71,1191375.02,usft,NAD83(2011),NAD83(2011),auto,N/A
20015,4602,861798.63,1186068.6899999995,usft,NAD83(2011),NAD83(2011),auto,N/A
20016,4602,862880.05,1191014.84,usft,NAD83(2011),NAD83(2011),auto,N/A
20017,4602,848025.6,1196197.95,usft,NAD83(2011),NAD83(2011),auto,N/A
20018,4602,845380.16,1185783.04,usft,NAD83(2011),NAD83(2011),auto,N/A
20019,4602,844967.45,1185891.67,usft,NAD83(2011),NAD83(2011),auto,N/A
20020,4602,813774.07,1192185.54,usft,NAD83(2011),NAD83(2011),auto,N/A
20021,4602,1165621.78,1226074.35,usft,NAD83(2011),NAD83(2011),auto,N/A
20022,4602,483200.88,1633976.24,usft,NAD83(2011),NAD83(2011),auto,N/A
20023,4602,499104.4,1646968.22,usft,NAD83(2011),NAD83(2011),auto,N/A
20024,4602,744467.52,1057817.16,usft,NAD83(2011),NAD83(2011),auto,N/A
20025,4602,702993.24,987643.13,usft,NAD83(2011),NAD83(2011),auto,N/A
20026,4602,691830.98,996333.61,usft,NAD83(2011),NAD83(2011),auto,N/A
20027,4602,888018.52,1190215.61,usft,NAD83(2011),NAD83(2011),auto,N/A
20028,4602,885054.5600000002,1190238.16,usft,NAD83(2011),NAD83(2011),auto,N/A
20029,4602,883281.7,1186375.9299999995,usft,NAD83(2011),NAD83(2011),auto,N/A
20030,4602,798054.66,1307056.6799999995,usft,NAD83(2011),NAD83(2011),auto,N/A
20031,4602,796702.58,1298509.5600000005,usft,NAD83(2011),NAD83(2011),auto,N/A
20032,4602,860484.96,2397065.54,usft,NAD83(2011),NAD83(2011),auto,N/A
20033,4602,898777.75,2404043.19,usft,NAD83(2011),NAD83(2011),auto,N/A
20034,4602,860498.98,2397050.1,usft,NAD83(2011),NAD83(2011),auto,N/A
20035,4602,837030.76,2404523.22,usft,NAD83(2011),NAD83(2011),auto,N/A
20036,4602,861356.15,2401562.41,usft,NAD83(2011),NAD83(2011),auto,N/A
20037,4602,861439.28,2401559.53,usft,NAD83(2011),NAD83(2011),auto,N/A
20038,4602,915740.49,2414753.24,usft,NAD83(2011),NAD83(2011),auto,N/A
20039,4602,860570.73,2397780.9,usft,NAD83(2011),NAD83(2011),auto,N/A
20040,4602,915908.01,2400466.86,usft,NAD83(2011),NAD83(2011),auto,N/A
20041,4602,925199.84,1320133.55,usft,NAD83(2011),NAD83(2011),auto,N/A
20042,4602,697394.81,1204667.71,usft,NAD83(2011),NAD83(2011),auto,N/A
20043,4602,686665.41,1204092.5700000005,usft,NAD83(2011),NAD83(2011),auto,N/A
20044,4602,679957.51,1210446.4,usft,NAD83(2011),NAD83(2011),auto,N/A
20045,4602,699614.08,1146477.01,usft,NAD83(2011),NAD83(2011),auto,N/A
20046,4602,700790.63,1166756.2,usft,NAD83(2011),NAD83(2011),auto,N/A
20047,4602,699002.06,1161390.3,usft,NAD83(2011),NAD83(2011),auto,N/A
20048,4602,708537.31,1135373.1799999995,usft,NAD83(2011),NAD83(2011),auto,N/A
20049,4602,706755.18,1178487.91,usft,NAD83(2011),NAD83(2011),auto,N/A
20050,4602,694331.47,1159878.76,usft,NAD83(2011),NAD83(2011),auto,N/A
20051,4602,671270.42,1159160.3,usft,NAD83(2011),NAD83(2011),auto,N/A
20052,4602,652765.71,1120792.5700000005,usft,NAD83(2011),NAD83(2011),auto,N/A
20053,4602,644807.8,1098119.95,usft,NAD83(2011),NAD83(2011),auto,N/A
20054,4602,699814.46,1162758.76,usft,NAD83(2011),NAD83(2011),auto,N/A
20055,4602,697741.9,1153441.3200000005,usft,NAD83(2011),NAD83(2011),auto,N/A
20056,4602,702065.88,1159957.02,usft,NAD83(2011),NAD83(2011),auto,N/A
20057,4602,698677.16,1159853.27,usft,NAD83(2011),NAD83(2011),auto,N/A
20058,4602,385082.36,1676314.99,usft,NAD83(2011),NAD83(2011),auto,N/A
20059,4602,779593.4,1208965.76,usft,NAD83(2011),NAD83(2011),auto,N/A
20060,4602,779680.43,1208943.38,usft,NAD83(2011),NAD83(2011),auto,N/A
20061,4602,782109.36,1199932.46,usft,NAD83(2011),NAD83(2011),auto,N/A
20062,4602,781417.92,1205049.9,usft,NAD83(2011),NAD83(2011),auto,N/A
20063,4602,798062.24,1199812.41,usft,NAD83(2011),NAD83(2011),auto,N/A
20064,4602,117114.25,1113540.63,usft,NAD83(2011),NAD83(2011),auto,N/A
20065,4602,136234.7,1103411.5700000005,usft,NAD83(2011),NAD83(2011),auto,N/A
20066,4602,114789.78,1085857.03,usft,NAD83(2011),NAD83(2011),auto,N/A
20067,4602,116505.5,1084912.41,usft,NAD83(2011),NAD83(2011),auto,N/A
20068,4602,328139.03000000014,2238420.55,usft,NAD83(2011),NAD83(2011),auto,N/A
20069,4602,587924.4,739582.41,usft,NAD83(2011),NAD83(2011),auto,N/A
20070,4602,663818.49,1251618.48,usft,NAD83(2011),NAD83(2011),auto,N/A
20071,4602,511521.7199999999,1669246.85,usft,NAD83(2011),NAD83(2011),auto,N/A
20072,4602,743092.52,1263505.84,usft,NAD83(2011),NAD83(2011),auto,N/A
20073,4602,735797.61,1264000.11,usft,NAD83(2011),NAD83(2011),auto,N/A
20074,4602,613329.9300000003,816178.09,usft,NAD83(2011),NAD83(2011),auto,N/A
20075,4602,836780.51,2364983.45,usft,NAD83(2011),NAD83(2011),auto,N/A
20076,4602,1131718.9399999995,1119507.11,usft,NAD83(2011),NAD83(2011),auto,N/A
20077,4602,846033.16,1143504.29,usft,NAD83(2011),NAD83(2011),auto,N/A
20078,4602,169928.94,1115289.28,usft,NAD83(2011),NAD83(2011),auto,N/A
20079,4602,214900.22,1143548.9,usft,NAD83(2011),NAD83(2011),auto,N/A
20080,4602,827039.37,1225763.21,usft,NAD83(2011),NAD83(2011),auto,N/A
20081,4602,823796.01,1222686.36,usft,NAD83(2011),NAD83(2011),auto,N/A
20082,4602,823965.63,1228253.2,usft,NAD83(2011),NAD83(2011),auto,N/A
20083,4602,836464.61,1223955.53,usft,NAD83(2011),NAD83(2011),auto,N/A
20084,4602,823800.15,1225626.28,usft,NAD83(2011),NAD83(2011),auto,N/A
20085,4602,835075.31,1223861.5600000005,usft,NAD83(2011),NAD83(2011),auto,N/A
20086,4602,823907.99,1227833.6899999995,usft,NAD83(2011),NAD83(2011),auto,N/A
20087,4602,823917.99,1227581.91,usft,NAD83(2011),NAD83(2011),auto,N/A
20088,4602,819716.26,1225915.5700000005,usft,NAD83(2011),NAD83(2011),auto,N/A
20089,4602,823406.93,1234438.8,usft,NAD83(2011),NAD83(2011),auto,N/A
20090,4602,1293257.72,1242400.88,usft,NAD83(2011),NAD83(2011),auto,N/A
20091,4602,674358.2,1224242.4299999995,usft,NAD83(2011),NAD83(2011),auto,N/A
20092,4602,682922.14,1217536.97,usft,NAD83(2011),NAD83(2011),auto,N/A
20093,4602,911796.12,1212114.0700000005,usft,NAD83(2011),NAD83(2011),auto,N/A
