ID,zone,northing,easting,units,inDatum,outDatum,utmZone,eht
8001,4602,363810.69,1038947.89,usft,NAD83(2011),NAD83(2011),auto,N/A
8002,4602,524372.74,1018846.89,usft,NAD83(2011),NAD83(2011),auto,N/A
8003,4602,798688.25,2363193.25,usft,NAD83(2011),NAD83(2011),auto,N/A
8004,4602,719237.46,1441195.24,usft,NAD83(2011),NAD83(2011),auto,N/A
8005,4602,846252.71,1217362.3100000005,usft,NAD83(2011),NAD83(2011),auto,N/A
8006,4602,1037916.23,1110019.91,usft,NAD83(2011),NAD83(2011),auto,N/A
8007,4602,397223.5,2287606.71,usft,NAD83(2011),NAD83(2011),auto,N/A
8008,4602,759132.05,1195300.67,usft,NAD83(2011),NAD83(2011),auto,N/A
8009,4602,758302.0,1195522.52,usft,NAD83(2011),NAD83(2011),auto,N/A
8010,4602,756455.97,1195876.15,usft,NAD83(2011),NAD83(2011),auto,N/A
8011,4602,756007.12,1196260.29,usft,NAD83(2011),NAD83(2011),auto,N/A
8012,4602,896807.14,1186446.22,usft,NAD83(2011),NAD83(2011),auto,N/A
8013,4602,937056.59,1217738.8,usft,NAD83(2011),NAD83(2011),auto,N/A
8014,4602,969010.36,1231687.86,usft,NAD83(2011),NAD83(2011),auto,N/A
8015,4602,936132.26,1216871.3,usft,NAD83(2011),NAD83(2011),auto,N/A
8016,4602,969042.0600000002,1230479.6,usft,NAD83(2011),NAD83(2011),auto,N/A
8017,4602,949258.1899999998,1216995.97,usft,NAD83(2011),NAD83(2011),auto,N/A
8018,4602,969864.47,1226194.83,usft,NAD83(2011),NAD83(2011),auto,N/A
8019,4602,949387.24,1213418.85,usft,NAD83(2011),NAD83(2011),auto,N/A
8020,4602,937023.76,1208935.4299999995,usft,NAD83(2011),NAD83(2011),auto,N/A
8021,4602,719924.13,1192514.84,usft,NAD83(2011),NAD83(2011),auto,N/A
8022,4602,726523.97,1194257.27,usft,NAD83(2011),NAD83(2011),auto,N/A
8023,4602,725258.26,1193872.6899999995,usft,NAD83(2011),NAD83(2011),auto,N/A
8024,4602,727746.57,1194634.15,usft,NAD83(2011),NAD83(2011),auto,N/A
8025,4602,722593.32,1193186.3,usft,NAD83(2011),NAD83(2011),auto,N/A
8026,4602,726938.76,1194383.2,usft,NAD83(2011),NAD83(2011),auto,N/A
8027,4602,723591.14,1193317.24,usft,NAD83(2011),NAD83(2011),auto,N/A
8028,4602,718661.99,1189828.4299999995,usft,NAD83(2011),NAD83(2011),auto,N/A
8029,4602,716075.08,1188208.0,usft,NAD83(2011),NAD83(2011),auto,N/A
8030,4602,700889.04,1179465.97,usft,NAD83(2011),NAD83(2011),auto,N/A
8031,4602,701400.24,1171521.97,usft,NAD83(2011),NAD83(2011),auto,N/A
8032,4602,701105.19,1179118.02,usft,NAD83(2011),NAD83(2011),auto,N/A
8033,4602,700403.13,1179177.95,usft,NAD83(2011),NAD83(2011),auto,N/A
8034,4602,1018350.13,726909.24,usft,NAD83(2011),NAD83(2011),auto,N/A
8035,4602,726153.06,1125532.97,usft,NAD83(2011),NAD83(2011),auto,N/A
8036,4602,1002777.09,1271613.89,usft,NAD83(2011),NAD83(2011),auto,N/A
8037,4602,1006382.86,1276083.83,usft,NAD83(2011),NAD83(2011),auto,N/A
8038,4602,1005331.12,1273883.2,usft,NAD83(2011),NAD83(2011),auto,N/A
8039,4602,805113.74,1282960.64,usft,NAD83(2011),NAD83(2011),auto,N/A
8040,4602,315912.66999999987,1977927.14,usft,NAD83(2011),NAD83(2011),auto,N/A
8041,4602,318904.37,1996589.15,usft,NAD83(2011),NAD83(2011),auto,N/A
8042,4602,323386.04,1979881.46,usft,NAD83(2011),NAD83(2011),auto,N/A
8043,4602,750471.55,1207810.14,usft,NAD83(2011),NAD83(2011),auto,N/A
8044,4602,742711.55,1227644.9,usft,NAD83(2011),NAD83(2011),auto,N/A
8045,4602,750288.46,1215488.76,usft,NAD83(2011),NAD83(2011),auto,N/A
