CASENO,FORM_REPT_NO,rd_inv,milepost,RTE_NBR,lat,lon,MONTH,DAYMTH,WEEKDAY,RDSURF,LIGHT,weather,rur_urb,REPORT,SEVERITY,veh_count,LSHL_TYP,MED_TYPE,RD_LIGHT,RSHL_TYP,RURURB,SURF_TYP,EW_IND,COUNTY,FUNC_CLS,CITY,ROAD_INV,SPD_LIMT,BEGMP,ENDMP,ACSEQ_NB,LSHLDWID,MEDWID,NO_LANES,RSHLDWID,lanewid,rdwy_wid,AADT,mvmt,deg_curv,dir_grad,pct_grad
2017000016,E631964,542,2.79,542,48.7942385815,-122.4156554103,1,10,2,1.0,4.0,01,U,2,7,2,A,,N,A,U,A,W,37.0,54.0,,542,,2.79,2.8,0,6,0,2,6,12,24,13043.0,0.05,0.0,+,1.52
2017000017,E633814,005,254.96,5,48.7721222802,-122.4639711988,1,15,7,1.0,4.0,01,U,1,1,2,,S,,A,U,P,W,37.0,51.0,80.0,005,60.0,254.92,254.98,45,0,16,4,10,12,48,60735.0,1.33,0.0,-,0.78
2017000018,E631960,543,0.29,543,48.990603569099996,-122.73494020860001,1,13,5,1.0,4.0,01,U,3,4,3,A,,Y,A,U,A,W,37.0,52.0,100.0,543,25.0,0.29,0.31,0,10,0,3,10,13,39,10740.0,0.08,0.0,+,0.5
2017000019,E631149,410,5.77,410,47.1695472525,-122.16486697270001,1,9,1,4.0,4.0,02,U,1,1,2,,A,,A,U,A,W,27.0,53.0,105.0,410,40.0,5.77,5.79,5,0,12,5,8,12,58,43839.0,0.32,0.0,+,5.5
2017000020,E633843,090,240.01,90,47.294714381599995,-118.0308086344,1,5,4,1.0,4.0,01,R,1,1,2,A,S,Y,A,R,A,E,22.0,41.0,,090,70.0,240.0,240.1,40,4,180,4,10,12,48,18927.0,0.69,0.88,-,1.88
2017000021,E631494,020,59.17,20,48.4711291814,-122.3407384069,1,11,3,1.0,1.0,01,U,1,1,2,C,,Y,C,U,A,W,29.0,53.0,140.0,020,55.0,59.17,59.19,10,0,0,4,0,15,59,26914.0,0.2,0.0,-,0.03
2017000022,E629178,005,82.01,5,46.715636125299994,-122.97602666440001,1,6,5,1.0,6.0,01,U,3,2,2,,A,,A,U,A,W,21.0,51.0,180.0,005,70.0,82.01,82.07,10,0,15,4,10,12,48,57707.0,1.26,0.0,+,0.0
2017000023,E630274,129,42.06,129,46.414419625200004,-117.04555306120001,1,9,1,3.0,1.0,02,U,1,1,2,C,,,C,U,A,E,2.0,54.0,215.0,129,,42.01,42.06,0,0,0,2,0,22,43,8536.0,0.16,0.0,-,0.67
2017000024,E629942,090,81.61,90,47.193314100500004,-120.95458602040001,1,7,6,3.0,6.0,02,R,1,1,2,A,S,,A,R,P,E,19.0,41.0,,090,70.0,81.55,81.76,12,4,60,4,10,12,48,28209.0,2.16,3.0,-,2.1099999999999994
2017000025,E629981,090,77.38,90,47.182695170600006,-121.0401191584,1,7,6,3.0,1.0,04,R,3,2,3,A,P,,A,R,P,E,19.0,41.0,,090,70.0,77.35,77.51,12,4,16,5,10,12,60,35446.0,2.07,3.78,+,1.53
2017000026,E634466,090,67.99,90,47.2566557842,-121.19915996,1,17,2,4.0,6.0,06,R,1,1,1,A,S,,A,R,P,,19.0,41.0,,090,65.0,67.88,68.09000000000002,12,4,140,4,10,12,48,31596.0,2.42,2.2,+,0.74
2017000027,E634467,090,58.32,90,47.3360912617,-121.347722263,1,15,7,1.0,1.0,01,R,1,1,2,A,S,,A,R,A,,19.0,41.0,,090,65.0,58.32,58.54,12,4,100,4,10,12,48,33285.0,2.67,0.0,+,0.0
2017000028,E629888,195,36.22999999999999,195,46.883766289099995,-117.3645604343,1,9,1,4.0,1.0,02,R,1,1,2,C,,Y,C,R,A,E,38.0,43.0,230.0,195,60.0,36.17000000000001,36.22999999999999,10,0,0,4,0,14,56,9874.0,0.22,0.0,+,0.05
2017000029,E628781,082,8.0,82,46.8815048488,-120.4256295959,1,1,7,3.0,1.0,01,R,2,6,2,A,S,N,A,R,P,E,19.0,41.0,,082,70.0,8.0,8.08,0,4,180,4,10,12,48,18762.0,0.55,0.0,+,5.0
2017000030,E632345,090,99.28,90,47.0548959826,-120.66760429899999,1,10,2,3.0,1.0,04,R,1,1,2,A,S,Y,A,R,P,E,19.0,41.0,,090,70.0,99.17,99.35,12,4,76,4,10,12,48,28232.0,1.85,0.0,-,2.24
2017000031,E632346,090,98.28,90,47.0613950783,-120.6868344059,1,10,2,3.0,1.0,04,R,1,1,2,A,S,,A,R,P,E,19.0,41.0,,090,70.0,96.27,98.54,12,4,76,4,10,12,48,28232.0,23.39,0.0,-,0.87
2017000032,E632347,090,101.53,90,47.03796754930001,-120.62691094770001,1,14,6,1.0,6.0,01,R,3,4,3,C,O,,C,R,P,E,19.0,41.0,,090,70.0,101.47,101.53,12,0,76,4,0,15,60,30397.0,0.67,2.0,+,1.02
2017000033,E631110,090,99.98,90,47.0503296225,-120.65432974219999,1,10,2,3.0,1.0,04,R,1,1,2,A,S,,A,R,P,E,19.0,41.0,,090,70.0,99.91,100.74,12,4,76,4,10,12,48,30397.0,9.21,0.5,-,0.29
2017000034,E632786,410,17.460000000000004,410,47.1979021548,-121.9502000407,1,12,4,1.0,1.0,01,R,1,1,2,A,,,A,R,A,W,17.0,44.0,,410,40.0,17.44,17.510000000000005,10,5,0,2,5,11,22,4628.0,0.12,4.0,-,0.89
2017000035,E635186,028,53.2,28,47.3395667003,-119.5340328283,1,10,2,4.0,1.0,02,R,2,7,2,A,,Y,A,R,A,E,13.0,44.0,,028,40.0,53.2,53.21,5,8,0,3,18,16,48,7377.0,0.03,0.0,-,0.26
2017000036,E633528,005,191.72,5,47.9502350626,-122.19897100809999,1,18,3,2.0,1.0,02,U,1,1,2,A,S,,A,U,P,W,31.0,51.0,420.0,005,60.0,191.64,191.73,35,10,110,8,10,12,96,193885.0,6.37,1.98,-,0.25
2017000037,E631625,529,0.19,529,47.9790759201,-122.191002155,1,13,5,1.0,1.0,01,U,1,1,2,C,,,C,U,A,W,31.0,53.0,420.0,529,35.0,0.16,0.19,0,0,0,3,0,20,60,12855.0,0.14,0.0,+,4.4
2017000038,E635480,099,6.29,99,47.3151852052,-122.313285147,1,24,2,1.0,4.0,01,U,2,7,2,,S,,C,U,A,W,17.0,53.0,443.0,099,60.0,6.28,6.29,0,0,22,4,0,13,50,27586.0,0.1,0.0,+,1.72
2017000040,E631768,090,152.36000000000004,90,47.10336822439999,-119.7801580852,1,8,7,3.0,6.0,02,R,1,1,2,A,S,,A,R,A,E,13.0,41.0,,090,70.0,152.33000000000004,152.4,20,4,40,4,10,12,48,14072.0,0.36,0.0,+,0.65
2017000042,E631111,097,18.7,97,45.8890297152,-120.73300147450001,1,9,1,4.0,5.0,04,R,1,1,1,A,,N,A,R,A,E,20.0,43.0,,097,55.0,18.27,19.7,5,8,0,2,3,12,24,4449.0,2.32,0.0,+,4.33
2017000043,E631099,097,31.49,97,46.030000378500006,-120.6047961644,1,2,1,3.0,1.0,04,R,2,6,3,A,,,A,R,A,,20.0,43.0,,097,55.0,31.39,32.47999999999999,5,6,0,2,6,12,24,3924.0,1.56,5.0,-,2.1
2017000044,E631097,097,27.9,97,45.9980896532,-120.6526136381,1,4,3,4.0,6.0,01,R,1,1,2,A,,,A,R,A,,20.0,43.0,,097,55.0,27.02,27.9,5,4,0,2,7,12,24,3924.0,1.26,0.0,-,5.06
2017000045,E635167,097,21.69,97,45.922104050200005,-120.7006196619,1,17,2,4.0,1.0,06,R,1,1,2,A,,N,A,R,A,,20.0,43.0,,097,55.0,21.69,21.71,5,8,0,2,8,12,24,3883.0,0.03,1.5,+,5.009999999999999
2017000046,E631138,082,73.97,82,46.264694370200004,-119.8965897839,1,2,1,3.0,1.0,02,U,1,1,2,A,S,,A,U,P,E,39.0,51.0,515.0,082,70.0,73.81,74.01,15,5,76,4,11,12,48,21901.0,1.6,1.15,+,0.77
2017000047,E632669,395,44.26,395,46.4500794883,-119.01681508969999,1,14,6,1.0,1.0,01,R,1,1,2,A,S,Y,A,R,P,E,11.0,42.0,,395,55.0,44.13,44.77,5,4,75,4,10,12,48,16462.0,3.85,0.0,+,1.44
2017000048,E632336,082,132.37,82,45.9344000464,-119.3300695733,1,4,3,1.0,1.0,01,R,1,1,2,C,O,,C,R,P,E,3.0,41.0,,082,65.0,132.33,132.57,16,0,76,4,0,16,65,0.0,0.0,0.0,-,4.0
2017000049,E632661,397,17.09,397,46.203857112,-119.09903373540001,1,6,5,1.0,1.0,01,U,1,1,2,C,,,C,U,A,E,3.0,53.0,610.0,397,,16.710000000000004,17.23,0,0,0,4,0,12,48,9863.0,1.8700000000000003,0.0,-,0.4600000000000001
2017000050,E633658,082,124.71,82,46.0040152995,-119.2493449607,1,10,2,4.0,1.0,08,R,2,6,3,A,S,,A,R,P,E,3.0,41.0,,082,70.0,123.93000000000002,129.9,16,4,76,4,10,12,48,19924.0,43.42,0.0,-,0.56
2017000051,E629534,395,25.16,395,46.2189359379,-119.137902162,1,6,5,1.0,4.0,01,U,1,1,2,A,O,,A,U,P,E,3.0,52.0,610.0,395,45.0,25.14,25.17,5,4,150,4,8,18,72,36466.0,0.4,0.0,-,3.4
2017000052,E635453,167,20.72,167,47.374882040500005,-122.2442894311,1,24,2,1.0,6.0,01,U,1,1,2,,A,Y,A,U,A,W,17.0,52.0,615.0,167,60.0,20.66,20.72,10,0,20,4,10,12,48,129393.0,2.83,0.52,-,0.6
2017000053,E633003,005,111.06999999999998,5,47.0606500581,-122.78469196719999,1,5,4,1.0,9.0,01,U,1,1,2,A,S,Y,A,U,P,W,34.0,51.0,643.0,005,60.0,110.91,111.31999999999998,15,6,92,6,10,12,72,120358.0,18.010000000000005,0.0,+,0.4
2017000054,E631224,522,4.5,522,47.7376595264,-122.2911833924,1,5,4,1.0,2.0,01,U,2,5,3,C,,,C,U,A,W,17.0,53.0,657.0,522,35.0,4.45,4.509999999999999,0,0,0,4,0,15,61,44629.0,0.98,0.0,-,4.33
2017000056,E634438,005,123.23999999999998,5,47.123594625699994,-122.5488772271,1,15,7,1.0,1.0,01,U,3,3,2,,A,,A,U,A,W,27.0,51.0,665.0,005,60.0,123.15,123.31,25,0,12,6,10,12,72,138946.0,8.11,0.0,-,0.43
2017000057,E634521,097,156.08000000000004,97,47.3938429738,-120.63730539040002,1,16,1,4.0,1.0,01,R,2,7,2,A,,,A,R,A,,4.0,43.0,,097,55.0,155.44,156.7,25,4,0,2,3,12,24,5857.0,2.69,0.0,-,3.26
2017000058,E633993,002,75.31999999999998,2,47.7809483079,-120.91864209180001,1,19,4,2.0,1.0,02,R,1,1,2,A,,,A,R,A,,4.0,43.0,,002,60.0,75.25,75.33,10,4,0,2,33,12,24,4756.0,0.14,1.5,-,0.32
2017000059,E628946,005,199.18,5,48.0517498704,-122.184412979,1,1,7,4.0,6.0,06,U,3,2,1,C,O,,C,U,A,W,31.0,51.0,,005,60.0,199.17,199.2,35,0,58,6,0,18,108,127364.0,1.39,0.0,+,0.0
2017000060,E630077,090,177.99,90,47.098467308400004,-119.23816688139999,1,9,1,3.0,1.0,04,U,1,1,2,A,S,,A,U,A,E,13.0,51.0,805.0,090,70.0,177.98,178.08,20,4,30,4,10,12,48,16633.0,0.61,0.0,-,1.16
2017000061,E634165,090,183.59,90,47.08773268979999,-119.1205208684,1,17,2,4.0,6.0,06,R,1,1,2,A,S,Y,A,R,B,E,13.0,41.0,,090,70.0,183.56,183.65,20,4,40,4,10,12,48,12301.0,0.4,0.0,+,0.1
2017000062,E631428,005,178.5,5,47.7872793096,-122.31660307690001,1,4,3,1.0,1.0,01,U,1,1,3,A,S,Y,A,U,A,W,31.0,51.0,815.0,005,60.0,178.49,178.67,35,7,100,6,10,12,72,163414.0,10.74,0.0,+,1.8
2017000063,E634146,005,179.6,5,47.80280469,-122.312852079,1,16,1,1.0,4.0,02,U,1,1,2,A,S,Y,A,U,A,W,31.0,51.0,815.0,005,60.0,179.58,179.67,35,7,100,6,10,12,72,167575.0,5.5,2.0,-,0.55
2017000064,E633744,012,185.12,12,46.74830261859999,-120.7884800515,1,16,1,3.0,1.0,04,R,1,1,2,B,,Y,B,R,B,E,39.0,43.0,,012,60.0,185.12,185.14,15,8,0,2,8,12,24,2444.0,0.02,0.0,+,0.0
2017000065,E631532,090,49.38,90,47.4193168771,-121.43340662879999,1,6,5,1.0,1.0,01,R,1,1,2,P,O,,P,R,P,,17.0,41.0,,090,70.0,49.28,49.7,5,10,999,7,10,14,100,35133.0,5.39,1.15,+,5.35
2017000066,E633680,005,114.06999999999998,5,47.0679332224,-122.7221831736,1,18,3,2.0,1.0,03,U,1,1,2,A,S,,A,U,P,W,34.0,51.0,,005,60.0,114.0,114.13,15,6,40,6,10,12,72,105808.0,5.02,0.0,-,1.7
2017000067,E635459,101,360.63,101,47.0482514111,-122.9965859758,1,24,2,1.0,3.0,01,U,1,1,1,A,S,Y,A,U,A,W,34.0,52.0,,101,60.0,360.41,360.63,45,4,40,4,10,12,48,40563.0,3.26,0.5,+,0.0
2017000068,E633666,182,13.6,182,46.2490649584,-119.0981854442,1,18,3,2.0,1.0,02,U,1,1,3,A,S,,A,U,A,E,11.0,51.0,960.0,182,60.0,13.56,13.65,0,5,40,4,10,12,48,53640.0,1.76,0.0,+,0.29
2017000069,E633903,395,36.25999999999999,395,46.348401189700006,-119.0900337135,1,10,2,4.0,6.0,08,R,2,7,2,A,S,,A,R,P,E,11.0,42.0,,395,55.0,35.92000000000001,36.94,5,4,75,4,10,12,48,17766.0,6.610000000000001,0.0,-,0.65
2017000070,E632660,182,12.37,182,46.2488375968,-119.12377412139999,1,16,1,2.0,1.0,04,U,1,1,2,A,S,,A,U,A,E,11.0,51.0,960.0,182,70.0,12.33,12.4,0,5,40,4,10,15,60,55651.0,1.42,0.0,-,0.31
2017000071,E634311,101,238.51,101,48.065864355100004,-123.58339795879999,1,9,1,4.0,6.0,02,R,1,1,2,A,,N,A,R,A,W,5.0,43.0,,101,25.0,238.0,238.52000000000004,21,8,0,2,8,12,24,2973.0,0.56,0.0,-,4.83
2017000072,E634199,016,17.41,16,47.423448305600004,-122.6238334296,1,18,3,2.0,6.0,03,R,3,2,2,A,S,Y,A,R,A,W,18.0,42.0,,016,60.0,16.97,17.55,0,4,80,4,10,12,48,52838.0,11.19,0.95,+,1.25
2017000073,E633406,160,0.49,160,47.5049071874,-122.63847625129999,1,17,2,2.0,1.0,03,U,1,1,1,A,,,A,U,A,W,18.0,53.0,1000.0,160,,0.45,0.69,0,4,0,2,4,12,24,25708.0,2.25,0.0,+,7.2
2017000074,E634964,019,3.6,19,47.9399108722,-122.73435782989999,1,20,5,1.0,1.0,02,R,3,2,3,A,,,A,R,B,W,16.0,44.0,,019,,3.14,4.29,0,4,0,2,4,11,22,6552.0,2.75,0.0,,0.0
2017000075,E632330,124,30.04,124,46.2977495067,-118.4367593224,1,15,7,3.0,1.0,04,R,1,1,1,A,,N,A,R,B,E,36.0,44.0,,124,,29.29,30.41,5,6,0,2,6,12,24,1401.0,0.57,0.0,+,1.64
2017000076,E631075,082,80.47,82,46.2211967792,-119.7788589687,1,11,3,2.0,1.0,04,U,2,6,2,A,S,Y,A,U,P,E,3.0,51.0,,082,70.0,80.45,80.88,16,4,76,4,10,12,48,18785.0,2.95,0.0,-,0.78
2017000078,E635032,167,7.96,167,47.2007706193,-122.26445090809999,1,23,1,1.0,1.0,01,U,1,1,1,A,S,Y,A,U,A,W,27.0,52.0,,167,60.0,7.96,7.97,2,6,84,4,11,12,48,108682.0,0.4,2.86,+,0.2
2017000080,E633097,169,25.18,169,47.4834533697,-122.1955392549,1,7,6,1.0,4.0,01,U,2,7,2,,S,,C,U,A,W,17.0,53.0,1070.0,169,,25.17,25.18,0,0,12,5,0,14,70,43253.0,0.16,0.0,-,1.44
2017000081,E631527,405,4.11,405,47.4853420769,-122.1951159674,1,9,1,1.0,1.0,02,U,1,1,2,,P,,P,U,P,W,17.0,51.0,1070.0,405,60.0,4.009999999999999,4.15,0,0,16,4,10,12,48,131357.0,6.71,0.0,+,0.16
2017000082,E630469,900,5.06,900,47.484173553199994,-122.19808931780001,1,9,1,2.0,4.0,01,U,2,6,2,C,,Y,C,U,A,W,17.0,53.0,1070.0,900,50.0,5.0,5.06,0,0,0,5,0,12,60,13113.0,0.29,0.0,+,0.21
2017000083,E628607,240,31.25,240,46.278987081400004,-119.3064543372,1,4,3,1.0,4.0,01,U,1,1,2,,A,,A,U,A,E,3.0,52.0,1080.0,240,60.0,31.12,31.25,0,0,16,6,8,12,72,35679.0,1.69,0.0,+,0.06
2017000084,E633613,005,11.96,5,45.7854756749,-122.6746417412,1,11,3,4.0,7.0,04,R,1,1,2,A,S,,A,R,A,W,6.0,41.0,,005,70.0,11.86,12.01,0,6,374,6,10,12,72,93541.0,5.12,0.0,-,0.2
2017000085,E633987,395,102.45,395,47.1092058232,-118.3923909299,1,18,3,4.0,6.0,06,R,1,1,3,A,S,,A,R,A,E,1.0,42.0,,395,70.0,102.15,102.69,5,4,100,4,10,12,48,7682.0,1.51,0.0,+,0.0
2017000086,E632863,090,210.92,90,47.1107904993,-118.54946327959999,1,10,2,3.0,1.0,04,R,1,1,2,A,S,,A,R,A,E,1.0,41.0,,090,70.0,210.76,213.04,30,4,122,4,10,12,48,11067.0,9.21,0.0,+,2.8
2017000087,E629821,026,4.1,26,46.92611230439999,-119.89532774969999,1,4,3,3.0,1.0,01,R,1,1,2,A,,N,A,R,B,E,13.0,42.0,,026,,3.46,5.38,0,6,0,2,4,12,24,2321.0,1.6299999999999997,2.5,+,3.0
2017000088,E631542,005,152.11000000000004,5,47.4292333504,-122.2749112158,1,11,3,1.0,1.0,01,U,1,1,2,P,S,,A,U,P,W,17.0,51.0,1139.0,005,60.0,152.11000000000004,152.2,30,3,113,8,10,12,94,221850.0,7.29,0.0,-,0.44
2017000090,E634608,099,15.82,99,47.4506544865,-122.29594355270001,1,10,2,1.0,4.0,01,U,1,1,2,,S,Y,C,U,A,W,17.0,53.0,1139.0,099,60.0,15.720000000000004,15.82,0,0,12,4,0,13,50,31471.0,1.15,1.0,+,3.5
2017000092,E631317,005,161.48,5,47.5505369055,-122.31501554959999,1,11,3,1.0,4.0,01,U,3,2,2,P,A,,P,U,P,W,17.0,51.0,1140.0,005,60.0,161.47,161.56,30,2,30,8,9,11,88,199465.0,6.55,0.0,+,2.41
2017000093,E630604,005,161.52,5,47.5509259072,-122.3156479331,1,10,2,2.0,1.0,03,U,1,1,2,P,A,,P,U,P,W,17.0,51.0,1140.0,005,60.0,161.47,161.56,30,2,30,8,9,11,88,199465.0,6.55,3.0,+,2.41
2017000094,E632128,003,15.289999999999996,3,47.3217172957,-122.90263769229999,1,8,7,2.0,6.0,03,R,3,2,2,A,,,A,R,A,W,23.0,43.0,,003,40.0,15.11,15.4,0,4,0,2,4,12,24,7719.0,0.82,0.0,-,1.0
2017000095,E635372,005,177.2,5,47.769249727799995,-122.32202519559999,1,24,2,1.0,1.0,02,U,1,1,2,,P,,A,U,P,W,17.0,51.0,1169.0,005,60.0,177.07,177.23,30,0,28,6,10,12,72,189558.0,11.07,2.0,-,0.31
2017000096,E628691,002,272.43,2,47.6432051954,-117.5335311112,1,1,7,3.0,4.0,04,U,3,2,2,A,,Y,A,U,A,E,32.0,53.0,1220.0,002,50.0,272.34,273.1,30,9,0,4,9,12,48,31414.0,8.71,0.0,-,1.0
2017000097,E635417,290,3.27,290,47.6717800546,-117.3448922696,1,24,2,2.0,1.0,01,U,1,1,2,,P,,C,U,A,E,32.0,53.0,1220.0,290,40.0,3.2,3.27,5,0,20,3,0,13,38,7432.0,0.19,5.0,-,0.05
2017000098,E633330,002COBROWNE,0.5,2,47.6545425484,-117.4134326848,1,12,4,2.0,4.0,01,U,1,1,2,C,,,C,U,A,E,32.0,53.0,1220.0,002COBROWNE,25.0,0.48,0.5,89,0,0,4,0,13,50,20220.0,0.15,0.0,,0.0
2017000099,E632737,090,279.39,90,47.6522345812,-117.40365601190001,1,12,4,1.0,1.0,01,U,1,1,2,,A,Y,A,U,P,E,32.0,51.0,1220.0,090,60.0,279.37,279.4,45,0,8,6,10,12,72,110442.0,1.21,1.0,-,0.61
2017000100,E633423,090,269.71,90,47.5825820882,-117.5753785727,1,16,1,4.0,4.0,05,R,1,1,2,A,S,,A,R,A,E,32.0,41.0,,090,70.0,269.71,270.19,45,10,76,4,10,12,48,33245.0,5.82,0.0,+,0.22
2017000101,E634131,090,276.9,90,47.645414709399994,-117.4543488275,1,8,7,3.0,4.0,06,U,1,1,2,,P,,P,U,P,E,32.0,51.0,1220.0,090,60.0,276.85,276.91,45,0,22,6,10,12,72,83656.0,1.83,0.0,-,4.52
2017000102,E634133,090,277.23,90,47.6479288087,-117.44818931190001,1,13,5,1.0,4.0,01,U,2,7,2,C,O,,C,U,P,E,32.0,51.0,1220.0,090,60.0,277.21,277.24,45,0,20,6,0,15,88,83656.0,0.9200000000000002,0.0,-,0.5899999999999999
2017000103,E633615,090,239.71,90,47.291027679399996,-118.0338668632,1,10,2,3.0,6.0,04,R,1,1,2,A,S,,A,R,A,E,22.0,41.0,,090,70.0,239.69,239.78,40,4,180,4,10,12,48,18927.0,0.62,0.0,+,1.7
2017000104,E633783,241,7.96,241,46.3125721901,-119.9785593875,1,18,3,4.0,4.0,06,U,1,1,2,A,,Y,A,U,A,E,39.0,54.0,1275.0,241,,7.96,7.97,3,4,0,2,4,12,24,13890.0,0.05,0.0,+,2.96
2017000105,E631134,082,63.24,82,46.328788206999995,-120.0850281662,1,10,2,3.0,1.0,04,R,1,1,2,A,S,Y,A,R,P,E,39.0,41.0,,082,70.0,63.08,63.26,15,4,76,4,10,12,48,23153.0,1.52,1.91,+,0.41
2017000107,E630583,005,129.45,5,47.1878164026,-122.46320353530001,1,10,2,2.0,1.0,02,U,1,1,2,,A,Y,A,U,P,W,27.0,51.0,1280.0,005,60.0,129.42,129.55,25,0,16,8,10,12,96,169114.0,8.019999999999998,0.0,-,0.04
2017000108,E633734,097,33.7,97,46.0480688381,-120.5707482509,1,9,1,3.0,1.0,00,R,1,1,2,A,,,A,R,B,,39.0,43.0,,097,55.0,33.6,35.06,10,6,0,2,6,12,24,3725.0,1.99,2.86,-,1.34
2017000109,E634659,405,0.87,405,47.4632824776,-122.24763275040002,1,13,5,1.0,4.0,01,U,3,2,3,,A,,A,U,P,W,17.0,51.0,1320.0,405,60.0,0.85,0.9,0,0,16,6,8,12,72,157487.0,2.87,0.0,+,2.16
2017000111,E633612,005,7.93,5,45.7281640966,-122.6559197924,1,12,4,2.0,1.0,01,U,2,7,2,,A,,A,U,A,W,6.0,51.0,,005,60.0,7.92,7.94,0,0,20,5,10,12,60,49540.0,0.36,0.0,+,0.56
2017000113,E631949,501COVANCVR,0.39,501,45.6318444455,-122.6693705606,1,13,5,4.0,1.0,01,U,1,1,2,C,,Y,C,U,A,W,6.0,53.0,1350.0,501COVANCVR,,0.39,0.44,87,0,0,3,0,19,56,15573.0,0.28,0.0,,0.0
2017000114,E632109,005,0.1,5,45.619472655699994,-122.67456764549999,1,7,6,4.0,4.0,04,U,1,1,2,C,O,,C,U,A,W,6.0,51.0,1350.0,005,50.0,0.0,0.23000000000000004,0,0,28,6,0,13,78,132300.0,11.11,0.0,-,2.32
