CASENO,FORM_REPT_NO,rd_inv,milepost,RTE_NBR,lat,lon,MONTH,DAYMTH,WEEKDAY,RDSURF,LIGHT,weather,rur_urb,REPORT,SEVERITY,veh_count,LSHL_TYP,MED_TYPE,RD_LIGHT,RSHL_TYP,RURURB,SURF_TYP,EW_IND,COUNTY,FUNC_CLS,CITY,ROAD_INV,SPD_LIMT,BEGMP,ENDMP,ACSEQ_NB,LSHLDWID,MEDWID,NO_LANES,RSHLDWID,lanewid,rdwy_wid,AADT,mvmt,deg_curv,dir_grad,pct_grad
2016000041,E503780,005,170.4,5,47.675334262,-122.320552112,1,1,5,1.0,4.0,01,U,1,1,2,W,O,,W,U,P,W,17.0,51.0,1140.0,005,60.0,170.31,170.56,30,0,20,8,0,15,120,188074.0,17.16,0.99,-,0.0
2016000042,E503992,005,158.31999999999996,5,47.5110292803,-122.2838183418,1,2,6,1.0,6.0,01,U,2,5,2,,A,,A,U,P,W,17.0,51.0,1140.0,005,60.0,158.27,158.31999999999996,30,0,24,8,8,12,92,190456.0,3.48,0.0,+,69.0
2016000043,3726103,099,26.440000000000005,99,47.622491251899994,-122.3436272748,1,1,5,1.0,4.0,01,U,2,7,2,,A,Y,C,U,A,W,17.0,52.0,1140.0,099,40.0,26.41,26.49,10,0,4,7,0,14,96,45365.0,1.32,0.0,-,0.0
2016000044,3737518,099,33.45,99,47.7232498836,-122.3449672625,1,1,5,1.0,4.0,01,U,1,1,3,A,,Y,C,U,A,W,17.0,53.0,1140.0,099,40.0,33.45,33.50999999999999,10,11,0,4,0,15,61,30208.0,0.66,0.0,+,5.0
2016000045,E502385,202,2.59,202,47.7326324845,-122.14415872110001,1,2,6,1.0,4.0,01,U,1,1,2,,A,,C,U,A,W,17.0,54.0,1469.0,202,,2.57,2.59,0,0,2,2,0,15,30,8455.0,0.06,0.0,+,248.0
2016000047,E503797,018,20.76,18,47.4351395967,-121.977753305,1,1,5,1.0,1.0,01,R,1,1,2,A,S,,A,R,A,W,17.0,42.0,,018,60.0,20.76,20.84,5,4,48,4,10,12,48,32246.0,0.9399999999999998,3.06,+,244.0
2016000049,E505271,090,23.61,90,47.5078470797,-121.8864202449,1,1,5,1.0,1.0,01,R,1,1,2,A,S,,A,R,P,W,17.0,41.0,,090,70.0,23.46,23.71,3,10,440,6,10,12,72,64993.0,5.93,0.0,+,400.0
2016000050,E501256,202,4.77,202,47.7040117088,-122.1318947147,1,2,6,1.0,1.0,01,U,2,7,2,A,,Y,A,U,A,W,17.0,54.0,1065.0,202,,4.63,4.77,0,4,0,2,4,12,24,18609.0,0.95,0.0,+,775.0
2016000051,E500859,202COREDMND,0.19,202,47.6731274999,-122.1188842228,1,2,6,1.0,1.0,01,U,2,7,2,C,,Y,C,U,A,W,17.0,53.0,1065.0,202COREDMND,,0.19,0.31,88,0,0,3,0,15,44,16779.0,0.73,0.0,,0.0
2016000052,E500999,405,4.02,405,47.484253521999996,-122.1961467958,1,2,6,4.0,1.0,05,U,2,7,2,,P,,P,U,P,W,17.0,51.0,1070.0,405,60.0,4.009999999999999,4.15,0,0,16,4,10,12,48,131991.0,6.74,0.0,+,249.0
2016000053,E501000,405,2.66,405,47.4685653544,-122.2106590745,1,1,5,4.0,1.0,01,U,1,1,2,,A,,,U,P,W,17.0,51.0,1070.0,405,60.0,2.66,2.77,0,0,16,5,0,12,62,93928.0,3.77,0.0,-,0.0
2016000054,E501046,900,6.74,900,47.5010557571,-122.19296812389999,1,1,5,8.0,4.0,01,U,2,7,1,C,,,A,U,A,W,17.0,53.0,1070.0,900,50.0,6.65,6.769999999999999,0,0,0,4,14,12,48,29484.0,1.29,10.0,+,349.0
2016000055,E501107,405,4.11,405,47.4853420769,-122.1951159674,1,2,6,4.0,4.0,02,U,1,1,2,,P,,P,U,P,W,17.0,51.0,1070.0,405,60.0,4.009999999999999,4.15,0,0,16,4,10,12,48,131991.0,6.74,0.0,+,16.0
2016000056,E503579,405,3.7400000000000007,405,47.480888459700004,-122.1994189393,1,2,6,4.0,1.0,01,U,1,1,2,W,O,Y,W,U,P,W,17.0,51.0,1070.0,405,60.0,3.69,3.77,0,0,16,4,0,21,82,174361.0,5.09,3.53,+,10.0
2016000057,E503018,405,4.030000000000001,405,47.484374522299994,-122.19603243819999,1,2,6,1.0,1.0,01,U,1,1,2,,P,,P,U,P,W,17.0,51.0,1070.0,405,60.0,4.009999999999999,4.15,0,0,16,4,10,12,48,131991.0,6.74,0.0,+,249.0
2016000058,E500728,900,4.469999999999999,900,47.4796918325,-122.2066583903,1,1,5,1.0,4.0,01,U,1,1,3,C,,Y,C,U,A,W,17.0,53.0,1070.0,900,50.0,4.469999999999999,4.509999999999999,0,0,0,2,0,22,44,8343.0,0.12,0.0,+,0.0
2016000059,E500613,405,3.95,405,47.4834361255,-122.19723525639999,1,1,5,4.0,1.0,01,U,1,1,2,,P,,P,U,P,W,17.0,51.0,1070.0,405,60.0,3.77,3.9900000000000007,0,0,16,4,10,12,48,174361.0,14.0,0.0,+,249.0
2016000060,E507206,405,4.44,405,47.4897413079,-122.19256867969999,1,2,6,1.0,1.0,01,U,1,1,2,,P,,P,U,P,W,17.0,51.0,1070.0,405,60.0,4.41,4.46,0,0,16,4,10,12,48,131991.0,2.41,3.94,+,262.0
2016000061,E507207,405,4.030000000000001,405,47.484374522299994,-122.19603243819999,1,2,6,4.0,1.0,01,U,1,1,2,,P,,P,U,P,W,17.0,51.0,1070.0,405,60.0,4.009999999999999,4.15,0,0,16,4,10,12,48,131991.0,6.74,0.0,+,249.0
2016000062,E507214,405,4.030000000000001,405,47.484374522299994,-122.19603243819999,1,2,6,4.0,1.0,01,U,1,1,2,,P,,P,U,P,W,17.0,51.0,1070.0,405,60.0,4.009999999999999,4.15,0,0,16,4,10,12,48,131991.0,6.74,0.0,+,249.0
2016000063,E503995,167,25.93,167,47.4438545879,-122.2167301626,1,2,6,1.0,4.0,01,U,1,1,2,,A,,A,U,A,W,17.0,52.0,1070.0,167,60.0,25.75,26.05,10,0,18,4,10,12,46,106198.0,11.63,0.0,-,0.0
2016000064,E504000,169,16.48,169,47.4244444706,-122.0514505333,1,2,6,1.0,6.0,01,R,2,6,3,A,,N,A,R,A,W,17.0,43.0,,169,,16.4,16.6,0,10,0,2,10,11,22,24818.0,1.81,0.0,-,0.0
2016000065,E503884,002,64.64,2,47.7451225825,-121.0901582965,1,1,5,4.0,1.0,01,R,1,1,2,,A,Y,A,R,A,,17.0,43.0,,002,60.0,64.58,64.7,9,0,4,4,4,12,48,5630.0,0.25,7.25,+,639.0
2016000066,E503806,090,6.56,90,47.577759694899996,-122.2041693435,1,2,6,4.0,1.0,01,U,2,7,3,W,P,,W,U,P,W,17.0,51.0,763.0,090,60.0,6.54,6.6,0,0,100,6,0,23,137,153316.0,3.36,2.94,+,323.0
2016000067,E503810,090,6.54,90,47.5777242228,-122.2046037754,1,2,6,4.0,4.0,01,U,1,1,2,P,O,,P,U,P,W,17.0,51.0,763.0,090,60.0,6.51,6.54,0,6,100,6,10,19,115,153316.0,1.68,2.94,+,308.0
2016000069,E500895,099,6.03,99,47.311668541,-122.3133008105,1,1,5,1.0,1.0,01,U,1,1,2,,S,Y,C,U,A,W,17.0,53.0,443.0,099,60.0,6.03,6.04,0,0,22,4,0,13,50,27353.0,0.1,0.0,+,20.0
2016000070,E500714,099,3.98,99,47.2827319231,-122.3219797006,1,1,5,1.0,1.0,01,U,2,5,3,A,,Y,A,U,A,W,17.0,53.0,443.0,099,60.0,3.98,4.04,0,8,0,4,8,15,60,22809.0,0.5,0.0,+,244.0
2016000071,E504733,515,0.91,515,47.3855967256,-122.2022432666,1,1,5,1.0,4.0,01,U,1,1,2,C,,,C,U,A,W,17.0,54.0,615.0,515,,0.87,0.95,0,0,0,4,0,12,46,,,0.0,+,78.0
2016000072,E505647,516,5.83,516,47.381636141499996,-122.2310340418,1,1,5,2.0,4.0,01,U,1,1,2,C,,Y,C,U,A,W,17.0,53.0,615.0,516,,5.83,5.95,5,0,0,4,0,13,50,17411.0,0.76,0.0,-,0.0
2016000073,E504001,516,3.9900000000000007,516,47.375593013199996,-122.2636040833,1,1,5,4.0,5.0,01,U,2,6,2,,A,,A,U,A,W,17.0,52.0,,516,,3.92,4.29,0,0,16,4,10,12,48,23292.0,3.15,3.58,-,0.0
2016000074,E501939,099,10.060000000000002,99,47.3686981434,-122.3038321073,1,2,6,2.0,4.0,02,U,1,1,2,,S,,C,U,A,W,17.0,53.0,615.0,099,60.0,10.05,10.060000000000002,0,0,12,4,0,12,48,30902.0,0.11,0.0,+,338.0
2016000075,E501961,099,11.35,99,47.386517518699996,-122.2965278375,1,1,5,1.0,4.0,01,U,1,1,2,,S,Y,C,U,A,W,17.0,53.0,615.0,099,60.0,11.35,11.37,0,0,12,4,0,12,48,27686.0,0.2,0.0,+,213.0
2016000076,E501983,099,10.060000000000002,99,47.3686973431,-122.30367889709999,1,1,5,1.0,1.0,01,U,2,6,3,,S,,C,U,A,W,17.0,53.0,615.0,099,60.0,10.05,10.060000000000002,0,0,12,4,0,12,48,30902.0,0.11,0.0,+,338.0
2016000077,E501974,516,6.82,516,47.37851829,-122.2156014912,1,2,6,1.0,4.0,01,U,1,1,2,C,,Y,A,U,A,W,17.0,53.0,615.0,516,,6.81,6.84,5,0,0,4,6,14,55,29715.0,0.33,0.0,+,782.0
2016000078,E505947,405,17.34,405,47.6682908538,-122.1869093566,1,1,5,1.0,4.0,01,U,1,1,2,,A,,A,U,A,W,17.0,51.0,625.0,405,60.0,17.25,17.43,23,0,16,6,10,12,72,188681.0,12.4,0.95,-,0.0
2016000079,E502211,164,13.5,164,47.206586486899994,-122.0055420984,1,1,5,1.0,1.0,01,U,1,1,2,C,,Y,C,U,A,W,17.0,53.0,410.0,164,,13.5,13.62,0,0,0,2,0,16,31,9792.0,0.43,0.0,-,0.0
2016000080,E505272,405,10.189999999999998,405,47.567950226099995,-122.17948191110001,1,1,5,4.0,4.0,01,U,1,1,2,W,O,,W,U,A,W,17.0,51.0,75.0,405,60.0,10.17,10.189999999999998,0,0,32,5,0,18,92,147385.0,1.08,3.95,-,0.0
2016000081,E503276,405,10.210000000000004,405,47.5682342526,-122.1791742319,1,2,6,4.0,1.0,01,U,1,1,2,A,S,,A,U,A,W,17.0,51.0,75.0,405,60.0,10.189999999999998,10.22,0,4,38,5,8,12,60,147385.0,1.61,3.95,-,0.0
2016000082,E503290,405,10.189999999999998,405,47.5679797399,-122.1794107659,1,1,5,4.0,4.0,01,U,1,1,2,W,O,,W,U,A,W,17.0,51.0,75.0,405,60.0,10.17,10.189999999999998,0,0,32,5,0,18,92,147385.0,1.08,3.95,-,0.0
2016000083,E503291,405,10.22,405,47.5683654599,-122.17906528510001,1,1,5,4.0,1.0,01,U,1,1,2,A,S,,A,U,A,W,17.0,51.0,75.0,405,60.0,10.189999999999998,10.22,0,4,38,5,8,12,60,147385.0,1.61,3.95,-,0.0
2016000084,E503293,405,11.02,405,47.5792555658,-122.17467915350001,1,1,5,1.0,4.0,01,U,2,7,2,W,O,,W,U,A,W,17.0,51.0,75.0,405,60.0,11.02,11.05,0,0,48,4,0,22,88,176875.0,1.94,1.6299999999999997,+,286.0
2016000085,E503263,405,10.25,405,47.5687980067,-122.1787505236,1,1,5,4.0,2.0,01,U,2,6,2,A,S,,A,U,A,W,17.0,51.0,75.0,405,60.0,10.25,10.27,0,4,38,5,8,12,60,147385.0,1.08,3.95,+,433.0
2016000086,E503264,405,10.189999999999998,405,47.5680042538,-122.17939735739999,1,2,6,4.0,1.0,01,U,2,6,2,W,O,,W,U,A,W,17.0,51.0,75.0,405,60.0,10.17,10.189999999999998,0,0,32,5,0,18,92,147385.0,1.08,3.95,-,0.0
2016000087,E501111,167,14.93,167,47.292815902700006,-122.2577392868,1,2,6,1.0,1.0,02,U,2,5,1,A,S,,A,U,A,W,17.0,52.0,20.0,167,60.0,14.9,14.970000000000004,5,4,88,4,10,12,48,100960.0,2.58,1.01,-,0.0
2016000089,E503724,003,39.44,3,47.583099784,-122.6977206326,1,2,6,4.0,6.0,01,U,1,1,2,A,S,,A,U,A,W,18.0,52.0,115.0,003,60.0,39.42000000000001,39.45,0,4,40,4,10,12,48,54388.0,0.6,4.0,+,320.0
2016000090,E502911,303,3.14,303,47.610118780200004,-122.6287840224,1,1,5,1.0,1.0,01,U,1,1,2,A,,Y,C,U,A,W,18.0,53.0,,303,55.0,3.14,3.22,2,8,0,4,0,16,65,34489.0,1.01,0.0,+,80.0
2016000091,E500717,304,2.41,304,47.5650266246,-122.6374150849,1,1,5,4.0,4.0,01,U,1,1,2,C,,Y,C,U,A,W,18.0,53.0,115.0,304,,2.32,2.41,10,0,0,3,0,15,44,19528.0,0.64,0.0,-,0.0
2016000092,E504446,016,24.88,16,47.525150207299994,-122.6611899984,1,1,5,4.0,1.0,01,U,1,1,2,A,S,,A,U,A,W,18.0,52.0,1000.0,016,60.0,24.86,24.88,0,4,38,4,10,12,48,52553.0,0.38,1.43,-,0.0
2016000093,E502702,090,64.26,90,47.2717623549,-121.27078323479999,1,2,6,1.0,1.0,01,R,1,1,1,,A,,A,R,A,,19.0,41.0,,090,65.0,63.86,64.51999999999998,12,0,10,4,10,12,48,31666.0,7.63,0.0,-,0.0
2016000095,E504391,090,101.38,90,47.039526122299996,-120.6290726866,1,1,5,1.0,6.0,02,R,1,1,2,A,S,,A,R,A,E,19.0,41.0,,090,70.0,100.93,101.42,12,4,76,4,10,12,48,28550.0,5.11,2.0,-,0.0
2016000096,E501922,090,132.28,90,46.9367329953,-120.03916449370001,1,1,5,1.0,6.0,01,R,1,1,1,A,S,,A,R,A,E,19.0,41.0,,090,70.0,132.26,132.75,12,4,80,4,10,12,48,15866.0,2.84,1.25,-,0.0
2016000097,E501929,090,132.92,90,46.939514876800004,-120.0259566003,1,2,6,1.0,6.0,01,R,1,1,1,A,S,,A,R,A,E,19.0,41.0,,090,70.0,132.88,133.08,12,4,80,4,10,12,48,15866.0,1.16,2.120000000000001,-,0.0
2016000098,E500955,090,95.53,90,47.0820363662,-120.7356079444,1,2,6,1.0,6.0,01,R,1,1,2,A,S,,A,R,P,E,19.0,41.0,,090,70.0,95.51,95.55,12,4,76,4,10,12,48,26516.0,0.39,0.0,-,0.0
2016000099,E500707,507COPEARL,0.43,507,46.7227791302,-122.95357788620001,1,1,5,1.0,1.0,01,U,1,1,2,C,,Y,C,U,A,W,21.0,54.0,180.0,507COPEARL,25.0,0.43,0.5,88,0,0,2,0,22,44,5099.0,0.13,0.0,,0.0
2016000100,E501045,507,2.370000000000001,507,46.7261184226,-122.95221824149999,1,1,5,1.0,4.0,01,U,1,1,2,C,,Y,C,U,A,W,21.0,54.0,180.0,507,25.0,2.32,2.390000000000001,0,0,0,2,0,22,44,5886.0,0.15,0.0,-,0.0
2016000101,E501466,020,226.49,20,48.3301170591,-119.6769186068,1,1,5,1.0,6.0,01,R,1,1,1,B,,N,B,R,B,,24.0,44.0,,020,55.0,225.68,226.69,30,2,0,2,2,11,22,1427.0,0.53,0.0,-,0.0
2016000105,E507698,005,124.79,5,47.1378416375,-122.5239414199,1,1,5,1.0,4.0,01,U,1,1,2,,A,,A,U,P,W,27.0,51.0,665.0,005,60.0,124.7,124.98999999999998,25,0,16,8,10,12,96,138291.0,14.64,0.0,+,66.0
2016000106,E504304,302,15.85,302,47.3846985941,-122.62614663379999,1,1,5,1.0,1.0,02,U,1,1,2,A,,Y,A,U,A,W,27.0,53.0,,302,,15.84,15.85,0,8,0,2,9,12,24,21774.0,0.08,0.0,+,0.0
2016000107,E501451,161,25.74,161,47.16107366520001,-122.2959757588,1,1,5,1.0,4.0,01,U,1,1,2,A,,Y,A,U,A,W,27.0,53.0,1030.0,161,,25.74,25.78,0,5,0,2,6,17,33,30637.0,0.45,0.0,+,0.0
2016000108,E500832,512,3.7400000000000007,512,47.1589022547,-122.40221643459999,1,1,5,4.0,1.0,02,U,1,1,2,A,S,Y,A,U,A,W,27.0,52.0,,512,60.0,3.51,3.94,0,4,40,4,10,12,48,75248.0,11.81,0.0,+,71.0
2016000109,E500712,162,13.91,162,47.133435353,-122.11991815559999,1,1,5,1.0,6.0,01,U,1,1,2,A,,,A,U,A,W,27.0,54.0,,162,,13.67,14.84,0,4,0,2,4,12,24,6149.0,2.63,0.0,+,51.0
2016000110,E500713,507,33.57,507,46.968526922399995,-122.5514670909,1,1,5,1.0,6.0,01,U,2,5,2,A,,N,A,U,A,W,27.0,54.0,,507,25.0,33.46,33.97999999999999,0,4,0,2,4,11,22,12998.0,2.47,7.0,+,0.0
2016000111,E500647,007,56.36,7,47.2136090308,-122.43396894610001,1,1,5,1.0,1.0,01,U,1,1,3,C,,Y,C,U,A,W,27.0,53.0,1280.0,007,55.0,56.36,56.39,0,0,0,4,0,14,56,20133.0,0.22,0.0,-,0.0
2016000112,E501162,705,1.25,705,47.250924061599996,-122.43555094799999,1,2,6,4.0,1.0,05,U,1,1,2,W,O,,W,U,P,W,27.0,51.0,1280.0,705,60.0,1.2,1.32,10,0,8,4,0,20,78,46935.0,2.06,1.91,-,0.0
2016000113,E501238,007,49.25,7,47.110754494700004,-122.4347436627,1,1,5,1.0,4.0,01,U,1,1,2,C,,Y,C,U,A,W,27.0,53.0,,007,55.0,49.25,49.31,0,0,0,4,0,11,44,27339.0,0.6,0.0,+,0.0
2016000115,E501068,005,115.44,5,47.0755719109,-122.6965053442,1,1,5,1.0,1.0,01,R,1,1,2,A,S,,A,R,A,W,27.0,41.0,,005,60.0,115.25,115.44,25,6,40,6,10,12,72,120945.0,8.39,0.0,-,0.0
2016000116,E501069,005,132.41,5,47.230209142700005,-122.4613044661,1,2,6,4.0,4.0,05,U,2,7,3,,A,,A,U,A,W,27.0,51.0,1280.0,005,60.0,132.36,132.42,25,0,16,7,10,12,84,133297.0,2.92,4.0,-,0.0
2016000117,E501070,705,1.34,705,47.2521869319,-122.435712755,1,2,6,4.0,1.0,05,U,1,1,2,W,O,,W,U,P,W,27.0,51.0,1280.0,705,60.0,1.32,1.42,10,0,18,4,0,20,78,46935.0,1.71,1.91,-,0.0
2016000118,E501071,005,132.31,5,47.2289715191,-122.46276425159999,1,2,6,4.0,4.0,05,U,1,1,2,,A,,A,U,P,W,27.0,51.0,1280.0,005,60.0,132.18,132.32,25,0,16,7,10,12,84,133297.0,6.81,4.0,-,0.0
2016000119,E503877,005,132.06,5,47.2255098913,-122.4634533423,1,2,6,4.0,6.0,05,U,1,1,2,,A,,A,U,P,W,27.0,51.0,1280.0,005,60.0,131.98,132.18,25,0,16,6,10,12,72,133297.0,9.730000000000002,0.0,-,0.0
