,CASENO,FORM_REPT_NO,rd_inv,milepost,RTE_NBR,lat,lon,MONTH,DAYMTH,WEEKDAY,RDSURF,LIGHT,weather,rur_urb,REPORT,SEVERITY,veh_count,LSHL_TYP,MED_TYPE,RD_LIGHT,RSHL_TYP,RURURB,SURF_TYP,EW_IND,COUNTY,FUNC_CLS,CITY,ROAD_INV,SPD_LIMT,BEGMP,ENDMP,ACSEQ_NB,LSHLDWID,MEDWID,NO_LANES,RSHLDWID,lanewid,rdwy_wid,AADT,mvmt,deg_curv,dir_grad,pct_grad
0,201400001,E297735,007,38.22,7,46.967880696,-122.3577407575,1,1,3,2.0,1.0,01,R,1,1,2,A,,Y,A,R,A,W,27.0,44.0,,007,55.0,38.07,38.32,0,8,0,2,8,11,22,7153.0,0.65,0.0,+,0.66
1,201400002,E297738,007,37.98000000000001,7,46.9706393318,-122.3577819622,1,1,3,2.0,1.0,05,R,3,2,2,A,,N,A,R,A,W,27.0,44.0,,007,55.0,37.56,38.07,0,8,0,2,8,11,22,7153.0,1.33,0.0,-,1.78
2,201400003,E297486,002,283.78,2,47.7249335905,-117.4113992514,1,2,4,1.0,4.0,01,U,1,1,2,C,,Y,C,U,A,E,32.0,53.0,1220.0,002,30.0,283.76,283.8400000000001,37,0,0,6,0,14,85,41069.0,1.2,0.0,-,0.15
3,201400004,E298074,522,5.63,522,47.7519984458,-122.28027950479999,1,5,7,1.0,1.0,01,U,2,7,3,,,,,U,A,W,17.0,53.0,657.0,522,35.0,5.62,5.63,0,0,0,4,0,13,52,44518.0,0.16,2.0,+,0.93
4,201400005,E298107,020SPANACRT,1.11,20,48.4773498021,-122.59176334940001,1,6,1,4.0,6.0,01,U,1,1,3,,A,,A,U,A,W,29.0,52.0,30.0,020SPANACRT,,0.91,1.15,50,0,4,4,8,12,48,22671.0,1.99,0.0,+,0.3
5,201400006,E298017,395,208.04,395,48.2207631442,-117.7154028482,1,4,6,1.0,6.0,01,R,3,2,2,A,,N,A,R,A,E,33.0,43.0,,395,60.0,207.45,208.06,8,8,0,2,8,12,24,7475.0,1.66,0.0,+,0.16
6,201400007,E298370,005,151.28999999999996,5,47.4209091314,-122.28680113780001,1,3,5,1.0,1.0,01,U,1,1,2,P,S,,A,U,P,W,17.0,51.0,1139.0,005,60.0,151.28999999999996,151.31,30,3,45,8,10,12,94,203342.0,1.48,1.25,-,1.0
7,201400008,E298343,099,11.21,99,47.3845622295,-122.2969993401,1,3,5,1.0,1.0,01,U,1,1,2,,S,Y,C,U,A,W,17.0,53.0,615.0,099,60.0,11.1,11.28,0,0,12,4,0,12,48,27086.0,1.78,0.0,+,3.03
8,201400009,E298369,082,38.27000000000001,82,46.5340913624,-120.47183651579999,1,7,2,4.0,6.0,06,U,1,1,3,A,S,,A,U,A,E,39.0,51.0,,082,60.0,38.13,38.28,15,4,40,4,10,12,48,23372.0,1.28,1.0,+,0.0
9,201400010,E298592,020,41.43,20,48.405537278800004,-122.64455709639999,1,6,1,1.0,1.0,02,R,1,1,2,C,,,C,R,A,W,15.0,43.0,,020,55.0,41.4,41.49,5,0,0,2,0,11,22,16590.0,0.54,0.0,+,0.67
10,201400011,E298470,099,16.47,99,47.4596815428,-122.2918136351,1,6,1,1.0,1.0,02,U,2,7,2,,S,Y,C,U,A,W,17.0,53.0,1139.0,099,60.0,16.120000000000005,16.47,0,0,12,5,0,12,62,24380.0,3.11,0.0,-,3.3
11,201400012,E298601,005,182.74,5,47.83240890689999,-122.2616954838,1,6,1,4.0,4.0,01,U,2,7,3,A,S,,A,U,A,W,31.0,51.0,,005,60.0,182.73,182.8,35,7,100,6,10,12,72,138683.0,3.54,0.0,-,0.5
12,201400013,E298656,124,40.98000000000001,124,46.2740048959,-118.22101412020001,1,3,5,1.0,1.0,01,R,3,2,2,A,,,A,R,A,E,36.0,44.0,,124,,40.98000000000001,41.11,5,4,0,2,4,12,24,1432.0,0.07000000000000002,0.0,+,1.58
13,201400014,E298719,097,162.24,97,47.4676087805,-120.65838567819999,1,3,5,4.0,6.0,01,R,1,1,1,A,,,,R,A,,4.0,43.0,,097,55.0,162.06,162.28,25,14,0,2,0,12,24,4768.0,0.38,0.0,-,2.31
14,201400015,E298774,005,147.4,5,47.3653029503,-122.29488001,1,8,3,2.0,4.0,03,U,2,7,2,A,S,Y,A,U,P,W,17.0,51.0,615.0,005,60.0,147.34,147.42000000000004,30,3,77,8,10,11,88,194826.0,5.69,0.0,-,3.0
15,201400016,3585794,005FI16742,0.13,5,47.634926595699994,-122.3224677848,1,1,3,2.0,4.0,05,U,3,2,2,C,,,C,U,A,W,17.0,54.0,1140.0,005FI16742,,0.13,0.2,0,0,0,2,0,15,30,,,0.0,,0.0
16,201400017,E299447,395,98.57,395,47.0599675075,-118.41392297120001,1,7,2,4.0,1.0,02,R,1,1,1,A,S,,A,R,P,E,1.0,42.0,,395,70.0,98.04,99.60000000000002,5,4,100,4,10,12,48,7771.0,4.42,0.79,+,0.52
17,201400018,E298809,395,95.10000000000002,395,47.0283703016,-118.46912451280001,1,7,2,4.0,1.0,06,R,1,1,2,A,S,,A,R,P,E,1.0,42.0,,395,70.0,94.94,95.92,5,4,126,4,10,12,48,7771.0,2.78,0.97,-,0.3
19,201400019,E299452,101,246.9,101,48.1122282813,-123.4372049458,1,10,5,2.0,4.0,03,U,1,1,2,C,,Y,C,U,A,W,5.0,53.0,990.0,101,25.0,246.9,246.94,22,0,0,2,0,25,50,6498.0,0.09,0.0,-,1.94
21,201400020,E299122,005,24.64,5,45.9475735996,-122.7826529627,1,7,2,2.0,6.0,03,R,1,1,2,A,S,,A,R,A,W,8.0,41.0,,005,70.0,24.48,24.91,5,6,225,6,10,12,72,61302.0,9.62,0.0,+,1.1
22,201400021,E299013,090FD15461,0.02,90,47.105425554700005,-119.7683200173,1,5,7,1.0,6.0,01,R,1,1,2,G,,Y,G,R,A,,13.0,46.0,,090FD15461,,0.0,0.54,0,1,0,2,1,14,28,,,0.0,,0.0
23,201400022,3591351,522,1.82,522,47.7002866146,-122.30332266239999,1,6,1,4.0,1.0,01,U,2,7,3,A,,Y,C,U,A,W,17.0,53.0,1140.0,522,35.0,1.82,1.88,0,8,0,4,0,12,48,33564.0,0.74,0.0,-,4.04
24,201400023,E299454,005,155.61000000000004,5,47.4770524241,-122.2707547403,1,10,5,2.0,4.0,03,U,1,1,3,A,S,,A,U,P,W,17.0,51.0,1320.0,005,60.0,155.48,155.61000000000004,30,10,52,9,10,12,108,229419.0,10.89,0.0,-,3.0
25,201400024,E299168,099,35.81,99,47.7571857642,-122.34587349620001,1,9,4,2.0,1.0,02,U,2,7,3,A,,Y,A,U,A,W,17.0,53.0,1169.0,099,40.0,35.72,35.81,10,10,0,4,10,15,61,33775.0,1.11,0.0,-,0.03
26,201400025,E299017,303,2.1299999999999994,303,47.595644651099995,-122.62945408600001,1,9,4,1.0,1.0,01,U,1,1,2,C,,Y,C,U,A,W,18.0,53.0,115.0,303,55.0,2.1299999999999994,2.18,2,0,0,4,0,13,52,32141.0,0.5899999999999999,0.0,+,3.6
28,201400026,E299471,099,0.18,99,47.2430530941,-122.35695725209999,1,2,4,2.0,4.0,03,U,1,1,2,C,,,C,U,A,W,27.0,53.0,450.0,099,60.0,0.17,0.18,0,0,0,4,0,17,66,29415.0,0.11,98.79,+,1.09
29,201400027,E298957,090,289.27,90,47.670685265500005,-117.2034832394,1,7,2,3.0,1.0,04,U,1,1,2,,P,,P,U,P,E,32.0,51.0,1221.0,090,60.0,289.13999999999993,289.3,45,0,22,7,12,12,84,82816.0,4.84,0.0,+,0.01
30,201400028,E299367,543,0.29,543,48.9905333891,-122.73494259809999,1,9,4,2.0,1.0,03,U,1,1,2,A,,,A,U,A,W,37.0,52.0,100.0,543,25.0,0.28,0.29,0,10,0,3,10,13,39,11247.0,0.04,0.0,+,0.5
31,201400029,E299587,028,26.9,28,47.237396475299995,-119.9928329907,1,7,2,1.0,6.0,02,R,1,1,2,A,,Y,A,R,A,E,13.0,42.0,,028,40.0,26.38,27.01,5,8,0,2,10,12,24,7304.0,1.68,1.67,-,2.65
32,201400030,E299592,082,5.3,82,46.90822491,-120.4650174778,1,4,6,1.0,1.0,01,R,2,7,2,A,S,,A,R,P,E,19.0,41.0,,082,70.0,4.67,5.77,0,4,80,4,10,12,48,16575.0,6.65,0.0,+,5.0
33,201400031,E299754,097,10.64,97,45.79530023270001,-120.8171149671,1,10,5,1.0,6.0,07,R,2,7,3,A,,,A,R,A,E,20.0,43.0,,097,55.0,10.24,10.66,5,8,0,2,8,12,24,5127.0,0.79,0.0,+,1.13
34,201400032,E299694,167,12.28,167,47.25489442439999,-122.2590949028,1,6,1,1.0,1.0,02,U,1,1,3,A,S,Y,A,U,A,W,27.0,52.0,950.0,167,60.0,12.26,12.4,2,10,84,4,8,12,48,80773.0,4.13,0.0,-,1.69
35,201400033,E299697,904,12.1,904,47.501274846099996,-117.564691005,1,9,4,4.0,1.0,01,U,1,1,2,C,,Y,C,U,A,E,32.0,54.0,200.0,904,,12.09,12.15,0,0,0,4,0,13,51,14696.0,0.32,0.0,+,0.51
36,201400034,E300011,018,4.530000000000001,18,47.3031853955,-122.2291459858,1,9,4,2.0,4.0,02,U,1,1,3,,P,Y,W,U,P,W,17.0,52.0,55.0,018,60.0,4.5,4.57,5,0,6,4,0,14,56,79507.0,2.03,2.86,+,0.48
37,201400035,E300014,005,141.96,5,47.288107521099995,-122.3068595672,1,9,4,1.0,4.0,02,U,1,1,2,A,S,Y,A,U,P,W,17.0,51.0,443.0,005,60.0,141.92000000000004,142.04,30,10,84,8,10,12,96,131755.0,5.77,0.0,+,2.6
38,201400036,E300016,005,164.20000000000005,5,47.588749703199994,-122.32069422120001,1,9,4,2.0,1.0,02,U,1,1,2,W,O,,W,U,P,W,17.0,51.0,1140.0,005,60.0,164.19,164.21,30,0,30,5,0,17,84,231850.0,1.69,1.0,+,3.69
39,201400038,3027607,005,216.45,5,48.2831764817,-122.2865056457,1,4,6,1.0,1.0,01,R,1,1,2,A,S,Y,A,R,P,W,31.0,41.0,,005,70.0,215.56,216.82,35,6,76,6,10,12,72,59580.0,27.4,0.0,-,0.6
40,201400039,E300235,026,61.47,26,46.7916195231,-118.74035224010001,1,9,4,4.0,6.0,01,R,1,1,2,A,,Y,A,R,A,E,1.0,42.0,,026,,61.47,61.53,0,8,0,2,8,12,24,2334.0,0.05,0.0,+,1.0
41,201400040,E300192,082,129.05,82,45.9781757484,-119.330486624,1,7,2,4.0,2.0,06,R,1,1,2,A,S,,A,R,P,E,3.0,41.0,,082,70.0,123.93000000000002,129.9,16,4,76,4,10,12,48,17636.0,38.43,0.0,-,0.03
42,201400042,E300181,017,35.21,17,47.0081575582,-119.13639481700001,1,7,2,4.0,6.0,09,R,1,1,2,A,,,A,R,B,E,13.0,42.0,,017,,35.19,35.34000000000001,0,8,0,2,8,12,24,7362.0,0.4,0.0,-,0.4699999999999999
43,201400043,E300200,106,19.54,106,47.429199025500004,-122.8496609657,1,5,7,2.0,1.0,09,R,1,1,2,B,,N,B,R,B,W,23.0,45.0,,106,,18.920000000000005,19.93,0,4,0,2,4,11,22,2407.0,0.89,5.0,+,0.18
44,201400044,E300275,531,7.13,531,48.152293029700004,-122.1722796937,1,9,4,2.0,1.0,01,U,1,1,2,A,,Y,A,U,A,W,31.0,54.0,45.0,531,,7.12,7.13,0,8,0,2,8,12,24,22500.0,0.08,0.0,+,1.0
45,201400045,E300216,124,44.63,124,46.2705127926,-118.1549738438,1,7,2,1.0,1.0,01,R,1,1,2,C,,,C,R,A,E,36.0,44.0,1360.0,124,,44.59,44.63,5,0,0,2,0,24,48,1522.0,0.02,0.0,+,0.9200000000000002
46,201400046,E300365,099,45.25,99,47.880112483400005,-122.26709135709999,1,9,4,2.0,4.0,02,U,3,4,2,C,,Y,A,U,A,W,31.0,53.0,,099,40.0,45.24,45.32,20,0,0,4,8,17,68,39160.0,1.14,0.0,+,3.38
47,201400047,E300461,525,6.68,525,47.9219905546,-122.3001593151,1,15,3,1.0,1.0,05,U,2,7,3,C,,Y,C,U,A,W,31.0,53.0,830.0,525,60.0,6.68,6.69,10,0,0,2,0,20,40,18836.0,0.07000000000000002,0.0,-,1.46
48,201400048,E301344,395,76.08,395,46.8178250732,-118.6957834411,1,18,6,4.0,6.0,05,R,3,2,1,A,S,,A,R,P,E,1.0,42.0,,395,70.0,74.73000000000002,77.15,5,4,75,4,10,12,48,7862.0,6.94,0.0,+,0.44
49,201400049,E301209,500,5.15,500,45.659744584799995,-122.5638668789,1,13,1,2.0,4.0,02,U,1,1,2,,A,,A,U,A,W,6.0,52.0,1350.0,500,55.0,5.15,5.16,10,0,22,5,10,12,60,68279.0,0.25,0.0,-,0.33
50,201400050,E300511,005,24.23,5,45.9435064674,-122.77644253049999,1,14,2,1.0,6.0,05,R,1,1,1,A,S,Y,A,R,A,W,8.0,41.0,,005,70.0,23.18,24.48,5,6,225,6,10,12,72,61302.0,29.09,0.0,+,0.02
52,201400051,E300547,109,31.85,109,47.2407236434,-124.2111522681,1,11,6,2.0,6.0,03,R,3,4,1,B,,,B,R,B,W,14.0,45.0,,109,,31.8,32.25999999999999,5,1,0,2,1,11,22,1668.0,0.28,0.0,+,2.54
53,201400053,E301114,405,7.9300000000000015,405,47.539048848,-122.1948189495,1,11,6,2.0,4.0,02,U,2,6,3,,A,,A,U,A,W,17.0,51.0,1070.0,405,60.0,7.810000000000001,7.96,0,0,16,4,8,12,48,150204.0,8.22,0.0,+,2.43
54,201400054,E301061,181,1.8900000000000003,181,47.404982040600004,-122.24937208989999,1,17,5,1.0,1.0,01,U,1,1,2,C,,Y,C,U,A,W,17.0,53.0,615.0,181,,1.8900000000000003,1.93,0,0,0,5,0,14,70,32168.0,0.47,0.0,-,0.08
55,201400055,E301096,005,58.71,5,46.4070282387,-122.8901551669,1,13,1,2.0,1.0,02,R,1,1,2,,A,Y,A,R,A,W,21.0,41.0,,005,70.0,57.95,58.85,10,0,15,4,10,12,48,46106.0,15.15,2.0,+,0.11
56,201400056,E301135,002,249.54,2,47.657829479600004,-118.0119984902,1,8,3,4.0,1.0,05,R,1,1,1,A,,N,A,R,A,E,22.0,42.0,,002,50.0,249.52000000000004,250.52000000000004,25,10,0,2,10,12,24,4660.0,1.7,0.0,+,0.34
57,201400057,E300998,005,133.75,5,47.233094127600005,-122.4341340185,1,11,6,2.0,1.0,03,U,1,1,2,,A,Y,A,U,P,W,27.0,51.0,1280.0,005,60.0,133.72,133.76,25,0,16,7,10,12,84,164078.0,2.4,0.0,-,3.0
58,201400058,E300999,005,129.67000000000002,5,47.1910896669,-122.4622704972,1,11,6,2.0,1.0,03,U,1,1,2,,A,,A,U,P,W,27.0,51.0,1280.0,005,60.0,129.65,129.97,25,0,16,8,10,12,96,157262.0,18.370000000000005,1.0,-,0.04
59,201400059,E300828,011,9.810000000000002,11,48.6045505766,-122.4315812516,1,12,7,2.0,6.0,02,R,3,2,1,A,,,A,R,A,W,29.0,45.0,,011,,9.769999999999998,10.81,0,1,0,2,1,11,21,2088.0,0.79,15.0,+,4.92
60,201400060,E301202,020,58.84000000000002,20,48.4690110781,-122.34699157799999,1,15,3,1.0,1.0,01,U,1,1,2,A,,Y,C,U,A,W,29.0,53.0,140.0,020,55.0,58.84000000000002,58.87,10,8,0,4,0,16,62,23170.0,0.25,0.0,-,0.29
61,201400061,E301222,531,8.51,531,48.1519254741,-122.142329097,1,17,5,1.0,1.0,05,U,1,1,2,A,,,A,U,A,W,31.0,54.0,45.0,531,,8.46,8.53,0,8,0,2,8,11,22,22500.0,0.5700000000000001,0.0,+,1.0
62,201400062,E300680,005,196.86,5,48.019028803400005,-122.1750425868,1,9,4,1.0,1.0,02,U,1,1,2,,A,,A,U,A,W,31.0,51.0,,005,60.0,196.05,197.15,35,0,22,6,10,12,72,128621.0,51.64,0.5,+,0.22
63,201400063,E301268,005,199.34,5,48.0541930759,-122.1844250262,1,18,6,1.0,4.0,02,U,2,7,3,A,S,,A,U,A,W,31.0,51.0,,005,60.0,199.21,199.4,35,6,40,6,10,12,72,115629.0,8.019999999999998,0.0,-,2.06
64,201400064,E301625,012,379.95,12,46.509457168999994,-117.95248234299999,1,10,5,1.0,6.0,07,R,2,6,1,A,,,A,R,A,E,7.0,43.0,,012,60.0,379.26,381.25,35,5,0,2,5,12,24,2050.0,1.49,4.0,-,0.18
65,201400066,3490186,101,331.39,101,47.397670140100004,-123.1431109064,1,7,2,2.0,1.0,03,R,1,1,2,A,,N,A,R,A,W,23.0,43.0,,101,55.0,331.23,331.77,40,2,0,2,2,12,24,5796.0,1.14,5.0,+,0.24
66,201400067,E301487,002,4.63,2,47.9537698661,-122.1122701374,1,6,1,4.0,6.0,01,U,3,2,3,A,,,A,U,A,W,31.0,52.0,,002,55.0,4.530000000000001,4.8,0,8,0,3,8,12,36,24317.0,2.4,0.0,+,2.64
67,201400068,E301622,012,313.29,12,46.0627541113,-118.7445404332,1,11,6,1.0,6.0,01,R,1,1,2,A,,,A,R,A,E,36.0,42.0,,012,60.0,313.19,314.95,30,2,0,2,6,11,22,6946.0,4.46,0.5,+,0.65
68,201400069,E301751,221,13.51,221,46.1325240617,-119.601538285,1,7,2,4.0,1.0,03,R,1,1,1,A,,N,A,R,A,E,3.0,44.0,,221,,13.41,14.91,0,4,0,2,4,12,24,2162.0,1.1799999999999995,0.19,+,1.99
69,201400070,3129007,090,49.65,90,47.4230555104,-121.4318052132,1,8,3,4.0,1.0,04,R,1,1,2,P,O,,P,R,P,,17.0,41.0,,090,70.0,49.28,49.7,5,10,999,7,10,14,100,30877.0,4.73,0.0,+,3.7599999999999993
70,201400071,E301759,506,5.73,506,46.4019327582,-122.9698763948,1,21,2,1.0,1.0,01,R,3,2,1,A,,N,A,R,A,W,21.0,45.0,,506,,5.41,5.73,0,1,0,2,1,12,23,886.0,0.1,0.0,+,0.0
71,201400072,E301817,025,107.44,25,48.865980898800004,-117.8693570639,1,10,5,3.0,6.0,02,R,1,1,2,B,,N,B,R,B,E,33.0,44.0,,025,,106.22,109.02,0,2,0,2,2,11,22,804.0,0.8200000000000002,5.0,-,4.06
72,201400073,2956446,005,96.07,5,46.90720007,-122.9553643735,1,11,6,2.0,6.0,03,R,1,1,1,,A,,A,R,A,W,34.0,41.0,,005,70.0,95.97,96.23,15,0,22,6,22,12,72,61973.0,5.88,0.0,-,3.0
73,201400074,E300020,397,13.89,397,46.1734006909,-119.05471829940001,1,1,3,4.0,1.0,01,U,1,1,3,A,,,A,U,A,E,3.0,55.0,,397,,13.88,13.89,0,8,0,2,8,12,24,5749.0,0.02,3.0,+,4.17
74,201400075,E297647,240,38.73000000000001,240,46.2282209312,-119.1888663566,1,1,3,2.0,6.0,05,U,1,1,1,A,S,,A,U,A,E,3.0,52.0,610.0,240,60.0,38.62,38.97,0,3,70,4,10,12,48,29781.0,3.8,0.0,+,0.03
75,201400076,3290870,240,11.700000000000005,240,46.4717756917,-119.5515183403,1,11,6,1.0,2.0,07,R,2,7,1,B,,,B,R,B,E,3.0,44.0,,240,60.0,10.060000000000002,15.2,0,7,0,2,7,13,26,1785.0,3.35,0.0,-,0.12
76,201400077,E297664,503,15.58,503,45.8857708696,-122.5142203782,1,1,3,1.0,6.0,01,R,2,6,3,A,,N,A,R,A,W,6.0,44.0,,503,,15.56,15.76,0,1,0,2,1,11,22,6225.0,0.45,0.0,+,0.0
77,201400080,E297943,005,33.0,5,46.0513624833,-122.86263361889999,1,1,3,2.0,6.0,02,R,1,1,2,A,S,,A,R,A,W,8.0,41.0,,005,70.0,33.0,33.07999999999999,5,6,60,6,10,12,72,62546.0,1.83,0.0,+,0.12
78,201400081,E299216,005,27.1,5,45.9730782749,-122.81816940120001,1,1,3,1.0,6.0,02,R,1,1,2,A,S,,A,R,A,W,8.0,41.0,,005,70.0,26.4,27.22,5,6,62,6,10,12,72,61302.0,18.35,0.0,+,0.5
79,201400082,E300187,174,0.79,174,47.9236010923,-119.3771447823,1,2,4,4.0,6.0,05,R,2,7,1,B,,,B,R,B,E,9.0,44.0,,174,,0.22,2.7,0,6,0,2,6,11,21,478.0,0.43,0.0,+,4.02
80,201400083,E297297,090,151.38,90,47.1033088005,-119.80093474520001,1,1,3,4.0,6.0,05,R,2,7,2,A,S,,A,R,A,E,13.0,41.0,,090,70.0,151.27,152.31,20,4,40,4,10,12,48,12920.0,4.9,0.0,+,0.06
81,201400084,E299793,171,2.93,171,47.132205443100005,-119.2764460774,1,2,4,2.0,1.0,02,U,1,1,3,C,,Y,C,U,A,E,13.0,53.0,805.0,171,,2.93,2.96,0,0,0,4,0,15,60,15765.0,0.17,0.0,+,0.0
82,201400085,3468565,105SPWESTPT,3.84,105,46.9066308151,-124.1145419091,1,1,3,1.0,4.0,01,R,1,1,1,C,,,C,R,A,W,14.0,45.0,1420.0,105SPWESTPT,,3.8,3.86,50,0,0,2,0,12,24,3586.0,0.08,17.210000000000004,+,0.09
83,201400086,E297258,020,21.56,20,48.212308191300004,-122.6887989225,1,1,3,2.0,6.0,03,R,1,1,1,A,,,A,R,A,W,15.0,42.0,,020,55.0,21.55,21.76,5,6,0,2,6,11,22,9938.0,0.76,0.0,-,1.05
84,201400087,E298031,020,34.91,20,48.3371049617,-122.62893445350001,1,1,3,2.0,6.0,03,U,1,1,2,A,,Y,A,U,A,W,15.0,53.0,,020,55.0,34.57999999999999,35.15,5,6,0,2,6,12,24,16976.0,3.5300000000000007,1.5,+,3.9300000000000006
85,201400088,E297689,169,25.22,169,47.4839690182,-122.1964489533,1,2,4,2.0,4.0,03,U,1,1,2,C,,Y,C,U,A,W,17.0,53.0,1070.0,169,,25.2,25.26,0,0,0,4,0,23,90,39405.0,0.86,10.0,,0.0
86,201400089,E297782,099,15.55,99,47.4467575275,-122.29645529780001,1,1,3,2.0,4.0,05,U,1,1,1,,S,,C,U,A,W,17.0,53.0,1139.0,099,60.0,15.52,15.59,0,0,12,4,0,13,50,27855.0,0.71,1.0,-,0.8100000000000002
87,201400090,E298920,005,150.43000000000004,5,47.408831334,-122.29205258719999,1,2,4,1.0,1.0,02,U,1,1,3,A,S,,A,U,P,W,17.0,51.0,1139.0,005,60.0,150.39,150.95000000000005,30,3,38,8,10,12,92,203342.0,41.56,0.5,+,2.4
88,201400091,E302057,005,152.06,5,47.428410400699995,-122.27515187540001,1,22,3,2.0,1.0,02,U,1,1,2,P,S,Y,A,U,P,W,17.0,51.0,1139.0,005,60.0,152.02,152.09,30,3,113,8,10,12,94,206043.0,5.26,0.0,-,0.44
89,201400092,E302059,005,152.37,5,47.431926901400004,-122.2708079115,1,22,3,1.0,2.0,02,U,1,1,2,P,S,,A,U,P,W,17.0,51.0,1139.0,005,60.0,152.35,152.45000000000005,30,3,65,8,10,11,90,187257.0,6.83,2.0,-,0.44
90,201400093,E301884,090,1.49,90,47.5905339237,-122.3051194601,1,21,2,1.0,4.0,05,U,1,1,2,P,O,,P,U,P,W,17.0,51.0,1140.0,090,60.0,1.45,1.54,0,10,40,9,10,12,108,119511.0,3.9300000000000006,0.43,+,0.9
91,201400094,E299034,005,170.28,5,47.6734492964,-122.32100633430001,1,2,4,2.0,4.0,03,U,2,7,2,,A,,A,U,P,W,17.0,51.0,1140.0,005,60.0,170.21,170.31,30,0,20,8,10,12,96,186423.0,6.8,0.0,-,0.24
92,201400095,E299035,005,163.06,5,47.5722996528,-122.31985412979999,1,2,4,2.0,4.0,03,U,2,7,2,P,O,,P,U,P,W,17.0,51.0,1140.0,005,60.0,163.02,163.1,30,2,30,6,9,11,66,178113.0,5.2,0.0,+,3.5
93,201400097,E298440,523,0.9,523,47.734073378699996,-122.32575905649999,1,2,4,1.0,1.0,02,U,1,1,2,C,,Y,C,U,A,W,17.0,53.0,1140.0,523,,0.89,0.9,10,0,0,4,0,11,44,30637.0,0.11,0.0,,0.0
94,201400100,E297265,516,4.79,516,47.378067576499994,-122.2473414427,1,1,3,2.0,4.0,02,U,1,1,2,,A,Y,A,U,A,W,17.0,52.0,615.0,516,,4.79,4.8,5,0,16,4,10,12,48,22139.0,0.08,0.0,-,2.0
95,201400101,E297516,516,7.610000000000001,516,47.372553709499996,-122.2024131048,1,1,3,2.0,4.0,03,U,1,1,2,C,,,C,U,A,W,17.0,53.0,615.0,516,,7.560000000000001,7.610000000000001,5,0,0,4,0,15,60,28513.0,0.52,0.0,+,2.1299999999999994
97,201400102,3687851,516,2.24,516,47.390667362799995,-122.2865119791,1,1,3,2.0,4.0,02,U,1,1,2,C,,Y,C,U,A,W,17.0,52.0,615.0,516,,2.23,2.24,0,0,0,4,0,19,76,31598.0,0.12,5.0,-,0.86
99,201400103,E298921,005,149.38,5,47.393573877,-122.29137959280001,1,2,4,1.0,1.0,02,U,1,1,2,A,S,,A,U,P,W,17.0,51.0,615.0,005,60.0,149.3,149.39,30,3,77,8,10,12,92,194826.0,6.4,0.0,+,0.48
100,201400104,E297238,018,21.5,18,47.4390071818,-121.96394239530001,1,1,3,1.0,6.0,01,R,1,1,2,A,,,A,R,A,W,17.0,42.0,,018,55.0,21.46,21.53,5,5,0,2,10,11,22,23845.0,0.61,0.0,+,6.0
101,201400106,E300735,005,157.49,5,47.500526066400006,-122.27518693959999,1,1,3,1.0,1.0,02,U,2,7,3,,A,,A,U,P,W,17.0,51.0,1320.0,005,60.0,157.43000000000004,157.71000000000004,30,0,24,8,10,11,88,183012.0,18.7,0.0,+,0.6
102,201400107,E301870,005,154.56,5,47.4628439297,-122.26415943379999,1,22,3,2.0,4.0,03,U,1,1,2,A,S,,A,U,P,W,17.0,51.0,1320.0,005,60.0,154.56,154.58000000000004,30,10,300,7,10,16,114,212651.0,1.55,2.0,+,0.33
103,201400109,E298919,005,156.02,5,47.4828141211,-122.27083656799999,1,2,4,1.0,1.0,02,U,1,1,2,A,S,,A,U,P,W,17.0,51.0,1320.0,005,60.0,155.97,156.03999999999996,30,10,42,8,10,12,92,164757.0,4.21,2.25,-,2.8
104,201400110,E297437,104,29.61,104,47.7743717594,-122.3091281805,1,2,4,2.0,4.0,03,U,1,1,3,C,,Y,C,U,A,W,17.0,53.0,1169.0,104,60.0,29.61,29.62,10,0,0,3,0,23,70,18458.0,0.07000000000000002,0.0,-,1.04
105,201400112,3652883,090,71.18000000000002,90,47.222755178199996,-121.1533680843,1,12,7,3.0,1.0,04,R,1,1,2,A,S,,A,R,P,E,19.0,41.0,,090,70.0,70.98000000000002,71.2,12,4,78,4,10,12,48,30666.0,2.46,0.0,-,0.67
106,201400114,E298136,197,0.58,197,45.6186616713,-121.1450775715,1,1,3,4.0,6.0,01,R,2,6,1,A,,N,A,R,B,E,20.0,44.0,,197,,0.45,0.66,0,6,0,2,8,12,24,6263.0,0.48,0.0,,0.0
107,201400115,2564117,141,0.8200000000000002,141,45.723196608900004,-121.4748364984,1,1,3,1.0,1.0,01,R,1,1,2,C,,Y,A,R,A,E,20.0,45.0,1435.0,141,,0.78,0.98,0,0,0,2,3,14,27,5958.0,0.43,0.0,-,1.86
108,201400116,E300505,005,59.24,5,46.4145573138,-122.8903101247,1,2,4,2.0,6.0,03,R,1,1,2,W,O,,W,R,P,W,21.0,41.0,,005,70.0,59.13000000000002,59.27,10,0,15,4,0,16,64,46106.0,2.3599999999999994,0.0,-,2.5
109,201400117,E297612,005,123.0,5,47.1209615569,-122.5529196264,1,1,3,2.0,4.0,03,U,1,1,2,,A,,A,U,A,W,27.0,51.0,665.0,005,60.0,122.99,123.01000000000002,25,0,12,6,10,12,72,118134.0,0.86,0.5,+,1.1799999999999995
