,CASENO,FORM_REPT_NO,rd_inv,milepost,RTE_NBR,lat,lon,MONTH,DAYMTH,WEEKDAY,RDSURF,LIGHT,weather,rur_urb,REPORT,SEVERITY,veh_count,LSHL_TYP,MED_TYPE,RD_LIGHT,RSHL_TYP,RURURB,SURF_TYP,EW_IND,COUNTY,FUNC_CLS,CITY,ROAD_INV,SPD_LIMT,BEGMP,ENDMP,ACSEQ_NB,LSHLDWID,MEDWID,NO_LANES,RSHLDWID,lanewid,rdwy_wid,AADT,mvmt,deg_curv,dir_grad,pct_grad
1036,201401175,3505496,099COVIADCT,0.62,99,47.602955244300006,-122.337376439,1,10,5,2.0,4.0,03,U,1,1,3,C,,,C,U,P,W,17.0,52.0,1140.0,099COVIADCT,45.0,0.6,0.64,88,0,0,3,0,15,44,30092.0,0.44,0.0,,0.0
1037,201401177,3582159,522,2.08,522,47.7037757813,-122.301617943,1,10,5,1.0,1.0,02,U,1,1,2,A,,,C,U,A,W,17.0,53.0,1140.0,522,35.0,2.08,2.09,0,8,0,4,0,15,58,33564.0,0.12,0.0,+,2.42
1038,201401178,3503322,522,3.3,522,47.720515141999996,-122.2944196942,1,10,5,1.0,3.0,02,U,1,1,2,,S,Y,C,U,A,W,17.0,53.0,1140.0,522,35.0,3.27,3.3,0,0,10,4,0,16,64,34998.0,0.38,0.0,+,1.3
1039,201401179,3561742,099,25.74000000000001,99,47.6136235481,-122.34781018209999,1,8,3,2.0,5.0,02,U,1,1,2,,P,,C,U,P,W,17.0,52.0,1140.0,099,40.0,25.59,25.76,10,0,4,4,0,11,44,63127.0,3.92,12.37,-,0.95
1040,201401180,3591401,522,3.98,522,47.7301277835,-122.29233353299999,1,9,4,2.0,4.0,03,U,2,7,3,C,,,C,U,A,W,17.0,53.0,1140.0,522,35.0,3.92,3.98,0,0,0,4,0,12,49,34998.0,0.77,0.0,+,0.52
1041,201401181,3582158,522,3.86,522,47.7283027705,-122.292260598,1,9,4,2.0,9.0,03,U,2,7,3,C,,Y,C,U,A,W,17.0,53.0,1140.0,522,35.0,3.86,3.92,0,0,0,4,0,15,61,34998.0,0.77,0.0,+,1.91
1042,201401183,E298931,018,0.5,18,47.2895773238,-122.3073262578,1,9,4,1.0,1.0,01,U,1,1,2,,A,,A,U,A,W,17.0,52.0,443.0,018,60.0,0.48,0.52,0,0,15,4,10,12,48,68406.0,1.0,0.0,+,0.6
1044,201401184,E299734,509,15.2,509,47.3284337079,-122.34983599469999,1,10,5,2.0,4.0,02,U,2,6,2,A,,Y,A,U,A,W,17.0,54.0,443.0,509,50.0,15.19,15.35,5,5,0,2,5,11,22,11348.0,0.66,0.0,+,1.39
1045,201401185,E300229,018,2.28,18,47.302905431199996,-122.2760207424,1,9,4,2.0,1.0,03,U,1,1,2,,A,,A,U,A,W,17.0,52.0,,018,60.0,1.99,2.390000000000001,5,0,6,5,10,12,60,96989.0,14.16,1.97,-,6.06
1046,201401188,E300067,104SPAURORA,0.34,104,47.777772043199995,-122.34620993899999,1,11,6,2.0,4.0,02,U,1,1,2,C,,Y,C,U,A,W,17.0,52.0,,104SPAURORA,,0.32,0.34,78,0,0,4,0,15,60,18536.0,0.14,0.0,,0.0
1047,201401189,E299995,181,2.64,181,47.4158266485,-122.24943553879999,1,10,5,2.0,1.0,03,U,2,7,2,C,,Y,C,U,A,W,17.0,53.0,615.0,181,,2.64,2.71,0,0,0,6,0,13,80,31676.0,0.8100000000000002,0.0,-,0.08
1048,201401190,E299997,181,3.39,181,47.4266752646,-122.2493641849,1,10,5,2.0,1.0,03,U,2,7,2,C,,Y,C,U,A,W,17.0,53.0,615.0,181,,3.38,3.39,0,0,0,6,0,14,82,31676.0,0.12,0.0,-,0.08
1049,201401191,E299973,099,11.35,99,47.3864843901,-122.29653686110001,1,10,5,1.0,1.0,02,U,1,1,2,,S,,C,U,A,W,17.0,53.0,615.0,099,60.0,11.28,11.35,0,0,12,4,0,12,48,27086.0,0.69,0.0,+,2.1299999999999994
1050,201401192,E299975,516,8.45,516,47.366982105,-122.1867459296,1,10,5,2.0,4.0,03,U,1,1,2,C,,,C,U,A,W,17.0,53.0,615.0,516,,8.39,8.45,5,0,0,4,0,15,59,30077.0,0.66,0.0,-,2.55
1051,201401193,E298910,516,7.74,516,47.371925211400004,-122.1999032131,1,9,4,1.0,1.0,02,U,1,1,2,C,,,C,U,A,W,17.0,53.0,615.0,516,,7.730000000000001,7.75,5,0,0,4,0,12,47,27032.0,0.2,0.0,+,2.3
1052,201401194,E299126,516,5.04,516,47.3780099667,-122.24195958780001,1,9,4,2.0,1.0,03,U,1,1,2,,A,,C,U,A,W,17.0,52.0,615.0,516,,5.02,5.04,5,0,14,4,0,14,56,24354.0,0.18,0.0,+,0.98
1053,201401195,E300501,181,0.14,181,47.3799221959,-122.2473528882,1,9,4,1.0,3.0,01,U,1,1,2,C,,Y,C,U,A,W,17.0,53.0,615.0,181,,0.14,0.16,0,0,0,4,0,15,58,,,0.0,-,0.24
1054,201401196,E301045,515,0.07000000000000002,515,47.3735740846,-122.2024083111,1,11,6,2.0,1.0,03,U,2,7,2,C,,,C,U,A,W,17.0,54.0,615.0,515,,0.05,0.1,0,0,0,4,0,15,58,,,0.0,+,0.0
1055,201401197,E301952,516,8.45,516,47.366982105,-122.1867459296,1,10,5,1.0,1.0,01,U,1,1,2,C,,,C,U,A,W,17.0,53.0,615.0,516,,8.39,8.45,5,0,0,4,0,15,59,30077.0,0.66,0.0,-,2.55
1056,201401199,E301712,405,18.89,405,47.6904373666,-122.18130204959999,1,10,5,2.0,4.0,03,U,1,1,2,,A,,A,U,A,W,17.0,51.0,625.0,405,60.0,18.68,19.170000000000005,23,0,20,7,10,12,84,190877.0,34.14,0.25,-,2.2
1057,201401200,E301714,520,5.6000000000000005,520,47.6430348182,-122.2093218971,1,10,5,2.0,4.0,02,U,1,1,2,,A,Y,A,U,A,W,17.0,52.0,75.0,520,60.0,5.6000000000000005,5.64,0,0,4,4,10,12,46,59327.0,0.87,2.86,-,4.41
1058,201401202,E300133,405,16.990000000000006,405,47.6633040332,-122.1868873002,1,10,5,2.0,6.0,03,U,2,7,2,,A,Y,A,U,A,W,17.0,51.0,625.0,405,60.0,16.990000000000006,17.039999999999996,23,0,16,7,10,12,84,182964.0,3.34,0.0,+,0.48
1059,201401205,E300737,167,16.48,167,47.313555469799994,-122.2454562575,1,11,6,2.0,1.0,03,U,1,1,1,A,S,Y,A,U,A,W,17.0,52.0,55.0,167,60.0,16.260000000000005,16.56,10,5,88,6,10,12,72,116534.0,12.76,1.0,-,0.23000000000000004
1060,201401206,E300738,167,19.150000000000006,167,47.352268977600005,-122.2448782021,1,10,5,2.0,3.0,03,U,2,7,2,,A,,A,U,A,W,17.0,52.0,,167,60.0,19.010000000000005,19.25,10,0,20,4,10,12,48,115516.0,10.120000000000003,0.0,-,0.35
1061,201401207,3091884,522,9.5,522,47.7570523553,-122.2117931967,1,10,5,1.0,4.0,02,U,2,7,2,A,,,A,U,A,W,17.0,53.0,110.0,522,35.0,9.45,9.51,0,6,0,4,6,10,40,37193.0,0.8100000000000002,0.0,-,0.65
1062,201401208,E300131,522,10.99,522,47.7583750179,-122.186349544,1,10,5,2.0,6.0,02,U,1,1,2,A,S,,A,U,A,W,17.0,52.0,110.0,522,60.0,10.870000000000005,11.0,0,4,40,4,10,12,48,32276.0,1.53,3.0,+,0.18
1063,201401209,E300132,405,24.59,405,47.770441012700005,-122.1900293791,1,9,4,2.0,4.0,02,U,2,7,2,,A,,A,U,A,W,17.0,51.0,110.0,405,60.0,24.48,24.62,23,0,16,4,12,12,48,106336.0,5.43,0.0,+,1.04
1065,201401210,E301157,405,22.56,405,47.7421337385,-122.1869120942,1,11,6,2.0,1.0,03,U,1,1,3,,A,,A,U,A,W,17.0,51.0,110.0,405,60.0,22.44,22.6,23,0,16,6,10,12,72,162026.0,9.46,0.0,-,2.55
1066,201401211,E300210,090,8.05,90,47.5805538564,-122.1730425204,1,8,3,2.0,1.0,03,U,1,1,2,A,S,,A,U,A,W,17.0,51.0,75.0,090,60.0,8.04,8.189999999999998,0,12,60,6,12,12,72,72833.0,3.9900000000000007,1.01,+,3.92
1067,201401212,E300212,520,7.83,520,47.62994341,-122.16939697,1,9,4,1.0,2.0,02,U,2,7,2,A,S,,A,U,A,W,17.0,52.0,75.0,520,60.0,7.79,7.84,0,10,157,4,10,12,48,73124.0,1.33,0.0,+,2.84
1068,201401213,E299931,405,14.57,405,47.628428460900004,-122.18880235430001,1,9,4,1.0,1.0,02,U,1,1,2,P,S,,P,U,P,W,17.0,51.0,75.0,405,60.0,14.55,14.65,23,8,16,6,10,12,72,165584.0,6.04,0.54,+,2.88
1069,201401214,E299537,310,1.55,310,47.5688661771,-122.65558468280001,1,10,5,2.0,6.0,03,U,1,1,2,C,,Y,C,U,A,W,18.0,53.0,115.0,310,,1.44,1.56,0,0,0,4,0,17,68,12514.0,0.55,0.0,,0.0
1070,201401215,3430961,303,5.16,303,47.6394150095,-122.628899301,1,10,5,2.0,4.0,03,U,2,7,3,A,,Y,A,U,A,W,18.0,53.0,,303,55.0,4.91,5.16,2,8,0,4,8,11,45,33474.0,3.0500000000000007,0.0,-,5.14
1071,201401216,E298841,303,2.1299999999999994,303,47.595644651099995,-122.62945408600001,1,9,4,1.0,2.0,02,U,1,1,2,C,,,C,U,A,W,18.0,53.0,115.0,303,55.0,2.09,2.1299999999999994,2,0,0,4,0,14,56,32141.0,0.47,0.0,+,3.6
1072,201401217,E299255,304,1.71,304,47.565540273900005,-122.6521816219,1,10,5,2.0,1.0,03,U,2,7,2,C,,Y,C,U,A,W,18.0,53.0,115.0,304,,1.71,1.76,10,0,0,4,0,11,44,20512.0,0.37,0.0,-,3.3199999999999994
1073,201401218,E299093,303,4.66,303,47.632229236099995,-122.6288864674,1,9,4,2.0,4.0,03,U,1,1,1,A,,Y,A,U,A,W,18.0,53.0,,303,55.0,4.66,4.71,2,8,0,4,8,14,56,33474.0,0.61,0.0,+,2.45
1074,201401219,3430823,160,1.82,160,47.504784978800004,-122.61013008729999,1,9,4,2.0,4.0,03,U,2,6,2,A,,Y,A,U,A,W,18.0,54.0,,160,,1.82,1.92,0,4,0,2,4,12,24,12286.0,0.45,0.0,-,4.9
1076,201401220,E299208,090,51.84000000000001,90,47.410873565100005,-121.4096421566,1,10,5,3.0,1.0,03,R,1,1,2,,P,Y,P,R,P,,19.0,41.0,,090,70.0,51.74,52.77,10,0,22,7,10,12,84,29858.0,11.23,4.77,-,3.64
1077,201401221,E301558,090,52.24,90,47.40642893729999,-121.4044871027,1,10,5,3.0,1.0,03,R,1,1,2,,P,Y,P,R,P,,19.0,41.0,,090,70.0,51.74,52.77,10,0,22,7,10,12,84,29858.0,11.23,4.09,-,3.94
1078,201401222,E303509,090,81.81,90,47.1927640638,-120.94983225520001,1,28,2,1.0,1.0,02,R,2,7,2,C,O,,C,R,P,E,19.0,41.0,,090,70.0,81.81,81.82,12,0,40,4,0,15,60,25347.0,0.09,0.0,-,2.1099999999999994
1079,201401223,E301969,090,88.47,90,47.155970340399996,-120.8253931926,1,11,6,2.0,3.0,03,R,2,6,2,A,S,,A,R,P,E,19.0,41.0,,090,70.0,88.05,88.61,12,4,76,4,10,12,48,25572.0,5.23,2.0,-,0.9
1080,201401224,E301559,090,99.18,90,47.0552251623,-120.6670797591,1,10,5,1.0,1.0,02,R,2,7,2,A,S,Y,A,R,P,E,19.0,41.0,,090,70.0,99.17,99.35000000000002,12,4,76,4,10,12,48,25367.0,1.67,0.0,-,2.24
1081,201401225,E299212,141,10.8,141,45.8278136003,-121.491820478,1,9,4,4.0,2.0,03,R,1,1,1,A,,,A,R,B,E,20.0,45.0,,141,,9.99,11.09,0,3,0,2,3,11,22,2559.0,1.03,2.0,+,2.5
1082,201401226,E299213,141,22.98,141,45.9881225581,-121.51631301530001,1,9,4,4.0,1.0,06,R,1,1,2,A,,,A,R,B,E,20.0,45.0,,141,,22.94,23.18,0,4,0,2,8,11,22,1650.0,0.14,0.0,+,0.28
1083,201401227,E299211,014,77.19,14,45.6860252948,-121.2650059478,1,9,4,2.0,6.0,03,R,1,1,1,A,,,A,R,B,E,20.0,43.0,,014,55.0,76.83,78.54000000000002,20,4,0,2,4,12,24,3662.0,2.29,3.0,-,0.13
1084,201401228,2483933,142,34.98000000000001,142,45.8245762703,-120.8080922258,1,9,4,2.0,1.0,02,R,1,1,2,A,,Y,A,R,A,E,20.0,45.0,500.0,142,,34.98000000000001,35.17000000000001,0,10,0,2,10,12,24,3853.0,0.27,0.0,+,0.82
1085,201401229,E300679,231,37.82999999999999,231,47.762056036800004,-117.8907513615,1,10,5,2.0,1.0,01,R,2,6,1,B,,,B,R,B,E,22.0,45.0,,231,,37.80000000000001,39.78,0,2,0,2,2,11,22,1258.0,0.91,5.0,-,2.29
1086,201401230,3490233,101,351.04,101,47.1400179564,-123.0946919537,1,10,5,2.0,6.0,03,R,2,6,1,A,S,Y,A,R,A,W,23.0,42.0,,101,55.0,350.86,351.05,40,4,40,4,10,12,48,26899.0,1.8700000000000003,0.0,-,1.5
1087,201401231,E299509,101,343.03,101,47.24486239229999,-123.14076813,1,10,5,2.0,1.0,03,U,2,7,2,A,,Y,A,U,A,W,23.0,52.0,,101,55.0,343.03,343.05,40,5,0,2,5,11,22,11003.0,0.08,0.0,-,0.3
1088,201401232,E300201,119,2.43,119,47.4086876471,-123.18442761940001,1,9,4,4.0,6.0,02,R,2,6,2,G,,,G,R,B,W,23.0,45.0,,119,,2.02,2.58,0,4,0,2,4,11,22,3045.0,0.62,10.0,,0.0
1089,201401233,E300202,003,0.27,3,47.1838694246,-123.0977024669,1,10,5,2.0,6.0,03,U,2,6,3,A,,,A,U,A,W,23.0,53.0,,003,40.0,0.23000000000000004,0.39,0,4,0,2,4,12,24,12023.0,0.7000000000000002,2.25,+,5.1
1090,201401234,E300203,101,340.46,101,47.2802950072,-123.157003965,1,10,5,2.0,1.0,03,R,1,1,2,A,,,A,R,A,W,23.0,43.0,,101,55.0,340.33,340.46,40,4,0,2,4,11,22,7006.0,0.33,3.0,-,0.77
1091,201401235,E302084,101,340.21,101,47.282600309399996,-123.1610114675,1,9,4,2.0,6.0,02,R,1,1,1,A,,,A,R,A,W,23.0,43.0,,101,55.0,339.63,340.33,40,3,0,2,3,12,23,5806.0,1.48,0.0,-,0.36
1092,201401236,E300167,003,26.29,3,47.450570079399995,-122.82761938899999,1,10,5,1.0,1.0,02,R,1,1,1,A,,N,A,R,A,W,23.0,43.0,,003,40.0,26.12,26.31,0,8,0,2,8,11,22,18290.0,1.27,4.0,+,2.99
1093,201401237,E299131,097,287.04,97,48.5394696749,-119.53437443370001,1,9,4,3.0,6.0,02,R,1,1,1,A,,,A,R,A,E,24.0,42.0,,097,55.0,286.97,287.63,40,7,0,2,8,12,24,4583.0,1.1,0.0,-,0.36
1094,201401238,E303318,097,288.24,97,48.555963866000006,-119.5423040743,1,10,5,2.0,1.0,01,R,1,1,1,A,,N,A,R,A,E,24.0,42.0,,097,55.0,288.02,288.8400000000001,40,8,0,2,8,12,24,4583.0,1.37,0.0,+,3.38
1095,201401239,E299958,097,277.53,97,48.418591896,-119.5065045444,1,10,5,2.0,1.0,01,U,1,1,2,B,,,B,U,B,E,24.0,52.0,925.0,097,55.0,277.46,277.57,40,8,0,2,8,12,24,6457.0,0.26,0.0,-,0.79
1096,201401240,3388731,020,229.19,20,48.320942821,-119.6276417763,1,10,5,1.0,3.0,01,R,1,1,1,B,,N,B,R,B,,24.0,44.0,,020,55.0,227.17000000000004,229.93,30,7,0,2,7,12,23,1406.0,1.42,2.5,-,4.16
1097,201401241,E299521,215,2.72,215,48.3850620111,-119.5565727058,1,10,5,2.0,4.0,03,U,2,6,2,A,,N,A,U,A,E,24.0,54.0,915.0,215,,2.5500000000000003,2.75,0,4,0,2,4,11,22,6046.0,0.44,0.0,+,0.78
1098,201401242,E303319,097,307.04,97,48.8019124913,-119.400061881,1,28,2,1.0,1.0,01,R,2,7,2,B,,,B,R,B,E,24.0,43.0,,097,55.0,306.68,307.19,40,6,0,2,6,11,22,3435.0,0.64,0.0,+,1.05
1099,201401244,E298917,512,0.02,512,47.163105301499996,-122.4797533949,1,9,4,2.0,2.0,02,U,1,1,3,,P,,C,U,P,W,27.0,52.0,665.0,512,,0.0,0.04,0,0,4,6,0,13,76,72857.0,1.0600000000000005,0.0,+,2.0
1100,201401247,E300102,005,128.17000000000002,5,47.1706232854,-122.4723396858,1,9,4,2.0,4.0,03,U,1,1,2,,A,,A,U,P,W,27.0,51.0,665.0,005,60.0,128.14,128.54,25,0,16,8,10,12,96,173015.0,25.26,0.0,+,0.4
1101,201401248,E299691,512,2.5,512,47.1581245889,-122.42843242299999,1,11,6,2.0,6.0,03,U,1,1,2,A,S,,A,U,A,W,27.0,52.0,,512,60.0,2.49,2.52,0,4,40,4,10,12,48,74052.0,0.8100000000000002,1.0,+,0.2
1102,201401249,E300144,167,11.89,167,47.249359285699995,-122.25737506540001,1,10,5,2.0,4.0,03,U,1,1,2,A,S,,A,U,A,W,27.0,52.0,950.0,167,60.0,11.71,11.94,2,10,84,4,10,12,48,88874.0,7.46,0.0,+,1.6200000000000003
1103,201401250,E300536,167,7.83,167,47.200985603999996,-122.2670490581,1,10,5,2.0,4.0,03,U,1,1,2,A,S,Y,A,U,A,W,27.0,52.0,,167,60.0,7.810000000000001,7.860000000000001,2,6,84,4,11,12,48,100487.0,1.83,0.0,+,0.2
1104,201401251,E299692,161,22.5,161,47.115454435299995,-122.2932825082,1,10,5,2.0,4.0,02,U,2,7,3,C,,,C,U,A,W,27.0,53.0,,161,,22.5,22.61,0,0,0,4,0,15,58,38860.0,1.56,0.0,-,0.7
1105,201401252,E299693,167,6.54,167,47.2043928087,-122.29385527459999,1,10,5,2.0,4.0,03,U,1,1,2,A,S,Y,A,U,A,W,27.0,52.0,1030.0,167,35.0,6.54,6.57,2,4,84,4,10,12,48,34199.0,0.37,0.0,-,0.84
1107,201401253,E299723,161,25.48,161,47.1584780292,-122.29298991659999,1,10,5,2.0,4.0,03,U,1,1,2,C,,Y,C,U,A,W,27.0,53.0,1030.0,161,,25.47,25.48,0,0,0,6,0,16,94,40023.0,0.15,0.0,+,3.5
1108,201401254,E299632,167,6.77,167,47.2042273579,-122.2894980285,1,10,5,2.0,6.0,03,U,1,1,2,A,S,Y,A,U,A,W,27.0,52.0,1030.0,167,35.0,6.730000000000001,6.78,2,4,84,4,8,12,48,41378.0,0.76,1.85,+,3.27
1109,201401255,E299496,161,24.26,161,47.1408127801,-122.2929539544,1,10,5,7.0,4.0,03,U,2,7,2,C,,Y,C,U,A,W,27.0,53.0,,161,,24.22,24.27,0,0,0,4,0,15,59,40928.0,0.75,0.0,+,4.19
1110,201401256,E299497,161,18.260000000000005,161,47.054064143699996,-122.2947752351,1,10,5,2.0,4.0,03,U,1,1,2,A,,Y,A,U,A,W,27.0,53.0,,161,,18.19,18.27,0,5,0,4,5,14,56,22603.0,0.66,0.0,-,1.4
1111,201401257,E299498,161,21.43,161,47.0999335017,-122.293496698,1,10,5,2.0,4.0,03,U,1,1,2,C,,Y,C,U,A,W,27.0,53.0,,161,,21.43,21.45,0,0,0,4,0,24,96,32434.0,0.24,0.0,-,1.9
1113,201401261,E299310,007,54.1,7,47.1809714018,-122.43406208520001,1,10,5,2.0,4.0,03,U,2,7,2,C,,Y,C,U,A,W,27.0,53.0,1280.0,007,55.0,54.1,54.15,0,0,0,4,0,14,56,23915.0,0.44,0.0,+,1.34
1114,201401262,E299029,005FD12892,0.99,5,47.1947890425,-122.4630540651,1,9,4,2.0,4.0,03,U,1,1,3,C,,,C,U,A,W,27.0,54.0,1280.0,005FD12892,,0.75,1.17,0,0,0,2,0,23,46,,,0.0,,0.0
1115,2014012623,E321116,395,181.08,395,47.90367427859999,-117.439760991,4,9,3,1.0,1.0,01,R,2,5,2,A,,,A,R,A,E,32.0,43.0,,395,60.0,180.9,181.08,8,8,0,2,4,12,23,14380.0,0.94,0.0,-,0.55
1116,201401263,3437343,163,1.57,163,47.2798231435,-122.5157498393,1,10,5,2.0,4.0,03,U,1,1,2,,S,Y,C,U,A,W,27.0,53.0,1280.0,163,,1.57,1.7,0,0,16,4,0,12,48,14537.0,0.69,0.0,,0.0
1117,201401264,E298868,007,44.97,7,47.05727107479999,-122.40203062100001,1,9,4,2.0,1.0,02,U,1,1,2,A,,,A,U,A,W,27.0,53.0,,007,55.0,44.97,45.02,0,7,0,4,7,11,44,22067.0,0.4,0.0,+,0.16
1118,201401265,E299913,005,130.72,5,47.2061421145,-122.4614061629,1,10,5,2.0,1.0,03,U,1,1,2,,A,Y,A,U,P,W,27.0,51.0,1280.0,005,60.0,130.37,130.75,25,0,16,8,10,12,96,192359.0,26.68,0.0,-,0.2
1119,201401268,E299685,005,129.74,5,47.192093603100005,-122.46223218870001,1,11,6,2.0,1.0,03,U,2,7,2,,A,,A,U,P,W,27.0,51.0,1280.0,005,60.0,129.65,129.97,25,0,16,8,10,12,96,157262.0,18.370000000000005,0.0,+,0.63
1120,201401269,E299470,167,0.4600000000000001,167,47.239264142399996,-122.39863440309999,1,11,6,7.0,4.0,03,U,2,7,2,A,,,A,U,A,W,27.0,53.0,1280.0,167,35.0,0.43,0.48,0,6,0,4,6,11,44,44335.0,0.8100000000000002,7.0,+,0.35
1122,201401270,E299499,007,51.36,7,47.141113518400005,-122.43454056430001,1,10,5,2.0,4.0,03,U,1,1,2,C,,Y,C,U,A,W,27.0,53.0,,007,55.0,51.34000000000001,51.4,0,0,0,4,0,11,44,32382.0,0.71,0.0,-,0.03
1123,201401271,E300532,512,2.24,512,47.1582832635,-122.4337892124,1,9,4,2.0,4.0,03,U,1,1,2,,A,Y,A,U,A,W,27.0,52.0,,512,60.0,2.23,2.44,0,0,16,4,10,12,48,74052.0,5.68,0.0,+,0.61
1124,201401272,E300985,005,133.7,5,47.23296727060001,-122.43516898870001,1,11,6,2.0,6.0,03,U,1,1,2,,A,,A,U,P,W,27.0,51.0,1280.0,005,60.0,133.64,133.72,25,0,16,7,10,12,84,158560.0,4.63,2.0,-,3.0
1125,201401273,E300987,005,130.74,5,47.206430887399996,-122.46143634170001,1,11,6,2.0,1.0,03,U,1,1,2,,A,Y,A,U,P,W,27.0,51.0,1280.0,005,60.0,130.37,130.75,25,0,16,8,10,12,96,192359.0,26.68,0.0,-,0.2
1126,201401274,E300989,005,134.01,5,47.234045521700004,-122.42839466,1,11,6,2.0,1.0,03,U,2,6,3,,A,,A,U,P,W,27.0,51.0,1280.0,005,60.0,133.92000000000002,134.05,25,0,16,7,10,12,84,164078.0,7.79,2.0,-,3.0
1127,201401276,E300993,005,131.35,5,47.215256153,-122.4626373012,1,11,6,2.0,1.0,03,U,1,1,2,,A,Y,A,U,P,W,27.0,51.0,1280.0,005,60.0,131.28,131.4,25,0,16,8,10,12,96,190328.0,8.34,0.0,+,0.33
1128,201401278,E300100,005,130.0,5,47.19591664439999,-122.4624027724,1,9,4,2.0,4.0,03,U,2,7,2,,A,,A,U,P,W,27.0,51.0,1280.0,005,60.0,129.97,130.06,25,0,16,8,10,12,96,157262.0,5.17,0.5,+,0.63
1129,201401281,E300145,007,53.35,7,47.170058041400004,-122.43408508469999,1,9,4,2.0,6.0,03,U,1,1,2,C,,Y,C,U,A,W,27.0,53.0,1280.0,007,55.0,53.35,53.41,0,0,0,4,0,14,56,23915.0,0.52,0.0,+,0.17
1131,201401282,E299340,410,5.67,410,47.16964404310001,-122.166817471,1,9,4,2.0,4.0,03,U,1,1,1,,A,Y,A,U,A,W,27.0,53.0,105.0,410,40.0,5.67,5.73,5,0,12,6,8,12,70,38808.0,0.85,0.0,+,2.74
1132,201401283,2753708,099,0.65,99,47.2430126991,-122.3470111924,1,10,5,2.0,4.0,03,U,1,1,2,A,,,A,U,A,W,27.0,53.0,450.0,099,60.0,0.5899999999999999,0.65,0,7,0,4,7,12,46,25162.0,0.55,0.0,+,0.22
1133,201401284,E300097,016,9.689999999999998,16,47.3181512249,-122.5876868182,1,9,4,2.0,4.0,03,U,1,1,2,A,S,,A,U,A,W,27.0,52.0,490.0,016,60.0,9.67,9.78,0,4,53,4,10,12,48,71449.0,2.87,0.0,-,1.6200000000000003
1134,201401285,E301064,702,8.3,702,46.93684189,-122.3787589403,1,11,6,2.0,3.0,03,R,1,1,2,A,,N,A,R,A,W,27.0,44.0,,702,,8.04,8.310000000000002,0,2,0,2,2,11,22,4565.0,0.45,0.0,+,1.6
1135,201401286,E300099,005,118.49,5,47.090104064399995,-122.635478888,1,9,4,2.0,6.0,03,U,1,1,2,,A,Y,A,U,A,W,27.0,51.0,,005,60.0,118.46000000000002,118.57,25,0,12,7,10,12,84,125132.0,5.02,0.0,-,1.38
1136,201401287,E301553,005,229.95,5,48.466707745600004,-122.3418346734,1,10,5,2.0,1.0,01,U,1,1,2,,A,,A,U,A,W,29.0,51.0,140.0,005,60.0,229.87,229.95,42,0,14,4,10,12,48,68528.0,2.0,0.0,+,0.45
1137,201401288,3513296,020,62.76,20,48.4936020598,-122.2775309933,1,10,5,2.0,1.0,02,U,2,7,3,A,,Y,A,U,A,W,29.0,53.0,,020,55.0,62.62,62.89,10,8,0,2,8,11,22,16872.0,1.66,0.0,+,0.3
1138,201401289,E300825,005,231.76,5,48.4918407655,-122.3356704772,1,10,5,2.0,6.0,03,R,1,1,2,A,S,Y,A,R,A,W,29.0,41.0,,005,60.0,231.66,231.83,42,4,40,4,10,12,48,49559.0,3.08,0.0,-,0.07000000000000002
1139,201401290,E300826,005,223.42000000000004,5,48.374341800500005,-122.33545411829999,1,11,6,7.0,6.0,03,R,2,6,1,A,S,,A,R,A,W,29.0,41.0,,005,70.0,221.95,223.61000000000004,41,6,54,6,10,12,72,64708.0,39.21,0.0,-,0.23000000000000004
1140,201401291,E299318,020,47.56,20,48.4629790916,-122.5792777076,1,10,5,2.0,4.0,03,U,2,6,2,,A,,A,U,A,W,29.0,52.0,30.0,020,55.0,47.49,47.65,10,0,6,4,6,19,74,31318.0,1.83,3.0,-,2.29
1141,2014012910,E321881,395,184.01,395,47.9390329938,-117.4738298713,4,12,6,1.0,1.0,01,R,1,1,1,A,,Y,A,R,A,E,32.0,42.0,,395,60.0,183.46,184.15,8,10,0,2,10,12,24,14380.0,3.62,0.0,-,0.45
1142,201401292,E299218,014,43.05000000000001,14,45.6827787072,-121.90070680059999,1,9,4,2.0,3.0,03,R,1,1,2,A,,Y,A,R,A,W,30.0,43.0,,014,55.0,43.0,43.07,12,4,0,2,4,12,24,5629.0,0.14,0.0,-,0.3
1143,201401293,E299567,005,212.5,5,48.236196558500005,-122.238334251,1,11,6,2.0,1.0,03,R,1,1,2,A,S,,A,R,P,W,31.0,41.0,,005,70.0,212.46,212.71,35,6,62,6,10,12,72,75593.0,6.9,0.0,+,1.7
1144,201401294,E299569,009,28.64,9,48.186678398199994,-122.1285713702,1,10,5,2.0,3.0,03,U,2,7,2,A,,,A,U,A,W,31.0,52.0,45.0,009,,28.63,28.7,0,4,0,2,4,12,24,9624.0,0.25,0.0,+,2.46
1145,201401295,E300456,525,6.68,525,47.9219905546,-122.3001593151,1,10,5,2.0,4.0,01,U,1,1,2,C,,Y,C,U,A,W,31.0,53.0,830.0,525,60.0,6.67,6.68,10,0,0,3,0,24,72,16133.0,0.06,0.0,-,1.46
1146,201401296,E298832,005,183.99,5,47.8501909154,-122.25769672950001,1,9,4,1.0,4.0,01,U,1,1,2,A,S,,A,U,A,W,31.0,51.0,,005,60.0,183.96,184.06,35,8,100,6,10,12,72,159938.0,5.84,0.0,+,2.1
