CASENO,SEATPOS,VEHNO
2013003333,3,2
2013003333,6,2
2013003355,3,2
2013003355,6,2
2013003360,5,2
2013003364,6,1
2013003365,6,1
2013003365,3,3
2013003365,7,3
2013003367,7,2
2013003371,3,2
2013003381,3,2
2013003387,3,2
2013003392,9,3
2013003398,5,1
2013003399,9,1
2013003412,3,2
2013003422,7,1
2013003430,4,2
2013003430,6,2
2013003438,3,1
2013003440,3,3
2013003441,3,1
2013003441,5,2
2013003441,3,3
2013003447,7,1
2013003459,3,2
2013003466,5,1
2013003474,6,1
2013003474,9,1
2013003474,3,2
2013003474,6,2
2013003476,4,3
2013003486,3,2
2013003486,7,2
2013003487,3,2
2013003490,3,2
2013003490,6,2
2013003491,3,3
2013003493,3,2
2013003528,3,2
2013003546,4,2
2013003549,4,2
2013003554,4,2
2013003554,5,2
2013003554,6,2
2013003565,9,2
2013003569,9,2
2013003573,3,2
2013003578,6,2
2013003587,3,2
2013003591,3,2
2013003591,6,2
2013003599,4,2
2013003599,6,2
2013003612,3,2
2013003612,5,2
2013003612,11,2
2013003615,3,2
2013003617,4,2
2013003619,3,2
2013003627,3,2
2013003640,3,2
2013003640,9,2
2013003651,11,2
2013003658,4,2
2013003672,5,1
2013003672,7,1
2013003672,8,1
2013003673,4,1
2013003673,6,1
2013003675,3,2
2013003675,6,2
2013003679,3,1
2013003679,3,2
2013003681,6,2
2013003682,6,2
2013003691,4,2
2013003691,6,2
2013003695,7,2
2013003699,3,2
2013003699,4,2
2013003699,6,2
2013003702,4,2
2013003702,6,2
2013003711,5,1
2013003711,9,1
2013003713,7,2
2013003736,3,3
2013003742,9,1
2013003742,3,2
2013003742,9,2
2013003753,3,2
2013003753,7,2
2013003753,9,2
2013003762,11,1
2013003770,9,2
2013003778,3,2
2013003778,7,2
2013003778,9,2
2013003800,4,1
2013003801,6,2
2013003808,3,2
2013003820,4,2
2013003820,6,2
2013003840,4,1
2013003840,6,1
2013003844,6,1
2013003844,3,2
2013003845,9,1
2013003846,3,2
2013003861,6,2
2013003876,3,2
2013003881,3,2
2013003918,4,2
2013003935,7,2
2013003935,9,2
2013003940,5,2
2013003946,4,1
2013003952,11,1
2013003971,3,3
2013003971,4,3
2013003971,6,3
2013003988,9,2
2013003996,6,2
2013003997,3,2
2013003997,4,2
2013003997,6,2
2013004017,10,2
2013004019,5,2
2013004064,4,2
2013004064,5,2
2013004064,6,2
2013004064,7,2
2013004064,9,2
2013004080,6,2
2013004093,11,2
2013004098,3,2
2013004099,6,1
2013004117,3,3
2013004118,3,3
2013004118,7,3
2013004119,3,2
2013004119,4,2
2013004119,6,2
2013004124,3,2
2013004133,3,2
2013004134,3,2
2013004143,3,2
2013004143,9,2
2013004144,8,2
2013004151,7,2
2013004154,8,2
2013004154,9,2
2013004161,6,2
2013004163,3,2
2013004163,4,2
2013004163,6,2
2013004165,3,2
2013004166,5,2
2013004168,4,3
2013004168,6,3
2013004172,3,2
2013004172,6,2
2013004182,3,3
2013004186,3,2
2013004190,3,3
2013004210,6,2
2013004210,9,2
2013004227,3,2
2013004227,7,2
2013004227,9,2
2013004241,6,2
2013004248,3,2
2013004250,3,2
2013004250,6,2
2013004252,6,2
2013004253,7,1
2013004253,11,1
2013004256,11,1
2013004284,4,2
2013004284,6,2
2013004290,4,1
2013004299,3,2
2013004301,7,1
2013004301,8,1
2013004301,9,1
2013004301,3,2
2013004303,9,3
2013004303,11,3
2013004304,3,3
2013004328,4,2
2013004328,5,2
2013004328,6,2
2013004328,7,2
2013004361,7,1
2013004361,7,2
2013004370,3,2
2013004370,6,3
2013004373,3,1
2013004373,7,3
2013004373,8,3
2013004392,5,2
2013004406,6,1
2013004418,5,1
2013004418,6,1
2013004418,7,1
2013004424,3,2
2013004426,3,2
2013004429,6,1
2013004429,7,1
2013004439,3,2
2013004458,4,2
2013004459,7,1
2013004459,9,1
2013004459,3,2
2013004461,3,2
2013004465,7,2
2013004470,5,1
2013004470,7,1
2013004470,3,2
2013004493,3,1
2013004493,9,1
2013004494,4,2
2013004494,5,2
2013004506,7,1
2013004506,3,2
2013004510,10,2
2013004518,11,1
2013004520,6,2
2013004531,5,1
2013004531,3,2
2013004532,8,3
2013004546,4,2
2013004550,4,2
2013004558,3,2
2013004568,11,2
2013004571,11,1
2013004580,4,2
2013004605,4,2
2013004605,6,2
2013004612,8,1
2013004612,3,2
2013004613,7,3
2013004613,9,3
2013004617,4,1
2013004625,9,2
2013004648,3,3
2013004648,7,3
2013004648,9,3
2013004674,3,2
2013004676,3,2
2013004686,7,1
2013004686,9,2
2013004690,7,3
2013004690,9,3
2013004699,3,2
2013004699,6,2
2013004699,6,3
2013004710,7,1
2013004711,4,2
2013004711,5,2
2013004711,6,2
2013004712,9,2
2013004713,7,2
2013004726,3,2
2013004733,7,2
2013004733,9,2
2013004736,3,2
2013004752,6,1
2013004752,3,2
2013004758,3,2
2013004774,3,2
2013004775,4,1
2013004775,5,1
2013004775,6,1
2013004783,6,2
2013004795,3,1
2013004795,3,2
2013004795,9,2
2013004817,3,2
2013004820,3,2
2013004823,5,2
2013004835,7,2
2013004835,9,2
2013004852,3,2
2013004852,8,2
2013004857,5,3
2013004859,9,1
2013004868,6,1
2013004868,7,1
2013004868,9,2
2013004875,3,3
2013004875,7,3
2013004875,9,3
2013004880,6,1
2013004880,3,2
2013004881,6,2
2013004885,3,2
2013004893,6,2
2013004908,3,2
2013004908,7,2
2013004908,9,2
2013004909,9,1
2013004915,7,1
2013004927,9,2
2013004929,3,3
2013004954,3,3
2013004954,4,3
2013004969,6,2
2013004976,3,2
2013004976,9,2
2013004995,6,1
2013004995,7,1
2013004997,3,2
2013005016,6,2
2013005018,3,2
2013005025,4,2
2013005042,9,2
2013005050,4,2
2013005063,4,2
2013005063,9,2
2013005068,3,2
2013005084,7,1
2013005088,9,1
2013005088,7,2
2013005094,6,1
2013005096,3,2
2013005117,7,1
2013005122,4,2
2013005126,11,2
2013005130,3,2
2013005140,7,2
2013005140,9,2
2013005142,7,2
2013005144,6,2
2013005156,7,1
2013005156,8,1
2013005156,9,1
2013005157,4,1
2013005157,3,2
2013005168,9,1
2013005168,8,2
2013005172,9,2
2013005175,5,1
2013005175,3,2
2013005176,1,2
2013005179,9,2
2013005191,3,3
2013005194,4,2
2013005194,6,2
2013005195,3,3
2013005195,4,3
2013005211,4,1
2013005211,3,2
2013005214,4,2
2013005214,6,2
2013005217,6,3
2013005218,8,2
2013005218,9,2
2013005226,9,2
2013005235,6,1
2013005237,8,2
2013005239,6,1
2013005245,3,2
2013005267,3,2
2013005267,4,2
2013005267,6,2
2013005268,5,2
2013005268,7,2
2013005268,9,2
2013005295,6,1
2013005295,7,1
2013005295,3,2
2013005295,9,2
2013005300,3,2
2013005304,7,1
2013005304,9,1
2013005304,3,2
2013005308,3,2
2013005312,4,2
2013005312,5,2
2013005312,6,2
2013005318,3,3
2013005328,6,1
2013005357,4,2
2013005360,7,1
2013005360,9,1
2013005360,3,2
2013005360,7,2
2013005362,7,1
2013005367,6,2
2013005377,3,2
2013005380,4,1
2013005380,5,1
2013005380,9,1
2013005380,3,2
2013005395,4,2
2013005396,3,1
2013005404,3,2
2013005404,9,2
2013005412,3,2
2013005412,6,2
2013005412,7,2
2013005412,8,2
2013005412,9,2
2013005419,4,2
2013005419,5,2
2013005419,6,2
2013005421,3,2
2013005441,4,2
2013005441,6,2
2013005447,6,2
2013005450,3,2
2013005450,4,2
2013005455,7,2
2013005455,8,2
2013005455,9,2
2013005457,7,2
2013005460,9,1
2013005476,3,1
2013005484,9,2
2013005486,3,2
2013005486,7,2
2013005486,9,2
2013005490,3,1
2013005490,7,2
2013005496,9,1
2013005496,3,2
2013005508,10,2
2013005519,4,2
2013005519,6,2
2013005523,9,2
2013005527,6,1
2013005528,4,2
2013005553,3,2
2013005557,3,2
2013005560,5,1
2013005560,6,1
2013005560,7,1
2013005560,9,1
2013005560,10,1
2013005561,3,1
2013005561,3,2
2013005561,8,2
2013005563,7,2
2013005563,9,2
2013005570,6,1
2013005571,5,2
2013005579,3,2
2013005586,5,2
2013005600,3,2
2013005600,6,2
2013005614,6,1
2013005614,3,2
2013005617,7,2
2013005617,9,2
2013005617,3,3
2013005619,7,2
2013005619,9,2
2013005625,3,2
2013005625,6,2
2013005629,9,2
2013005631,3,2
2013005637,4,1
2013005637,3,2
2013005647,6,3
2013005651,8,2
2013005651,9,2
2013005667,3,2
2013005667,9,2
2013005682,3,2
2013005683,7,1
2013005683,9,1
2013005683,7,2
2013005683,9,2
2013005711,4,1
2013005711,6,1
2013005711,3,2
2013005717,3,2
2013005728,9,3
2013005741,9,1
2013005741,3,2
2013005748,8,1
2013005752,3,1
2013005752,6,1
2013005752,3,2
2013005753,7,2
2013005753,9,2
2013005755,3,2
2013005755,6,2
2013005761,3,3
2013005761,6,3
2013005769,3,2
2013005769,4,2
2013005774,8,1
2013005778,6,1
2013005778,3,2
2013005778,4,2
2013005780,9,2
2013005787,3,2
2013005787,9,2
2013005789,3,2
2013005789,6,2
2013005793,3,2
2013005793,6,2
2013005796,7,2
2013005796,9,2
2013005799,3,2
2013005806,7,2
2013005806,9,2
2013005812,9,1
2013005812,3,3
2013005817,3,3
2013005818,5,1
2013005821,3,2
2013005831,3,1
2013005831,9,1
2013005831,3,2
2013005831,4,2
2013005833,7,2
2013005842,3,2
2013005842,4,2
2013005842,7,2
2013005842,9,2
2013005848,9,3
2013005855,3,2
2013005855,7,2
2013005855,9,2
2013005855,3,3
2013005858,4,1
2013005861,3,2
2013005864,5,3
2013005885,6,1
2013005885,3,2
2013005889,3,2
2013005891,3,2
2013005892,7,1
2013005892,3,2
2013005894,3,2
2013005895,4,1
2013005895,11,1
2013005896,3,2
2013005896,7,2
2013005914,7,2
2013005914,9,2
2013005920,3,2
2013005929,4,2
2013005930,3,2
2013005935,6,1
2013005935,7,1
2013005937,6,2
2013005942,9,1
2013005942,3,2
2013005943,3,2
2013005944,3,3
2013005952,5,1
2013005952,6,1
2013005952,9,2
2013005953,7,1
2013005953,9,1
2013005955,3,2
2013005961,4,2
2013005961,6,2
2013005971,5,1
2013005971,6,1
2013005971,8,1
2013005971,3,2
2013005973,3,2
2013005985,3,2
2013005997,6,1
2013005997,3,3
2013005999,3,2
2013006001,5,1
2013006001,3,2
2013006002,3,2
2013006015,7,2
2013006016,6,2
2013006016,7,2
2013006024,4,1
2013006024,1,2
2013006064,7,1
2013006070,3,2
2013006075,3,2
2013006079,6,2
2013006080,10,1
2013006080,10,2
2013006085,4,1
2013006087,7,1
2013006087,8,1
2013006087,3,2
2013006096,9,2
2013006141,4,2
2013006141,7,2
2013006156,7,2
2013006156,9,2
2013006160,3,3
2013006163,7,2
2013006163,9,2
2013006173,3,3
2013006173,7,3
2013006173,9,3
2013006175,7,1
2013006175,8,1
2013006191,4,1
2013006207,4,2
2013006207,6,2
2013006227,3,2
2013006233,4,2
2013006233,6,2
2013006239,7,1
2013006239,9,1
2013006239,9,3
2013006248,3,2
2013006258,3,2
2013006259,9,2
2013006263,3,2
2013006267,3,2
2013006267,6,2
2013006267,5,3
2013006270,3,1
2013006270,3,2
2013006270,4,2
2013006270,6,2
2013006296,4,3
2013006314,3,2
2013006316,3,3
2013006319,10,2
2013006382,3,2
2013006382,4,2
2013006382,6,2
2013006385,4,1
2013006385,3,2
2013006391,7,2
2013006391,9,2
2013006414,3,2
2013006419,4,2
2013006419,6,2
2013006424,4,3
2013006449,4,2
2013006449,9,2
2013006454,4,2
2013006454,6,2
2013006468,4,2
2013006468,6,2
2013006472,8,1
2013006479,7,1
2013006479,3,2
2013006493,4,1
2013006493,3,2
2013006501,4,3
2013006503,4,2
2013006508,6,1
2013006508,7,1
2013006508,9,1
2013006508,3,2
2013006508,7,2
2013006508,9,2
2013006521,6,2
2013006526,3,1
2013006527,4,1
2013006527,3,2
2013006530,5,1
2013006530,6,1
2013006530,7,1
2013006530,9,1
2013006533,6,1
2013006534,6,1
2013006535,3,1
2013006535,4,1
2013006535,6,1
2013006535,9,1
2013006535,1,3
2013006535,3,3
2013006538,6,1
2013006548,3,2
2013006550,4,2
2013006557,8,1
2013006557,9,1
2013006568,9,2
2013006569,3,2
2013006570,10,2
2013006575,3,3
2013006580,3,2
2013006580,6,2
2013006580,7,2
2013006580,9,2
2013006583,3,2
2013006587,5,1
2013006587,9,1
2013006588,3,2
2013006596,3,2
2013006606,9,1
2013006606,3,2
2013006606,7,2
2013006631,9,1
2013006658,3,2
2013006663,3,3
2013006669,3,2
2013006669,5,2
2013006669,7,2
2013006680,3,2
2013006708,3,2
2013006708,4,2
2013006708,7,2
2013006708,9,2
2013006710,9,2
2013006723,6,2
2013006729,3,2
2013006745,6,2
2013006761,7,2
2013006761,9,2
2013006769,7,1
2013006769,9,1
2013006769,3,2
2013006791,6,2
2013006805,3,2
2013006805,6,2
2013006810,3,3
2013006840,3,2
2013006854,3,3
2013006860,4,1
2013006860,6,1
2013006860,7,1
2013006860,8,1
2013006860,9,1
2013006877,3,2
2013006886,8,2
2013006886,9,2
2013006888,3,2
2013006888,9,2
2013006894,5,1
2013006894,6,1
2013006894,7,1
2013006894,9,1
2013006903,10,2
2013006915,3,2
2013006927,10,1
2013006957,7,1
2013006957,8,1
2013006959,3,2
2013006960,9,2
2013006967,3,2
2013006969,4,2
2013006969,6,2
2013006985,3,2
2013007002,5,2
2013007005,6,1
2013007006,3,2
2013007012,4,2
2013007012,6,2
2013007012,7,2
2013007012,9,2
2013007036,3,2
2013007036,11,2
2013007042,3,2
2013007054,9,1
2013007057,4,2
2013007058,5,1
2013007058,3,3
2013007061,4,2
2013007061,5,2
2013007061,6,2
2013007061,7,2
2013007068,3,2
2013007068,7,2
2013007068,9,2
2013007070,3,2
2013007072,6,2
2013007104,3,2
2013007129,4,2
2013007129,5,2
2013007129,6,2
2013007130,3,2
2013007137,6,1
2013007149,4,1
2013007149,6,1
2013007150,3,2
2013007169,4,1
2013007169,5,1
2013007169,6,1
2013007169,3,2
2013007170,4,1
2013007170,5,1
2013007170,6,1
2013007170,7,1
2013007170,9,1
2013007170,3,2
2013007175,9,2
2013007182,4,2
2013007182,6,2
2013007192,7,2
2013007192,9,2
2013007206,4,1
2013007206,6,1
2013007210,3,2
2013007229,3,2
2013007234,7,2
2013007234,9,2
2013007247,3,3
2013007248,3,2
2013007248,5,2
2013007252,4,2
2013007252,6,2
2013007253,4,2
2013007253,6,2
2013007254,4,2
2013007254,6,2
2013007271,6,1
2013007275,4,1
2013007275,6,1
2013007275,3,2
2013007285,4,2
2013007285,6,2
2013007286,7,1
2013007286,9,1
2013007293,3,1
2013007293,8,1
2013007293,9,1
2013007293,3,2
2013007296,4,2
2013007296,6,2
2013007298,3,2
2013007298,6,2
2013007309,3,2
2013007309,9,2
2013007317,6,2
2013007330,9,1
2013007337,3,1
2013007344,6,2
2013007356,3,2
2013007356,7,2
2013007368,3,2
2013007369,3,2
2013007375,11,3
2013007418,3,2
2013007419,7,2
2013007419,9,2
2013007421,11,1
2013007426,4,2
2013007459,3,2
2013007475,5,3
2013007475,6,3
2013007475,7,3
2013007475,9,3
2013007477,4,2
2013007487,9,1
2013007523,3,2
2013007530,3,2
2013007530,7,2
2013007539,4,2
2013007539,6,2
2013007544,6,2
2013007553,10,2
2013007564,6,2
2013007567,3,1
2013007567,10,2
2013007594,9,2
2013007599,3,2
2013007599,7,2
2013007599,9,2
2013007599,3,3
2013007599,7,3
2013007603,3,2
2013007617,3,3
2013007617,7,3
2013007617,9,3
2013007622,9,1
2013007635,3,2
2013007635,4,2
2013007647,3,2
2013007649,4,1
2013007649,3,2
2013007653,6,1
2013007653,3,2
2013007663,6,1
2013007663,3,2
2013007682,3,2
2013007687,7,2
2013007687,9,2
2013007691,7,1
2013007704,6,3
2013007713,4,2
2013007725,6,1
2013007725,3,2
2013007729,3,2
2013007737,3,2
2013007745,4,1
2013007762,3,2
2013007773,4,1
2013007773,5,1
2013007774,3,2
2013007774,4,2
2013007774,6,2
2013007774,7,2
2013007775,2,3
2013007775,3,3
2013007792,3,2
2013007796,3,2
2013007796,4,2
2013007796,6,2
2013007816,3,2
2013007822,3,3
2013007833,7,3
2013007833,9,3
2013007847,9,1
2013007862,4,2
2013007862,6,2
2013007877,3,3
2013007896,9,2
2013007899,3,3
2013007899,9,3
2013007906,3,3
2013007909,3,2
2013007909,6,2
2013007910,4,1
2013007910,6,1
2013007910,3,3
2013007912,3,2
2013007912,7,2
2013007912,9,2
2013007913,3,2
2013007913,6,2
2013007926,3,2
2013007931,7,2
2013007931,9,2
2013007935,3,2
2013007935,7,2
2013007937,3,2
2013007942,4,2
2013007955,3,2
2013007957,9,3
2013007960,7,2
2013007963,3,2
2013007963,4,2
2013007963,6,2
2013007966,6,2
2013007973,7,2
2013007975,6,2
2013007990,8,3
2013007994,7,2
2013008017,6,1
2013008017,3,2
2013008022,9,2
2013008027,5,1
2013008030,3,2
2013008036,6,2
2013008036,7,2
2013008036,10,2
2013008038,7,1
2013008038,3,2
2013008040,4,2
2013008040,6,2
2013008040,7,2
2013008040,9,2
2013008044,3,1
2013008044,3,2
2013008044,9,2
2013008060,3,2
2013008066,3,2
2013008072,7,1
2013008074,3,2
2013008088,3,2
2013008090,10,1
2013008098,7,2
2013008102,6,2
2013008103,3,2
2013008103,4,2
2013008119,4,1
2013008119,3,2
2013008131,3,2
2013008131,9,2
2013008133,3,2
2013008133,9,2
2013008133,3,3
