CASENO,DRV_SEX,DRV_AGE,drassess,spdlimit,surf_typ,contrib1,contrib2,intox,stolen,vehcond1,vehcond2,vehcond3,com_body,cdplaccd,vehno
201414888,2.0,28.0,,60.0,2.0,52,0,4.0,,12,0,0,,,2
201414888,,,,,,0,0,,,0,0,0,,,3
201414889,2.0,43.0,,60.0,2.0,7,23,4.0,,12,0,0,,,1
201414889,1.0,29.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414890,1.0,17.0,,35.0,2.0,11,0,4.0,,12,0,0,,,1
201414890,1.0,39.0,,35.0,2.0,52,0,4.0,,12,0,0,,,2
201414891,,,,,2.0,5,0,9.0,,12,0,0,,,1
201414891,2.0,60.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201414893,1.0,33.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201414893,,,,,,0,0,,,0,0,0,,,2
201414896,1.0,43.0,,45.0,2.0,1,4,1.0,,12,0,0,,,1
201414896,,,,,,0,0,,,0,0,0,,,2
201414898,2.0,50.0,,50.0,1.0,23,0,4.0,,12,0,0,,,1
201414898,2.0,41.0,,50.0,1.0,6,0,4.0,,12,0,0,,,2
201414899,2.0,22.0,,60.0,2.0,16,0,4.0,,1,0,0,,,1
201414899,1.0,24.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414901,1.0,19.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201414901,1.0,63.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201414902,1.0,73.0,,30.0,1.0,23,0,4.0,,12,0,0,,,1
201414902,1.0,73.0,,30.0,1.0,18,0,4.0,,12,0,0,,,2
201414904,1.0,53.0,,60.0,2.0,23,5,4.0,,12,0,0,,,1
201414904,2.0,29.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414905,1.0,44.0,,35.0,1.0,23,7,4.0,,12,0,0,,,1
201414905,1.0,82.0,,35.0,1.0,18,0,4.0,,12,0,0,,,2
201414905,2.0,29.0,,,1.0,18,0,4.0,,12,0,0,,,3
201414906,2.0,19.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201414906,2.0,50.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201414907,2.0,19.0,,35.0,2.0,23,7,4.0,,12,0,0,,,1
201414907,1.0,43.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201414908,1.0,49.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201414908,2.0,26.0,,35.0,2.0,23,0,4.0,,12,0,0,,,2
201414909,1.0,64.0,,60.0,2.0,7,23,4.0,,12,0,0,,,1
201414909,1.0,40.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414910,2.0,19.0,,60.0,2.0,3,23,4.0,,12,0,0,,,1
201414910,1.0,24.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414910,2.0,31.0,,,2.0,18,0,4.0,,12,0,0,,,3
201414911,1.0,26.0,,35.0,2.0,7,0,4.0,,12,0,0,,,1
201414911,2.0,32.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201414913,1.0,46.0,,60.0,2.0,17,0,4.0,,12,0,0,,,1
201414914,2.0,30.0,,,1.0,17,0,9.0,,12,0,0,,,1
201414914,2.0,29.0,,,1.0,18,0,4.0,,12,0,0,,,2
201414916,2.0,28.0,,50.0,2.0,23,0,4.0,,12,0,0,,,1
201414916,1.0,43.0,,50.0,2.0,18,0,4.0,,12,0,0,,,2
201414920,2.0,36.0,,35.0,2.0,4,0,4.0,,12,0,0,,,1
201414920,1.0,38.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201414920,1.0,34.0,,,2.0,18,0,4.0,,12,0,0,,,3
201414921,,,,55.0,2.0,17,0,9.0,,12,0,0,,,1
201414921,,,,,,0,0,,,0,0,0,,,2
201414922,1.0,32.0,,70.0,2.0,23,4,4.0,,12,0,0,,,1
201414922,1.0,46.0,,70.0,2.0,18,0,4.0,,12,0,0,,,2
201414922,,,,,,0,0,,,0,0,0,,,3
201414923,2.0,27.0,0.0,30.0,2.0,1,12,1.0,,12,0,0,,,1
201414923,2.0,21.0,0.0,35.0,2.0,18,0,4.0,,12,0,0,,,2
201414924,2.0,58.0,,30.0,2.0,18,0,9.0,,12,0,0,,,1
201414924,,,,,,0,0,,,0,0,0,,,2
201414925,,,,30.0,1.0,23,7,9.0,,12,0,0,,,1
201414925,2.0,61.0,,30.0,1.0,18,0,4.0,,12,0,0,,,2
201414926,2.0,17.0,,,2.0,17,0,4.0,,12,0,0,,,1
201414926,,,,,,0,0,,,0,0,0,,,2
201414927,2.0,22.0,,60.0,1.0,5,0,4.0,,12,0,0,,,1
201414927,1.0,52.0,,60.0,1.0,18,0,4.0,,12,0,0,4.0,F,2
201414927,2.0,33.0,,,1.0,18,0,4.0,,12,0,0,,,3
201414928,1.0,61.0,,55.0,2.0,17,5,4.0,,12,0,0,,,1
201414928,2.0,55.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201414929,1.0,37.0,,50.0,2.0,17,0,9.0,,12,0,0,,,1
201414931,1.0,69.0,,35.0,2.0,7,0,4.0,,12,0,0,,,1
201414931,2.0,36.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201414931,2.0,37.0,,35.0,2.0,18,0,4.0,,12,0,0,,,3
201414932,1.0,20.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201414932,2.0,33.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414932,1.0,26.0,,,2.0,18,0,4.0,,12,0,0,,,3
201414934,1.0,70.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201414935,2.0,67.0,,60.0,2.0,5,0,4.0,,12,0,0,,,1
201414935,2.0,21.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414936,1.0,45.0,,25.0,2.0,5,0,4.0,,12,0,0,,,1
201414936,2.0,30.0,,25.0,2.0,18,0,4.0,,12,0,0,,,2
201414937,1.0,20.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201414937,1.0,62.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201414937,1.0,61.0,,,2.0,18,0,4.0,,12,0,0,,,3
201414938,1.0,77.0,,35.0,2.0,5,0,4.0,,12,0,0,,,1
201414938,2.0,20.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201414939,,,,,,0,0,,,0,0,0,,,1
201414939,,,,,2.0,17,0,9.0,,12,0,0,,,2
201414940,1.0,25.0,,60.0,2.0,14,0,4.0,,12,0,0,,,1
201414940,,,,,,0,0,,,0,0,0,,,2
201414941,2.0,29.0,,55.0,2.0,17,0,4.0,,12,0,0,,,1
201414942,1.0,18.0,,70.0,1.0,23,0,4.0,,12,0,0,,,1
201414942,,,,,,0,0,,,0,0,0,,,2
201414943,1.0,80.0,,70.0,2.0,18,0,4.0,,12,0,0,,,1
201414943,1.0,38.0,,60.0,2.0,16,0,4.0,,5,0,0,2.0,F,2
201414944,1.0,21.0,,50.0,2.0,3,6,9.0,,12,0,0,,,1
201414944,1.0,19.0,,50.0,2.0,18,0,4.0,,12,0,0,,,2
201414945,1.0,28.0,,60.0,2.0,17,0,4.0,,12,0,0,,,1
201414947,1.0,89.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201414947,2.0,28.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414948,1.0,33.0,9.0,60.0,1.0,1,0,1.0,,12,0,0,,,1
201414948,1.0,30.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414948,1.0,33.0,,,1.0,18,0,4.0,,12,0,0,,,3
201414949,2.0,32.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201414949,1.0,24.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414951,2.0,50.0,,60.0,2.0,45,4,4.0,,12,0,0,,,1
201414951,1.0,43.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414951,1.0,58.0,,,2.0,18,0,4.0,,12,0,0,,,3
201414952,1.0,34.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201414952,1.0,48.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414954,1.0,,,30.0,2.0,10,23,9.0,,12,0,0,,,1
201414954,1.0,34.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201414955,1.0,32.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201414955,1.0,56.0,,,2.0,18,0,4.0,,12,0,0,,,2
201414956,,,,30.0,2.0,18,0,9.0,,12,0,0,,,1
201414956,2.0,36.0,,30.0,2.0,4,7,4.0,,12,0,0,,,2
201414957,1.0,31.0,,40.0,2.0,7,0,4.0,,12,0,0,,,1
201414957,1.0,39.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201414958,2.0,48.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201414958,1.0,41.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414959,2.0,52.0,,60.0,1.0,1,0,1.0,,12,0,0,,,1
201414960,1.0,17.0,,60.0,2.0,51,7,4.0,,12,0,0,,,1
201414960,2.0,23.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414960,2.0,44.0,,,2.0,18,0,4.0,,12,0,0,,,3
201414963,1.0,59.0,,60.0,2.0,1,23,1.0,,12,0,0,,,1
201414963,1.0,40.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414965,1.0,51.0,,60.0,2.0,23,0,4.0,,12,0,0,,,1
201414965,1.0,32.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414966,2.0,52.0,,60.0,1.0,1,0,1.0,,12,0,0,,,1
201414966,1.0,28.0,,60.0,2.0,18,0,9.0,,12,0,0,,,2
201414967,1.0,54.0,,60.0,2.0,5,0,4.0,,12,0,0,,,1
201414967,1.0,59.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414968,1.0,49.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201414968,2.0,44.0,,60.0,1.0,52,0,4.0,,12,0,0,,,2
201414968,1.0,53.0,,,1.0,52,0,4.0,,12,0,0,,,3
201414969,2.0,26.0,,60.0,2.0,41,0,4.0,,12,0,0,,,1
201414969,1.0,60.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414970,,,,35.0,2.0,17,0,9.0,,12,0,0,,,1
201414970,1.0,29.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201414971,1.0,80.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201414971,2.0,31.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414971,1.0,55.0,,,2.0,18,0,4.0,,12,0,0,,,3
201414973,2.0,21.0,,60.0,2.0,16,0,4.0,,6,0,0,,,1
201414973,,,,,,0,0,,,0,0,0,,,2
201414974,2.0,27.0,,50.0,2.0,7,0,4.0,,12,0,0,,,1
201414974,2.0,31.0,,50.0,2.0,18,0,4.0,,12,0,0,,,2
201414975,1.0,28.0,,45.0,1.0,23,7,4.0,,12,0,0,,,1
201414975,2.0,32.0,,,1.0,18,0,4.0,,12,0,0,,,2
201414977,2.0,34.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201414977,1.0,50.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414977,1.0,59.0,,,1.0,18,0,4.0,,12,0,0,,,3
201414978,1.0,25.0,,60.0,1.0,7,23,4.0,,12,0,0,,,1
201414978,2.0,38.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414979,1.0,65.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201414979,2.0,31.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414979,2.0,31.0,,,1.0,18,0,4.0,,12,0,0,,,3
201414980,1.0,39.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201414980,1.0,29.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414981,1.0,44.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201414981,1.0,64.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414981,2.0,48.0,,,1.0,18,0,4.0,,12,0,0,,,3
201414982,1.0,39.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201414982,2.0,29.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414983,1.0,21.0,,60.0,1.0,7,23,4.0,,12,0,0,,,1
201414983,2.0,56.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414984,1.0,51.0,,25.0,2.0,22,0,4.0,,12,0,0,,,1
201414984,,,,,,0,0,,,0,0,0,,,2
201414985,1.0,61.0,,60.0,1.0,7,23,4.0,,12,0,0,,,1
201414985,2.0,30.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414986,,,,60.0,1.0,17,0,9.0,,12,0,0,,,1
201414986,2.0,60.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414987,1.0,33.0,,55.0,2.0,7,0,4.0,,12,0,0,,,1
201414987,1.0,30.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201414988,2.0,60.0,9.0,50.0,2.0,1,0,1.0,,12,0,0,,,1
201414988,,,,,,0,0,,,0,0,0,,,2
201414989,1.0,54.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201414989,2.0,35.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414989,2.0,32.0,,,1.0,18,0,4.0,,12,0,0,,,3
201414990,2.0,20.0,,60.0,1.0,23,5,4.0,,12,0,0,,,1
201414990,2.0,24.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201414991,1.0,27.0,,60.0,2.0,4,0,4.0,,12,0,0,,,1
201414991,1.0,42.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201414991,,,,,,0,0,,,0,0,0,,,3
201414992,1.0,64.0,,,2.0,8,4,4.0,,12,0,0,,,1
201414992,2.0,28.0,,35.0,2.0,52,0,4.0,,12,0,0,,,2
201414993,1.0,55.0,,25.0,2.0,23,24,4.0,,12,0,0,,,1
201414993,,,,,,0,0,,,0,0,0,,,2
201414994,1.0,50.0,,25.0,2.0,23,5,4.0,,12,0,0,,,1
201414994,1.0,66.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201414995,1.0,21.0,,60.0,2.0,23,0,4.0,,12,0,0,,,1
201414996,1.0,41.0,,40.0,2.0,23,0,4.0,,12,0,0,,,1
201414996,2.0,36.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201414996,1.0,46.0,,40.0,2.0,18,0,4.0,,12,0,0,,,3
201414998,1.0,36.0,,60.0,2.0,7,0,4.0,,12,0,0,,,1
201414998,1.0,53.0,,60.0,2.0,52,0,4.0,,12,0,0,,,2
201414999,2.0,49.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201414999,2.0,26.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201415000,2.0,22.0,,60.0,2.0,23,0,4.0,,12,0,0,,,1
201415000,1.0,29.0,,60.0,2.0,16,0,4.0,,11,0,0,,,2
201415001,1.0,57.0,,60.0,2.0,17,0,4.0,,12,0,0,,,1
201415001,1.0,33.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201415002,1.0,18.0,,40.0,1.0,51,0,9.0,,12,0,0,,,1
201415002,1.0,52.0,,40.0,1.0,18,0,4.0,,12,0,0,,,2
201415004,2.0,78.0,,35.0,2.0,23,5,4.0,,12,0,0,,,1
201415004,2.0,34.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201415004,1.0,44.0,,,2.0,18,0,4.0,,12,0,0,,,3
201415005,1.0,61.0,1.0,45.0,2.0,2,0,3.0,,12,0,0,,,1
201415005,1.0,41.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201415005,1.0,50.0,,,2.0,18,0,4.0,,12,0,0,,,3
201415008,1.0,32.0,,60.0,2.0,14,23,4.0,,12,0,0,,,1
201415008,1.0,64.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201415009,1.0,48.0,,50.0,2.0,7,0,4.0,,12,0,0,,,1
201415009,2.0,62.0,,50.0,2.0,18,0,4.0,,12,0,0,,,2
201415010,1.0,57.0,,35.0,2.0,7,0,4.0,,12,0,0,,,1
201415010,2.0,52.0,,,2.0,18,0,4.0,,12,0,0,,,2
201415011,2.0,50.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201415011,2.0,75.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201415013,,,,40.0,2.0,4,0,9.0,,12,0,0,,,1
201415013,1.0,22.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201415014,1.0,33.0,,60.0,2.0,4,7,4.0,,12,0,0,,,1
201415014,1.0,36.0,,,2.0,4,7,4.0,,12,0,0,,,2
201415016,1.0,34.0,,,2.0,17,52,4.0,,12,0,0,,,1
201415016,2.0,26.0,,,2.0,18,52,4.0,,12,0,0,,,2
201415017,2.0,77.0,,,2.0,23,0,4.0,,12,0,0,,,1
201415017,1.0,51.0,,,2.0,18,0,4.0,,12,0,0,,,2
201415018,1.0,83.0,,45.0,2.0,24,0,4.0,,12,0,0,,,1
201415018,2.0,49.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201415019,1.0,43.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201415019,2.0,31.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201415020,2.0,24.0,,60.0,1.0,16,7,4.0,,4,0,0,,,1
201415020,2.0,22.0,,60.0,1.0,17,0,4.0,,12,0,0,,,2
201415021,1.0,24.0,,30.0,2.0,7,0,4.0,,12,0,0,,,1
201415021,2.0,45.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201415022,2.0,55.0,,30.0,2.0,50,0,4.0,,12,0,0,,,1
201415022,1.0,21.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201415023,1.0,29.0,,60.0,1.0,23,0,4.0,,12,0,0,,,1
201415023,1.0,55.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415025,,57.0,,60.0,2.0,7,0,4.0,,12,0,0,,,1
201415025,2.0,57.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201415026,1.0,46.0,,65.0,2.0,18,0,4.0,,12,0,0,,,1
201415029,2.0,18.0,,60.0,1.0,18,0,4.0,,12,0,0,,,1
201415029,,,,,,0,0,,,0,0,0,,,2
201415030,1.0,22.0,,65.0,2.0,14,0,4.0,,12,0,0,,,1
201415030,,,,,,0,0,,,0,0,0,,,2
201415031,2.0,35.0,,30.0,1.0,18,0,4.0,,12,0,0,,,1
201415031,2.0,31.0,,,1.0,18,0,4.0,,12,0,0,,,2
201415032,1.0,17.0,,30.0,2.0,7,0,4.0,,12,0,0,,,1
201415032,1.0,67.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201415033,2.0,44.0,,30.0,2.0,5,0,4.0,,12,0,0,,,1
201415033,2.0,32.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201415034,2.0,20.0,,60.0,2.0,14,23,4.0,,12,0,0,,,1
201415036,1.0,18.0,9.0,,1.0,1,4,1.0,,12,0,0,,,1
201415036,,,,,,0,0,,,0,0,0,,,2
201415037,1.0,43.0,,70.0,2.0,18,0,4.0,,12,0,0,,,1
201415038,,,,70.0,2.0,23,7,9.0,,12,0,0,,,1
201415038,1.0,60.0,,60.0,2.0,18,0,4.0,,12,0,0,2.0,F,2
201415039,1.0,88.0,,60.0,2.0,23,0,4.0,,12,0,0,,,1
201415039,1.0,45.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201415040,1.0,55.0,0.0,60.0,2.0,49,0,4.0,,12,0,0,,,1
201415041,1.0,59.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201415042,1.0,86.0,,45.0,2.0,7,23,4.0,,12,0,0,,,1
201415042,1.0,59.0,,45.0,2.0,52,0,4.0,,12,0,0,,,2
201415043,1.0,75.0,,25.0,2.0,50,5,4.0,,12,0,0,,,1
201415043,1.0,30.0,,25.0,2.0,18,0,4.0,,12,0,0,,,2
201415044,2.0,17.0,,30.0,2.0,10,0,4.0,,12,0,0,,,1
201415044,2.0,48.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201415045,2.0,26.0,,25.0,2.0,12,23,4.0,,12,0,0,,,1
201415045,1.0,27.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201415046,1.0,17.0,,30.0,2.0,17,0,4.0,,12,0,0,,,1
201415046,1.0,58.0,,30.0,2.0,17,0,4.0,,12,0,0,,,2
201415050,2.0,26.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201415050,2.0,68.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415052,1.0,28.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201415052,2.0,29.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415053,1.0,47.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201415054,,,,30.0,2.0,17,0,4.0,,12,0,0,,,1
201415054,1.0,23.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201415055,1.0,51.0,,40.0,2.0,10,23,4.0,,12,0,0,,,1
201415055,1.0,67.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201415056,1.0,,,35.0,2.0,17,0,9.0,,12,0,0,,,1
201415056,2.0,52.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201415057,2.0,39.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201415057,1.0,31.0,,,2.0,18,0,4.0,,12,0,0,,,2
201415059,1.0,31.0,,40.0,2.0,5,0,4.0,,12,0,0,,,1
201415059,1.0,23.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201415060,1.0,80.0,,25.0,2.0,7,0,4.0,,12,0,0,,,1
201415060,2.0,30.0,,25.0,2.0,18,0,4.0,,12,0,0,,,2
201415061,1.0,84.0,,40.0,2.0,23,0,4.0,,12,0,0,,,1
201415061,1.0,31.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201415061,1.0,32.0,,,2.0,18,0,4.0,,12,0,0,,,3
201415063,1.0,27.0,,60.0,9.0,4,17,4.0,,12,0,0,,,1
201415063,1.0,47.0,,60.0,9.0,18,0,4.0,,12,0,0,,,2
201415064,1.0,26.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201415064,1.0,30.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415067,1.0,44.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201415067,2.0,30.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415067,1.0,27.0,,,1.0,18,0,4.0,,12,0,0,,,3
201415068,2.0,22.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201415068,1.0,35.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415068,2.0,39.0,,,1.0,18,0,4.0,,12,0,0,,,3
201415069,1.0,39.0,,60.0,1.0,4,23,4.0,,12,0,0,,,1
201415069,2.0,60.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415069,2.0,54.0,,,1.0,18,0,4.0,,12,0,0,,,3
201415070,1.0,30.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201415070,,,,60.0,1.0,18,0,9.0,,12,0,0,,,2
201415071,1.0,26.0,,60.0,1.0,7,23,4.0,,12,0,0,,,1
201415071,2.0,32.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415071,2.0,26.0,,,1.0,18,0,4.0,,12,0,0,,,3
201415072,1.0,31.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201415072,1.0,58.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415072,,,,,1.0,18,0,9.0,,12,0,0,,,3
201415073,1.0,56.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201415073,2.0,57.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415074,1.0,62.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201415074,1.0,36.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415075,1.0,27.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201415075,2.0,23.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415077,,,,35.0,9.0,51,0,9.0,,12,0,0,,,1
201415077,1.0,58.0,,35.0,9.0,52,0,9.0,,12,0,0,,,2
201415078,2.0,58.0,,30.0,1.0,3,4,4.0,,12,0,0,,,1
201415080,1.0,56.0,,30.0,2.0,4,0,4.0,,12,0,0,,,1
201415080,2.0,34.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201415084,1.0,33.0,9.0,35.0,2.0,1,23,3.0,,12,0,0,,,1
201415084,,,,,,0,0,,,0,0,0,,,2
201415085,1.0,85.0,,35.0,1.0,5,0,9.0,,12,0,0,,,1
201415085,1.0,37.0,,35.0,1.0,52,0,9.0,,12,0,0,,,2
201415085,1.0,80.0,,,1.0,52,0,9.0,,12,0,0,,,3
201415086,1.0,40.0,,35.0,1.0,5,0,4.0,,12,0,0,,,1
201415086,2.0,29.0,,35.0,1.0,18,0,4.0,,12,0,0,,,2
201415087,1.0,46.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201415087,1.0,25.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415088,2.0,88.0,,35.0,1.0,52,0,4.0,,12,0,0,,,1
201415088,2.0,68.0,,35.0,1.0,10,0,4.0,,12,0,0,,,2
201415089,1.0,51.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201415089,2.0,25.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415089,1.0,30.0,,60.0,1.0,18,0,4.0,,12,0,0,,,3
201415091,1.0,49.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201415091,2.0,37.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415092,2.0,28.0,,60.0,1.0,23,7,4.0,,12,0,0,,,1
201415092,2.0,34.0,,60.0,1.0,52,0,4.0,,12,0,0,,,2
201415093,2.0,25.0,,60.0,1.0,17,23,4.0,,12,0,0,,,1
201415093,2.0,67.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415093,,,,,,0,0,,,0,0,0,,,3
201415095,1.0,32.0,,60.0,1.0,16,23,4.0,,1,0,0,,,1
201415095,2.0,44.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415096,2.0,28.0,,60.0,1.0,23,7,4.0,,12,0,0,,,1
201415096,2.0,47.0,,60.0,1.0,52,0,4.0,,12,0,0,,,2
201415097,2.0,23.0,,60.0,1.0,23,7,4.0,,12,0,0,,,1
201415097,1.0,60.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415098,1.0,61.0,,60.0,1.0,23,4,4.0,,12,0,0,,,1
201415098,2.0,52.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415099,1.0,20.0,,60.0,1.0,23,4,4.0,,12,0,0,,,1
201415099,1.0,44.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415100,2.0,42.0,,60.0,1.0,5,0,4.0,,12,0,0,,,1
201415100,1.0,42.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415100,,,,,,0,0,,,0,0,0,,,3
201415101,1.0,28.0,,60.0,1.0,23,7,4.0,,12,0,0,,,1
201415101,2.0,46.0,,60.0,1.0,52,0,4.0,,12,0,0,,,2
201415102,1.0,23.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201415102,2.0,37.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201415102,2.0,41.0,,60.0,1.0,18,0,4.0,,12,0,0,,,3
201415104,1.0,26.0,,50.0,1.0,7,0,4.0,,12,0,0,,,1
201415104,1.0,32.0,,50.0,1.0,18,0,4.0,,12,0,0,,,2
201415105,2.0,50.0,,60.0,1.0,52,0,4.0,,12,0,0,,,1
201415105,,,,60.0,1.0,17,0,9.0,,12,0,0,,,2
