CASENO,DRV_SEX,DRV_AGE,drassess,spdlimit,surf_typ,contrib1,contrib2,intox,stolen,vehcond1,vehcond2,vehcond3,com_body,cdplaccd,vehno
201431939,1.0,28.0,,50.0,2.0,4,6,4.0,,12,0,0,,,1
201431940,1.0,32.0,,60.0,2.0,4,0,9.0,,12,0,0,,,1
201431941,1.0,34.0,,40.0,2.0,7,0,4.0,,12,0,0,,,1
201431941,2.0,46.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201431942,1.0,21.0,,55.0,2.0,4,0,4.0,,12,0,0,,,1
201431944,2.0,58.0,,50.0,2.0,18,0,4.0,,12,0,0,,,1
201431944,1.0,53.0,,50.0,2.0,5,0,4.0,,12,0,0,,,2
201431945,2.0,24.0,9.0,60.0,1.0,1,0,1.0,,12,0,0,,,1
201431945,,,,,,0,0,,,0,0,0,,,2
201431946,,,,35.0,2.0,51,0,9.0,,0,0,0,,,1
201431946,1.0,42.0,,35.0,2.0,52,0,4.0,,12,0,0,,,2
201431947,1.0,20.0,,60.0,1.0,5,0,4.0,,12,0,0,,,1
201431947,,,,,,0,0,,,0,0,0,,,2
201431949,1.0,80.0,,60.0,2.0,7,0,4.0,,12,0,0,,,1
201431949,1.0,23.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201431950,2.0,18.0,,50.0,2.0,23,0,4.0,,12,0,0,,,1
201431951,2.0,35.0,,55.0,2.0,23,7,4.0,,12,0,0,,,1
201431951,2.0,41.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201431953,1.0,37.0,,55.0,2.0,7,0,4.0,,12,0,0,,,1
201431953,2.0,21.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201431954,2.0,64.0,,70.0,2.0,16,17,4.0,,5,0,0,,,1
201431956,1.0,61.0,,55.0,2.0,4,50,4.0,,12,0,0,,,1
201431956,1.0,46.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201431957,1.0,17.0,,70.0,2.0,23,0,4.0,,12,0,0,,,1
201431958,2.0,73.0,,70.0,1.0,10,0,4.0,,12,0,0,,,1
201431958,1.0,55.0,,70.0,1.0,18,0,4.0,,12,0,0,,,2
201431959,2.0,29.0,,55.0,1.0,7,0,4.0,,12,0,0,,,1
201431959,2.0,50.0,,55.0,1.0,18,0,4.0,,12,0,0,,,2
201431960,1.0,59.0,,70.0,2.0,7,0,4.0,,12,0,0,,,1
201431960,1.0,55.0,,60.0,2.0,18,0,4.0,,12,0,0,3.0,F,2
201431961,2.0,39.0,,50.0,2.0,8,0,4.0,,12,0,0,,,1
201431961,1.0,37.0,,50.0,2.0,8,0,4.0,,12,0,0,,,2
201431962,1.0,51.0,,60.0,2.0,1,0,1.0,,12,0,0,,,1
201431963,1.0,22.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201431964,2.0,41.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201431965,2.0,63.0,,60.0,2.0,17,0,4.0,,12,0,0,,,1
201431966,1.0,55.0,,60.0,2.0,5,52,4.0,,12,0,0,,,1
201431966,1.0,65.0,,60.0,2.0,40,51,4.0,,12,0,0,,,2
201431967,1.0,55.0,,60.0,2.0,4,7,4.0,,12,0,0,,,1
201431967,2.0,65.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201431968,1.0,61.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201431969,1.0,42.0,,,2.0,14,23,4.0,,12,0,0,,,1
201431969,1.0,51.0,,,2.0,17,0,4.0,,12,0,0,,,2
201431970,1.0,57.0,,30.0,2.0,17,23,4.0,,12,0,0,,,1
201431970,,,,,,0,0,,,0,0,0,,,2
201431971,2.0,30.0,,35.0,3.0,7,0,4.0,,12,0,0,,,1
201431971,2.0,25.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201431972,2.0,35.0,,20.0,2.0,10,23,4.0,,12,0,0,,,1
201431972,1.0,68.0,,20.0,2.0,18,0,4.0,,12,0,0,,,2
201431973,2.0,66.0,,40.0,2.0,17,0,4.0,,12,0,0,,,1
201431973,2.0,55.0,,40.0,2.0,17,0,4.0,,12,0,0,,,2
201431974,1.0,25.0,,70.0,1.0,18,0,4.0,,12,0,0,,,1
201431974,2.0,46.0,,70.0,1.0,1,4,1.0,,12,0,0,,,2
201431975,1.0,67.0,,50.0,2.0,5,0,4.0,,12,0,0,5.0,F,1
201431975,2.0,22.0,,50.0,2.0,18,0,4.0,,12,0,0,,,2
201431976,1.0,21.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201431976,1.0,65.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201431977,1.0,35.0,,50.0,2.0,7,23,4.0,,12,0,0,,,1
201431977,1.0,56.0,,50.0,2.0,18,0,4.0,,12,0,0,,,2
201431979,2.0,27.0,,40.0,2.0,49,0,4.0,,12,0,0,,,1
201431979,2.0,45.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201431980,2.0,60.0,,35.0,2.0,16,0,4.0,,0,0,0,,,1
201431981,,27.0,,60.0,2.0,24,0,9.0,,12,0,0,,,1
201431981,1.0,50.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201431982,1.0,37.0,,60.0,2.0,17,0,4.0,,12,0,0,3.0,T,1
201431982,,,,,,0,0,,,0,0,0,,,2
201431983,1.0,19.0,,55.0,2.0,10,16,4.0,,3,0,0,,,1
201431983,2.0,17.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201431984,2.0,20.0,,50.0,2.0,4,0,4.0,,12,0,0,,,1
201431985,1.0,72.0,,25.0,1.0,23,0,4.0,,12,0,0,,,1
201431985,1.0,54.0,,25.0,1.0,18,0,4.0,,12,0,0,,,2
201431986,2.0,43.0,,55.0,2.0,4,0,4.0,,12,0,0,,,1
201431986,,,,,,0,0,,,0,0,0,,,2
201431987,1.0,25.0,,25.0,2.0,23,7,4.0,,12,0,0,,,1
201431987,1.0,46.0,,25.0,2.0,18,0,4.0,,12,0,0,,,2
201431988,2.0,36.0,,55.0,2.0,52,0,4.0,,12,0,0,,,1
201431989,2.0,30.0,,30.0,2.0,23,0,4.0,,12,0,0,,,1
201431989,1.0,32.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201431990,1.0,20.0,,40.0,2.0,11,0,4.0,,12,0,0,,,1
201431990,2.0,26.0,,25.0,2.0,18,0,4.0,,12,0,0,,,2
201431991,,,,,,18,0,,,0,0,0,,,1
201431992,2.0,20.0,,45.0,2.0,7,23,4.0,,10,0,0,,,1
201431992,2.0,28.0,,45.0,2.0,7,0,4.0,,12,0,0,,,2
201431993,2.0,50.0,,35.0,2.0,5,0,4.0,,12,0,0,,,1
201431993,2.0,45.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201431994,2.0,57.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201431994,2.0,28.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201431995,2.0,32.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201431995,1.0,32.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201431996,2.0,23.0,,25.0,2.0,10,0,4.0,,12,0,0,,,1
201431996,1.0,71.0,,25.0,2.0,18,0,4.0,,12,0,0,,,2
201431997,2.0,52.0,,40.0,2.0,7,0,4.0,,12,0,0,,,1
201431997,1.0,75.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201432000,2.0,40.0,,60.0,2.0,17,0,4.0,,12,0,0,,,1
201432000,,,,,,0,0,,,0,0,0,,,2
201432000,1.0,21.0,,60.0,2.0,17,0,4.0,,12,0,0,,,3
201432001,2.0,50.0,,40.0,1.0,5,0,4.0,,12,0,0,,,1
201432001,1.0,32.0,,40.0,1.0,18,0,4.0,,12,0,0,,,2
201432001,1.0,71.0,,40.0,1.0,18,0,4.0,,0,0,0,,,3
201432002,1.0,28.0,,45.0,2.0,2,23,4.0,,12,0,0,,,1
201432002,2.0,21.0,,45.0,2.0,52,0,4.0,,12,0,0,,,2
201432004,2.0,19.0,,35.0,1.0,7,0,4.0,,12,0,0,,,1
201432004,1.0,38.0,,35.0,1.0,18,0,4.0,,12,0,0,,,2
201432005,1.0,30.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201432005,1.0,49.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432006,1.0,20.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201432006,1.0,38.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432006,,,,60.0,,18,0,9.0,,12,0,0,,,3
201432008,1.0,24.0,,40.0,2.0,10,0,4.0,,12,0,0,,,1
201432008,1.0,43.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201432008,,,,,,0,0,,,0,0,0,,,3
201432009,1.0,42.0,,35.0,1.0,7,0,4.0,,12,0,0,,,1
201432009,1.0,78.0,,35.0,1.0,52,0,4.0,,12,0,0,,,2
201432010,2.0,61.0,,40.0,2.0,10,0,4.0,,12,0,0,,,1
201432010,1.0,48.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201432011,1.0,31.0,,35.0,2.0,1,24,1.0,,12,0,0,,,1
201432011,2.0,40.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432012,2.0,56.0,,60.0,1.0,7,4,4.0,,12,0,0,,,1
201432012,2.0,40.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432013,,,,30.0,1.0,10,0,9.0,,12,0,0,,,1
201432013,1.0,57.0,,30.0,1.0,18,0,4.0,,0,0,0,,,2
201432014,,,,30.0,2.0,51,7,9.0,,12,0,0,,,1
201432014,2.0,38.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201432015,2.0,44.0,,30.0,2.0,11,0,,,12,0,0,,,1
201432015,1.0,32.0,,30.0,2.0,18,0,,,12,0,0,,,2
201432015,2.0,64.0,,30.0,2.0,18,0,9.0,,12,0,0,,,3
201432017,1.0,64.0,,45.0,1.0,23,7,4.0,,12,0,0,,,1
201432017,1.0,60.0,,45.0,1.0,0,18,4.0,,12,0,0,,,2
201432018,1.0,60.0,,35.0,1.0,23,0,4.0,,12,0,0,,,1
201432018,1.0,45.0,,35.0,1.0,18,0,4.0,,12,0,0,,,2
201432019,1.0,60.0,,35.0,1.0,23,0,9.0,,12,0,0,,,1
201432019,2.0,50.0,,35.0,1.0,23,0,9.0,,12,0,0,,,2
201432021,1.0,59.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201432021,1.0,64.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432022,1.0,32.0,,35.0,2.0,23,4,4.0,,12,0,0,,,1
201432022,2.0,45.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432022,1.0,39.0,,35.0,2.0,18,0,4.0,,12,0,0,,,3
201432024,1.0,66.0,,60.0,1.0,17,0,4.0,,12,0,0,3.0,F,1
201432024,1.0,45.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432024,1.0,58.0,,60.0,1.0,18,0,4.0,,12,0,0,4.0,F,3
201432025,2.0,59.0,,60.0,1.0,18,0,4.0,,12,0,0,,,1
201432025,2.0,36.0,,60.0,1.0,7,0,4.0,,12,0,0,,,2
201432025,2.0,20.0,,60.0,1.0,7,0,4.0,,12,0,0,,,3
201432026,1.0,29.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201432026,1.0,37.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432027,2.0,21.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201432027,1.0,71.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432028,1.0,23.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201432028,,,,60.0,1.0,7,0,9.0,,12,0,0,,,2
201432028,1.0,77.0,,60.0,1.0,7,0,4.0,,12,0,0,,,3
201432029,1.0,52.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201432029,,,,,,0,0,,,0,0,0,,,2
201432030,2.0,56.0,,60.0,2.0,17,0,4.0,,12,0,0,,,1
201432030,1.0,21.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432031,1.0,25.0,,60.0,1.0,5,0,4.0,,12,0,0,,,1
201432031,1.0,35.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432031,2.0,24.0,,60.0,1.0,18,0,4.0,,12,0,0,,,3
201432032,1.0,24.0,,60.0,1.0,7,0,9.0,,12,0,0,,,1
201432032,2.0,18.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432033,2.0,23.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201432033,2.0,49.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432034,1.0,23.0,,60.0,1.0,4,0,4.0,,12,0,0,5.0,F,1
201432034,,,,,,0,0,,,0,0,0,,,2
201432035,1.0,44.0,,35.0,2.0,18,0,4.0,,12,0,0,,,1
201432035,,,,35.0,2.0,17,0,9.0,,12,0,0,,,2
201432036,2.0,18.0,,,2.0,4,0,4.0,,12,0,0,,,1
201432037,1.0,24.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201432037,1.0,40.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432038,,,,25.0,1.0,10,23,9.0,,0,0,0,,,1
201432038,,,,,,0,0,,,0,0,0,,,2
201432039,2.0,19.0,,60.0,2.0,5,0,4.0,,12,0,0,,,1
201432039,1.0,44.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432040,1.0,21.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201432040,1.0,54.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432041,2.0,24.0,,40.0,2.0,17,0,4.0,,12,0,0,,,1
201432041,,,,,,0,0,,,0,0,0,,,2
201432042,,,,40.0,2.0,23,0,9.0,,0,0,0,,,1
201432042,1.0,41.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201432043,2.0,,,35.0,2.0,51,0,9.0,,12,0,0,,,1
201432043,2.0,83.0,,35.0,2.0,52,0,9.0,,12,0,0,,,2
201432044,1.0,23.0,,50.0,2.0,14,0,4.0,,12,0,0,,,1
201432044,,,,,,0,0,,,0,0,0,,,2
201432045,1.0,53.0,,60.0,2.0,23,0,4.0,,12,0,0,,,1
201432045,2.0,76.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432046,1.0,26.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201432046,1.0,49.0,,,2.0,18,0,4.0,,12,0,0,,,2
201432047,1.0,51.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201432047,,,,,2.0,51,0,9.0,,12,0,0,,,2
201432047,1.0,55.0,,,2.0,18,0,4.0,,12,0,0,,,3
201432048,1.0,57.0,,,2.0,4,0,4.0,,12,0,0,,,1
201432048,1.0,23.0,,,2.0,18,0,4.0,,12,0,0,,,2
201432050,,,,40.0,2.0,23,4,9.0,,12,0,0,,,1
201432050,2.0,30.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201432051,1.0,43.0,,35.0,2.0,4,0,4.0,,12,0,0,,,1
201432051,1.0,35.0,,,2.0,18,0,4.0,,12,0,0,,,2
201432052,1.0,22.0,,45.0,2.0,11,0,4.0,,12,0,0,,,1
201432052,1.0,18.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201432053,1.0,31.0,,,2.0,7,0,4.0,,12,0,0,,,1
201432053,2.0,36.0,,,2.0,18,0,4.0,,12,0,0,,,2
201432054,2.0,25.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201432054,2.0,27.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432054,1.0,44.0,,60.0,1.0,18,0,4.0,,12,0,0,,,3
201432056,1.0,21.0,,60.0,2.0,6,23,2.0,,12,0,0,,,1
201432056,1.0,58.0,,60.0,2.0,52,0,4.0,,12,0,0,,,2
201432057,1.0,51.0,,60.0,2.0,17,0,4.0,,12,0,0,,,1
201432057,2.0,24.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432058,1.0,50.0,,60.0,2.0,4,0,4.0,,12,0,0,,,1
201432058,1.0,49.0,,60.0,2.0,7,0,4.0,,12,0,0,,,2
201432058,2.0,40.0,,60.0,2.0,18,0,4.0,,12,0,0,,,3
201432059,1.0,50.0,,,2.0,23,0,4.0,,12,0,0,,,1
201432059,1.0,48.0,,,2.0,18,0,4.0,,12,0,0,,,2
201432060,1.0,36.0,,60.0,1.0,5,7,4.0,,12,0,0,,,1
201432060,1.0,35.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432062,1.0,22.0,,35.0,2.0,3,23,4.0,,12,0,0,,,1
201432062,2.0,52.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432063,2.0,21.0,,40.0,2.0,3,0,4.0,,12,0,0,,,1
201432063,2.0,28.0,,40.0,2.0,52,0,4.0,,12,0,0,,,2
201432064,1.0,24.0,,30.0,2.0,23,0,3.0,,12,0,0,,,1
201432064,,,,,,0,0,,,0,0,0,,,2
201432067,1.0,51.0,,45.0,2.0,4,0,4.0,,12,0,0,,,1
201432067,1.0,29.0,,45.0,2.0,17,0,4.0,,12,0,0,,,2
201432068,1.0,51.0,,60.0,2.0,4,0,4.0,,12,0,0,,,1
201432068,2.0,35.0,,60.0,2.0,16,0,4.0,,8,0,0,,,2
201432070,2.0,58.0,,55.0,2.0,18,0,4.0,,12,0,0,,,1
201432071,1.0,57.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201432071,,,,,,0,0,,,0,0,0,,,2
201432072,1.0,55.0,,70.0,2.0,18,0,4.0,,12,0,0,,,1
201432072,,,,,,0,0,,,0,0,0,,,2
201432073,1.0,19.0,,60.0,2.0,16,17,9.0,,5,0,0,,,1
201432073,,,,,,0,0,,,0,0,0,,,2
201432074,1.0,63.0,,60.0,2.0,17,23,4.0,,12,0,0,,,1
201432075,1.0,23.0,,60.0,2.0,14,0,4.0,,12,0,0,,,1
201432075,,,,,,0,0,,,0,0,0,,,2
201432076,1.0,22.0,,55.0,2.0,14,0,4.0,,12,0,0,,,1
201432076,1.0,62.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201432077,1.0,50.0,,55.0,2.0,49,0,4.0,,12,0,0,9.0,,1
201432077,,,,,,0,0,,,0,0,0,,,2
201432078,1.0,42.0,,55.0,2.0,17,0,2.0,,12,0,0,,,1
201432078,1.0,57.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201432078,2.0,50.0,,55.0,2.0,18,0,4.0,,12,0,0,,,3
201432079,,,,70.0,2.0,51,0,9.0,,12,0,0,,,1
201432079,2.0,31.0,,70.0,2.0,18,0,4.0,,12,0,0,,,2
201432079,,,,,,0,0,,,0,0,0,,,3
201432080,1.0,19.0,,55.0,2.0,18,0,4.0,,12,0,0,,,1
201432082,1.0,24.0,,30.0,1.0,7,0,4.0,,12,0,0,,,1
201432082,2.0,60.0,,30.0,1.0,52,0,4.0,,12,0,0,,,2
201432083,2.0,52.0,9.0,50.0,2.0,1,0,1.0,,12,0,0,,,1
201432083,,,,,,0,0,,,0,0,0,,,2
201432084,2.0,63.0,,45.0,2.0,23,7,4.0,,12,0,0,,,1
201432084,1.0,29.0,,,2.0,18,0,4.0,,12,0,0,,,2
201432085,1.0,27.0,,60.0,2.0,7,0,4.0,,12,0,0,,,1
201432085,1.0,69.0,,60.0,2.0,52,0,4.0,,12,0,0,,,2
201432085,1.0,47.0,,60.0,2.0,52,0,4.0,,12,0,0,,,3
201432086,1.0,25.0,,35.0,2.0,23,40,4.0,,12,0,0,,,1
201432086,1.0,68.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432088,1.0,25.0,,60.0,2.0,4,0,4.0,,12,0,0,,,1
201432088,2.0,21.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432089,1.0,17.0,,50.0,2.0,4,0,4.0,,12,0,0,,,1
201432090,1.0,22.0,,35.0,2.0,14,23,4.0,,12,0,0,,,1
201432090,1.0,40.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432091,1.0,47.0,,55.0,2.0,6,7,4.0,,12,0,0,,,1
201432091,1.0,67.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201432092,2.0,51.0,,35.0,2.0,23,7,4.0,,12,0,0,,,1
201432092,2.0,53.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432093,,20.0,,40.0,2.0,4,0,4.0,,12,0,0,,,1
201432093,1.0,46.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201432094,1.0,34.0,,35.0,1.0,23,7,4.0,,12,0,0,,,1
201432094,1.0,68.0,,35.0,1.0,18,0,4.0,,12,0,0,,,2
201432094,1.0,59.0,,35.0,1.0,18,0,4.0,,12,0,0,,,3
201432095,1.0,38.0,,35.0,2.0,4,0,4.0,,12,0,0,,,1
201432095,1.0,37.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432095,1.0,54.0,,35.0,2.0,18,0,4.0,,12,0,0,,,3
201432096,2.0,28.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201432096,2.0,23.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432097,2.0,30.0,,60.0,2.0,17,0,4.0,,12,0,0,,,1
201432097,1.0,25.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432098,,,,60.0,2.0,23,7,9.0,,12,0,0,,,1
201432098,1.0,39.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432098,2.0,21.0,,60.0,2.0,18,0,4.0,,12,0,0,,,3
201432099,1.0,54.0,,60.0,1.0,23,4,4.0,,12,0,0,,,1
201432099,2.0,20.0,,60.0,1.0,23,7,4.0,,12,0,0,,,2
201432099,2.0,45.0,,60.0,2.0,18,0,4.0,,12,0,0,,,3
201432100,2.0,24.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201432100,1.0,28.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432101,2.0,46.0,,60.0,1.0,4,50,4.0,,12,0,0,,,1
201432101,1.0,64.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432102,1.0,21.0,,60.0,2.0,23,7,4.0,,12,0,0,,,1
201432102,1.0,64.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432103,2.0,33.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201432103,,,,,,0,0,,,0,0,0,,,2
201432104,,,,60.0,2.0,17,0,9.0,,12,0,0,,,1
201432104,2.0,30.0,,60.0,2.0,7,0,4.0,,12,0,0,,,2
201432105,1.0,62.0,,50.0,2.0,10,0,4.0,,12,0,0,2.0,F,1
201432105,,,,,,0,0,,,0,0,0,,,2
201432106,2.0,97.0,,35.0,1.0,23,0,4.0,,12,0,0,,,1
201432106,1.0,59.0,,55.0,1.0,18,0,4.0,,12,0,0,,,2
201432107,1.0,26.0,,60.0,2.0,4,0,4.0,,12,0,0,,,1
201432107,1.0,41.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432107,1.0,56.0,,60.0,2.0,18,0,4.0,,12,0,0,,,3
201432108,1.0,51.0,,30.0,2.0,10,0,4.0,,12,0,0,,,1
201432108,2.0,57.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432109,1.0,40.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201432109,2.0,29.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432109,1.0,61.0,,60.0,2.0,18,0,4.0,,12,0,0,,,3
201432110,1.0,55.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201432110,1.0,39.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432110,1.0,33.0,,60.0,2.0,18,0,4.0,,12,0,0,,,3
201432111,1.0,27.0,,60.0,2.0,4,0,4.0,,12,0,0,,,1
201432111,1.0,62.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432112,2.0,18.0,,60.0,2.0,4,0,4.0,,12,0,0,,,1
201432112,1.0,25.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432112,2.0,44.0,,60.0,2.0,18,0,4.0,,12,0,0,,,3
201432113,1.0,63.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201432114,1.0,38.0,,60.0,2.0,23,7,9.0,,12,0,0,,,1
201432114,1.0,62.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201432115,1.0,62.0,,,2.0,5,0,4.0,,12,0,0,,,1
201432115,1.0,31.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432116,1.0,19.0,9.0,35.0,2.0,1,0,1.0,,12,0,0,,,1
201432116,1.0,22.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432117,2.0,63.0,,70.0,2.0,18,0,4.0,,12,0,0,,,1
201432117,2.0,26.0,,70.0,2.0,18,0,4.0,,12,0,0,,,2
201432117,,,,,,0,0,,,0,0,0,,,3
201432118,1.0,32.0,,35.0,2.0,18,0,4.0,,12,0,0,,,1
201432118,,39.0,,25.0,2.0,5,23,4.0,,12,0,0,,,2
201432118,,,,,,0,0,,,0,0,0,,,3
201432119,,29.0,,70.0,1.0,1,4,1.0,,12,0,0,,,1
201432119,2.0,61.0,,70.0,1.0,18,0,4.0,,12,0,0,,,2
201432120,1.0,67.0,,60.0,1.0,52,0,4.0,,12,0,0,4.0,F,1
201432120,2.0,24.0,,70.0,1.0,52,0,4.0,,12,0,0,,,2
201432121,1.0,44.0,,35.0,2.0,23,7,4.0,,12,0,0,,,1
201432121,1.0,26.0,,35.0,2.0,52,0,4.0,,12,0,0,,,2
201432122,1.0,65.0,,60.0,1.0,23,0,9.0,,12,0,0,,,1
201432122,1.0,32.0,0.0,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432123,1.0,54.0,,60.0,2.0,17,0,4.0,,12,0,0,4.0,,1
201432123,1.0,56.0,,60.0,2.0,17,0,4.0,,12,0,0,,,2
201432125,2.0,22.0,,35.0,2.0,7,0,4.0,,12,0,0,,,1
201432125,1.0,34.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432126,1.0,72.0,,45.0,2.0,5,0,4.0,,12,0,0,,,1
201432126,1.0,41.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201432127,1.0,50.0,,45.0,2.0,7,0,4.0,,12,0,0,,,1
201432127,1.0,45.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201432129,2.0,37.0,,45.0,2.0,1,7,1.0,,12,0,0,,,1
201432129,2.0,16.0,,45.0,2.0,52,0,4.0,,12,0,0,,,2
201432129,1.0,32.0,,45.0,2.0,52,0,4.0,,12,0,0,,,3
201432130,2.0,43.0,,30.0,2.0,18,0,4.0,,12,0,0,,,1
201432130,1.0,47.0,,,2.0,23,0,4.0,,12,0,0,,,2
201432131,1.0,21.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201432131,1.0,24.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201432132,2.0,90.0,,,1.0,23,5,4.0,,12,0,0,,,1
201432132,1.0,18.0,,35.0,1.0,18,0,4.0,,12,0,0,,,2
201432133,1.0,37.0,,35.0,2.0,19,0,9.0,,12,0,0,,,1
201432133,2.0,32.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432133,2.0,33.0,,35.0,2.0,18,0,4.0,,12,0,0,,,3
201432135,1.0,34.0,,35.0,2.0,11,23,4.0,,12,0,0,,,1
201432135,2.0,54.0,,25.0,2.0,18,0,4.0,,12,0,0,,,2
201432135,,,,,,0,0,,,0,0,0,,,3
201432136,1.0,45.0,,35.0,2.0,5,0,4.0,,12,0,0,,,1
201432136,1.0,38.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201432138,1.0,19.0,,50.0,2.0,23,7,4.0,,12,0,0,,,1
201432138,1.0,50.0,,50.0,2.0,18,0,4.0,,12,0,0,,,2
