CASENO,SEATPOS,VEHNO
201500591,9,2
201500592,3,2
2015005923,10,2
201500598,3,2
201500602,3,2
201500602,7,2
201500605,9,2
201500611,7,2
201500611,9,2
201500613,3,2
201500620,3,2
201500623,9,1
201500625,3,2
201500626,3,2
201500627,3,2
201500627,7,2
201500628,3,2
201500629,11,2
201500632,3,2
201500632,7,2
2015006404,3,1
2015006405,4,1
2015006405,5,1
2015006405,2,2
2015006405,3,2
2015006405,5,2
2015006423,4,2
2015006423,6,2
201500643,6,2
201500645,3,2
201500653,3,2
201500653,7,2
201500653,8,2
201500653,9,2
201500661,3,1
201500661,9,1
2015006727,3,2
2015006727,9,2
2015006727,3,3
201500681,3,2
201500684,3,1
201500685,4,2
201500686,3,2
201500686,3,3
201500689,3,2
201500690,4,1
201500690,5,1
201500690,6,1
201500692,4,3
201500702,3,3
201500706,3,2
201500706,3,3
201500707,3,2
201500711,3,2
201500713,3,2
201500713,4,2
201500713,6,2
201500719,3,2
201500722,3,2
2015007267,7,1
2015007267,9,1
201500730,3,2
201500730,4,2
201500730,6,2
201500736,3,2
201500736,9,2
201500738,3,3
201500738,7,3
201500743,3,2
201500744,3,2
201500751,3,2
201500756,3,2
201500756,7,2
201500756,9,2
201500757,1,1
201500757,3,1
201500757,6,1
201500760,3,2
201500761,3,1
201500762,3,2
201500763,5,2
201500764,3,2
201500767,7,1
2015007723,3,2
201500776,7,1
201500778,3,2
201500779,3,2
201500779,7,2
201500785,3,2
201500785,6,2
2015007932,3,2
201500794,5,1
201500794,6,1
201500796,3,2
201500797,9,1
201500799,9,1
201500800,9,1
2015008044,3,2
201500811,3,1
201500813,3,2
201500817,3,1
201500819,7,1
201500821,3,2
201500827,3,2
201500827,6,2
201500834,2,2
201500834,3,2
201500834,5,2
201500834,6,2
201500860,3,1
201500860,4,1
201500860,7,1
201500860,9,1
2015008617,11,2
201500868,3,2
201500891,7,2
201500891,9,2
201500893,1,2
201500894,1,2
201500897,3,2
201500900,3,2
201500906,3,2
201500906,7,2
201500906,9,2
201500907,3,2
201500912,3,3
201500912,4,3
201500914,3,2
201500914,7,2
201500914,9,2
201500916,3,1
201500916,9,1
201500917,3,2
201500917,7,2
201500917,9,2
201500918,3,3
201500920,3,2
201500920,9,2
201500924,3,3
201500925,6,1
201500936,3,2
2015009361,4,2
2015009361,6,2
201500948,3,2
201500951,7,2
201500952,3,3
201500959,3,2
2015009626,3,2
2015009626,7,2
2015009626,9,2
201500964,3,1
201500964,6,1
201500964,3,2
2015009645,3,1
2015009645,7,1
201500965,3,2
201500965,9,2
2015009713,3,2
2015009713,7,2
2015009713,9,2
2015009755,3,2
201500978,8,1
201500978,9,1
201500987,4,1
201500987,6,1
201500988,3,2
201500988,6,2
201500997,3,2
201501002,3,2
201501009,3,3
201501019,10,2
201501027,3,1
201501028,6,1
201501029,7,1
2015010292,3,3
2015010385,3,2
201501053,3,2
201501056,10,3
2015010576,3,2
2015010576,4,2
2015010576,5,2
201501060,3,2
2015010628,3,2
201501064,3,2
201501068,5,1
201501068,6,1
201501073,6,1
201501082,9,3
201501083,10,2
201501084,3,2
2015010899,3,2
201501090,3,2
201501090,7,3
201501090,9,3
2015010912,3,2
201501098,3,2
201501100,3,2
201501105,4,1
201501105,6,1
201501107,3,2
201501113,9,1
201501120,3,2
2015011221,3,2
201501125,3,2
201501126,8,2
201501126,7,3
201501131,3,2
201501134,8,2
201501134,9,2
2015011343,3,2
2015011346,5,1
201501136,7,2
201501136,9,2
201501136,3,3
201501136,7,3
201501136,9,3
201501138,3,2
201501149,3,2
201501149,5,2
2015011605,3,2
2015011605,7,2
2015011605,9,2
2015011614,3,2
201501162,3,2
2015011636,3,2
201501167,3,2
201501167,7,2
201501167,9,2
2015011696,3,2
2015011696,7,2
2015011696,9,2
201501171,3,2
201501176,3,2
201501177,6,1
2015011875,3,2
2015011875,7,2
201501188,8,2
201501191,3,2
201501192,3,2
201501193,3,2
201501193,9,2
201501195,7,1
201501195,8,1
201501195,9,1
201501197,5,1
201501197,6,2
201501200,13,2
201501201,3,2
2015012032,3,2
201501212,3,3
201501216,2,2
201501216,3,2
201501216,4,2
201501216,5,2
201501216,6,2
201501216,7,2
201501216,8,2
201501227,3,2
201501227,6,2
201501240,4,1
201501242,7,1
2015012422,3,2
2015012426,3,3
201501243,3,2
201501243,8,2
201501244,3,2
201501246,3,2
2015012470,3,2
2015012472,3,2
201501248,3,3
2015012508,3,2
2015012508,9,2
201501251,3,2
2015012547,3,2
2015012548,3,2
201501256,3,2
2015012563,3,2
2015012565,2,1
2015012568,6,2
2015012570,3,2
2015012572,3,3
2015012573,3,2
2015012575,3,2
2015012582,3,1
2015012588,3,3
2015012588,7,3
2015012588,9,3
2015012589,3,2
2015012590,3,2
2015012598,3,2
2015012601,6,2
2015012605,3,2
2015012605,4,2
2015012605,6,2
2015012605,3,3
2015012605,4,3
2015012605,7,3
2015012605,9,3
2015012611,3,3
2015012611,4,3
2015012611,6,3
2015012625,10,2
2015012627,3,2
2015012627,7,2
2015012627,9,2
2015012641,3,2
2015012644,7,2
2015012644,8,2
2015012645,3,2
2015012646,4,2
2015012646,6,2
2015012646,7,2
2015012648,3,2
2015012649,7,2
2015012655,9,1
2015012658,3,2
201501266,3,2
201501266,4,2
201501266,6,2
2015012661,9,1
2015012675,3,2
2015012675,9,2
2015012679,3,2
2015012680,3,2
2015012680,6,2
2015012680,9,2
2015012691,3,1
2015012691,7,1
2015012695,3,2
2015012696,3,2
2015012696,6,2
2015012696,7,2
2015012703,3,2
2015012704,7,1
2015012704,6,2
2015012705,3,2
2015012706,7,1
2015012706,9,1
2015012709,3,2
2015012720,3,2
2015012721,3,2
2015012721,4,2
2015012726,3,2
2015012726,9,2
2015012727,3,2
2015012727,3,3
2015012727,7,3
2015012727,9,3
2015012729,3,2
2015012729,7,2
2015012730,3,2
2015012731,3,2
2015012731,7,2
2015012734,3,3
2015012742,3,2
2015012753,3,2
2015012755,3,1
2015012755,3,2
2015012755,7,2
2015012759,3,2
2015012759,4,2
2015012759,5,2
2015012759,6,2
2015012759,7,2
2015012759,8,2
2015012759,9,2
2015012766,6,1
2015012766,3,2
2015012766,9,2
2015012773,3,1
2015012774,7,2
2015012774,9,2
2015012783,3,2
201501279,6,1
201501279,3,2
2015012798,3,3
2015012803,3,2
2015012805,3,2
2015012811,3,2
201501282,3,2
201501282,4,2
201501282,6,2
201501282,7,2
201501282,9,2
2015012823,7,2
2015012830,3,3
2015012837,6,1
2015012837,3,2
2015012837,4,2
2015012837,6,2
2015012839,7,1
2015012839,8,1
2015012839,9,1
2015012841,3,2
2015012841,5,2
2015012846,3,2
2015012846,9,2
2015012856,3,2
2015012858,3,3
2015012860,3,2
2015012860,9,2
2015012866,3,2
2015012871,9,1
2015012883,3,2
2015012887,3,2
201501289,3,2
2015012898,3,2
2015012898,7,2
2015012898,9,2
2015012903,7,2
2015012903,9,2
2015012908,3,2
2015012914,7,1
2015012914,3,2
2015012915,3,2
2015012915,7,2
2015012915,3,3
2015012919,3,1
2015012920,3,2
2015012927,4,2
2015012927,6,2
2015012928,4,1
2015012933,7,2
2015012933,9,2
2015012934,3,2
2015012934,7,2
2015012940,3,2
2015012944,3,3
2015012945,3,2
2015012945,9,2
2015012949,3,2
2015012949,4,2
2015012949,5,2
2015012949,6,2
2015012949,7,2
2015012949,9,2
2015012951,4,2
2015012951,6,2
201501296,3,2
201501296,4,2
201501296,5,2
201501296,6,2
2015012960,9,3
2015012961,3,2
2015012968,9,2
2015012973,2,2
2015012973,3,2
2015012973,4,2
2015012973,5,2
2015012973,6,2
2015012976,3,2
2015012985,3,3
2015012989,3,2
2015012989,4,2
2015012989,5,2
2015012990,3,2
201501300,3,2
201501300,7,2
2015013003,3,2
2015013006,3,2
2015013007,9,1
2015013007,3,2
2015013008,3,3
201501301,3,2
2015013011,3,2
2015013012,3,1
2015013017,3,2
2015013022,7,1
2015013022,3,2
2015013036,3,2
2015013039,3,2
2015013045,3,2
2015013047,4,2
2015013047,5,2
2015013047,6,2
2015013047,7,2
201501305,3,2
2015013050,7,1
2015013051,3,2
2015013052,3,2
2015013055,3,1
2015013055,9,1
2015013058,3,2
2015013058,3,3
2015013069,3,3
2015013069,7,3
2015013071,3,2
2015013072,3,2
2015013072,5,2
2015013073,3,2
201501308,7,1
201501308,8,1
201501308,9,1
2015013080,7,1
2015013082,3,2
2015013082,4,2
2015013082,5,2
2015013082,6,2
2015013083,3,2
2015013088,3,2
2015013093,3,2
2015013099,3,2
2015013100,4,1
2015013102,3,2
2015013110,9,2
2015013111,10,1
2015013111,10,2
2015013112,4,2
2015013122,9,1
2015013129,1,2
2015013129,3,2
2015013129,7,2
2015013129,9,2
2015013131,11,2
2015013134,3,3
2015013134,6,3
2015013136,3,2
2015013141,3,2
2015013161,3,2
2015013162,4,1
2015013162,5,1
2015013162,6,1
2015013169,3,2
2015013169,7,2
2015013170,3,2
2015013170,9,2
2015013180,3,2
2015013180,4,2
2015013184,3,2
2015013185,3,2
2015013188,3,2
2015013188,4,2
2015013188,5,2
2015013188,6,2
2015013188,7,2
2015013188,9,2
2015013189,3,2
2015013190,6,1
2015013191,4,1
2015013191,3,2
2015013194,6,1
2015013194,3,2
2015013195,3,2
2015013195,7,2
2015013195,8,2
2015013195,9,2
2015013201,3,1
2015013204,3,2
2015013206,3,2
201501322,3,2
2015013222,2,1
2015013224,3,2
2015013224,9,2
2015013224,3,3
2015013228,3,2
2015013228,7,2
2015013229,3,2
2015013232,3,2
2015013232,7,2
2015013232,9,2
2015013233,3,2
2015013233,9,2
2015013243,3,2
2015013243,7,2
2015013243,9,2
2015013248,3,2
2015013253,3,2
2015013255,3,2
2015013257,3,2
2015013263,3,2
2015013265,3,2
2015013269,9,2
2015013270,3,2
2015013273,3,2
2015013279,3,2
201501328,3,2
201501328,5,2
2015013280,3,2
2015013280,7,2
2015013280,9,2
2015013285,3,2
2015013285,7,2
2015013285,9,2
2015013289,2,2
2015013289,3,2
2015013289,7,2
2015013289,8,2
2015013289,9,2
201501329,3,2
2015013295,3,2
2015013295,6,2
2015013297,4,1
2015013297,6,1
2015013297,9,1
2015013298,3,2
2015013299,3,2
2015013301,3,1
2015013304,3,2
2015013304,3,3
2015013304,7,3
2015013306,3,1
2015013306,7,2
2015013306,9,2
2015013307,7,2
2015013308,3,2
2015013309,7,1
2015013312,3,2
2015013315,3,2
2015013315,7,2
2015013315,9,2
2015013315,10,2
2015013316,3,3
2015013326,3,2
2015013328,3,2
2015013334,7,1
2015013334,8,1
2015013334,9,1
2015013334,9,2
2015013338,4,1
2015013338,5,1
2015013338,6,1
2015013339,4,3
201501334,3,2
2015013340,3,2
2015013340,4,2
2015013340,6,2
2015013342,3,2
2015013345,3,3
2015013345,4,3
2015013345,6,3
2015013348,3,2
2015013348,6,2
2015013350,7,1
2015013350,9,1
2015013353,9,1
2015013355,11,1
2015013355,3,3
2015013355,6,3
2015013355,7,3
2015013355,9,3
2015013357,3,2
2015013359,3,2
2015013360,3,2
2015013362,3,1
2015013362,9,1
2015013364,7,2
2015013368,2,1
2015013368,4,1
2015013368,5,1
2015013368,6,1
2015013368,3,2
2015013369,3,2
2015013369,9,2
2015013378,3,2
2015013378,6,2
2015013382,3,2
2015013386,9,1
2015013387,5,2
201501339,3,2
201501339,7,2
201501339,9,2
2015013397,3,2
2015013400,7,2
2015013400,9,2
2015013405,3,2
2015013407,3,3
2015013409,3,2
2015013409,6,2
2015013410,7,1
2015013411,3,2
2015013416,3,2
2015013416,9,2
2015013419,3,2
2015013419,4,2
2015013419,6,2
2015013419,7,2
2015013428,7,1
2015013428,3,2
2015013434,3,1
2015013436,5,1
2015013436,6,1
2015013436,9,2
2015013437,6,2
201501344,3,2
2015013440,3,1
2015013447,9,1
201501345,8,2
2015013453,7,1
2015013453,9,1
2015013455,3,1
2015013455,5,1
2015013456,3,2
2015013456,7,2
2015013456,9,2
2015013458,3,2
2015013458,7,2
2015013461,3,2
2015013461,11,2
2015013466,3,2
2015013468,7,2
2015013468,9,2
2015013469,7,1
2015013469,9,1
2015013470,3,2
2015013471,9,2
2015013473,3,2
2015013476,4,2
2015013476,6,2
2015013483,3,2
2015013485,2,1
2015013486,3,2
2015013487,3,2
2015013488,9,1
2015013492,3,2
2015013492,7,2
2015013498,3,2
2015013512,3,2
2015013513,7,1
201501352,3,3
2015013527,4,2
2015013527,6,2
201501353,3,2
2015013530,3,2
2015013532,8,1
2015013532,3,2
2015013547,3,2
2015013549,3,2
2015013549,3,3
2015013551,3,1
2015013558,3,1
2015013558,7,1
2015013558,9,1
2015013559,7,3
2015013559,9,3
2015013564,8,2
2015013567,3,2
2015013569,3,2
201501357,3,1
201501357,8,1
201501357,9,1
2015013573,3,2
2015013576,3,2
2015013576,4,2
2015013576,5,2
201501358,3,2
201501358,4,2
201501358,6,2
2015013583,5,1
2015013584,3,2
2015013584,6,2
2015013586,3,2
2015013586,9,2
2015013588,3,2
2015013590,7,1
2015013592,3,2
2015013593,3,2
201501360,4,1
201501360,6,1
2015013601,3,1
2015013604,7,1
2015013604,3,3
2015013605,3,2
2015013606,3,2
2015013607,4,1
2015013608,12,2
2015013609,3,2
201501361,3,2
201501361,4,2
201501361,6,2
201501361,7,2
2015013611,9,1
2015013613,3,2
2015013615,3,2
2015013617,9,1
2015013623,7,2
2015013623,9,2
2015013626,4,2
2015013626,6,2
2015013627,5,1
2015013633,9,1
2015013634,3,2
2015013636,3,1
2015013639,7,2
2015013641,3,2
2015013641,4,2
2015013641,5,2
2015013641,6,2
2015013645,4,2
2015013645,6,2
2015013647,3,2
2015013648,10,2
201501365,4,1
201501365,6,1
201501365,3,2
2015013655,5,1
2015013655,7,1
2015013655,9,1
2015013655,3,2
2015013657,5,1
2015013657,6,1
201501366,3,2
2015013665,3,1
2015013668,7,1
2015013669,3,3
2015013669,7,3
2015013669,9,3
2015013670,3,2
2015013670,5,2
2015013675,9,2
2015013692,3,2
2015013692,7,2
2015013694,7,1
2015013713,7,1
2015013717,7,2
2015013717,9,2
2015013723,7,2
2015013723,9,2
2015013737,3,2
2015013737,6,2
2015013739,3,2
2015013743,3,2
2015013747,8,1
2015013748,3,2
2015013751,11,1
2015013758,3,2
201501376,3,2
2015013762,3,3
2015013764,3,2
2015013773,3,2
2015013773,4,2
2015013773,6,2
2015013773,7,3
2015013778,3,2
2015013783,3,2
2015013785,8,2
2015013787,9,1
2015013794,3,2
2015013799,7,2
201501380,3,3
2015013801,3,2
201501381,3,2
2015013818,8,2
201501382,3,2
2015013821,3,3
2015013821,7,3
2015013821,8,3
2015013821,9,3
2015013826,3,2
2015013829,3,2
2015013829,7,2
2015013829,9,2
201501384,8,2
2015013841,3,2
2015013844,3,3
2015013847,3,1
2015013847,4,1
2015013847,6,1
2015013847,9,1
2015013854,3,2
2015013858,3,2
2015013861,4,1
2015013861,6,1
2015013861,7,1
2015013861,9,1
2015013867,3,2
2015013869,3,2
2015013869,6,2
2015013877,3,1
2015013877,4,1
2015013883,3,2
2015013887,3,1
2015013889,3,2
2015013893,3,2
2015013895,3,2
2015013899,7,2
201501390,7,2
201501390,9,2
2015013904,3,2
2015013904,4,2
2015013904,7,2
2015013904,9,2
2015013905,9,2
201501391,3,2
201501392,4,1
2015013920,3,2
2015013920,5,2
2015013927,3,2
2015013929,7,1
2015013929,8,1
2015013929,9,1
2015013929,3,3
2015013931,9,2
2015013936,4,2
2015013943,3,2
2015013943,3,3
2015013943,9,3
2015013946,3,2
2015013950,7,1
2015013957,3,2
2015013961,3,1
2015013961,3,2
2015013962,3,2
2015013967,3,2
2015013973,3,2
2015013973,7,3
2015013974,3,1
2015013974,4,1
2015013975,5,1
2015013975,3,2
2015013977,3,2
2015013980,3,2
2015013981,3,2
2015013989,3,3
201501399,7,1
2015013990,3,2
2015013990,7,2
2015013990,9,2
2015013993,5,2
2015013994,7,2
2015013994,9,2
2015013995,8,2
2015013998,3,2
2015013998,9,2
2015014000,9,1
2015014003,11,1
2015014003,3,2
2015014006,3,2
2015014019,9,2
2015014019,11,2
201501402,3,2
201501402,9,2
201501402,3,3
2015014021,3,2
2015014024,3,2
2015014032,3,2
2015014033,7,2
2015014033,9,2
2015014043,12,2
2015014046,3,2
2015014046,6,2
2015014049,7,3
2015014049,9,3
201501405,3,2
201501405,6,2
2015014054,4,1
2015014055,3,2
2015014057,3,2
2015014062,3,2
2015014064,3,2
2015014065,3,2
2015014067,3,3
201501407,3,2
2015014070,3,2
2015014073,7,1
2015014073,3,2
2015014075,3,2
201501408,7,1
2015014091,6,2
2015014094,3,2
2015014094,9,2
2015014096,7,1
2015014096,8,1
2015014096,9,1
2015014096,3,2
2015014096,9,2
2015014099,3,1
2015014099,7,1
201501410,3,2
201501410,4,2
201501410,6,2
201501410,7,2
201501410,9,2
2015014102,3,2
2015014106,7,2
2015014106,9,2
2015014106,3,3
2015014113,3,2
2015014113,4,2
2015014113,6,2
2015014117,7,2
2015014117,9,2
2015014119,9,1
2015014120,3,1
2015014120,9,3
2015014122,7,1
2015014122,9,1
2015014122,3,2
2015014122,3,3
2015014122,7,3
2015014122,9,3
2015014124,3,3
2015014128,5,1
2015014134,3,2
2015014135,7,1
2015014135,8,1
2015014135,3,2
2015014137,3,2
2015014137,7,2
2015014137,3,3
2015014137,9,3
201501414,9,3
2015014142,3,3
2015014149,3,2
2015014164,3,3
2015014167,10,1
2015014169,3,2
2015014170,9,1
2015014173,3,2
2015014173,7,2
2015014174,9,2
2015014177,3,2
2015014179,3,2
2015014184,7,1
2015014185,3,2
2015014188,3,2
2015014193,3,2
2015014193,9,2
2015014194,3,2
2015014194,7,2
2015014198,7,2
2015014198,9,2
2015014200,3,2
2015014203,3,1
2015014206,7,1
2015014206,9,1
2015014206,3,2
2015014210,9,2
2015014211,3,1
2015014213,3,2
2015014213,6,2
2015014218,9,3
2015014219,10,2
201501422,3,2
201501422,6,2
2015014221,3,2
2015014225,3,2
2015014225,9,2
2015014240,3,2
2015014240,7,2
2015014240,9,2
2015014241,3,2
2015014242,1,2
2015014242,3,3
2015014242,6,3
2015014246,3,2
2015014246,3,3
2015014247,8,2
2015014248,4,1
2015014248,3,2
2015014249,3,2
2015014249,6,2
201501425,3,2
201501425,9,2
201501425,3,3
2015014253,3,1
2015014256,3,3
2015014256,6,3
2015014263,3,2
2015014272,3,2
2015014272,9,2
2015014275,4,1
2015014275,11,1
2015014276,3,2
201501428,3,2
201501428,4,2
2015014281,3,2
2015014281,6,2
2015014281,9,2
2015014282,7,1
2015014283,7,2
2015014283,8,2
2015014283,9,2
2015014285,7,2
2015014289,3,2
2015014291,3,2
2015014292,3,1
2015014293,3,2
2015014294,3,2
2015014295,5,1
201501430,3,2
2015014301,3,1
2015014301,4,1
2015014301,6,1
2015014307,3,2
2015014309,3,2
2015014313,3,1
2015014313,3,2
201501432,3,2
2015014322,9,2
2015014332,3,2
2015014336,7,1
2015014336,9,1
2015014338,3,2
2015014338,9,2
201501434,4,1
201501434,5,1
201501434,7,1
201501434,1,2
2015014340,3,2
2015014341,3,2
2015014342,3,2
2015014345,3,2
2015014348,3,2
2015014350,3,2
2015014350,6,2
2015014350,3,3
2015014351,6,1
2015014351,3,2
2015014354,6,2
2015014355,3,2
2015014355,6,2
2015014355,3,3
2015014355,4,3
2015014356,6,1
2015014357,3,2
2015014359,3,2
201501436,3,2
201501436,9,2
201501436,3,3
2015014360,3,2
2015014362,9,2
2015014363,3,2
2015014367,3,2
2015014370,7,2
2015014370,9,2
2015014371,3,2
2015014371,6,2
2015014371,3,3
2015014375,3,2
2015014378,5,2
2015014380,7,1
2015014380,9,1
2015014381,3,2
2015014381,7,2
2015014381,9,2
2015014382,3,2
2015014382,7,2
2015014382,9,2
2015014384,6,2
2015014384,9,2
2015014385,6,2
2015014386,3,2
2015014388,3,2
2015014391,9,1
2015014393,3,3
2015014394,3,2
2015014398,7,1
2015014398,9,1
2015014400,3,2
2015014400,8,2
2015014402,6,1
2015014402,7,1
2015014402,9,1
2015014402,3,2
2015014403,3,2
2015014403,7,2
2015014405,3,2
2015014405,4,2
2015014406,3,2
2015014406,9,2
2015014406,3,3
2015014406,6,3
2015014406,7,3
2015014406,9,3
2015014408,3,3
2015014408,5,3
2015014408,9,3
2015014414,3,2
2015014414,7,2
2015014416,3,2
2015014420,7,2
2015014420,9,2
2015014425,3,2
2015014427,9,1
2015014427,3,2
2015014427,9,2
2015014432,3,2
2015014432,5,2
2015014436,3,3
2015014437,6,2
2015014438,9,1
2015014438,3,2
2015014438,7,2
2015014438,9,2
2015014447,7,1
2015014447,9,1
201501445,7,2
2015014456,4,1
201501446,3,2
2015014467,3,2
2015014482,9,1
2015014484,4,1
2015014484,6,1
2015014484,7,1
2015014484,9,1
2015014489,3,2
2015014494,3,2
2015014499,3,2
2015014502,3,2
2015014505,3,2
2015014505,9,2
2015014511,8,2
2015014513,3,2
201501452,3,2
2015014521,3,2
2015014522,3,2
2015014524,3,2
2015014528,3,2
2015014532,3,2
2015014532,6,2
2015014532,11,2
2015014534,3,2
2015014534,7,2
2015014534,9,2
2015014535,3,2
2015014541,3,2
2015014541,4,2
2015014541,6,2
2015014546,3,2
2015014557,3,2
2015014565,6,2
2015014566,3,3
2015014568,3,2
2015014577,3,3
2015014580,9,1
2015014581,3,2
2015014583,7,2
2015014583,9,2
2015014585,3,2
2015014598,3,1
2015014598,6,1
2015014598,3,2
2015014599,3,2
2015014601,3,2
2015014603,3,2
2015014603,4,2
2015014603,6,2
2015014603,7,2
2015014608,3,2
2015014614,7,1
2015014614,9,1
2015014627,3,2
2015014627,9,2
2015014629,1,1
2015014629,9,1
2015014636,7,2
2015014636,9,2
2015014645,3,2
2015014645,4,2
2015014645,6,2
2015014651,3,2
2015014651,6,2
2015014656,5,1
201501466,3,3
2015014662,3,2
2015014669,3,2
2015014676,3,2
2015014679,3,2
2015014680,3,2
2015014681,3,2
201501469,3,3
2015014691,3,2
2015014694,3,2
2015014696,3,2
2015014699,3,1
2015014699,4,1
2015014699,6,1
2015014700,3,2
2015014707,3,2
2015014711,4,1
2015014711,5,1
2015014712,3,2
2015014712,9,2
2015014714,3,3
2015014719,3,3
2015014724,3,2
2015014730,9,2
2015014735,9,2
2015014737,3,2
2015014737,6,2
2015014737,7,2
2015014738,3,1
2015014738,3,2
2015014738,7,2
201501475,9,2
2015014750,3,1
2015014750,9,1
2015014754,3,2
2015014756,3,2
2015014756,7,2
2015014756,8,2
2015014756,9,2
2015014756,3,3
2015014761,3,2
2015014761,7,2
2015014763,3,2
2015014763,7,2
2015014763,9,2
2015014765,3,1
2015014769,3,2
2015014774,3,1
2015014774,4,1
2015014779,9,2
201501478,3,2
2015014788,7,2
2015014790,7,1
2015014791,3,2
2015014800,3,2
2015014800,7,2
2015014800,9,2
2015014801,7,1
2015014801,8,1
2015014801,3,2
201501481,5,2
201501481,6,2
201501482,3,2
201501482,6,2
2015014822,3,2
2015014823,3,2
2015014823,9,3
2015014826,3,2
2015014827,3,3
2015014828,9,2
201501483,3,1
2015014831,3,1
2015014831,7,1
2015014835,7,1
2015014835,9,1
2015014836,3,2
2015014840,3,2
2015014851,3,2
201501486,6,2
2015014869,9,1
2015014878,6,1
2015014882,3,1
2015014884,3,2
2015014884,7,2
2015014884,9,2
2015014884,3,3
2015014884,7,3
2015014884,8,3
2015014884,9,3
2015014891,3,2
2015014891,3,3
2015014895,3,1
2015014895,9,1
2015014898,3,2
201501490,3,2
2015014901,9,2
2015014915,3,2
2015014917,3,2
2015014919,3,2
2015014927,3,2
