LSHL_TYP,MED_TYPE,RD_LIGHT,RSHL_TYP,RURURB,SURF_TYP,EW_IND,COUNTY,FUNC_CLS,RTE_NBR,CITY,ROAD_INV,SPD_LIMT,BEGMP,ENDMP,ACSEQ_NB,LSHLDWID,MEDWID,NO_LANES,RSHLDWID,lanewid,rdwy_wid,AADT,mvmt
,,Y,,U,,W,31.0,52.0,2,420.0,002,,0.0,0.04,0,0,0,1,0,40,40,6199.0,0.09
,,,,U,,W,31.0,52.0,2,420.0,002,55.0,0.04,0.11,0,0,0,2,0,20,40,6199.0,0.16
,,Y,,U,,W,31.0,52.0,2,420.0,002,55.0,0.11,0.13,0,0,0,2,0,20,40,9523.0,0.07000000000000002
C,O,,C,U,A,W,31.0,52.0,2,420.0,002,55.0,0.13,0.14,0,0,750,4,0,27,106,23412.0,0.09
C,O,,C,U,A,W,31.0,52.0,2,420.0,002,55.0,0.14,0.16,0,0,750,4,0,23,92,23412.0,0.17
A,O,Y,C,U,A,W,31.0,52.0,2,420.0,002,55.0,0.16,0.17,0,4,350,4,0,13,52,23412.0,0.09
A,O,,C,U,A,W,31.0,52.0,2,420.0,002,55.0,0.17,0.19,0,4,350,4,0,13,52,23412.0,0.17
A,O,Y,A,U,A,W,31.0,52.0,2,420.0,002,55.0,0.19,0.21,0,4,350,4,10,12,48,20149.0,0.15
A,O,,A,U,A,W,31.0,52.0,2,420.0,002,55.0,0.21,0.22,0,4,350,4,10,12,48,20149.0,0.07000000000000002
A,O,Y,A,U,A,W,31.0,52.0,2,420.0,002,55.0,0.22,0.23000000000000004,0,4,350,4,10,12,48,20149.0,0.07000000000000002
A,O,,A,U,A,W,31.0,52.0,2,420.0,002,55.0,0.23000000000000004,0.27,0,4,350,3,10,16,48,20149.0,0.29
A,O,,A,U,A,W,31.0,52.0,2,420.0,002,55.0,0.27,0.31,0,4,350,3,10,16,48,20149.0,0.29
A,O,,A,U,A,W,31.0,52.0,2,420.0,002,55.0,0.31,0.32,0,4,350,3,10,18,54,20149.0,0.07000000000000002
A,O,,A,U,A,W,31.0,52.0,2,420.0,002,55.0,0.32,0.35,0,4,350,3,10,18,54,20149.0,0.22
W,O,Y,W,U,P,W,31.0,52.0,2,420.0,002,55.0,0.35,0.36,0,0,350,5,0,16,80,20149.0,0.07000000000000002
W,O,,W,U,P,W,31.0,52.0,2,420.0,002,55.0,0.36,0.39,0,0,350,5,0,16,80,20149.0,0.22
W,O,,W,U,P,W,31.0,52.0,2,420.0,002,55.0,0.39,0.44,0,0,350,5,0,16,80,79968.0,1.46
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,0.44,0.49,0,0,350,5,0,16,80,79968.0,1.46
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,0.49,0.56,0,0,350,5,0,16,80,79968.0,2.04
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,0.56,0.5899999999999999,0,0,350,4,0,17,68,79968.0,0.88
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,0.5899999999999999,0.68,0,0,350,4,0,17,68,79968.0,2.63
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,0.68,0.87,0,0,50,4,0,17,68,79968.0,5.55
W,O,Y,W,U,P,W,31.0,52.0,2,,002,55.0,0.87,0.9,0,0,50,4,0,17,68,79968.0,0.88
W,O,,W,R,P,W,31.0,42.0,2,,002,55.0,0.9,1.01,0,0,50,4,0,17,68,79968.0,3.21
W,O,Y,W,R,P,W,31.0,42.0,2,,002,55.0,1.01,1.1,0,0,50,4,0,17,68,79968.0,2.63
W,O,Y,W,R,P,W,31.0,42.0,2,,002,55.0,1.1,1.21,0,0,50,4,0,17,68,79968.0,3.21
W,O,,W,R,P,W,31.0,42.0,2,,002,55.0,1.21,1.27,0,0,50,4,0,17,68,79968.0,1.75
W,O,,W,R,P,W,31.0,42.0,2,,002,55.0,1.27,1.36,0,0,50,4,0,17,68,79968.0,2.63
W,O,,W,R,P,W,31.0,42.0,2,,002,55.0,1.36,1.82,0,0,50,4,0,17,68,79968.0,13.43
W,O,,W,R,P,W,31.0,42.0,2,,002,55.0,1.82,2.07,0,0,50,4,0,17,68,78023.0,7.12
W,O,Y,W,R,P,W,31.0,42.0,2,,002,55.0,2.07,2.16,0,0,50,3,0,19,56,78023.0,2.56
W,O,Y,W,R,P,W,31.0,42.0,2,,002,55.0,2.16,2.22,0,0,50,3,0,19,56,78023.0,1.71
W,O,,W,R,P,W,31.0,42.0,2,,002,55.0,2.22,2.28,0,0,50,4,0,24,95,78023.0,1.71
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.28,2.34,0,0,50,4,0,24,95,78023.0,1.71
W,O,Y,W,U,P,W,31.0,52.0,2,,002,55.0,2.34,2.35,0,0,50,4,0,24,95,78023.0,0.28
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.35,2.43,0,0,50,4,0,17,68,78023.0,2.28
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.43,2.44,0,0,50,4,0,17,68,78023.0,0.28
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.44,2.45,0,0,50,3,0,23,68,78023.0,0.28
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.45,2.47,0,0,50,3,0,23,68,78023.0,0.57
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.47,2.54,0,0,75,3,0,23,68,78023.0,1.99
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.54,2.57,0,0,75,3,0,23,68,78023.0,0.85
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.57,2.58,0,0,100,3,0,23,68,78023.0,0.28
W,S,,W,U,P,W,31.0,52.0,2,,002,55.0,2.58,2.61,0,0,100,3,0,17,52,29568.0,0.32
W,S,,W,U,P,W,31.0,52.0,2,,002,55.0,2.61,2.64,0,0,138,3,0,17,52,29568.0,0.32
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,2.64,2.75,0,4,138,3,10,13,38,29568.0,1.1899999999999997
A,S,Y,A,U,A,W,31.0,52.0,2,,002,55.0,2.75,2.77,0,4,138,3,10,13,38,29568.0,0.22
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,2.77,2.84,0,4,138,4,10,12,48,29568.0,0.76
A,S,Y,A,U,A,W,31.0,52.0,2,,002,55.0,2.84,2.88,0,4,138,4,10,12,48,29568.0,0.43
A,S,Y,A,U,A,W,31.0,52.0,2,,002,55.0,2.88,2.89,0,4,138,4,10,12,48,35473.0,0.13
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,2.89,2.9,0,10,134,4,10,12,48,35473.0,0.13
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,2.9,3.0,0,10,134,4,10,12,48,35473.0,1.29
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,3.0,3.4,0,10,134,4,10,12,48,35473.0,5.18
A,S,Y,A,U,A,W,31.0,52.0,2,,002,55.0,3.4,3.55,0,10,134,4,10,12,48,35473.0,1.94
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,3.55,3.62,0,4,90,4,10,12,48,35473.0,0.91
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,3.62,3.67,0,4,90,4,10,12,48,35473.0,0.65
A,S,Y,A,U,A,W,31.0,52.0,2,,002,55.0,3.67,3.79,0,4,90,4,10,12,48,35473.0,1.55
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,3.79,3.96,0,4,90,4,8,12,48,35473.0,2.2
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,3.96,3.98,0,8,0,3,8,12,36,35473.0,0.26
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,3.98,3.9900000000000007,0,8,0,3,8,12,36,35473.0,0.13
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,3.9900000000000007,4.5,0,8,0,3,8,12,36,35473.0,6.6
W,,Y,W,U,P,W,31.0,52.0,2,,002,55.0,4.5,4.530000000000001,0,0,0,3,0,17,52,24054.0,0.26
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,4.530000000000001,4.8,0,8,0,3,8,12,36,24054.0,2.3700000000000006
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,4.8,4.88,0,6,0,3,6,12,36,24054.0,0.7
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,4.88,4.93,0,6,0,3,6,12,36,24054.0,0.44
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,4.93,5.1,0,6,0,3,6,12,36,24054.0,1.49
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.1,5.13,0,6,0,3,6,12,36,24054.0,0.26
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.13,5.15,0,6,0,3,6,12,36,24054.0,0.18
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.15,5.17,0,6,0,3,8,12,36,24054.0,0.18
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.17,5.27,0,6,0,3,8,12,36,16496.0,0.6
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.27,5.41,0,6,0,3,8,12,36,16496.0,0.84
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,5.41,5.48,0,6,0,3,8,12,36,16496.0,0.42
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,5.48,5.97,0,6,0,3,8,12,36,22656.0,4.05
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.97,6.5,0,8,0,2,8,12,24,22656.0,4.38
W,,,W,U,A,W,31.0,52.0,2,,002,55.0,6.5,6.58,0,0,0,2,0,19,38,22656.0,0.66
W,,,W,U,A,W,31.0,52.0,2,,002,55.0,6.58,6.66,0,0,0,2,0,19,38,22656.0,0.66
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,6.66,6.81,0,8,0,2,8,12,24,22656.0,1.24
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,6.81,7.95,0,8,0,2,8,12,24,22656.0,9.43
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,7.95,8.03,0,8,0,2,8,12,24,22656.0,0.66
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,8.03,8.09,0,8,0,2,8,12,24,22656.0,0.5
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,8.09,8.24,0,8,0,2,8,12,24,22656.0,1.24
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,8.24,8.310000000000002,0,8,0,2,8,12,24,22656.0,0.58
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,8.310000000000002,8.65,0,8,0,2,8,12,24,19299.0,2.4
A,,,A,R,A,W,31.0,42.0,2,,002,55.0,8.65,8.92,0,8,0,2,8,12,24,19299.0,1.9
A,,Y,A,R,A,W,31.0,42.0,2,,002,55.0,8.92,8.93,0,8,0,2,8,12,24,19299.0,0.07000000000000002
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,8.93,9.15,0,8,0,2,8,12,24,27388.0,2.2
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,9.15,9.42,0,8,0,2,8,12,24,27388.0,2.7
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,9.42,10.08,0,8,0,2,8,12,24,27388.0,6.6
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.08,10.09,0,8,0,2,8,12,24,27388.0,0.1
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.09,10.16,0,8,0,2,8,12,24,27388.0,0.7
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,10.16,10.43,0,8,0,2,8,12,24,26316.0,2.59
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.43,10.47,0,8,0,2,8,12,24,26316.0,0.38
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.47,10.53,0,8,0,2,8,12,24,26316.0,0.58
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.53,10.6,0,8,0,2,8,12,24,26316.0,0.67
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.6,10.63,0,8,0,2,8,12,24,26316.0,0.29
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,10.63,10.65,0,8,0,2,8,12,24,26316.0,0.19
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,10.65,11.49,0,8,0,2,8,12,24,26316.0,8.07
C,,,C,R,A,W,31.0,43.0,2,,002,55.0,11.49,11.5,0,0,0,2,0,19,37,26316.0,0.1
C,,,C,R,A,W,31.0,43.0,2,,002,55.0,11.5,11.51,0,0,0,2,0,19,37,26316.0,0.1
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,11.51,11.76,0,8,0,2,8,12,24,26316.0,2.4
C,,,C,R,A,W,31.0,43.0,2,,002,55.0,11.76,11.78,0,0,0,2,0,19,37,26316.0,0.19
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,11.78,12.55,0,8,0,2,8,12,24,26316.0,7.4
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,12.55,12.78,0,8,0,2,8,12,24,26316.0,2.21
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,12.78,12.960000000000003,0,8,0,2,8,12,24,26316.0,1.73
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,12.960000000000003,13.029999999999998,0,8,0,2,8,12,24,26316.0,0.67
A,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,13.029999999999998,13.05,0,8,0,2,8,12,24,26316.0,0.19
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,13.05,13.32,0,8,0,2,8,12,24,26316.0,2.59
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,13.32,13.55,0,8,0,2,8,12,24,26316.0,2.21
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,13.55,13.67,0,8,0,2,7,12,24,26316.0,1.15
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,13.67,13.69,0,8,0,2,7,12,24,26316.0,0.19
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,13.69,13.87,0,8,0,2,7,12,24,26316.0,1.73
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,13.87,13.94,0,8,0,3,7,12,36,23290.0,0.6
A,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,13.94,13.95,0,8,0,3,7,12,36,23290.0,0.09
A,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,13.95,13.970000000000002,0,9,0,3,7,12,36,27402.0,0.2
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,13.970000000000002,14.210000000000003,0,9,0,3,7,12,36,27402.0,2.4
C,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.210000000000003,14.25,0,0,0,3,7,17,52,27402.0,0.4
C,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.25,14.35,0,0,0,4,7,13,52,27402.0,1.0
C,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.35,14.36,0,0,0,4,6,13,52,27402.0,0.1
C,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.36,14.45,0,0,0,4,6,13,52,27402.0,0.9
C,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.45,14.460000000000004,0,0,0,5,6,12,60,27402.0,0.1
C,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.460000000000004,14.52,0,0,0,5,6,12,60,27402.0,0.6
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.52,14.56,0,0,0,5,0,14,72,27402.0,0.4
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.56,14.6,0,0,0,6,0,16,96,41552.0,0.61
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.6,14.61,0,0,0,6,0,16,96,41552.0,0.15
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.61,14.63,0,0,0,5,0,19,96,41552.0,0.3
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.63,14.65,0,0,0,5,0,19,96,41552.0,0.3
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.65,14.68,0,0,0,5,0,14,72,41552.0,0.45
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.68,14.720000000000004,0,0,0,5,0,14,72,41552.0,0.61
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.720000000000004,14.84,0,0,0,5,0,14,72,41552.0,1.82
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.84,14.87,0,0,0,5,0,14,72,41552.0,0.45
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.87,14.9,0,0,0,5,0,14,72,41552.0,0.45
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.9,14.92,0,0,0,5,0,14,72,41552.0,0.3
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.92,14.95,0,0,0,4,0,14,56,41552.0,0.45
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.95,14.98,0,0,0,4,0,14,56,32377.0,0.35
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.98,15.0,0,0,0,4,0,14,56,32377.0,0.24
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.0,15.01,0,0,0,4,0,14,56,32377.0,0.12
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.01,15.02,0,0,0,4,0,14,56,32377.0,0.12
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.02,15.05,0,0,0,4,0,14,56,29107.0,0.32
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.05,15.08,0,0,0,4,0,14,56,29107.0,0.32
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.08,15.11,0,0,0,4,0,14,56,29107.0,0.32
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.11,15.18,0,0,0,4,0,14,56,29107.0,0.74
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.18,15.23,0,0,0,4,0,14,56,29107.0,0.53
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.23,15.289999999999996,0,0,0,4,0,14,56,21483.0,0.4699999999999999
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.289999999999996,15.3,0,0,0,4,0,14,56,21483.0,0.08
A,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,15.3,15.32,0,10,0,4,10,11,44,21483.0,0.16
A,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,15.32,15.35,0,10,0,4,10,11,44,19526.0,0.21
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,15.35,15.38,0,8,0,2,8,11,22,19526.0,0.21
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,15.38,15.45,0,8,0,2,8,11,22,19526.0,0.5
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.45,15.48,0,0,0,2,0,13,26,19526.0,0.21
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,15.48,15.720000000000004,0,8,0,2,8,11,22,19526.0,1.71
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,15.720000000000004,15.85,0,8,0,2,8,11,22,19526.0,0.93
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,15.85,16.2,0,8,0,2,8,11,22,19526.0,2.49
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,16.2,16.57,0,8,0,2,8,11,22,19526.0,2.64
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,16.57,17.06,0,8,0,2,8,11,22,19526.0,3.4900000000000007
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,17.06,17.97,0,8,0,2,8,11,22,18965.0,6.3
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,17.97,17.98,0,8,0,2,8,11,22,18965.0,0.07000000000000002
A,,N,A,R,A,W,31.0,43.0,2,,002,55.0,17.98,18.079999999999995,0,8,0,2,8,11,22,18965.0,0.69
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,18.079999999999995,18.170000000000005,0,4,0,2,6,11,22,18965.0,0.62
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,18.170000000000005,18.36,0,4,0,2,6,11,22,18965.0,1.32
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,18.36,18.45,0,4,0,2,6,11,22,18965.0,0.62
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,18.45,18.75,0,8,0,2,8,11,22,18965.0,2.08
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,18.75,20.2,0,8,0,2,8,11,22,18965.0,10.039999999999997
A,,N,A,R,A,W,31.0,43.0,2,,002,55.0,20.2,21.47,0,8,0,2,8,11,22,18965.0,8.79
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,21.47,21.49,0,8,0,2,8,11,22,18965.0,0.14
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.49,21.5,0,8,0,2,8,11,22,18965.0,0.07000000000000002
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.5,21.57,0,8,0,2,8,11,22,18965.0,0.48
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.57,21.62,0,8,0,2,10,11,22,18965.0,0.35
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.62,21.65,0,8,0,2,10,11,22,18965.0,0.21
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.65,21.97,0,8,0,2,10,11,22,19703.0,2.3
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.97,22.0,0,8,0,2,8,11,22,19703.0,0.22
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.0,22.07,0,8,0,2,8,11,22,19703.0,0.5
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.07,22.12,0,8,0,2,8,11,22,19703.0,0.36
C,,,C,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.12,22.23,0,0,0,2,0,12,24,19703.0,0.79
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.23,22.33,0,8,0,2,8,11,22,19703.0,0.72
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.33,22.37,0,3,0,2,8,11,22,19703.0,0.29
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.37,22.38,0,3,0,2,8,11,22,19703.0,0.07000000000000002
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.38,22.45,0,3,0,2,8,11,22,17505.0,0.45
C,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.45,22.51,0,0,0,2,8,20,40,17505.0,0.38
C,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.51,22.54,0,0,0,2,10,15,29,17505.0,0.19
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.54,22.58,0,3,0,2,10,11,22,17505.0,0.26
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.58,22.82,0,8,0,2,10,11,22,17505.0,1.53
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.82,22.85,0,8,0,2,10,11,22,17505.0,0.19
C,,Y,C,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.85,22.88,0,0,0,2,0,20,40,17505.0,0.19
C,,,C,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.88,22.95,0,0,0,2,0,20,40,17505.0,0.45
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.95,22.99,0,8,0,2,5,12,24,17505.0,0.26
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.99,23.01,0,8,0,2,5,12,24,17505.0,0.13
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.01,23.07,0,8,0,2,4,12,24,17505.0,0.38
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.07,23.09,0,8,0,2,8,12,24,17505.0,0.13
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.09,23.14,0,8,0,2,8,12,24,17505.0,0.32
A,,N,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.14,23.15,0,8,0,2,8,12,24,17505.0,0.06
C,,,C,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.15,23.17,0,0,0,2,0,13,26,17505.0,0.13
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.17,23.19,0,8,0,2,8,11,22,17505.0,0.13
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.19,23.2,0,8,0,2,8,11,22,17505.0,0.06
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.2,23.22,0,8,0,2,8,12,24,17505.0,0.13
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.22,23.31,0,8,0,2,8,12,24,17505.0,0.58
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.31,23.56,0,8,0,2,8,12,24,13627.0,1.24
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.56,23.63,0,8,0,2,8,12,24,13627.0,0.35
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.63,23.79,0,7,0,3,6,11,33,13627.0,0.8
A,,N,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.79,24.12,0,7,0,3,6,11,33,13627.0,1.64
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.12,24.26,0,7,0,2,6,11,22,13627.0,0.7
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.26,24.28,0,7,0,2,6,11,22,13054.0,0.1
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.28,24.3,0,7,0,2,6,11,22,13054.0,0.1
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.3,24.31,0,7,0,2,8,11,22,13054.0,0.05
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.31,24.32,0,7,0,2,8,11,22,13054.0,0.05
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.32,24.37,0,7,0,2,8,11,22,13054.0,0.24
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.37,24.39,0,8,0,2,8,11,22,13054.0,0.1
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.39,24.52,0,8,0,2,8,11,22,13054.0,0.62
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,24.52,24.68,0,8,0,2,8,11,22,13054.0,0.76
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,24.68,24.81,0,8,0,2,8,11,22,13054.0,0.62
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,24.81,25.28,0,8,0,2,8,11,22,13054.0,2.24
A,,N,A,U,A,W,31.0,53.0,2,,002,55.0,25.28,25.31,0,8,0,2,8,11,22,13054.0,0.14
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,25.31,25.62,0,8,0,2,8,11,22,13054.0,1.48
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,25.62,25.63,0,8,0,2,8,11,22,13054.0,0.05
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,25.63,25.79,0,8,0,2,8,11,22,13054.0,0.76
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,25.79,25.87,0,10,0,2,10,11,22,13054.0,0.38
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,25.87,25.93,0,10,0,2,10,11,22,13054.0,0.29
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,25.93,25.98,0,10,0,2,10,11,22,13054.0,0.24
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,25.98,26.03,0,10,0,2,10,11,22,13054.0,0.24
