CASENO,SEATPOS,VEHNO
201400623,3,1
201400624,7,1
201400626,3,2
201400626,4,2
201400626,5,2
201400626,6,2
201400631,3,2
201400631,7,2
201400631,8,2
201400631,9,2
201400634,3,2
201400637,3,2
201400646,3,2
201400649,3,2
201400649,3,3
201400649,4,3
201400649,6,3
201400662,3,2
201400664,3,2
201400665,3,2
201400665,6,2
201400669,5,1
201400671,7,2
201400672,7,2
201400676,3,2
201400680,9,2
201400688,10,2
201400692,3,2
201400692,9,2
201400693,4,2
201400693,6,2
201400694,3,1
201400708,3,3
201400708,11,3
201400710,6,1
201400715,3,2
201400728,3,2
201400732,3,2
201400733,3,2
201400744,3,2
201400744,9,2
201400747,3,2
201400753,3,2
201400753,5,2
201400753,9,2
201400764,3,2
201400769,3,2
201400770,3,2
201400770,7,2
201400778,3,2
201400781,3,2
201400782,3,2
201400782,7,2
201400782,9,2
201400787,3,2
201400787,3,3
201400803,3,2
201400804,11,1
201400816,3,2
201400816,7,2
201400816,9,2
201400818,9,1
201400824,8,1
201400824,9,1
201400837,3,3
201400837,7,3
201400837,8,3
201400837,9,3
201400848,6,1
201400852,3,2
201400854,3,2
201400861,6,1
201400861,3,2
201400877,3,2
201400878,4,2
201400879,2,2
201400879,3,2
201400879,9,2
201400883,3,2
201400889,4,1
201400889,6,1
201400890,3,2
201400890,9,2
201400894,3,2
201400895,3,2
201400897,3,2
201400902,3,2
201400904,9,2
201400920,4,3
201400933,3,2
201400947,3,2
201400952,7,1
201400952,9,1
201400957,3,2
201400957,6,2
201400971,3,2
201400976,3,2
201400976,9,2
201400983,4,1
201400983,6,1
201400986,6,1
201400997,4,2
201400997,5,2
201400997,6,2
201400997,7,2
201400997,9,2
201400998,4,1
201401003,3,2
201401006,3,2
201401008,6,1
201401009,6,1
201401010,3,2
201401011,3,2
201401016,3,2
201401019,3,2
201401024,3,2
201401035,3,2
201401043,3,2
201401044,3,2
201401048,3,2
201401052,6,2
201401055,3,2
201401055,4,2
201401055,6,2
2014010558,4,1
201401066,3,2
201401067,9,1
201401068,3,2
2014010758,6,1
201401082,3,2
201401082,4,2
201401083,3,2
201401088,4,1
201401088,5,1
201401088,6,1
201401088,7,1
201401091,6,1
201401091,3,2
201401094,3,2
201401096,5,3
201401101,3,1
201401104,3,2
201401106,3,3
201401109,3,2
201401109,4,2
201401109,6,2
201401115,5,2
201401115,9,2
201401115,13,2
201401124,3,2
201401127,6,1
201401127,3,2
201401128,3,2
201401128,7,2
201401130,3,2
201401132,3,2
201401137,3,2
201401137,4,2
201401137,6,2
201401138,3,2
201401139,7,1
201401153,3,1
201401153,4,1
201401153,5,1
201401162,3,1
201401165,3,2
201401168,3,2
201401169,3,2
201401169,6,2
201401171,3,1
201401172,3,2
201401173,3,2
201401178,3,2
201401179,3,2
201401183,3,2
201401188,3,2
201401195,7,1
201401195,3,2
201401195,7,2
201401195,9,2
201401196,3,2
201401196,9,2
201401197,3,1
201401197,3,2
201401198,3,2
201401202,7,1
201401202,3,2
201401208,3,2
201401220,10,2
201401221,3,1
201401223,3,2
201401224,3,2
201401228,3,2
201401231,3,1
201401231,9,1
201401231,3,2
201401232,3,2
201401233,3,2
201401234,7,1
201401234,9,1
201401234,3,2
201401239,9,1
201401249,3,2
201401249,4,2
201401249,5,2
201401251,3,2
201401253,3,2
201401253,6,2
201401255,6,1
201401255,3,2
201401256,3,2
201401256,4,2
201401256,5,2
201401256,8,2
201401263,11,2
201401266,3,2
201401268,3,2
201401268,4,2
201401268,6,2
201401276,3,2
201401280,3,2
201401280,9,2
201401287,3,2
201401294,9,1
201401298,3,2
201401300,3,2
201401300,4,2
201401300,6,2
201401305,3,2
201401315,3,2
201401315,7,2
201401315,9,2
201401318,9,1
201401321,3,2
201401331,3,2
201401333,3,2
201401333,6,2
201401333,7,2
201401333,9,2
2014013431,3,2
201401355,3,2
201401355,5,2
201401364,9,1
201401368,9,1
201401379,3,2
201401381,3,2
201401386,3,1
201401387,3,2
201401393,11,2
201401403,3,2
201401408,3,2
201401410,6,1
201401413,9,2
201401420,3,3
201401421,7,1
201401421,9,1
201401423,3,3
201401423,11,3
201401424,3,2
201401424,7,2
201401424,9,2
201401428,3,1
201401428,5,1
201401428,6,1
201401428,3,2
201401430,3,2
201401430,7,2
201401431,3,2
201401431,4,2
201401431,7,2
201401431,9,2
201401434,3,2
201401434,6,2
201401437,3,2
201401444,3,2
201401444,6,2
201401445,3,2
201401445,4,2
201401445,5,2
201401445,6,2
201401451,7,2
201401451,9,2
201401453,3,2
201401456,3,2
201401456,9,2
201401463,3,2
201401464,7,2
201401469,4,1
201401469,6,1
201401474,5,1
201401474,6,1
2014014759,3,3
201401490,3,2
201401490,9,2
201401492,3,2
201401492,9,2
201401497,3,2
201401497,4,2
201401497,5,2
201401497,7,2
201401501,3,2
201401501,7,2
201401511,8,1
201401511,9,1
201401511,3,2
201401514,6,2
201401515,3,2
201401517,10,1
201401519,3,2
201401524,3,2
201401524,9,2
201401527,3,2
201401527,3,3
201401529,9,1
201401531,6,1
2014015335,9,1
201401541,3,2
201401541,4,2
201401541,6,2
201401547,3,2
201401548,7,1
201401556,6,1
201401561,8,1
201401572,3,2
201401582,3,2
201401582,6,2
201401586,3,2
201401587,3,2
201401591,3,2
201401591,7,2
201401591,9,2
201401592,3,2
201401592,9,2
201401594,3,2
201401594,9,2
201401610,3,2
201401616,3,2
201401621,3,2
201401622,3,2
201401627,3,2
201401632,3,2
201401633,3,3
201401636,3,2
201401636,4,2
201401636,6,2
201401636,7,2
201401638,7,2
201401641,3,2
201401641,9,2
201401649,3,2
201401649,9,2
201401650,11,2
201401651,3,2
201401651,7,2
201401651,9,2
201401656,3,2
201401673,3,2
201401691,3,2
201401692,3,3
201401696,3,2
201401704,3,2
201401704,8,2
201401705,3,2
201401705,9,2
201401710,3,2
201401711,3,2
201401723,4,1
201401723,6,1
201401728,4,1
201401731,3,2
201401733,4,2
201401733,6,2
201401735,11,2
201401740,7,3
201401740,9,3
201401741,7,1
201401753,3,2
201401761,3,2
201401761,7,2
201401761,8,2
201401761,9,2
201401765,8,2
201401766,9,2
201401776,3,2
201401777,3,2
201401777,7,2
201401777,9,2
201401779,4,2
201401782,4,2
201401782,5,2
201401782,6,2
201401782,9,2
201401782,3,3
201401784,6,1
201401790,3,2
201401793,3,2
201401798,3,2
201401800,6,2
201401809,3,2
201401817,7,1
201401818,3,2
201401824,3,2
201401824,3,3
201401827,6,1
201401830,3,2
201401830,9,2
201401839,9,1
201401839,3,2
201401842,3,2
201401842,6,2
201401843,3,2
201401843,6,2
201401858,3,2
201401863,3,2
201401871,3,2
201401872,4,2
201401878,3,2
201401879,3,2
201401882,3,2
201401882,7,2
201401886,3,2
201401889,3,2
201401892,3,2
201401901,7,1
201401901,10,2
201401903,4,1
201401907,9,1
201401908,3,2
201401912,3,2
201401913,3,2
201401921,4,2
201401922,6,2
2014019299,8,1
2014019307,6,1
2014019307,3,2
201401931,3,2
201401937,6,1
201401945,3,3
201401945,4,3
201401945,6,3
201401946,3,2
201401947,3,2
201401948,5,2
201401951,3,3
201401954,3,2
201401954,9,2
201401957,3,3
201401960,3,3
201401970,4,1
201401970,6,1
201401971,9,2
201401973,3,2
201401975,7,2
201401975,9,2
201401979,3,2
201401980,3,2
201401980,9,2
201401984,3,2
201401995,9,2
201402006,3,2
201402007,3,2
201402023,3,2
201402025,3,2
201402028,3,2
2014020309,3,2
2014020309,7,2
201402034,3,2
201402035,3,2
201402040,3,2
201402040,9,2
201402050,3,2
201402050,7,3
201402050,9,3
201402054,3,2
201402073,3,1
201402073,4,1
201402073,6,1
201402073,7,1
201402073,9,1
201402074,9,1
201402076,3,2
201402085,3,2
201402087,3,2
201402094,7,1
201402095,3,2
201402095,7,2
201402098,3,1
201402098,4,1
201402101,3,2
201402101,6,2
201402112,4,1
201402112,7,1
201402112,9,1
201402113,3,1
201402113,5,1
201402113,9,1
201402116,3,2
201402121,3,2
201402121,7,2
201402122,3,2
201402122,7,2
201402124,3,2
201402130,5,1
201402130,6,1
201402131,9,1
201402133,3,2
201402136,3,2
201402136,4,2
201402136,6,2
201402137,3,2
201402137,7,2
201402137,8,2
201402137,9,2
201402139,9,1
201402139,3,2
201402141,3,2
201402142,9,1
201402151,3,2
201402151,4,2
201402151,6,2
201402155,3,2
201402155,4,3
201402155,8,3
201402155,9,3
201402158,3,2
201402158,6,2
201402161,11,2
201402166,3,3
201402169,7,1
201402172,3,2
201402173,3,2
201402176,3,2
201402176,4,2
201402176,6,2
201402176,9,2
201402176,3,3
201402177,3,2
201402177,6,2
201402180,3,2
201402180,3,3
201402185,3,2
201402188,3,2
201402188,7,2
201402188,9,2
201402189,3,2
201402189,6,2
201402191,9,2
201402192,3,2
201402192,4,2
201402198,3,2
201402198,6,2
201402199,3,2
201402200,3,2
201402200,7,2
201402200,8,2
201402200,9,2
201402202,3,2
201402202,9,2
201402206,3,2
201402206,4,2
201402206,6,2
201402206,7,3
201402207,3,2
201402208,3,2
201402209,7,2
201402210,3,2
201402210,3,3
201402211,3,2
201402213,3,2
201402213,7,2
201402213,9,2
201402215,11,1
201402215,3,2
201402215,7,2
201402216,3,2
201402219,8,1
201402219,3,2
201402220,3,2
201402220,9,2
201402221,6,1
201402224,3,2
201402224,6,2
201402224,7,2
201402224,9,2
201402224,3,3
201402225,3,2
201402225,4,2
201402225,6,2
201402226,3,1
201402227,3,2
201402241,2,1
201402241,3,1
201402241,7,1
201402241,9,1
201402244,1,2
201402244,3,2
201402247,7,1
201402247,9,1
201402249,3,2
201402254,6,1
201402255,3,1
201402255,7,1
201402258,7,1
201402258,9,1
201402258,3,2
201402258,8,2
2014022583,3,2
2014022583,4,2
2014022583,5,2
2014022583,6,2
201402260,3,2
201402261,3,2
201402268,3,1
201402268,6,1
201402268,7,1
2014022786,3,2
201402279,3,2
201402279,4,2
201402279,6,2
201402280,3,1
201402280,7,1
201402282,3,2
201402282,9,2
201402285,7,2
201402287,3,2
201402288,4,1
201402288,5,1
201402288,6,1
201402290,4,1
201402293,3,2
201402302,4,1
201402302,6,1
201402304,3,3
201402304,4,3
201402304,6,3
201402306,3,2
201402319,7,2
201402319,9,2
201402322,3,2
201402323,3,2
201402323,7,2
201402323,8,2
201402323,9,2
201402324,3,2
201402338,3,2
201402341,3,2
201402341,7,2
201402341,3,3
201402341,7,3
201402346,3,2
201402348,9,1
201402348,3,2
201402351,3,2
201402352,3,2
201402354,7,1
201402361,3,2
201402361,7,2
201402363,3,2
201402363,4,2
201402365,2,1
201402371,10,1
201402372,5,2
201402374,3,2
201402381,3,2
201402387,3,1
201402387,4,1
201402387,11,2
201402392,4,1
201402392,6,1
201402392,7,1
201402392,9,1
201402402,3,3
201402402,4,3
201402402,6,3
201402403,3,2
201402403,7,2
201402403,9,2
201402404,3,3
201402411,6,1
201402415,3,1
201402415,9,1
201402420,9,2
201402421,3,2
201402426,3,1
201402426,9,1
201402428,3,2
201402428,9,2
201402429,3,2
201402429,9,2
201402431,3,2
201402441,3,2
201402441,9,2
201402444,3,2
201402455,3,3
201402458,3,2
201402460,3,2
201402460,6,2
201402467,3,2
2014024678,3,2
201402492,10,1
201402501,3,2
201402502,3,2
201402511,6,2
201402515,6,2
201402517,4,2
201402517,6,2
201402529,9,2
201402529,3,3
201402529,9,3
201402530,3,1
201402530,9,1
201402530,3,2
201402534,9,1
201402535,3,2
201402537,9,1
201402537,3,2
201402538,3,2
201402542,3,2
201402543,4,2
201402553,3,2
2014025726,4,1
2014025726,6,1
201402578,7,3
201402578,9,3
201402580,8,1
201402583,9,2
201402586,11,2
201402589,3,2
201402599,3,2
2014025995,3,1
2014025995,5,1
2014025995,6,1
201402602,3,2
201402614,7,2
201402614,8,2
201402614,3,3
201402614,9,3
201402617,3,2
201402619,3,2
201402620,3,2
201402622,3,2
2014026259,3,2
201402627,3,2
201402628,3,2
201402628,7,2
201402628,9,2
201402631,9,2
201402650,3,2
201402657,3,2
201402665,3,2
201402668,3,2
201402668,8,2
201402669,3,2
201402672,3,2
201402674,3,1
201402674,1,2
201402674,4,2
201402674,5,2
201402678,3,2
201402681,3,2
201402683,3,2
201402694,9,2
201402705,3,2
201402711,7,2
201402711,9,2
201402713,3,1
201402713,9,1
201402714,3,2
201402714,4,2
201402714,6,2
201402724,3,1
201402724,7,1
201402733,3,2
201402734,8,2
201402739,3,2
201402739,7,2
201402745,6,1
201402747,3,2
201402751,3,2
201402752,4,1
201402752,3,2
201402761,6,2
201402762,3,2
201402765,3,2
201402766,3,2
201402769,3,2
201402784,8,1
201402785,3,2
201402785,7,2
201402787,7,1
201402789,9,3
201402792,3,2
201402792,7,2
201402792,3,3
201402794,3,2
201402795,3,2
201402797,3,2
201402801,3,2
201402801,11,2
201402801,3,3
201402801,7,3
201402801,9,3
2014028022,3,2
2014028022,3,3
201402805,3,2
201402806,3,2
201402808,6,1
201402809,3,2
201402809,3,3
201402812,3,1
201402812,3,2
201402812,6,2
201402812,3,3
201402822,3,3
201402825,3,2
201402826,3,3
201402837,3,2
201402841,3,3
2014028414,3,2
2014028414,4,2
2014028414,9,2
2014028419,3,2
201402844,7,2
201402845,3,2
201402846,3,2
201402847,3,2
201402849,9,1
201402849,3,2
201402849,3,3
201402852,11,1
201402855,3,2
201402857,3,2
201402863,8,1
201402863,9,1
201402864,10,1
201402874,3,3
201402876,7,1
201402880,7,1
201402880,9,1
201402883,3,1
201402883,5,1
201402883,6,1
201402886,5,1
201402886,6,1
201402888,3,2
201402888,1,3
201402888,3,3
201402888,7,3
201402888,9,3
201402890,3,2
201402894,3,2
201402898,4,1
201402898,5,1
201402898,6,1
201402900,7,2
201402900,9,2
201402904,9,1
201402907,3,3
201402909,3,2
201402910,3,2
201402913,3,2
201402913,8,2
201402914,9,1
201402914,3,2
201402915,3,2
201402916,3,2
201402916,11,3
201402917,3,2
201402922,3,2
201402925,3,2
201402928,3,2
2014029285,7,1
201402933,3,2
201402935,3,2
201402935,6,2
201402945,3,2
201402949,4,2
201402949,6,2
201402955,3,2
201402956,3,2
201402964,5,2
201402964,6,2
201402965,6,1
201402965,7,1
201402965,9,1
201402965,3,2
201402965,6,2
201402965,7,2
201402965,9,2
201402973,3,2
201402980,3,2
201402987,3,2
201402996,3,2
201402997,3,2
201402999,3,2
201403000,3,2
201403001,4,2
201403001,5,2
201403001,6,2
201403004,3,2
201403012,3,2
201403014,3,2
201403014,9,2
201403021,7,1
201403021,9,1
201403024,3,2
201403028,3,2
201403028,7,2
201403036,9,1
201403037,3,2
201403040,6,1
201403049,5,1
201403053,3,2
201403053,6,2
201403054,9,1
201403071,9,1
201403077,3,2
201403086,3,2
201403092,3,3
201403092,7,3
201403092,9,3
201403093,3,1
201403093,9,1
201403093,3,2
2014030969,3,2
201403097,3,2
201403109,7,2
201403109,8,2
201403109,9,2
201403113,3,2
201403113,3,3
201403113,7,3
201403113,9,3
201403115,7,2
201403115,9,2
201403116,3,2
201403118,7,2
201403118,9,2
201403119,9,2
201403133,9,1
201403135,3,1
201403135,3,2
201403135,4,2
201403135,5,2
201403135,6,2
201403136,3,2
201403140,3,2
201403140,7,2
201403140,9,2
201403148,3,2
201403148,7,2
201403152,3,2
201403156,3,2
201403158,3,2
201403161,3,2
201403172,11,1
201403172,3,2
201403173,3,3
201403174,4,1
201403174,6,1
201403178,3,2
201403178,6,2
201403186,3,3
201403186,7,3
201403186,9,3
201403187,3,2
201403188,7,1
201403195,3,2
201403195,9,2
201403202,3,2
201403202,9,2
201403210,6,1
201403217,3,2
201403219,7,1
201403235,3,2
201403236,3,2
201403239,7,2
201403242,3,2
201403247,4,1
201403247,6,1
201403248,3,2
201403249,3,2
201403250,3,3
201403251,3,2
201403264,3,2
201403265,3,2
201403265,3,3
201403266,3,2
201403295,6,2
201403307,3,2
201403309,7,2
201403309,9,2
201403310,7,2
201403310,8,2
201403310,9,2
201403311,3,2
201403312,3,2
201403314,7,1
201403322,3,2
201403322,4,2
201403322,6,2
201403331,3,2
201403333,3,2
201403335,3,3
201403336,3,1
201403347,3,2
201403350,3,2
201403351,3,2
201403360,10,2
201403366,3,2
201403367,3,2
201403374,3,2
201403374,6,2
201403379,3,2
201403384,3,2
201403386,7,1
201403387,3,2
201403388,7,1
201403389,4,1
201403392,11,1
201403399,3,2
201403402,3,2
201403402,8,2
201403406,3,2
201403406,4,2
201403406,6,2
201403410,3,2
201403411,3,2
201403412,3,2
201403415,3,3
201403426,7,1
201403426,8,1
201403426,9,1
201403426,7,2
201403426,8,2
201403431,6,1
201403431,3,2
201403431,6,2
201403433,3,2
201403442,3,2
201403445,3,2
201403446,3,2
201403448,3,2
201403459,3,2
201403462,3,2
2014034748,6,1
201403481,3,2
201403481,3,3
201403490,3,2
201403492,3,2
201403501,8,2
201403504,3,2
201403513,3,2
201403517,3,2
201403518,7,2
201403518,8,2
201403518,9,2
201403519,1,2
201403524,3,2
201403524,6,2
201403537,7,2
201403537,9,2
201403539,3,3
201403541,3,2
201403542,3,2
201403543,4,2
201403551,3,1
201403553,3,2
201403556,3,2
201403556,7,2
201403561,3,3
201403562,3,2
201403564,8,1
201403565,3,2
201403565,7,2
201403565,9,2
201403573,3,2
201403576,3,2
201403580,3,2
201403583,3,2
201403596,4,1
201403596,5,1
201403596,6,1
201403605,3,2
201403605,4,2
201403605,6,2
201403609,9,1
201403615,3,1
201403624,3,2
201403636,3,3
201403644,7,1
201403644,9,1
201403644,3,2
201403644,7,2
201403644,9,2
201403646,8,2
201403648,3,2
201403650,4,1
201403650,3,2
201403654,4,2
201403654,6,2
2014036576,3,2
201403659,3,2
201403661,7,1
201403664,3,2
201403676,3,2
201403677,3,2
201403678,3,2
201403680,3,2
201403681,3,2
201403681,9,2
201403682,4,2
201403682,6,2
201403682,7,2
201403684,3,2
201403684,6,2
201403700,3,2
201403700,3,3
201403705,3,3
201403711,3,3
201403713,6,1
201403713,3,2
201403713,6,2
201403717,3,2
201403725,3,2
201403732,3,2
201403732,4,2
201403732,6,2
201403733,1,2
201403736,3,2
201403737,3,2
201403743,3,2
201403746,6,1
201403749,3,2
201403749,7,2
201403750,6,1
201403750,3,2
201403752,8,2
201403754,6,1
201403754,3,2
201403755,3,2
201403756,3,2
201403757,3,2
201403764,3,2
201403764,7,2
201403766,10,2
201403771,3,2
201403771,1,3
201403777,3,2
201403777,4,2
201403777,6,2
201403777,9,2
201403780,3,2
201403783,3,2
201403792,3,2
201403792,7,2
201403792,8,2
201403792,9,2
201403792,6,3
201403796,6,2
201403796,3,3
201403796,4,3
201403796,6,3
201403796,7,3
201403796,8,3
201403797,3,2
201403797,4,2
201403797,5,2
201403797,6,2
201403797,7,2
201403797,9,2
201403804,3,2
201403809,3,1
201403809,4,1
201403809,6,1
201403809,7,1
201403809,9,1
201403810,3,2
201403810,7,2
201403810,9,3
201403815,3,2
201403815,4,2
201403817,3,2
201403820,3,2
201403820,6,2
201403821,3,1
201403821,5,1
201403821,6,1
201403824,3,3
201403825,3,2
201403830,3,3
201403830,4,3
201403833,7,2
201403834,3,2
201403837,7,2
201403841,3,1
201403841,7,1
201403841,9,1
201403844,4,1
201403844,5,1
201403844,6,1
201403856,3,2
201403856,9,2
201403857,3,2
201403858,3,2
201403860,3,2
201403860,9,3
201403864,3,2
201403866,3,2
201403870,3,2
201403888,5,2
201403892,4,2
201403892,6,2
201403894,3,2
201403898,3,2
201403901,3,2
201403906,4,2
201403908,9,1
201403912,9,2
201403918,3,2
201403918,7,2
201403918,9,2
201403918,3,3
201403918,8,3
201403919,3,2
201403919,6,2
201403935,3,2
201403939,3,2
201403941,3,2
201403944,3,2
201403949,3,2
201403953,3,2
201403953,9,2
201403956,3,2
201403956,9,2
201403967,3,2
201403967,9,2
201403968,3,2
201403971,3,3
201403971,7,3
201403971,9,3
201403979,7,2
201403979,9,2
201403980,5,2
201403983,3,2
201403999,3,2
201404000,3,2
201404011,5,2
201404013,3,2
201404028,4,2
201404028,5,2
201404036,3,2
201404042,3,2
201404042,4,2
201404042,6,2
201404042,9,2
201404046,6,2
2014040470,3,2
201404048,3,2
201404056,4,2
201404056,6,2
201404067,3,2
201404073,7,1
201404076,3,2
201404080,3,2
201404086,11,1
201404087,3,2
201404091,4,1
201404091,6,1
201404091,3,2
201404091,6,2
201404093,3,2
201404093,4,2
201404093,5,2
201404093,6,2
201404099,9,2
201404100,3,2
201404100,3,3
201404108,3,2
201404112,3,2
201404113,3,2
201404114,3,2
201404116,3,2
201404126,1,2
201404126,4,2
201404126,6,2
201404126,3,3
201404126,7,3
201404126,9,3
201404127,3,2
201404127,7,2
201404130,3,2
201404134,3,2
201404138,9,1
201404141,3,2
201404142,4,1
201404142,6,1
201404142,3,2
201404144,4,1
201404147,7,3
201404147,9,3
201404150,6,2
201404153,3,2
201404160,5,2
201404164,3,1
201404164,4,1
201404164,6,1
201404164,7,1
201404164,3,2
201404164,8,2
201404171,3,1
201404171,7,1
201404171,3,2
201404171,3,3
201404171,4,3
201404171,6,3
201404171,7,3
201404171,9,3
201404186,3,2
201404186,7,2
201404186,9,2
201404189,3,3
201404189,8,3
201404195,1,1
201404195,9,1
201404195,3,2
201404195,7,2
201404195,7,3
201404195,9,3
201404199,3,2
201404201,3,2
201404202,4,3
201404202,6,3
201404209,3,3
201404209,4,3
201404212,3,2
201404216,3,2
201404216,7,2
201404216,9,2
201404221,7,1
201404221,3,2
201404227,3,2
201404229,3,2
201404233,6,2
201404239,3,2
201404239,4,2
201404239,5,2
201404239,6,2
201404255,3,2
201404255,4,2
201404256,3,2
201404256,10,2
201404263,3,2
201404263,5,3
201404263,6,3
201404282,9,1
201404289,3,2
201404290,3,2
201404297,3,2
201404297,7,2
201404302,3,1
201404303,3,2
201404304,7,1
201404312,3,1
201404315,6,1
201404323,4,1
201404326,3,2
201404328,3,2
201404329,4,2
201404331,3,2
201404332,4,2
201404332,6,2
201404336,2,3
201404336,3,3
201404338,7,3
201404338,9,3
201404341,3,2
201404341,9,2
201404344,3,2
201404344,7,2
201404344,9,2
201404344,7,3
201404345,3,3
201404348,3,2
201404348,7,2
201404355,1,2
201404355,3,2
201404355,9,2
2014043573,3,2
201404360,5,1
201404360,3,2
201404364,3,2
201404372,3,2
201404378,2,2
201404378,3,2
201404389,7,1
201404389,9,1
201404392,3,2
201404393,9,1
201404403,3,2
201404403,7,2
201404403,9,2
201404406,5,1
201404409,3,2
201404411,8,2
201404420,3,2
201404421,3,2
201404425,4,1
201404430,3,2
201404434,3,2
201404436,7,2
201404436,9,2
201404437,3,2
201404439,3,2
201404442,7,3
201404442,8,3
201404444,3,2
201404448,7,2
201404451,7,2
201404462,4,1
201404471,3,2
201404471,7,2
201404471,9,2
201404479,7,1
201404479,9,1
201404485,3,2
201404485,6,2
201404518,4,1
201404518,6,1
201404518,6,2
201404518,9,2
201404519,3,2
201404521,3,2
201404528,9,1
201404532,6,3
201404532,7,3
201404532,9,3
201404535,3,3
201404538,3,2
201404538,4,2
201404542,3,1
201404542,7,1
201404545,4,2
201404545,5,2
201404545,6,2
201404546,3,3
201404546,4,3
201404546,6,3
201404546,7,3
201404554,7,2
201404554,9,2
2014045600,3,1
