LSHL_TYP,MED_TYPE,RD_LIGHT,RSHL_TYP,RURURB,SURF_TYP,EW_IND,COUNTY,FUNC_CLS,RTE_NBR,CITY,ROAD_INV,SPD_LIMT,BEGMP,ENDMP,ACSEQ_NB,LSHLDWID,MEDWID,NO_LANES,RSHLDWID,lanewid,rdwy_wid,AADT,mvmt
B,,Y,B,R,A,W,21.0,44.0,6,,006,,46.45,46.47,0,8,0,2,8,12,24,6768.0,0.05
B,,,B,R,A,W,21.0,44.0,6,,006,,46.47,46.59,0,10,0,2,10,12,24,6768.0,0.3
C,,,C,R,B,W,21.0,44.0,6,,006,,46.59,46.67,0,0,0,2,0,22,44,6768.0,0.2
A,,,A,R,A,W,21.0,44.0,6,,006,,46.67,46.72,0,8,0,2,8,12,24,6768.0,0.12
A,,,A,R,A,W,21.0,44.0,6,,006,,46.72,46.9,0,8,0,2,8,12,24,6768.0,0.44
A,,,A,R,A,W,21.0,44.0,6,,006,,46.9,46.96,0,4,0,2,4,12,24,6768.0,0.15
A,,Y,A,R,A,W,21.0,44.0,6,,006,,46.96,47.05000000000001,0,4,0,2,4,12,24,7576.0,0.25
A,,,A,R,A,W,21.0,44.0,6,,006,,47.05000000000001,47.17,0,4,0,2,4,12,24,7576.0,0.33
A,,,A,R,A,W,21.0,44.0,6,,006,,47.17,47.21,0,4,0,2,4,12,24,7576.0,0.11
A,,,A,R,A,W,21.0,44.0,6,,006,,47.21,47.22,0,4,0,2,4,12,24,7576.0,0.03
A,,N,A,R,A,W,21.0,44.0,6,,006,,47.22,47.27,0,4,0,2,4,12,24,7576.0,0.14
A,,N,A,R,A,W,21.0,44.0,6,,006,,47.27,47.36,0,4,0,2,4,12,24,7576.0,0.25
A,,,A,R,A,W,21.0,44.0,6,,006,,47.36,47.5,0,8,0,2,8,12,24,7576.0,0.39
A,,,A,R,A,W,21.0,44.0,6,,006,,47.5,47.72,0,7,0,2,5,12,24,7576.0,0.61
A,,,A,R,A,W,21.0,44.0,6,,006,,47.72,47.73000000000001,0,6,0,2,5,12,24,7576.0,0.03
A,,N,A,R,A,W,21.0,44.0,6,,006,,47.73000000000001,47.81,0,6,0,2,5,12,24,7576.0,0.22
C,,,C,R,A,W,21.0,44.0,6,,006,,47.81,47.82,0,0,0,2,0,12,24,7576.0,0.03
A,,,A,R,A,W,21.0,44.0,6,,006,,47.82,47.94,0,7,0,2,5,12,24,7576.0,0.33
A,,,A,R,A,W,21.0,44.0,6,,006,,47.94,47.95,0,8,0,2,5,12,24,7576.0,0.03
A,,,A,R,A,W,21.0,44.0,6,,006,,47.95,48.01,0,8,0,2,5,12,24,7576.0,0.17
A,,Y,A,R,A,W,21.0,44.0,6,,006,,48.01,48.22,0,8,0,2,5,12,24,7576.0,0.58
A,,,A,R,A,W,21.0,44.0,6,,006,,48.22,48.41,0,8,0,2,5,12,24,7576.0,0.53
A,,,A,R,A,W,21.0,44.0,6,,006,,48.41,48.44,0,5,0,2,4,12,24,7576.0,0.08
A,,,A,R,A,W,21.0,44.0,6,,006,,48.44,48.6,0,9,0,2,7,12,24,7576.0,0.44
A,,N,A,R,A,W,21.0,44.0,6,,006,,48.6,48.9,0,9,0,2,7,12,24,7576.0,0.83
A,,,A,R,A,W,21.0,44.0,6,,006,,48.9,49.08,0,8,0,2,8,12,24,7576.0,0.5
A,,Y,A,R,A,W,21.0,44.0,6,,006,,49.08,49.12,0,8,0,2,8,12,24,7576.0,0.11
A,,,A,R,A,W,21.0,44.0,6,,006,,49.12,49.21,0,8,0,2,8,12,24,8813.0,0.29
A,,Y,A,R,A,W,21.0,44.0,6,,006,,49.21,49.4,0,8,0,2,8,12,24,10829.0,0.75
A,,Y,A,R,A,W,21.0,44.0,6,,006,,49.4,49.46,0,8,0,2,8,12,24,10829.0,0.24
A,,,A,R,A,W,21.0,44.0,6,,006,,49.46,49.54,0,8,0,2,8,12,24,10829.0,0.32
A,,,A,R,A,W,21.0,44.0,6,,006,,49.54,49.57,0,10,0,2,10,12,24,10829.0,0.12
A,,,A,R,A,W,21.0,44.0,6,,006,,49.57,50.55000000000001,0,10,0,2,10,12,24,10829.0,3.87
A,,N,A,R,A,W,21.0,44.0,6,,006,,50.55000000000001,50.56,0,10,0,2,10,12,24,10829.0,0.04
A,,N,A,R,A,W,21.0,44.0,6,,006,,50.56,50.94,0,10,0,2,10,12,24,10829.0,1.5
C,,,C,R,A,W,21.0,44.0,6,,006,,50.94,50.97,0,0,0,2,0,12,24,10829.0,0.12
C,,,C,R,A,W,21.0,44.0,6,,006,,50.97,50.99,0,0,0,2,0,12,24,10829.0,0.08
C,,,C,R,A,W,21.0,44.0,6,,006,,50.99,51.0,0,0,0,2,0,12,24,10829.0,0.04
C,,,C,U,A,W,21.0,54.0,6,190.0,006,,51.0,51.14,0,0,0,2,0,12,24,10829.0,0.55
C,,,C,U,A,W,21.0,54.0,6,190.0,006,,51.14,51.22,0,0,0,2,0,31,61,10944.0,0.32
C,,Y,C,U,A,W,21.0,54.0,6,190.0,006,,51.22,51.23000000000001,0,0,0,2,0,31,61,10944.0,0.04
C,,Y,C,U,A,W,21.0,54.0,6,190.0,006,,51.23000000000001,51.24,0,0,0,2,0,31,61,10944.0,0.04
C,,,C,U,A,W,21.0,53.0,6,190.0,006,,51.24,51.28,0,0,0,2,0,31,61,10944.0,0.16
C,,Y,C,U,A,W,21.0,53.0,6,190.0,006,,51.28,51.33,0,0,0,2,0,31,61,11992.0,0.22
W,,,C,U,P,W,21.0,53.0,6,190.0,006,,51.33,51.37,0,0,0,2,0,31,61,11992.0,0.18
A,,Y,A,R,A,W,21.0,44.0,7,,007,,0.0,0.01,0,8,0,2,8,12,24,4650.0,0.02
A,,,A,R,A,W,21.0,44.0,7,800.0,007,55.0,0.01,0.1,0,8,0,2,8,12,24,4650.0,0.15
A,,,A,R,A,W,21.0,44.0,7,800.0,007,55.0,0.1,0.11,0,8,0,2,8,12,24,4650.0,0.02
A,,Y,A,R,A,W,21.0,44.0,7,800.0,007,55.0,0.11,0.29,0,8,0,2,8,12,24,4650.0,0.31
C,,Y,C,R,A,W,21.0,44.0,7,800.0,007,55.0,0.29,0.36,0,0,0,2,0,17,33,4650.0,0.12
C,,Y,C,R,A,W,21.0,44.0,7,800.0,007,55.0,0.36,0.45,0,0,0,2,0,17,33,4450.0,0.15
C,,Y,C,R,A,W,21.0,44.0,7,800.0,007,55.0,0.45,0.49,0,0,0,2,0,17,33,4450.0,0.06
C,,Y,C,R,A,W,21.0,44.0,7,800.0,007,55.0,0.49,0.51,0,0,0,2,0,17,33,3612.0,0.03
C,,,C,R,A,W,21.0,44.0,7,800.0,007,55.0,0.51,0.55,0,0,0,2,0,17,33,3612.0,0.05
A,,,A,R,A,W,21.0,44.0,7,800.0,007,55.0,0.55,0.5899999999999999,0,4,0,2,4,12,24,3612.0,0.05
A,,Y,A,R,A,W,21.0,44.0,7,800.0,007,55.0,0.5899999999999999,0.6,0,4,0,2,4,12,24,3612.0,0.01
A,,,A,R,A,W,21.0,44.0,7,800.0,007,55.0,0.6,0.63,0,4,0,2,4,12,24,3612.0,0.04
A,,,A,R,A,W,21.0,44.0,7,,007,55.0,0.63,0.9200000000000002,0,4,0,2,4,12,24,3612.0,0.38
A,,N,A,R,A,W,21.0,44.0,7,,007,55.0,0.9200000000000002,1.21,0,4,0,2,4,12,24,3612.0,0.38
A,,N,A,R,A,W,21.0,44.0,7,,007,55.0,1.21,1.28,0,4,0,2,4,12,24,2193.0,0.06
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,1.28,1.3,0,4,0,2,4,12,24,2193.0,0.02
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,1.3,1.45,0,3,0,2,3,12,24,2193.0,0.12
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,1.45,2.47,0,3,0,2,3,12,24,2193.0,0.8200000000000002
C,,,C,R,A,W,21.0,44.0,7,,007,55.0,2.47,2.51,0,0,0,2,0,12,24,2193.0,0.03
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,2.51,2.64,0,3,0,2,3,12,24,2193.0,0.1
C,,,C,R,B,W,21.0,44.0,7,,007,55.0,2.64,2.65,0,0,0,2,0,12,24,2193.0,0.01
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,2.65,3.1,0,4,0,2,4,12,24,2193.0,0.36
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,3.1,3.26,0,4,0,2,2,12,24,2193.0,0.13
C,,,C,R,B,W,21.0,44.0,7,,007,55.0,3.26,3.3,0,0,0,2,0,12,24,2193.0,0.03
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,3.3,3.32,0,3,0,2,3,12,24,2193.0,0.02
A,,N,A,R,B,W,21.0,44.0,7,,007,55.0,3.32,3.91,0,3,0,2,3,12,24,2193.0,0.47
W,,,W,R,B,W,21.0,44.0,7,,007,55.0,3.91,3.92,0,0,0,2,0,20,40,2193.0,0.01
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,3.92,3.9300000000000006,0,3,0,2,3,12,24,2193.0,0.01
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,3.9300000000000006,4.52,0,3,0,2,3,12,24,2193.0,0.47
C,,,C,R,B,W,21.0,44.0,7,,007,55.0,4.52,4.530000000000001,0,0,0,2,0,12,24,1906.0,0.01
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,4.530000000000001,6.42,0,3,0,2,3,12,24,1906.0,1.31
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,6.42,6.52,0,3,0,2,3,12,24,1906.0,0.07000000000000002
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,6.52,6.68,0,4,0,2,10,12,24,1906.0,0.11
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,6.68,9.35,0,3,0,2,3,12,24,1906.0,1.86
C,,,C,R,B,W,21.0,44.0,7,,007,55.0,9.35,9.36,0,0,0,2,0,12,24,1906.0,0.01
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,9.36,11.66,0,2,0,2,2,12,24,1906.0,1.6
A,,N,A,R,B,W,21.0,44.0,7,,007,55.0,11.66,11.700000000000003,0,2,0,2,2,12,24,1906.0,0.03
A,,N,A,R,B,W,21.0,44.0,7,,007,55.0,11.700000000000003,12.73,0,2,0,2,2,12,24,1906.0,0.72
A,,N,A,R,B,W,21.0,44.0,7,,007,55.0,12.73,12.99,0,2,0,2,2,12,24,1906.0,0.18
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,12.99,13.17,0,8,0,2,8,12,24,1906.0,0.13
A,,N,A,R,B,W,21.0,44.0,7,,007,55.0,13.17,14.45,0,8,0,2,8,12,24,1906.0,0.89
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,14.45,14.6,0,2,0,2,3,12,24,1906.0,0.1
A,,N,A,R,B,W,21.0,44.0,7,,007,55.0,14.6,14.66,0,2,0,2,3,12,24,1822.0,0.04
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,14.66,14.870000000000005,0,2,0,2,3,12,24,1822.0,0.14
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,14.870000000000005,15.0,0,2,0,2,2,12,24,1822.0,0.09
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,15.0,15.460000000000004,0,2,0,2,2,12,24,1822.0,0.31
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,15.460000000000004,15.8,0,2,0,2,2,12,24,1822.0,0.23000000000000004
A,,N,A,R,B,W,21.0,44.0,7,,007,55.0,15.8,15.81,0,2,0,2,2,12,24,1822.0,0.01
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,15.81,15.98,0,2,0,2,2,12,24,1822.0,0.11
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,15.98,15.99,0,2,0,2,2,12,24,1822.0,0.01
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,15.99,16.3,0,2,0,2,2,12,24,1822.0,0.21
A,,N,A,R,B,W,21.0,44.0,7,,007,55.0,16.3,16.41,0,2,0,2,2,12,24,1822.0,0.07000000000000002
A,,N,A,R,B,W,21.0,44.0,7,,007,55.0,16.41,16.510000000000005,0,2,0,2,2,12,24,1822.0,0.07000000000000002
C,,,C,R,B,W,21.0,44.0,7,,007,55.0,16.510000000000005,16.539999999999996,0,0,0,2,0,13,26,1822.0,0.02
A,,,A,R,B,W,21.0,44.0,7,,007,55.0,16.539999999999996,16.740000000000006,0,5,0,2,4,12,24,1822.0,0.13
C,,,C,R,P,W,21.0,44.0,7,,007,55.0,16.740000000000006,16.760000000000005,0,0,0,2,0,14,28,1822.0,0.01
C,,,C,R,P,W,27.0,44.0,7,,007,55.0,16.760000000000005,16.789999999999996,0,0,0,2,0,14,28,1822.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,16.789999999999996,16.82,0,7,0,2,8,12,24,2194.0,0.02
A,,Y,A,R,A,W,27.0,44.0,7,,007,55.0,16.82,16.9,0,3,0,2,3,12,24,3501.0,0.1
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,16.9,16.95,0,7,0,2,7,12,24,3501.0,0.06
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,16.95,17.010000000000005,0,7,0,2,7,12,24,3501.0,0.08
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,17.010000000000005,17.07,0,7,0,2,7,12,24,3501.0,0.08
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,17.07,17.08,0,7,0,2,7,12,24,3309.0,0.01
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,17.08,17.18,0,7,0,2,7,12,24,3309.0,0.12
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,17.18,20.0,0,7,0,2,7,12,24,3309.0,3.41
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,20.0,20.94,0,7,0,2,7,12,24,3309.0,1.1400000000000001
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,20.94,21.150000000000006,0,7,0,2,7,12,24,3309.0,0.25
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,21.150000000000006,21.69,0,7,0,2,7,12,24,3309.0,0.65
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,21.69,21.75,0,7,0,2,7,12,24,1299.0,0.03
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,21.75,21.88,0,7,0,2,7,12,24,1299.0,0.06
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,21.88,22.54,0,7,0,2,7,12,24,1299.0,0.31
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,22.54,22.57,0,7,0,2,7,12,24,1299.0,0.01
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,22.57,22.63,0,7,0,2,7,12,24,1299.0,0.03
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,22.63,22.67,0,7,0,2,7,12,24,1299.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,22.67,22.7,0,8,0,2,6,11,22,1299.0,0.01
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,22.7,22.71,0,8,0,2,6,11,22,1299.0,0.0
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,22.71,22.92,0,8,0,2,6,11,22,1299.0,0.1
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,22.92,22.990000000000006,0,3,0,2,3,11,22,1299.0,0.03
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,22.990000000000006,23.2,0,3,0,2,3,11,22,1299.0,0.1
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,23.2,23.25,0,9,0,2,12,11,22,1299.0,0.02
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,23.25,23.3,0,9,0,2,12,11,22,1299.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,23.3,23.33,0,5,0,2,3,11,22,1299.0,0.01
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,23.33,23.400000000000006,0,5,0,2,3,11,22,1299.0,0.03
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,23.400000000000006,23.44,0,14,0,2,3,11,22,1299.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,23.44,23.990000000000006,0,3,0,2,3,11,22,1299.0,0.26
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,23.990000000000006,24.04,0,9,0,2,6,11,22,1299.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,24.04,24.12,0,4,0,2,3,11,22,1299.0,0.04
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,24.12,24.34,0,4,0,2,3,11,22,1299.0,0.1
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,24.34,24.44,0,2,0,2,2,11,22,1299.0,0.05
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,24.44,24.490000000000006,0,3,0,2,3,11,22,1299.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,24.490000000000006,24.54,0,5,0,2,3,11,22,1299.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,24.54,24.57,0,5,0,2,12,11,22,1299.0,0.01
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,24.57,24.740000000000006,0,2,0,2,2,11,22,1299.0,0.08
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,24.740000000000006,24.94,0,8,0,2,7,11,22,1299.0,0.09
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,24.94,25.19,0,2,0,2,3,11,22,1299.0,0.12
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,25.19,25.59,0,4,0,2,3,11,22,1299.0,0.19
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,25.59,25.64,0,9,0,2,9,11,22,1299.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,25.64,25.690000000000005,0,5,0,2,11,11,22,1299.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,25.690000000000005,25.740000000000006,0,5,0,2,5,11,22,1299.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,25.740000000000006,25.8,0,6,0,2,5,11,22,1299.0,0.03
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,25.8,25.82,0,6,0,2,5,11,22,1299.0,0.01
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,25.82,25.91,0,6,0,2,5,11,22,1299.0,0.04
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,25.91,26.63,0,6,0,2,5,11,22,1299.0,0.34
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,26.63,26.96,0,6,0,2,5,11,22,1299.0,0.16
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,26.96,26.98,0,6,0,2,5,11,22,1299.0,0.01
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,26.98,26.990000000000006,0,6,0,2,5,11,22,1051.0,0.0
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,26.990000000000006,27.39,0,6,0,2,5,11,22,1051.0,0.15
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,27.39,27.59,0,16,0,2,5,11,22,1051.0,0.08
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,27.59,27.740000000000006,0,7,0,2,7,11,22,1051.0,0.06
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,27.740000000000006,27.8,0,7,0,2,2,11,22,1051.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,27.8,27.85,0,7,0,2,2,11,22,1051.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,27.85,27.89,0,1,0,2,1,11,22,1051.0,0.02
C,,,C,R,A,W,27.0,44.0,7,,007,55.0,27.89,27.93,0,0,0,2,0,12,24,1051.0,0.02
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,27.93,28.01,0,6,0,2,3,11,22,1051.0,0.03
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,28.01,28.22,0,6,0,2,3,11,22,1051.0,0.08
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,28.22,28.33,0,6,0,2,3,11,22,1051.0,0.04
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,28.33,28.5,0,6,0,2,8,11,22,1051.0,0.07000000000000002
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,28.5,28.53,0,6,0,2,8,11,22,1051.0,0.01
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,28.53,28.57,0,6,0,2,9,11,22,1051.0,0.02
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,28.57,28.58,0,6,0,2,9,11,22,1790.0,0.01
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,28.58,29.29,0,5,0,2,5,11,22,1790.0,0.4600000000000001
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,29.29,29.43,0,5,0,2,5,11,22,1790.0,0.09
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,29.43,30.12,0,5,0,2,5,11,22,1790.0,0.45
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,30.12,30.17000000000001,0,5,0,2,5,11,22,1790.0,0.03
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,30.17000000000001,30.34,0,5,0,2,5,11,22,1790.0,0.11
C,,,C,R,A,W,27.0,44.0,7,,007,55.0,30.34,30.35,0,0,0,2,0,11,22,1790.0,0.01
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,30.35,30.45,0,5,0,2,5,11,22,1790.0,0.07000000000000002
C,,,C,R,A,W,27.0,44.0,7,,007,55.0,30.45,30.46,0,0,0,2,0,11,22,1790.0,0.01
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,30.46,30.68,0,5,0,2,5,11,22,1790.0,0.14
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,30.68,30.69000000000001,0,2,0,2,3,11,22,1790.0,0.01
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,30.69000000000001,30.71,0,2,0,2,3,11,22,1790.0,0.01
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,30.71,30.85,0,2,0,2,3,11,22,1790.0,0.09
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,30.85,31.08,0,2,0,2,3,11,22,1790.0,0.15
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,31.08,31.38,0,1,0,2,1,11,22,1790.0,0.2
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,31.38,31.43,0,2,0,2,2,11,22,1790.0,0.03
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,31.43,31.53,0,13,0,2,4,11,22,1790.0,0.07000000000000002
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,31.53,31.68,0,5,0,2,4,11,22,1790.0,0.1
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,31.68,32.53,0,5,0,2,4,11,22,1790.0,0.56
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,32.53,32.65,0,6,0,2,4,11,22,1790.0,0.08
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,32.65,32.75999999999999,0,13,0,2,16,11,22,1790.0,0.07000000000000002
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,32.75999999999999,32.81,0,6,0,2,6,11,22,1790.0,0.03
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,32.81,33.05,0,6,0,2,6,11,22,2444.0,0.21
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,33.05,34.04,0,6,0,2,6,11,22,2444.0,0.88
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,34.04,34.41,0,6,0,2,6,11,22,2444.0,0.33
,,,,R,A,W,27.0,44.0,7,,007,55.0,34.41,34.42000000000001,0,0,0,2,0,17,34,2444.0,0.01
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,34.42000000000001,35.57999999999999,0,6,0,2,6,11,22,2444.0,1.03
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,35.57999999999999,36.04,0,6,0,2,6,11,22,2444.0,0.4100000000000001
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,36.04,36.06,0,8,0,2,8,11,22,2777.0,0.02
A,,Y,A,R,A,W,27.0,44.0,7,,007,55.0,36.06,36.07,0,8,0,2,8,11,22,7153.0,0.03
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,36.07,36.25,0,8,0,2,8,11,22,7153.0,0.47
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,36.25,36.81,0,8,0,2,8,11,22,7153.0,1.46
A,,Y,A,R,A,W,27.0,44.0,7,,007,55.0,36.81,36.9,0,8,0,2,8,11,22,7153.0,0.23000000000000004
C,,,C,R,P,W,27.0,44.0,7,,007,55.0,36.9,36.91,0,0,0,2,0,18,36,7153.0,0.03
A,,,A,R,A,W,27.0,44.0,7,,007,55.0,36.91,37.31,0,8,0,2,8,11,22,7153.0,1.04
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,37.31,37.56,0,8,0,2,8,11,22,7153.0,0.65
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,37.56,38.07,0,8,0,2,8,11,22,7153.0,1.33
A,,Y,A,R,A,W,27.0,44.0,7,,007,55.0,38.07,38.32,0,8,0,2,8,11,22,7153.0,0.65
A,,N,A,R,A,W,27.0,44.0,7,,007,55.0,38.32,39.07,0,8,0,2,8,11,22,7153.0,1.96
A,,Y,A,R,A,W,27.0,44.0,7,,007,55.0,39.07,39.07999999999999,0,8,0,2,8,11,22,8561.0,0.03
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,39.07999999999999,39.25999999999999,0,8,0,2,8,11,22,8561.0,0.56
A,,N,A,R,A,W,27.0,43.0,7,,007,55.0,39.25999999999999,39.57,0,8,0,2,8,11,22,8561.0,0.97
A,,N,A,R,A,W,27.0,43.0,7,,007,55.0,39.57,39.61,0,8,0,2,8,11,22,8561.0,0.12
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,39.61,39.74000000000001,0,8,0,2,8,11,22,8561.0,0.4100000000000001
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,39.74000000000001,39.75,0,8,0,2,8,11,22,8561.0,0.03
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,39.75,39.82999999999999,0,8,0,2,8,11,22,8561.0,0.25
A,,N,A,R,A,W,27.0,43.0,7,,007,55.0,39.82999999999999,40.07999999999999,0,8,0,2,8,11,22,8561.0,0.78
A,,Y,A,R,A,W,27.0,43.0,7,,007,55.0,40.07999999999999,40.25999999999999,0,8,0,2,8,11,22,8561.0,0.56
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,40.25999999999999,40.32,0,10,0,2,8,11,22,8561.0,0.19
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,40.32,40.36,0,1,0,2,8,11,22,8561.0,0.12
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,40.36,40.53,0,1,0,2,7,11,22,8561.0,0.53
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,40.53,40.54,0,1,0,2,7,11,22,8561.0,0.03
A,,N,A,R,A,W,27.0,43.0,7,,007,55.0,40.54,40.87,0,1,0,2,1,11,22,8561.0,1.03
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,40.87,40.91,0,1,0,2,1,11,22,8561.0,0.12
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,40.91,41.1,0,1,0,2,1,11,22,8561.0,0.5899999999999999
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,41.1,41.11,0,8,0,2,8,11,22,8561.0,0.03
A,,,A,R,A,W,27.0,43.0,7,,007,55.0,41.11,41.15,0,8,0,2,8,11,22,8561.0,0.12
A,,Y,A,R,A,W,27.0,43.0,7,,007,55.0,41.15,41.16,0,8,0,2,8,11,22,8561.0,0.03
A,,Y,A,R,A,W,27.0,43.0,7,,007,55.0,41.16,41.17,0,8,0,2,8,11,22,8561.0,0.03
