CASENO,SEATPOS,VEHNO
2017000509,3,2
2017000515,3,2
2017000517,3,3
2017000517,7,3
2017000524,6,1
2017000524,11,2
2017000525,3,1
2017000525,4,1
2017000529,3,3
2017000532,3,1
2017000532,3,2
2017000532,7,2
2017000532,8,2
2017000532,9,2
2017000535,7,1
2017000535,9,1
2017000542,3,2
2017000544,3,2
2017000545,9,1
2017000549,3,2
2017000557,3,2
2017000557,9,2
2017000560,3,2
2017000561,3,2
2017000563,3,2
2017000563,8,2
2017000575,7,1
2017000576,3,2
2017000576,3,3
2017000576,9,3
2017000585,7,2
2017000590,3,2
2017000591,3,2
2017000596,3,2
2017000604,3,2
2017000605,4,2
2017000606,7,1
2017000607,4,1
2017000607,7,1
2017000608,3,2
2017000609,3,2
2017000609,9,2
2017000620,3,2
2017000626,3,2
2017000630,7,1
2017000630,9,1
2017000630,3,2
2017000632,3,2
2017000640,9,1
2017000640,7,2
2017000640,9,2
2017000641,3,2
2017000641,6,2
2017000641,7,2
2017000641,9,2
2017000643,3,1
2017000646,3,3
2017000652,3,2
2017000652,7,2
2017000652,9,2
2017000659,3,2
2017000664,3,3
2017000664,7,3
2017000671,3,2
2017000673,3,2
2017000676,3,2
2017000676,7,2
2017000679,3,2
2017000680,3,2
2017000680,9,2
2017000682,3,2
2017000682,7,2
2017000682,9,2
2017000697,3,2
2017000697,4,2
2017000701,9,2
2017000701,11,2
2017000707,3,2
2017000707,9,2
2017000714,3,2
2017000717,3,2
2017000722,3,2
2017000722,7,2
2017000724,3,2
2017000724,5,2
2017000725,3,3
2017000725,7,3
2017000732,3,3
2017000732,5,3
2017000732,7,3
2017000732,9,3
2017000738,3,2
2017000741,3,2
2017000743,3,3
2017000748,3,2
2017000749,7,2
2017000751,8,2
2017000752,3,2
2017000752,5,2
2017000755,3,2
2017000755,9,2
2017000761,3,2
2017000771,3,2
2017000771,4,2
2017000771,6,2
2017000771,7,2
2017000771,9,2
2017000772,7,1
2017000774,7,1
2017000777,3,3
2017000788,3,2
2017000790,7,2
2017000790,8,2
2017000790,9,2
2017000791,3,2
2017000795,3,2
2017000795,7,2
2017000795,9,2
2017000796,9,2
2017000798,3,2
2017000805,7,2
2017000806,3,2
2017000808,3,2
2017000809,3,2
2017000814,3,3
2017000814,7,3
2017000814,9,3
2017000815,6,1
2017000821,7,1
2017000823,3,2
2017000830,3,2
2017000830,7,2
2017000830,9,2
2017000831,3,3
2017000846,6,1
2017000848,9,1
2017000850,3,2
2017000855,3,3
2017000856,3,3
2017000859,3,2
2017000869,3,2
2017000871,3,2
2017000871,7,2
2017000871,9,2
2017000875,9,3
2017000876,3,3
2017000880,3,2
2017000882,3,2
2017000885,3,2
2017000887,3,2
2017000887,8,2
2017000891,9,1
2017000896,9,2
2017000907,5,2
2017000907,9,2
2017000911,6,2
2017000927,3,2
2017000933,7,2
2017000935,3,3
2017000936,4,2
2017000942,3,2
2017000952,3,2
2017000953,7,2
2017000968,3,2
2017000968,7,2
2017000968,8,2
2017000968,9,2
2017000969,7,1
2017000969,9,1
2017000969,3,2
2017000969,3,3
2017000969,6,3
2017000973,3,2
2017000974,3,2
2017000982,3,2
2017000983,3,2
2017000983,9,2
2017000985,3,1
2017000993,2,2
2017000995,3,2
2017000998,3,2
2017000999,7,1
2017000999,9,1
2017001001,3,2
2017001001,3,3
2017001001,4,3
2017001001,5,3
2017001001,6,3
2017001003,3,2
2017001003,9,2
2017001011,4,1
2017001011,6,1
2017001012,6,1
2017001015,3,2
2017001015,9,2
2017001018,7,1
2017001018,9,1
2017001020,9,1
2017001021,3,2
2017001025,6,1
2017001025,3,2
2017001033,3,2
2017001035,3,2
2017001036,3,2
2017001037,3,2
2017001039,3,2
2017001041,3,2
2017001041,7,2
2017001045,9,1
2017001045,3,2
2017001051,3,2
2017001052,3,2
2017001052,7,2
2017001055,3,2
2017001058,7,1
2017001059,7,2
2017001059,8,2
2017001064,3,3
2017001065,3,3
2017001066,3,2
2017001069,3,2
2017001071,1,2
2017001072,3,2
2017001072,7,2
2017001072,9,2
2017001076,3,2
2017001076,4,2
2017001076,5,2
2017001076,7,2
2017001076,9,2
2017001076,3,3
2017001078,9,1
2017001081,3,1
2017001082,3,2
2017001084,7,2
2017001084,9,2
2017001087,3,2
2017001090,3,2
2017001091,3,2
2017001091,6,2
2017001097,7,2
2017001097,9,2
2017001106,6,1
2017001106,3,2
2017001106,6,2
2017001106,7,2
2017001106,8,2
2017001106,9,2
2017001107,3,2
2017001108,9,1
2017001111,3,3
2017001112,3,2
2017001114,9,2
2017001114,3,3
2017001114,6,3
2017001114,7,3
2017001115,7,1
2017001115,3,2
2017001115,6,2
2017001115,7,2
2017001115,9,2
2017001117,6,1
2017001118,3,2
2017001119,3,2
2017001124,3,3
2017001131,13,2
2017001136,7,1
2017001136,9,1
2017001136,3,3
2017001138,3,2
2017001138,6,2
2017001141,3,2
2017001141,7,2
2017001142,3,3
2017001145,3,2
2017001145,9,2
2017001148,3,2
2017001155,3,2
2017001159,8,1
2017001163,3,1
2017001166,6,2
2017001180,3,2
2017001181,6,1
2017001181,3,2
2017001199,3,2
2017001206,4,1
2017001206,3,2
2017001208,6,1
2017001208,3,3
2017001213,3,2
2017001214,3,2
2017001214,5,2
2017001217,7,1
2017001217,9,1
2017001222,9,1
2017001223,3,2
2017001233,3,2
2017001234,3,2
2017001234,7,2
2017001234,8,2
2017001235,7,1
2017001237,3,2
2017001237,7,2
2017001239,3,2
2017001242,3,2
2017001254,3,2
2017001255,7,1
2017001255,3,2
2017001260,3,2
2017001261,6,1
2017001269,3,2
2017001269,9,2
2017001271,6,1
2017001271,3,2
2017001271,6,2
2017001275,3,2
2017001276,3,2
2017001287,3,2
2017001288,3,2
2017001288,9,2
2017001289,3,1
2017001290,3,2
2017001290,9,2
2017001291,9,1
2017001291,3,2
2017001298,3,2
2017001299,4,1
2017001299,6,1
2017001304,9,1
2017001304,3,2
2017001307,4,1
2017001307,6,1
2017001307,7,1
2017001307,9,1
2017001307,3,2
2017001307,4,2
2017001307,6,2
2017001307,7,2
2017001309,3,2
2017001309,6,2
2017001312,3,2
2017001312,7,2
2017001313,3,2
2017001314,3,1
2017001314,9,1
2017001319,3,2
2017001319,4,2
2017001319,6,2
2017001319,9,2
2017001320,7,1
2017001320,9,1
2017001320,3,2
2017001320,9,2
2017001321,3,2
2017001324,3,1
2017001325,3,2
2017001326,3,1
2017001332,3,2
2017001332,4,2
2017001332,7,2
2017001332,8,2
2017001332,9,2
2017001334,1,2
2017001334,4,2
2017001334,6,2
2017001334,7,2
2017001335,3,2
2017001350,3,1
2017001350,4,1
2017001350,5,1
2017001353,4,2
2017001353,6,2
2017001355,7,1
2017001355,9,1
2017001358,3,1
2017001358,7,1
2017001358,9,1
2017001360,3,2
2017001362,7,1
2017001362,9,1
2017001364,3,1
2017001364,7,1
2017001372,1,2
2017001372,8,2
2017001373,3,2
2017001373,6,2
2017001373,7,2
2017001381,6,2
2017001384,3,2
2017001384,6,3
2017001385,9,1
2017001387,3,2
2017001390,9,1
2017001391,3,2
2017001394,3,2
2017001396,7,1
2017001402,3,2
2017001405,3,1
2017001406,3,1
2017001412,3,2
2017001412,3,3
2017001412,7,3
2017001412,9,3
2017001417,9,1
2017001417,3,2
2017001417,3,3
2017001417,5,3
2017001418,3,2
2017001421,3,2
2017001421,4,2
2017001421,6,2
2017001431,6,1
2017001435,8,1
2017001435,9,1
2017001440,10,2
2017001441,3,2
2017001442,1,1
2017001447,4,2
2017001447,6,2
2017001448,4,1
2017001462,6,1
2017001465,3,1
2017001473,3,3
2017001473,9,3
2017001478,3,2
2017001482,3,2
2017001484,3,2
2017001485,3,2
2017001485,7,2
2017001485,9,2
2017001488,3,2
2017001492,3,2
2017001499,3,2
2017001501,3,2
2017001504,3,2
2017001504,6,2
2017001504,3,3
2017001504,4,3
2017001504,6,3
2017001518,9,1
2017001539,3,2
2017001541,9,2
2017001550,9,1
2017001555,7,2
2017001555,9,2
2017001567,3,2
2017001567,9,2
2017001568,7,1
2017001568,9,1
2017001572,3,2
2017001573,3,2
2017001579,3,2
2017001580,3,2
2017001585,3,2
2017001586,3,3
2017001591,3,2
2017001591,8,2
2017001595,3,2
2017001600,3,2
2017001604,3,2
2017001612,3,1
2017001618,3,2
2017001634,3,2
2017001650,3,2
2017001650,8,2
2017001652,3,2
2017001652,7,2
2017001654,3,1
2017001660,3,2
2017001660,9,2
2017001665,3,2
2017001666,3,3
2017001666,7,3
2017001666,9,3
2017001674,3,2
2017001682,4,1
2017001686,3,2
2017001697,9,2
2017001699,3,3
2017001699,6,3
2017001704,3,2
2017001733,3,2
2017001736,9,1
2017001738,9,1
2017001743,6,1
2017001751,9,2
2017001751,10,2
2017001753,3,2
2017001753,9,2
2017001758,3,2
2017001772,7,1
2017001772,9,1
2017001775,3,1
2017001775,9,1
2017001778,3,2
2017001785,3,2
2017001793,6,1
2017001793,7,1
2017001794,3,2
2017001806,4,2
2017001806,6,2
2017001810,8,1
2017001813,3,2
2017001813,4,2
2017001814,6,1
2017001815,3,2
2017001816,2,2
2017001816,3,2
2017001818,3,2
2017001823,3,3
2017001834,3,2
2017001841,4,1
2017001841,5,1
2017001844,3,2
2017001844,7,2
2017001844,8,2
2017001844,9,2
2017001862,3,2
2017001864,3,2
2017001877,4,2
2017001877,6,2
2017001878,9,1
2017001882,3,2
2017001882,4,2
2017001882,6,2
2017001885,3,2
2017001885,8,2
2017001885,3,3
2017001888,3,2
2017001896,3,2
2017001906,3,2
2017001907,6,2
2017001908,4,1
2017001908,5,1
2017001909,3,1
2017001913,3,2
2017001917,3,3
2017001919,3,2
2017001925,4,1
2017001925,6,1
2017001925,7,1
2017001925,9,1
2017001931,3,2
2017001931,8,2
2017001936,3,2
2017001936,9,2
2017001940,7,1
2017001947,3,2
2017001948,9,1
2017001949,6,2
2017001969,3,2
2017001969,4,2
2017001969,6,2
2017001969,7,2
2017001970,3,2
2017001972,7,1
2017001972,9,1
2017001974,3,1
2017001974,3,2
2017001980,3,2
2017001983,3,2
2017001985,3,2
2017001985,7,2
2017001985,8,2
2017001986,9,2
2017001987,10,2
2017001993,3,2
2017001993,9,2
2017001999,3,2
2017002005,9,2
2017002006,9,3
2017002009,7,1
2017002011,3,2
2017002011,6,2
2017002026,9,1
2017002026,3,2
2017002029,3,2
2017002039,3,2
2017002042,7,2
2017002045,9,3
2017002049,3,2
2017002051,3,2
2017002051,9,2
2017002052,3,2
2017002060,7,2
2017002060,9,2
2017002061,3,1
2017002061,7,1
2017002061,9,2
2017002064,3,1
2017002064,7,1
2017002067,3,3
2017002072,4,2
2017002072,6,2
2017002074,3,2
2017002077,3,2
2017002077,4,2
2017002077,6,2
2017002085,9,1
2017002085,3,3
2017002091,3,1
2017002091,3,2
2017002091,7,2
2017002091,9,2
2017002097,3,2
2017002097,4,2
2017002097,5,2
2017002097,6,2
2017002102,3,2
2017002108,3,2
2017002113,3,2
2017002120,4,1
2017002126,3,2
2017002127,3,2
2017002129,7,1
2017002130,11,2
2017002131,3,1
2017002132,9,2
2017002138,3,2
2017002140,3,2
2017002140,9,2
2017002149,3,2
2017002151,3,3
2017002151,7,3
2017002151,9,3
2017002153,3,1
2017002153,9,1
2017002155,3,1
2017002157,3,2
2017002157,7,2
2017002157,9,2
2017002164,3,2
2017002173,3,2
2017002175,3,2
2017002175,5,2
2017002175,9,2
2017002177,3,2
2017002177,7,2
2017002177,8,2
2017002177,9,2
2017002179,3,2
2017002189,3,2
2017002189,7,2
2017002189,9,2
2017002192,9,1
2017002208,3,2
2017002212,7,2
2017002212,9,2
2017002213,3,1
2017002213,9,1
2017002215,9,1
2017002215,3,2
2017002216,5,3
2017002217,9,1
2017002218,7,2
2017002218,9,2
2017002219,3,2
2017002222,9,2
2017002223,3,2
2017002223,8,2
2017002224,3,2
2017002228,7,1
2017002228,3,2
2017002233,3,1
2017002233,7,1
2017002233,3,2
2017002234,7,1
2017002234,3,2
2017002234,4,2
2017002234,6,2
2017002237,4,2
2017002237,7,2
2017002238,9,1
2017002240,7,1
2017002249,3,2
2017002252,3,2
2017002253,9,2
2017002258,3,2
2017002258,9,3
2017002261,3,2
2017002270,3,3
2017002282,9,2
2017002285,3,2
2017002285,6,2
2017002285,7,2
2017002285,9,2
2017002289,1,2
2017002292,3,2
2017002292,6,2
2017002312,3,2
2017002313,6,1
2017002314,3,2
2017002314,7,2
2017002316,3,3
2017002323,3,2
2017002334,3,2
2017002337,7,2
2017002337,8,2
2017002337,9,2
2017002347,7,1
2017002347,8,1
2017002347,9,1
2017002350,3,2
2017002351,3,2
2017002351,4,2
2017002352,3,2
2017002353,3,2
2017002353,9,2
2017002359,3,2
2017002361,3,2
2017002366,7,3
2017002366,9,3
2017002367,3,2
2017002373,3,2
2017002377,3,2
2017002379,3,2
2017002386,6,1
2017002390,3,1
2017002390,9,1
2017002390,7,2
2017002390,3,3
2017002391,3,2
2017002395,3,2
2017002401,3,2
2017002403,7,2
2017002403,9,2
2017002404,3,2
2017002409,3,2
2017002409,7,2
2017002411,3,2
2017002412,6,2
2017002412,7,2
2017002412,9,2
2017002412,3,3
2017002414,3,2
2017002416,3,2
2017002416,11,2
2017002418,3,2
2017002419,3,2
2017002424,3,2
2017002430,3,2
2017002430,4,2
2017002430,5,2
2017002430,6,2
2017002436,3,1
2017002436,7,1
2017002437,3,2
2017002440,7,3
2017002440,8,3
2017002440,9,3
2017002442,7,2
2017002442,9,2
2017002446,3,2
2017002446,7,2
2017002448,3,2
2017002450,3,2
2017002452,6,1
2017002454,3,2
2017002454,7,2
2017002454,9,2
2017002455,7,2
2017002455,8,2
2017002455,9,2
2017002456,3,2
2017002456,7,2
2017002457,3,2
2017002457,4,2
2017002457,6,2
2017002457,8,2
2017002458,8,2
2017002461,3,3
2017002464,7,3
2017002469,3,2
2017002470,3,2
2017002480,3,2
2017002480,7,2
2017002480,9,2
2017002481,3,2
2017002481,9,2
2017002481,3,3
2017002484,3,2
2017002490,3,3
2017002490,7,3
2017002490,9,3
2017002492,4,1
2017002495,3,1
2017002495,6,1
2017002496,3,2
2017002496,9,2
2017002499,3,2
2017002499,8,2
2017002507,3,1
2017002507,3,2
2017002507,3,3
2017002508,3,2
2017002510,3,2
2017002510,4,2
2017002512,3,2
2017002512,8,2
2017002522,3,2
2017002523,3,2
2017002526,3,2
2017002527,3,2
2017002531,3,2
2017002532,3,1
2017002534,6,2
2017002544,3,3
2017002544,8,3
2017002546,3,2
2017002546,4,2
2017002546,6,2
2017002546,7,2
2017002546,8,2
2017002546,9,2
2017002547,3,2
2017002547,9,2
2017002547,3,3
2017002547,7,3
2017002547,9,3
2017002555,3,2
2017002557,3,2
2017002557,7,2
2017002558,3,2
2017002561,3,2
2017002566,5,1
2017002566,7,1
2017002566,8,1
2017002567,3,2
2017002571,3,2
2017002571,7,2
2017002571,9,2
2017002572,3,2
2017002573,3,2
2017002578,3,2
2017002584,3,2
2017002585,3,3
2017002585,7,3
2017002585,8,3
2017002588,3,2
2017002592,8,2
2017002593,3,1
2017002593,7,1
2017002596,3,1
2017002596,7,1
2017002596,9,1
2017002601,3,2
2017002601,3,3
2017002619,3,2
2017002619,7,2
2017002619,9,2
2017002635,3,2
2017002635,7,2
2017002636,3,2
2017002636,7,3
2017002636,9,3
2017002637,3,2
2017002637,4,2
2017002637,5,2
2017002637,6,2
2017002641,4,1
2017002641,6,1
2017002642,3,3
2017002649,3,2
2017002650,9,2
2017002659,3,2
2017002662,3,2
2017002663,3,2
2017002667,3,2
2017002667,7,2
2017002667,9,2
2017002672,3,2
2017002673,11,2
2017002681,3,2
2017002687,4,1
2017002733,9,3
2017002736,3,2
2017002736,7,2
2017002736,9,2
2017002739,3,2
2017002739,6,2
2017002740,7,2
2017002740,9,2
2017002749,3,3
2017002749,9,3
2017002752,3,2
2017002764,3,2
2017002771,3,2
2017002781,3,2
2017002781,7,2
2017002783,3,2
2017002784,3,2
2017002792,6,1
2017002794,3,2
2017002801,9,2
2017002810,3,2
2017002810,4,2
2017002818,6,1
2017002823,3,2
2017002823,9,2
2017002824,9,1
2017002824,3,2
2017002840,11,1
2017002841,3,2
2017002841,7,2
2017002841,9,2
2017002849,3,2
2017002878,3,2
2017002878,7,2
2017002879,3,2
2017002885,9,2
2017002896,3,2
2017002904,3,2
2017002904,9,3
2017002905,3,3
2017002910,3,2
2017002910,3,3
2017002910,6,3
2017002912,8,2
2017002919,3,2
2017002925,3,2
2017002925,7,2
2017002932,3,1
2017002932,9,1
2017002934,3,2
2017002935,3,3
2017002941,3,2
2017002946,3,2
2017002949,3,3
2017002949,4,3
2017002949,6,3
2017002951,3,2
2017002956,9,2
2017002962,4,1
2017002962,6,1
2017002964,3,2
2017002965,3,2
2017002965,7,2
2017002969,3,2
2017002975,7,1
2017002977,3,2
2017002977,4,2
2017002979,3,3
2017002981,7,1
2017002981,9,1
2017002981,3,2
2017002983,3,2
2017002984,3,2
2017002984,4,2
2017002984,10,2
2017002989,3,3
2017002990,9,2
2017002992,3,2
2017002993,3,2
2017002994,3,2
2017002998,3,2
2017003006,3,2
2017003006,9,2
2017003010,3,2
2017003021,3,2
2017003027,3,2
2017003032,3,2
2017003036,3,2
2017003048,3,2
2017003050,9,2
2017003061,3,2
2017003077,3,2
2017003081,3,2
2017003081,4,2
2017003081,6,2
2017003086,9,1
2017003090,3,2
2017003103,7,1
2017003103,7,2
2017003103,9,2
2017003110,3,1
2017003115,3,2
2017003124,3,2
2017003129,3,2
2017003129,7,2
2017003129,9,2
2017003135,3,2
2017003135,7,2
2017003135,9,2
2017003135,3,3
2017003148,3,2
2017003149,3,3
2017003153,3,2
2017003162,3,2
2017003162,9,2
2017003163,3,2
2017003168,1,2
2017003177,3,1
2017003180,3,2
2017003180,3,3
2017003184,3,2
2017003184,7,2
2017003184,9,2
2017003194,3,2
2017003197,3,2
2017003199,3,3
2017003207,3,3
2017003207,4,3
2017003207,7,3
2017003207,9,3
2017003211,3,2
2017003222,3,2
2017003222,6,2
2017003226,8,1
2017003227,10,2
2017003228,3,2
2017003228,7,2
2017003233,7,2
2017003234,6,1
2017003236,3,2
2017003242,3,3
2017003250,6,2
2017003253,3,2
2017003255,3,2
2017003255,9,2
2017003256,3,2
2017003256,9,2
2017003269,3,2
2017003278,3,2
2017003278,3,3
2017003282,7,2
2017003284,3,2
2017003284,6,2
2017003285,3,2
2017003287,3,2
2017003287,5,2
2017003290,7,2
2017003291,3,2
2017003297,3,1
2017003297,4,1
2017003297,7,1
2017003297,9,1
2017003297,3,2
2017003302,3,2
2017003303,3,2
2017003311,7,1
2017003311,9,1
2017003316,3,2
2017003320,3,1
2017003322,3,2
2017003327,3,2
2017003328,3,2
2017003328,4,2
2017003328,5,2
2017003328,6,2
2017003333,3,1
2017003334,3,2
2017003344,3,1
2017003344,3,2
2017003344,9,2
2017003346,3,2
2017003346,7,2
2017003346,9,2
2017003347,7,2
2017003347,9,2
2017003348,3,2
2017003349,3,2
2017003349,8,2
2017003349,9,2
2017003350,3,2
2017003350,9,2
2017003353,3,2
2017003353,4,2
2017003353,6,2
2017003354,4,1
2017003354,6,1
2017003354,9,1
2017003354,3,2
2017003358,3,2
2017003358,7,2
2017003362,3,2
2017003364,3,2
2017003367,3,2
2017003370,3,2
2017003370,7,2
2017003370,9,2
2017003380,3,2
2017003382,3,2
2017003393,3,2
2017003393,7,2
2017003397,3,2
2017003400,3,2
2017003400,7,2
2017003400,9,2
2017003401,3,2
2017003403,3,2
2017003405,7,2
2017003407,3,3
2017003409,9,2
2017003412,3,2
2017003418,3,2
2017003425,3,2
2017003445,3,2
2017003445,3,3
2017003445,9,3
2017003447,9,2
2017003449,3,3
2017003462,3,2
2017003462,7,2
2017003469,3,2
2017003471,8,3
2017003472,3,2
2017003482,6,2
2017003485,3,2
2017003496,3,2
2017003502,3,2
2017003515,3,2
2017003515,7,2
2017003521,4,1
2017003523,3,3
2017003523,9,3
2017003524,3,2
2017003536,3,1
2017003536,7,1
2017003537,3,1
2017003537,9,1
2017003540,3,2
2017003540,4,2
2017003543,3,2
2017003557,3,2
2017003568,3,1
2017003568,6,1
2017003568,3,2
2017003570,3,2
2017003571,3,2
2017003574,3,2
2017003574,4,2
2017003574,5,2
2017003576,3,2
2017003577,7,1
2017003584,9,2
2017003595,3,2
2017003597,4,1
2017003597,6,1
2017003597,7,1
2017003597,9,1
2017003609,3,2
2017003611,7,2
2017003613,9,2
2017003631,7,1
2017003633,4,3
2017003633,7,3
2017003634,3,2
2017003636,3,2
2017003639,8,2
2017003648,3,2
2017003648,7,2
2017003648,9,2
2017003649,3,2
2017003650,7,1
2017003650,9,1
2017003657,3,2
2017003671,3,2
2017003672,3,1
2017003680,3,2
2017003688,9,2
2017003693,7,1
2017003696,3,2
2017003698,4,2
2017003698,6,2
2017003699,3,2
2017003702,3,2
2017003702,7,2
2017003702,9,2
2017003705,3,2
2017003706,3,2
2017003706,4,2
2017003707,3,2
2017003707,4,2
2017003707,6,2
2017003708,3,2
2017003708,3,3
2017003715,8,2
2017003724,9,1
2017003729,5,2
2017003730,7,2
2017003735,4,1
2017003735,3,2
2017003735,4,2
2017003737,3,3
2017003738,3,3
2017003738,8,3
2017003744,7,2
2017003745,3,2
2017003759,3,2
2017003761,3,2
2017003764,3,2
2017003766,3,2
2017003766,7,2
2017003778,7,2
2017003782,3,2
2017003783,3,2
2017003783,7,2
2017003783,9,2
2017003787,6,1
2017003787,7,1
2017003797,3,2
2017003797,3,3
2017003798,3,2
2017003798,7,2
2017003806,3,2
2017003809,9,1
2017003811,3,1
2017003811,4,1
2017003811,9,1
2017003814,3,2
2017003819,3,2
2017003819,7,2
2017003819,9,2
2017003823,3,2
2017003824,3,2
2017003830,3,2
2017003832,3,2
2017003837,3,2
2017003837,7,2
2017003837,9,2
2017003838,3,2
2017003841,3,2
2017003842,3,2
2017003842,9,2
2017003846,3,2
2017003847,3,2
2017003847,9,2
2017003852,3,2
2017003861,3,2
2017003879,9,2
2017003880,3,3
2017003883,3,2
2017003885,7,2
2017003885,8,2
2017003885,9,2
2017003909,3,2
2017003928,3,2
2017003936,3,2
2017003945,3,2
2017003959,4,2
2017003970,5,1
2017003975,3,2
2017003975,9,2
2017003991,3,1
2017003992,3,2
2017003995,3,2
2017003995,9,2
2017003999,3,2
2017003999,7,3
2017003999,9,3
2017004010,3,2
2017004013,3,2
2017004015,5,2
2017004016,3,2
2017004030,6,1
2017004030,7,1
2017004031,3,2
2017004031,3,3
2017004031,9,3
2017004032,3,2
2017004033,3,2
2017004036,3,1
2017004036,7,1
2017004037,3,1
2017004037,7,1
2017004038,9,2
2017004039,3,2
2017004039,9,2
2017004051,3,3
2017004052,3,2
2017004052,7,2
2017004052,9,2
2017004053,3,2
2017004056,3,2
2017004058,3,2
2017004065,3,3
2017004066,7,1
2017004066,8,1
2017004069,7,1
2017004069,3,2
2017004075,3,2
2017004078,7,1
2017004084,3,1
2017004084,3,2
2017004090,3,2
2017004091,3,3
2017004092,3,2
2017004092,7,2
2017004092,8,2
2017004092,9,2
2017004093,3,2
2017004094,3,2
2017004095,3,2
2017004095,7,2
2017004095,9,2
2017004096,3,2
2017004097,3,2
2017004097,7,2
2017004097,8,2
2017004097,9,2
2017004100,3,2
2017004100,9,2
2017004101,8,2
2017004101,9,2
2017004109,3,2
2017004109,8,2
2017004110,3,2
2017004110,9,2
2017004111,10,1
2017004114,3,2
2017004118,3,2
2017004128,3,2
2017004128,9,2
2017004129,3,2
2017004130,4,1
2017004130,6,1
2017004136,3,2
2017004138,3,2
2017004140,9,1
2017004140,3,3
2017004141,4,2
2017004141,5,2
2017004144,3,2
2017004151,3,2
2017004156,3,2
2017004157,9,2
2017004157,3,3
2017004157,9,3
2017004158,9,1
2017004160,3,2
2017004161,3,2
2017004161,7,2
2017004161,9,2
2017004163,3,2
2017004170,3,2
2017004176,2,2
2017004176,4,2
2017004180,3,2
2017004181,3,2
2017004192,9,1
2017004192,4,2
2017004192,5,2
